,From,To,edge
156,Pete Sessions,Todd Rokita,1
157,Pete Sessions,Chris Stewart,1
158,Pete Sessions,Stevan Pearce,1
159,Pete Sessions,Brett Guthrie,1
160,Pete Sessions,Markwayne Mullin,1
164,Pete Sessions,Tim Walberg,1
167,Pete Sessions,Scott R. Tipton,1
168,Pete Sessions,Roger Williams,1
170,Pete Sessions,Neal P. Dunn,1
172,Pete Sessions,Bruce Westerman,1
181,Pete Sessions,John Ratcliffe,1
182,Pete Sessions,Jeb Hensarling,1
190,Pete Sessions,Scott Desjarlais,1
195,Pete Sessions,Joe Wilson,1
196,Pete Sessions,Doug Collins,1
198,Pete Sessions,Ted Poe,1
200,Pete Sessions,Gus M. Bilirakis,1
201,Pete Sessions,Jody B. Hice,1
206,Pete Sessions,Patrick J. Tiberi,1
212,Pete Sessions,Ken Calvert,1
217,Pete Sessions,Tom Emmer,1
227,Pete Sessions,Rick W. Allen,1
228,Pete Sessions,Mark E. Amodei,1
230,Pete Sessions,Blake Farenthold,1
233,Pete Sessions,Tim Murphy,1
234,Pete Sessions,Brian Babin,1
235,Pete Sessions,Andy Barr,1
239,Pete Sessions,John R. Carter,1
244,Pete Sessions,George Holding,1
245,Pete Sessions,Richard Hudson,1
247,Pete Sessions,Lynn Jenkins,1
248,Pete Sessions,Mike Kelly,1
250,Pete Sessions,Billy Long,1
255,Pete Sessions,Kristi L. Noem,1
259,Pete Sessions,Tom Rice,1
267,Pete Sessions,Ralph Lee Abraham,1
268,Pete Sessions,Michael T. Mccaul,1
269,Pete Sessions,David Young,1
271,Pete Sessions,Doug Lamalfa,1
276,Pete Sessions,"Charles J. ""Chuck"" Fleischmann",1
278,Pete Sessions,William M. Thornberry,1
279,Pete Sessions,Jason Smith,1
280,Pete Sessions,Adrian Smith,1
286,Pete Sessions,Kenny Marchant,1
289,Pete Sessions,Chris Collins,1
290,Pete Sessions,Larry Bucshon,1
292,Pete Sessions,"Earl L. ""Buddy"" Carter",1
293,Pete Sessions,Andy Harris,1
298,Pete Sessions,David Schweikert,1
299,Pete Sessions,Jackie Walorski,1
305,Pete Sessions,Randy K. Weber,1
309,Pete Sessions,"Eric A. ""Rick"" Crawford",1
315,Pete Sessions,Will Hurd,1
316,Pete Sessions,Lamar Smith,1
317,Pete Sessions,Frank D. Lucas,1
320,Pete Sessions,Jim Jordan,1
321,Pete Sessions,Michael R. Turner,1
325,Pete Sessions,Glenn Grothman,1
326,Pete Sessions,John R. Moolenaar,1
332,Pete Sessions,David Rouzer,1
334,Pete Sessions,J. French Hill,1
340,Pete Sessions,Steve Russell,1
343,Pete Sessions,Louie Gohmert,1
345,Pete Sessions,John M. Shimkus,1
350,Pete Sessions,Austin Scott,1
352,Pete Sessions,David Kustoff,1
353,Pete Sessions,Harold Rogers,1
355,Pete Sessions,Alexander X. Mooney,1
357,Pete Sessions,Mike Johnson,1
358,Pete Sessions,David G. Valadao,1
359,Pete Sessions,Steve Chabot,1
361,Pete Sessions,Sam Graves,1
363,Pete Sessions,Joe L. Barton,1
364,Pete Sessions,Cathy Mcmorris Rodgers,1
366,Pete Sessions,Lloyd Smucker,1
368,Pete Sessions,Ann Wagner,1
375,Pete Sessions,Blaine Luetkemeyer,1
376,Pete Sessions,Pete Olson,1
378,Pete Sessions,Bill Shuster,1
379,Pete Sessions,A. Drew Ferguson,1
395,Pete Sessions,Daniel Webster,1
407,Pete Sessions,Kay Granger,1
410,Pete Sessions,Jeff Duncan,1
411,Pete Sessions,Gary J. Palmer,1
413,Pete Sessions,Roger W. Marshall,1
415,Pete Sessions,Mark Walker,1
418,Pete Sessions,Bill Flores,1
425,Pete Sessions,Kevin Yoder,1
426,Pete Sessions,David P. Joyce,1
427,Pete Sessions,John Abney Culberson,1
428,Pete Sessions,Ron Estes,1
430,Pete Sessions,James Comer,1
448,Erik Paulsen,Pete Sessions,1
450,Erik Paulsen,Rodney Frelinghuysen,1
460,Erik Paulsen,Steve Womack,1
461,Erik Paulsen,Darin Lahood,1
465,Erik Paulsen,Lou Barletta,1
469,Erik Paulsen,Mike Bishop,1
488,Erik Paulsen,Adam Kinzinger,1
495,Erik Paulsen,Paul Mitchell,1
497,Erik Paulsen,Patrick Meehan,1
506,Erik Paulsen,Peter T. King,1
517,Erik Paulsen,Elise M. Stefanik,1
525,Erik Paulsen,Dennis A. Ross,1
528,Erik Paulsen,Glenn Thompson,1
541,Erik Paulsen,James B. Renacci,1
543,Erik Paulsen,Tom Reed,1
551,Erik Paulsen,Devin Nunes,1
562,Erik Paulsen,Steve Stivers,1
568,Erik Paulsen,Mike Coffman,1
593,Erik Paulsen,Bill Johnson,1
600,Erik Paulsen,Vern Buchanan,1
607,Erik Paulsen,Brett Guthrie,1
621,Erik Paulsen,Jason Lewis,1
632,Erik Paulsen,Charles W. Dent,1
633,Erik Paulsen,John Katko,1
642,Erik Paulsen,Rodney Davis,1
647,Erik Paulsen,David G. Reichert,1
651,Erik Paulsen,Martha Mcsally,1
654,Erik Paulsen,Patrick J. Tiberi,1
660,Erik Paulsen,Ken Calvert,1
665,Erik Paulsen,Tom Emmer,1
674,Erik Paulsen,Susan W. Brooks,1
676,Erik Paulsen,Mark E. Amodei,1
681,Erik Paulsen,Tim Murphy,1
692,Erik Paulsen,George Holding,1
695,Erik Paulsen,Lynn Jenkins,1
696,Erik Paulsen,Mike Kelly,1
698,Erik Paulsen,Billy Long,1
703,Erik Paulsen,Kristi L. Noem,1
707,Erik Paulsen,Tom Rice,1
712,Erik Paulsen,David A. Trott,1
717,Erik Paulsen,David Young,1
721,Erik Paulsen,Carlos Curbelo,1
722,Erik Paulsen,Daniel M. Donovan,1
727,Erik Paulsen,Jason Smith,1
729,Erik Paulsen,Ron Kind,1
733,Erik Paulsen,Jaime Herrera Beutler,1
734,Erik Paulsen,Kenny Marchant,1
737,Erik Paulsen,Chris Collins,1
745,Erik Paulsen,Thomas J. Rooney,1
747,Erik Paulsen,Jackie Walorski,1
757,Erik Paulsen,"Eric A. ""Rick"" Crawford",1
761,Erik Paulsen,Leonard Lance,1
763,Erik Paulsen,Will Hurd,1
769,Erik Paulsen,Michael R. Turner,1
772,Erik Paulsen,Ed Royce,1
776,Erik Paulsen,Michael K. Simpson,1
779,Erik Paulsen,Jeff Denham,1
795,Erik Paulsen,Peter J. Roskam,1
806,Erik Paulsen,David G. Valadao,1
809,Erik Paulsen,Sam Graves,1
812,Erik Paulsen,Cathy Mcmorris Rodgers,1
814,Erik Paulsen,Lloyd Smucker,1
818,Erik Paulsen,John J. Faso,1
828,Erik Paulsen,Fred Upton,1
835,Erik Paulsen,Ryan A. Costello,1
855,Erik Paulsen,Kay Granger,1
861,Erik Paulsen,Roger W. Marshall,1
873,Erik Paulsen,Kevin Yoder,1
874,Erik Paulsen,David P. Joyce,1
876,Erik Paulsen,Ron Estes,1
878,Erik Paulsen,James Comer,1
897,Rodney Frelinghuysen,Erik Paulsen,1
901,Rodney Frelinghuysen,Ileana Ros-Lehtinen,1
908,Rodney Frelinghuysen,Steve Womack,1
909,Rodney Frelinghuysen,Darin Lahood,1
913,Rodney Frelinghuysen,Lou Barletta,1
917,Rodney Frelinghuysen,Mike Bishop,1
920,Rodney Frelinghuysen,Stephen Knight,1
936,Rodney Frelinghuysen,Adam Kinzinger,1
942,Rodney Frelinghuysen,Thomas Macarthur,1
943,Rodney Frelinghuysen,Paul Mitchell,1
945,Rodney Frelinghuysen,Patrick Meehan,1
948,Rodney Frelinghuysen,Lee M. Zeldin,1
954,Rodney Frelinghuysen,Peter T. King,1
955,Rodney Frelinghuysen,Jeff Fortenberry,1
964,Rodney Frelinghuysen,David B. Mckinley,1
965,Rodney Frelinghuysen,Elise M. Stefanik,1
976,Rodney Frelinghuysen,Glenn Thompson,1
980,Rodney Frelinghuysen,Christopher H. Smith,1
991,Rodney Frelinghuysen,Tom Reed,1
995,Rodney Frelinghuysen,Tom Graves,1
999,Rodney Frelinghuysen,Devin Nunes,1
1009,Rodney Frelinghuysen,Evan H. Jenkins,1
1010,Rodney Frelinghuysen,Steve Stivers,1
1016,Rodney Frelinghuysen,Mike Coffman,1
1041,Rodney Frelinghuysen,Bill Johnson,1
1048,Rodney Frelinghuysen,Vern Buchanan,1
1055,Rodney Frelinghuysen,Brett Guthrie,1
1060,Rodney Frelinghuysen,Tim Walberg,1
1064,Rodney Frelinghuysen,Roger Williams,1
1074,Rodney Frelinghuysen,Barbara Comstock,1
1080,Rodney Frelinghuysen,Charles W. Dent,1
1081,Rodney Frelinghuysen,John Katko,1
1089,Rodney Frelinghuysen,Albio Sires,1
1090,Rodney Frelinghuysen,Rodney Davis,1
1095,Rodney Frelinghuysen,David G. Reichert,1
1099,Rodney Frelinghuysen,Martha Mcsally,1
1108,Rodney Frelinghuysen,Ken Calvert,1
1113,Rodney Frelinghuysen,Tom Emmer,1
1122,Rodney Frelinghuysen,Susan W. Brooks,1
1124,Rodney Frelinghuysen,Mark E. Amodei,1
1129,Rodney Frelinghuysen,Tim Murphy,1
1143,Rodney Frelinghuysen,Lynn Jenkins,1
1146,Rodney Frelinghuysen,Billy Long,1
1160,Rodney Frelinghuysen,David A. Trott,1
1161,Rodney Frelinghuysen,William J. Pascrell,1
1165,Rodney Frelinghuysen,David Young,1
1170,Rodney Frelinghuysen,Daniel M. Donovan,1
1173,Rodney Frelinghuysen,Frank A. Lobiondo,1
1175,Rodney Frelinghuysen,Jason Smith,1
1181,Rodney Frelinghuysen,Jaime Herrera Beutler,1
1185,Rodney Frelinghuysen,Chris Collins,1
1186,Rodney Frelinghuysen,Larry Bucshon,1
1188,Rodney Frelinghuysen,"Earl L. ""Buddy"" Carter",1
1192,Rodney Frelinghuysen,Kathleen M. Rice,1
1193,Rodney Frelinghuysen,Thomas J. Rooney,1
1195,Rodney Frelinghuysen,Jackie Walorski,1
1202,Rodney Frelinghuysen,Don Bacon,1
1205,Rodney Frelinghuysen,"Eric A. ""Rick"" Crawford",1
1209,Rodney Frelinghuysen,Leonard Lance,1
1211,Rodney Frelinghuysen,Will Hurd,1
1217,Rodney Frelinghuysen,Michael R. Turner,1
1224,Rodney Frelinghuysen,Michael K. Simpson,1
1227,Rodney Frelinghuysen,Jeff Denham,1
1230,Rodney Frelinghuysen,J. French Hill,1
1249,Rodney Frelinghuysen,Harold Rogers,1
1254,Rodney Frelinghuysen,David G. Valadao,1
1257,Rodney Frelinghuysen,Sam Graves,1
1260,Rodney Frelinghuysen,Cathy Mcmorris Rodgers,1
1261,Rodney Frelinghuysen,Donald Norcross,1
1262,Rodney Frelinghuysen,Lloyd Smucker,1
1266,Rodney Frelinghuysen,John J. Faso,1
1270,Rodney Frelinghuysen,John B. Larson,1
1274,Rodney Frelinghuysen,Bill Shuster,1
1276,Rodney Frelinghuysen,Fred Upton,1
1283,Rodney Frelinghuysen,Ryan A. Costello,1
1290,Rodney Frelinghuysen,Josh Gottheimer,1
1292,Rodney Frelinghuysen,C. A. Dutch Ruppersberger,1
1303,Rodney Frelinghuysen,Kay Granger,1
1321,Rodney Frelinghuysen,Kevin Yoder,1
1322,Rodney Frelinghuysen,David P. Joyce,1
1344,Robert B. Aderholt,Pete Sessions,1
1351,Robert B. Aderholt,Robert E. Latta,1
1355,Robert B. Aderholt,Marsha Blackburn,1
1356,Robert B. Aderholt,Steve Womack,1
1357,Robert B. Aderholt,Darin Lahood,1
1361,Robert B. Aderholt,Lou Barletta,1
1363,Robert B. Aderholt,Gregg Harper,1
1364,Robert B. Aderholt,Steve Scalise,1
1365,Robert B. Aderholt,Mike Bishop,1
1367,Robert B. Aderholt,David P. Roe,1
1372,Robert B. Aderholt,Barry Loudermilk,1
1374,Robert B. Aderholt,K. Michael Conaway,1
1380,Robert B. Aderholt,Clay Higgins,1
1383,Robert B. Aderholt,H. Morgan Griffith,1
1385,Robert B. Aderholt,Robert J. Wittman,1
1387,Robert B. Aderholt,Andy Biggs,1
1389,Robert B. Aderholt,Michael C. Burgess,1
1391,Robert B. Aderholt,Paul Mitchell,1
1395,Robert B. Aderholt,Tom Cole,1
1401,Robert B. Aderholt,Trent Kelly,1
1403,Robert B. Aderholt,Jeff Fortenberry,1
1404,Robert B. Aderholt,Robert W. Goodlatte,1
1406,Robert B. Aderholt,Mo Brooks,1
1410,Robert B. Aderholt,Ted S. Yoho,1
1412,Robert B. Aderholt,David B. Mckinley,1
1419,Robert B. Aderholt,Kevin Brady,1
1420,Robert B. Aderholt,Mark Meadows,1
1421,Robert B. Aderholt,Dennis A. Ross,1
1422,Robert B. Aderholt,Tom Marino,1
1424,Robert B. Aderholt,Glenn Thompson,1
1431,Robert B. Aderholt,Diane Black,1
1432,Robert B. Aderholt,Luke Messer,1
1437,Robert B. Aderholt,James B. Renacci,1
1438,Robert B. Aderholt,Brad R. Wenstrup,1
1443,Robert B. Aderholt,Tom Graves,1
1444,Robert B. Aderholt,Robert Pittenger,1
1447,Robert B. Aderholt,Devin Nunes,1
1448,Robert B. Aderholt,Rod Blum,1
1450,Robert B. Aderholt,Jodey C. Arrington,1
1452,Robert B. Aderholt,Bob Gibbs,1
1454,Robert B. Aderholt,Warren Davidson,1
1457,Robert B. Aderholt,Evan H. Jenkins,1
1459,Robert B. Aderholt,Keith J. Rothfus,1
1460,Robert B. Aderholt,Scott Perry,1
1461,Robert B. Aderholt,Martha Roby,1
1465,Robert B. Aderholt,Dave Brat,1
1466,Robert B. Aderholt,Tom Mcclintock,1
1468,Robert B. Aderholt,Randy Hultgren,1
1472,Robert B. Aderholt,Ted Budd,1
1473,Robert B. Aderholt,Sam Johnson,1
1476,Robert B. Aderholt,Bradley Byrne,1
1479,Robert B. Aderholt,Ralph Norman,1
1480,Robert B. Aderholt,Doug Lamborn,1
1481,Robert B. Aderholt,Steven M. Palazzo,1
1482,Robert B. Aderholt,Sean P. Duffy,1
1483,Robert B. Aderholt,Trey Hollingsworth,1
1484,Robert B. Aderholt,Steve King,1
1486,Robert B. Aderholt,Rob Bishop,1
1488,Robert B. Aderholt,Virginia Foxx,1
1489,Robert B. Aderholt,Bill Johnson,1
1490,Robert B. Aderholt,Jim Bridenstine,1
1491,Robert B. Aderholt,Bill Huizenga,1
1492,Robert B. Aderholt,Liz Cheney,1
1493,Robert B. Aderholt,Kevin Cramer,1
1494,Robert B. Aderholt,Paul A. Gosar,1
1497,Robert B. Aderholt,Raul R. Labrador,1
1498,Robert B. Aderholt,Dan Newhouse,1
1500,Robert B. Aderholt,Todd Rokita,1
1501,Robert B. Aderholt,Chris Stewart,1
1502,Robert B. Aderholt,Stevan Pearce,1
1503,Robert B. Aderholt,Brett Guthrie,1
1504,Robert B. Aderholt,Markwayne Mullin,1
1508,Robert B. Aderholt,Tim Walberg,1
1512,Robert B. Aderholt,Roger Williams,1
1514,Robert B. Aderholt,Neal P. Dunn,1
1516,Robert B. Aderholt,Bruce Westerman,1
1518,Robert B. Aderholt,Mike Gallagher,1
1520,Robert B. Aderholt,Jim Banks,1
1523,Robert B. Aderholt,Trent Franks,1
1525,Robert B. Aderholt,John Ratcliffe,1
1526,Robert B. Aderholt,Jeb Hensarling,1
1534,Robert B. Aderholt,Scott Desjarlais,1
1539,Robert B. Aderholt,Joe Wilson,1
1540,Robert B. Aderholt,Doug Collins,1
1545,Robert B. Aderholt,Jody B. Hice,1
1550,Robert B. Aderholt,Patrick J. Tiberi,1
1556,Robert B. Aderholt,Ken Calvert,1
1561,Robert B. Aderholt,Tom Emmer,1
1571,Robert B. Aderholt,Rick W. Allen,1
1572,Robert B. Aderholt,Mark E. Amodei,1
1573,Robert B. Aderholt,Vicky Hartzler,1
1574,Robert B. Aderholt,Blake Farenthold,1
1577,Robert B. Aderholt,Tim Murphy,1
1578,Robert B. Aderholt,Brian Babin,1
1579,Robert B. Aderholt,Andy Barr,1
1581,Robert B. Aderholt,Mike Bost,1
1583,Robert B. Aderholt,John R. Carter,1
1587,Robert B. Aderholt,John J. Duncan,1
1588,Robert B. Aderholt,George Holding,1
1589,Robert B. Aderholt,Richard Hudson,1
1590,Robert B. Aderholt,Duncan D. Hunter,1
1591,Robert B. Aderholt,Lynn Jenkins,1
1592,Robert B. Aderholt,Mike Kelly,1
1594,Robert B. Aderholt,Billy Long,1
1595,Robert B. Aderholt,Mia B. Love,1
1599,Robert B. Aderholt,Kristi L. Noem,1
1603,Robert B. Aderholt,Tom Rice,1
1604,Robert B. Aderholt,Mike Rogers,1
1611,Robert B. Aderholt,Ralph Lee Abraham,1
1612,Robert B. Aderholt,Michael T. Mccaul,1
1615,Robert B. Aderholt,Doug Lamalfa,1
1620,Robert B. Aderholt,"Charles J. ""Chuck"" Fleischmann",1
1622,Robert B. Aderholt,William M. Thornberry,1
1623,Robert B. Aderholt,Jason Smith,1
1624,Robert B. Aderholt,Adrian Smith,1
1630,Robert B. Aderholt,Kenny Marchant,1
1633,Robert B. Aderholt,Chris Collins,1
1634,Robert B. Aderholt,Larry Bucshon,1
1636,Robert B. Aderholt,"Earl L. ""Buddy"" Carter",1
1637,Robert B. Aderholt,Andy Harris,1
1641,Robert B. Aderholt,Thomas J. Rooney,1
1643,Robert B. Aderholt,Jackie Walorski,1
1649,Robert B. Aderholt,Randy K. Weber,1
1650,Robert B. Aderholt,Don Bacon,1
1653,Robert B. Aderholt,"Eric A. ""Rick"" Crawford",1
1660,Robert B. Aderholt,Lamar Smith,1
1661,Robert B. Aderholt,Frank D. Lucas,1
1664,Robert B. Aderholt,Jim Jordan,1
1665,Robert B. Aderholt,Michael R. Turner,1
1669,Robert B. Aderholt,Glenn Grothman,1
1670,Robert B. Aderholt,John R. Moolenaar,1
1676,Robert B. Aderholt,David Rouzer,1
1678,Robert B. Aderholt,J. French Hill,1
1681,Robert B. Aderholt,Jack Bergman,1
1684,Robert B. Aderholt,Steve Russell,1
1687,Robert B. Aderholt,Louie Gohmert,1
1689,Robert B. Aderholt,John M. Shimkus,1
1692,Robert B. Aderholt,Garret Graves,1
1694,Robert B. Aderholt,Austin Scott,1
1696,Robert B. Aderholt,David Kustoff,1
1697,Robert B. Aderholt,Harold Rogers,1
1699,Robert B. Aderholt,Alexander X. Mooney,1
1701,Robert B. Aderholt,Mike Johnson,1
1703,Robert B. Aderholt,Steve Chabot,1
1705,Robert B. Aderholt,Sam Graves,1
1707,Robert B. Aderholt,Joe L. Barton,1
1712,Robert B. Aderholt,Ann Wagner,1
1719,Robert B. Aderholt,Blaine Luetkemeyer,1
1720,Robert B. Aderholt,Pete Olson,1
1722,Robert B. Aderholt,Bill Shuster,1
1723,Robert B. Aderholt,A. Drew Ferguson,1
1739,Robert B. Aderholt,Daniel Webster,1
1749,Robert B. Aderholt,Thomas Massie,1
1751,Robert B. Aderholt,Kay Granger,1
1754,Robert B. Aderholt,Jeff Duncan,1
1755,Robert B. Aderholt,Gary J. Palmer,1
1757,Robert B. Aderholt,Roger W. Marshall,1
1759,Robert B. Aderholt,Mark Walker,1
1762,Robert B. Aderholt,Bill Flores,1
1765,Robert B. Aderholt,Greg Gianforte,1
1769,Robert B. Aderholt,Kevin Yoder,1
1771,Robert B. Aderholt,John Abney Culberson,1
1772,Robert B. Aderholt,Ron Estes,1
1774,Robert B. Aderholt,James Comer,1
1785,Robert B. Aderholt,Trey Gowdy,1
1914,Kevin Mccarthy,Tom Mcclintock,1
2004,Kevin Mccarthy,Ken Calvert,1
2242,Ileana Ros-Lehtinen,Rodney Frelinghuysen,1
2250,Ileana Ros-Lehtinen,Brian J. Mast,1
2258,Ileana Ros-Lehtinen,Lois Frankel,1
2280,Ileana Ros-Lehtinen,Adam Kinzinger,1
2289,Ileana Ros-Lehtinen,Patrick Meehan,1
2292,Ileana Ros-Lehtinen,Lee M. Zeldin,1
2293,Ileana Ros-Lehtinen,Eliot L. Engel,1
2298,Ileana Ros-Lehtinen,Peter T. King,1
2317,Ileana Ros-Lehtinen,Dennis A. Ross,1
2319,Ileana Ros-Lehtinen,Gerald E. Connolly,1
2324,Ileana Ros-Lehtinen,Christopher H. Smith,1
2329,Ileana Ros-Lehtinen,Brad Sherman,1
2351,Ileana Ros-Lehtinen,Stephanie N. Murphy,1
2360,Ileana Ros-Lehtinen,Mike Coffman,1
2381,Ileana Ros-Lehtinen,Theodore E. Deutch,1
2392,Ileana Ros-Lehtinen,Vern Buchanan,1
2401,Ileana Ros-Lehtinen,Ron Desantis,1
2406,Ileana Ros-Lehtinen,Brian K. Fitzpatrick,1
2418,Ileana Ros-Lehtinen,Barbara Comstock,1
2424,Ileana Ros-Lehtinen,Charles W. Dent,1
2425,Ileana Ros-Lehtinen,John Katko,1
2433,Ileana Ros-Lehtinen,Albio Sires,1
2439,Ileana Ros-Lehtinen,David G. Reichert,1
2440,Ileana Ros-Lehtinen,Gus M. Bilirakis,1
2481,Ileana Ros-Lehtinen,Paul Cook,1
2492,Ileana Ros-Lehtinen,Nita M. Lowey,1
2504,Ileana Ros-Lehtinen,David A. Trott,1
2513,Ileana Ros-Lehtinen,Carlos Curbelo,1
2514,Ileana Ros-Lehtinen,Daniel M. Donovan,1
2517,Ileana Ros-Lehtinen,Frank A. Lobiondo,1
2523,Ileana Ros-Lehtinen,John H. Rutherford,1
2537,Ileana Ros-Lehtinen,Thomas J. Rooney,1
2553,Ileana Ros-Lehtinen,Leonard Lance,1
2564,Ileana Ros-Lehtinen,Ed Royce,1
2571,Ileana Ros-Lehtinen,Jeff Denham,1
2584,Ileana Ros-Lehtinen,Charlie Crist,1
2587,Ileana Ros-Lehtinen,Peter J. Roskam,1
2598,Ileana Ros-Lehtinen,David G. Valadao,1
2599,Ileana Ros-Lehtinen,Steve Chabot,1
2602,Ileana Ros-Lehtinen,Bradley Scott Schneider,1
2607,Ileana Ros-Lehtinen,Debbie Wasserman Schultz,1
2609,Ileana Ros-Lehtinen,Jacklyn Rosen,1
2610,Ileana Ros-Lehtinen,John J. Faso,1
2613,Ileana Ros-Lehtinen,Mario Diaz-Balart,1
2620,Ileana Ros-Lehtinen,Fred Upton,1
2626,Ileana Ros-Lehtinen,Brendan F. Boyle,1
2627,Ileana Ros-Lehtinen,Ryan A. Costello,1
2634,Ileana Ros-Lehtinen,Josh Gottheimer,1
2647,Ileana Ros-Lehtinen,Kay Granger,1
2654,Ileana Ros-Lehtinen,Thomas R. Suozzi,1
2665,Ileana Ros-Lehtinen,Kevin Yoder,1
2666,Ileana Ros-Lehtinen,David P. Joyce,1
2712,Darrell E. Issa,Stephen Knight,1
2714,Darrell E. Issa,Dana Rohrabacher,1
2791,Darrell E. Issa,Devin Nunes,1
2810,Darrell E. Issa,Tom Mcclintock,1
2900,Darrell E. Issa,Ken Calvert,1
2929,Darrell E. Issa,Paul Cook,1
2934,Darrell E. Issa,Duncan D. Hunter,1
2959,Darrell E. Issa,Doug Lamalfa,1
3012,Darrell E. Issa,Ed Royce,1
3046,Darrell E. Issa,David G. Valadao,1
3086,Darrell E. Issa,Mimi Walters,1
3095,Darrell E. Issa,Kay Granger,1
3136,Robert E. Latta,Pete Sessions,1
3139,Robert E. Latta,Robert B. Aderholt,1
3147,Robert E. Latta,Marsha Blackburn,1
3148,Robert E. Latta,Steve Womack,1
3149,Robert E. Latta,Darin Lahood,1
3153,Robert E. Latta,Lou Barletta,1
3155,Robert E. Latta,Gregg Harper,1
3156,Robert E. Latta,Steve Scalise,1
3157,Robert E. Latta,Mike Bishop,1
3159,Robert E. Latta,David P. Roe,1
3164,Robert E. Latta,Barry Loudermilk,1
3166,Robert E. Latta,K. Michael Conaway,1
3175,Robert E. Latta,H. Morgan Griffith,1
3176,Robert E. Latta,Adam Kinzinger,1
3177,Robert E. Latta,Robert J. Wittman,1
3183,Robert E. Latta,Paul Mitchell,1
3187,Robert E. Latta,Tom Cole,1
3193,Robert E. Latta,Trent Kelly,1
3202,Robert E. Latta,Ted S. Yoho,1
3204,Robert E. Latta,David B. Mckinley,1
3211,Robert E. Latta,Kevin Brady,1
3213,Robert E. Latta,Dennis A. Ross,1
3214,Robert E. Latta,Tom Marino,1
3216,Robert E. Latta,Glenn Thompson,1
3220,Robert E. Latta,Christopher H. Smith,1
3223,Robert E. Latta,Diane Black,1
3224,Robert E. Latta,Luke Messer,1
3229,Robert E. Latta,James B. Renacci,1
3230,Robert E. Latta,Brad R. Wenstrup,1
3235,Robert E. Latta,Tom Graves,1
3236,Robert E. Latta,Robert Pittenger,1
3240,Robert E. Latta,Rod Blum,1
3242,Robert E. Latta,Jodey C. Arrington,1
3244,Robert E. Latta,Bob Gibbs,1
3246,Robert E. Latta,Warren Davidson,1
3249,Robert E. Latta,Evan H. Jenkins,1
3250,Robert E. Latta,Steve Stivers,1
3251,Robert E. Latta,Keith J. Rothfus,1
3253,Robert E. Latta,Martha Roby,1
3257,Robert E. Latta,Dave Brat,1
3260,Robert E. Latta,Randy Hultgren,1
3264,Robert E. Latta,Ted Budd,1
3265,Robert E. Latta,Sam Johnson,1
3268,Robert E. Latta,Bradley Byrne,1
3271,Robert E. Latta,Ralph Norman,1
3272,Robert E. Latta,Doug Lamborn,1
3273,Robert E. Latta,Steven M. Palazzo,1
3274,Robert E. Latta,Sean P. Duffy,1
3275,Robert E. Latta,Trey Hollingsworth,1
3276,Robert E. Latta,Steve King,1
3278,Robert E. Latta,Rob Bishop,1
3280,Robert E. Latta,Virginia Foxx,1
3281,Robert E. Latta,Bill Johnson,1
3282,Robert E. Latta,Jim Bridenstine,1
3283,Robert E. Latta,Bill Huizenga,1
3284,Robert E. Latta,Liz Cheney,1
3285,Robert E. Latta,Kevin Cramer,1
3286,Robert E. Latta,Paul A. Gosar,1
3290,Robert E. Latta,Dan Newhouse,1
3292,Robert E. Latta,Todd Rokita,1
3293,Robert E. Latta,Chris Stewart,1
