,From,To,edge
1911,John Sidney Mccain,Richard Green Lugar,1
1913,John Sidney Mccain,Mike Lee,1
1914,John Sidney Mccain,Ron Johnson,1
1915,John Sidney Mccain,Dean Heller,1
1917,John Sidney Mccain,Thad Cochran,1
1918,John Sidney Mccain,James E. Risch,1
1930,Herbert H. Kohl,Patrick Joseph Leahy,1
1940,Herbert H. Kohl,Richard J. Durbin,1
1961,Herbert H. Kohl,Richard Blumenthal,1
1984,Herbert H. Kohl,Sheldon Whitehouse,1
1986,Herbert H. Kohl,Amy Klobuchar,1
1992,Herbert H. Kohl,Tim Johnson,1
2001,Herbert H. Kohl,Barbara Ann Mikulski,1
2008,Herbert H. Kohl,Clarence William Nelson,1
2027,Tom Coburn,John Boozman,1
2028,Tom Coburn,Marco Rubio,1
2029,Tom Coburn,Jim Inhofe,1
2038,Tom Coburn,John Sidney Mccain,1
2042,Tom Coburn,Michael B. Enzi,1
2043,Tom Coburn,John Barrasso,1
2044,Tom Coburn,John Cornyn,1
2046,Tom Coburn,David Vitter,1
2049,Tom Coburn,Kay Bailey Hutchison,1
2050,Tom Coburn,Mike Johanns,1
2052,Tom Coburn,Lindsey O. Graham,1
2056,Tom Coburn,Jon Llewellyn Kyl,1
2057,Tom Coburn,Rand Paul,1
2061,Tom Coburn,John R. Thune,1
2063,Tom Coburn,Rob Portman,1
2065,Tom Coburn,Michael D. Crapo,1
2069,Tom Coburn,Jerry Moran,1
2070,Tom Coburn,Mitch Mcconnell,1
2071,Tom Coburn,Lamar Alexander,1
2072,Tom Coburn,Roger F. Wicker,1
2074,Tom Coburn,Orrin Grant Hatch,1
2075,Tom Coburn,Roy Blunt,1
2080,Tom Coburn,Richard Burr,1
2082,Tom Coburn,John Hoeven,1
2089,Tom Coburn,James W. Demint,1
2092,Tom Coburn,Charles Ernest Grassley,1
2095,Tom Coburn,Jeff Sessions,1
2096,Tom Coburn,Daniel Ray Coats,1
2097,Tom Coburn,Richard Craig Shelby,1
2098,Tom Coburn,Bob Corker,1
2101,Tom Coburn,Kelly Ayotte,1
2104,Tom Coburn,Mark Steven Kirk,1
2105,Tom Coburn,Johnny Isakson,1
2106,Tom Coburn,Pat Roberts,1
2107,Tom Coburn,Pat Toomey,1
2110,Tom Coburn,Saxby Chambliss,1
2113,Tom Coburn,Richard Green Lugar,1
2115,Tom Coburn,Mike Lee,1
2116,Tom Coburn,Ron Johnson,1
2117,Tom Coburn,Dean Heller,1
2119,Tom Coburn,Thad Cochran,1
2120,Tom Coburn,James E. Risch,1
2123,Richard J. Durbin,Jeanne Shaheen,1
2124,Richard J. Durbin,Ron Wyden,1
2125,Richard J. Durbin,Charles E. Schumer,1
2127,Richard J. Durbin,Thomas Richard Harkin,1
2132,Richard J. Durbin,Patrick Joseph Leahy,1
2134,Richard J. Durbin,Dianne Feinstein,1
2135,Richard J. Durbin,Frank R. Lautenberg,1
2137,Richard J. Durbin,Bernard Sanders,1
2140,Richard J. Durbin,Herbert H. Kohl,1
2146,Richard J. Durbin,Mark Udall,1
2149,Richard J. Durbin,Benjamin L. Cardin,1
2156,Richard J. Durbin,Robert Menendez,1
2160,Richard J. Durbin,Kirsten E. Gillibrand,1
2163,Richard J. Durbin,Richard Blumenthal,1
2165,Richard J. Durbin,John F. Reed,1
2167,Richard J. Durbin,Sherrod Brown,1
2169,Richard J. Durbin,Patty Murray,1
2174,Richard J. Durbin,Barbara Boxer,1
2179,Richard J. Durbin,Christopher A. Coons,1
2186,Richard J. Durbin,Sheldon Whitehouse,1
2189,Richard J. Durbin,Daniel Kohikina Akaka,1
2192,Richard J. Durbin,Michael F. Bennet,1
2201,Richard J. Durbin,Al Franken,1
2203,Richard J. Durbin,Barbara Ann Mikulski,1
2204,Richard J. Durbin,Carl Milton Levin,1
2209,Richard J. Durbin,Jeff Merkley,1
2210,Richard J. Durbin,Clarence William Nelson,1
2229,Michael B. Enzi,John Boozman,1
2230,Michael B. Enzi,Marco Rubio,1
2231,Michael B. Enzi,Jim Inhofe,1
2240,Michael B. Enzi,John Sidney Mccain,1
2242,Michael B. Enzi,Tom Coburn,1
2245,Michael B. Enzi,John Barrasso,1
2246,Michael B. Enzi,John Cornyn,1
2248,Michael B. Enzi,David Vitter,1
2251,Michael B. Enzi,Kay Bailey Hutchison,1
2252,Michael B. Enzi,Mike Johanns,1
2254,Michael B. Enzi,Lindsey O. Graham,1
2255,Michael B. Enzi,Lisa Murkowski,1
2258,Michael B. Enzi,Jon Llewellyn Kyl,1
2259,Michael B. Enzi,Rand Paul,1
2263,Michael B. Enzi,John R. Thune,1
2265,Michael B. Enzi,Rob Portman,1
2267,Michael B. Enzi,Michael D. Crapo,1
2271,Michael B. Enzi,Jerry Moran,1
2272,Michael B. Enzi,Mitch Mcconnell,1
2273,Michael B. Enzi,Lamar Alexander,1
2274,Michael B. Enzi,Roger F. Wicker,1
2276,Michael B. Enzi,Orrin Grant Hatch,1
2277,Michael B. Enzi,Roy Blunt,1
2282,Michael B. Enzi,Richard Burr,1
2284,Michael B. Enzi,John Hoeven,1
2291,Michael B. Enzi,James W. Demint,1
2294,Michael B. Enzi,Charles Ernest Grassley,1
2297,Michael B. Enzi,Jeff Sessions,1
2298,Michael B. Enzi,Daniel Ray Coats,1
2299,Michael B. Enzi,Richard Craig Shelby,1
2300,Michael B. Enzi,Bob Corker,1
2303,Michael B. Enzi,Kelly Ayotte,1
2307,Michael B. Enzi,Johnny Isakson,1
2308,Michael B. Enzi,Pat Roberts,1
2309,Michael B. Enzi,Pat Toomey,1
2312,Michael B. Enzi,Saxby Chambliss,1
2315,Michael B. Enzi,Richard Green Lugar,1
2317,Michael B. Enzi,Mike Lee,1
2318,Michael B. Enzi,Ron Johnson,1
2319,Michael B. Enzi,Dean Heller,1
2321,Michael B. Enzi,Thad Cochran,1
2322,Michael B. Enzi,James E. Risch,1
2330,John Barrasso,John Boozman,1
2331,John Barrasso,Marco Rubio,1
2332,John Barrasso,Jim Inhofe,1
2341,John Barrasso,John Sidney Mccain,1
2343,John Barrasso,Tom Coburn,1
2345,John Barrasso,Michael B. Enzi,1
2347,John Barrasso,John Cornyn,1
2349,John Barrasso,David Vitter,1
2352,John Barrasso,Kay Bailey Hutchison,1
2353,John Barrasso,Mike Johanns,1
2355,John Barrasso,Lindsey O. Graham,1
2356,John Barrasso,Lisa Murkowski,1
2359,John Barrasso,Jon Llewellyn Kyl,1
2360,John Barrasso,Rand Paul,1
2364,John Barrasso,John R. Thune,1
2366,John Barrasso,Rob Portman,1
2368,John Barrasso,Michael D. Crapo,1
2372,John Barrasso,Jerry Moran,1
2373,John Barrasso,Mitch Mcconnell,1
2374,John Barrasso,Lamar Alexander,1
2375,John Barrasso,Roger F. Wicker,1
2377,John Barrasso,Orrin Grant Hatch,1
2378,John Barrasso,Roy Blunt,1
2383,John Barrasso,Richard Burr,1
2385,John Barrasso,John Hoeven,1
2392,John Barrasso,James W. Demint,1
2395,John Barrasso,Charles Ernest Grassley,1
2398,John Barrasso,Jeff Sessions,1
2399,John Barrasso,Daniel Ray Coats,1
2400,John Barrasso,Richard Craig Shelby,1
2401,John Barrasso,Bob Corker,1
2404,John Barrasso,Kelly Ayotte,1
2407,John Barrasso,Mark Steven Kirk,1
2408,John Barrasso,Johnny Isakson,1
2409,John Barrasso,Pat Roberts,1
2410,John Barrasso,Pat Toomey,1
2413,John Barrasso,Saxby Chambliss,1
2416,John Barrasso,Richard Green Lugar,1
2418,John Barrasso,Mike Lee,1
2419,John Barrasso,Ron Johnson,1
2420,John Barrasso,Dean Heller,1
2422,John Barrasso,Thad Cochran,1
2423,John Barrasso,James E. Risch,1
2431,John Cornyn,John Boozman,1
2432,John Cornyn,Marco Rubio,1
2433,John Cornyn,Jim Inhofe,1
2442,John Cornyn,John Sidney Mccain,1
2444,John Cornyn,Tom Coburn,1
2446,John Cornyn,Michael B. Enzi,1
2447,John Cornyn,John Barrasso,1
2450,John Cornyn,David Vitter,1
2453,John Cornyn,Kay Bailey Hutchison,1
2454,John Cornyn,Mike Johanns,1
2456,John Cornyn,Lindsey O. Graham,1
2460,John Cornyn,Jon Llewellyn Kyl,1
2461,John Cornyn,Rand Paul,1
2465,John Cornyn,John R. Thune,1
2467,John Cornyn,Rob Portman,1
2469,John Cornyn,Michael D. Crapo,1
2473,John Cornyn,Jerry Moran,1
2474,John Cornyn,Mitch Mcconnell,1
2475,John Cornyn,Lamar Alexander,1
2476,John Cornyn,Roger F. Wicker,1
2478,John Cornyn,Orrin Grant Hatch,1
2479,John Cornyn,Roy Blunt,1
2484,John Cornyn,Richard Burr,1
2486,John Cornyn,John Hoeven,1
2493,John Cornyn,James W. Demint,1
2496,John Cornyn,Charles Ernest Grassley,1
2499,John Cornyn,Jeff Sessions,1
2500,John Cornyn,Daniel Ray Coats,1
2501,John Cornyn,Richard Craig Shelby,1
2502,John Cornyn,Bob Corker,1
2505,John Cornyn,Kelly Ayotte,1
2508,John Cornyn,Mark Steven Kirk,1
2509,John Cornyn,Johnny Isakson,1
2510,John Cornyn,Pat Roberts,1
2511,John Cornyn,Pat Toomey,1
2514,John Cornyn,Saxby Chambliss,1
2517,John Cornyn,Richard Green Lugar,1
2519,John Cornyn,Mike Lee,1
2520,John Cornyn,Ron Johnson,1
2521,John Cornyn,Dean Heller,1
2523,John Cornyn,Thad Cochran,1
2524,John Cornyn,James E. Risch,1
2527,Mark Udall,Jeanne Shaheen,1
2528,Mark Udall,Ron Wyden,1
2540,Mark Udall,Jesse Francis Bingaman,1
2546,Mark Udall,Richard J. Durbin,1
2563,Mark Udall,Deborah Ann Stabenow,1
2578,Mark Udall,Barbara Boxer,1
2583,Mark Udall,Christopher A. Coons,1
2584,Mark Udall,Tom Udall,1
2596,Mark Udall,Michael F. Bennet,1
2604,Mark Udall,Mark R. Warner,1
2607,Mark Udall,Barbara Ann Mikulski,1
2613,Mark Udall,Jeff Merkley,1
2614,Mark Udall,Clarence William Nelson,1
2619,Mark Udall,Claire Mccaskill,1
2633,David Vitter,John Boozman,1
2634,David Vitter,Marco Rubio,1
2635,David Vitter,Jim Inhofe,1
2644,David Vitter,John Sidney Mccain,1
2646,David Vitter,Tom Coburn,1
2648,David Vitter,Michael B. Enzi,1
2649,David Vitter,John Barrasso,1
2650,David Vitter,John Cornyn,1
2655,David Vitter,Kay Bailey Hutchison,1
2656,David Vitter,Mike Johanns,1
2658,David Vitter,Lindsey O. Graham,1
2662,David Vitter,Jon Llewellyn Kyl,1
2663,David Vitter,Rand Paul,1
2667,David Vitter,John R. Thune,1
2669,David Vitter,Rob Portman,1
2671,David Vitter,Michael D. Crapo,1
2675,David Vitter,Jerry Moran,1
2676,David Vitter,Mitch Mcconnell,1
2677,David Vitter,Lamar Alexander,1
2678,David Vitter,Roger F. Wicker,1
2680,David Vitter,Orrin Grant Hatch,1
2681,David Vitter,Roy Blunt,1
2686,David Vitter,Richard Burr,1
2688,David Vitter,John Hoeven,1
2695,David Vitter,James W. Demint,1
2698,David Vitter,Charles Ernest Grassley,1
2701,David Vitter,Jeff Sessions,1
2702,David Vitter,Daniel Ray Coats,1
2703,David Vitter,Richard Craig Shelby,1
2704,David Vitter,Bob Corker,1
2707,David Vitter,Kelly Ayotte,1
2711,David Vitter,Johnny Isakson,1
2712,David Vitter,Pat Roberts,1
2713,David Vitter,Pat Toomey,1
2716,David Vitter,Saxby Chambliss,1
2721,David Vitter,Mike Lee,1
