,From,To,edge
727,Rand Paul,Jeff Sessions,1
729,Rob Portman,David Vitter,1
731,Rob Portman,John Cornyn,1
733,Rob Portman,Tom Coburn,1
736,Rob Portman,John Barrasso,1
741,Rob Portman,Mike Johanns,1
742,Rob Portman,Roy Blunt,1
748,Rob Portman,John Hoeven,1
751,Rob Portman,Bob Corker,1
753,Rob Portman,Mark Steven Kirk,1
756,Rob Portman,Orrin Grant Hatch,1
762,Rob Portman,Charles Ernest Grassley,1
763,Rob Portman,Johnny Isakson,1
775,Rob Portman,Marco Rubio,1
776,Rob Portman,Thad Cochran,1
778,Rob Portman,Lamar Alexander,1
783,Rob Portman,Ron Johnson,1
790,Rob Portman,Pat Toomey,1
791,Rob Portman,Richard Burr,1
794,Rob Portman,Jerry Moran,1
796,Rob Portman,Pat Roberts,1
798,Rob Portman,John R. Thune,1
800,Rob Portman,Michael B. Enzi,1
801,Rob Portman,Daniel Ray Coats,1
805,Rob Portman,Saxby Chambliss,1
807,Rob Portman,Jim Inhofe,1
810,Rob Portman,Ted Cruz,1
811,Rob Portman,Lindsey O. Graham,1
812,Rob Portman,Jeff Flake,1
814,Rob Portman,John Boozman,1
816,Rob Portman,Kelly Ayotte,1
817,Rob Portman,Deb Fischer,1
818,Rob Portman,James E. Risch,1
820,Rob Portman,Roger F. Wicker,1
823,Rob Portman,Michael D. Crapo,1
824,Rob Portman,Richard Craig Shelby,1
825,Rob Portman,John Sidney Mccain,1
826,Rob Portman,Tim Scott,1
831,Rob Portman,Jeff Sessions,1
833,John Barrasso,David Vitter,1
835,John Barrasso,John Cornyn,1
837,John Barrasso,Tom Coburn,1
838,John Barrasso,Rand Paul,1
839,John Barrasso,Rob Portman,1
845,John Barrasso,Mike Johanns,1
846,John Barrasso,Roy Blunt,1
852,John Barrasso,John Hoeven,1
855,John Barrasso,Bob Corker,1
860,John Barrasso,Orrin Grant Hatch,1
866,John Barrasso,Charles Ernest Grassley,1
867,John Barrasso,Johnny Isakson,1
868,John Barrasso,Dean Heller,1
879,John Barrasso,Marco Rubio,1
880,John Barrasso,Thad Cochran,1
882,John Barrasso,Lamar Alexander,1
883,John Barrasso,Mike Lee,1
887,John Barrasso,Ron Johnson,1
894,John Barrasso,Pat Toomey,1
895,John Barrasso,Richard Burr,1
898,John Barrasso,Jerry Moran,1
900,John Barrasso,Pat Roberts,1
902,John Barrasso,John R. Thune,1
904,John Barrasso,Michael B. Enzi,1
905,John Barrasso,Daniel Ray Coats,1
909,John Barrasso,Saxby Chambliss,1
911,John Barrasso,Jim Inhofe,1
914,John Barrasso,Ted Cruz,1
915,John Barrasso,Lindsey O. Graham,1
916,John Barrasso,Jeff Flake,1
918,John Barrasso,John Boozman,1
920,John Barrasso,Kelly Ayotte,1
921,John Barrasso,Deb Fischer,1
922,John Barrasso,James E. Risch,1
923,John Barrasso,Mitch Mcconnell,1
924,John Barrasso,Roger F. Wicker,1
927,John Barrasso,Michael D. Crapo,1
928,John Barrasso,Richard Craig Shelby,1
929,John Barrasso,John Sidney Mccain,1
930,John Barrasso,Tim Scott,1
935,John Barrasso,Jeff Sessions,1
938,Angus King,Mark R. Warner,1
957,Angus King,Jeanne Shaheen,1
973,Angus King,Susan Margaret Collins,1
974,Angus King,Amy Klobuchar,1
979,Angus King,Timothy Kaine,1
1007,Angus King,Elizabeth A. Warren,1
1016,Angus King,Maria Cantwell,1
1017,Angus King,Tammy Baldwin,1
1023,Angus King,Tim Johnson,1
1044,Charles E. Schumer,Robert Menendez,1
1056,Charles E. Schumer,Bob Casey,1
1059,Charles E. Schumer,Richard Blumenthal,1
1061,Charles E. Schumer,Jeanne Shaheen,1
1062,Charles E. Schumer,Sherrod Brown,1
1064,Charles E. Schumer,Christopher Murphy,1
1066,Charles E. Schumer,Benjamin L. Cardin,1
1070,Charles E. Schumer,Thomas Richard Harkin,1
1071,Charles E. Schumer,Carl Milton Levin,1
1072,Charles E. Schumer,Jeff Merkley,1
1073,Charles E. Schumer,Brian Schatz,1
1078,Charles E. Schumer,Amy Klobuchar,1
1079,Charles E. Schumer,John F. Reed,1
1080,Charles E. Schumer,Al Franken,1
1081,Charles E. Schumer,Kirsten E. Gillibrand,1
1084,Charles E. Schumer,Kay R. Hagan,1
1085,Charles E. Schumer,Richard J. Durbin,1
1086,Charles E. Schumer,Barbara Ann Mikulski,1
1092,Charles E. Schumer,Clarence William Nelson,1
1093,Charles E. Schumer,Mazie K. Hirono,1
1097,Charles E. Schumer,Deborah Ann Stabenow,1
1105,Charles E. Schumer,Barbara Boxer,1
1107,Charles E. Schumer,Martin Heinrich,1
1111,Charles E. Schumer,Elizabeth A. Warren,1
1114,Charles E. Schumer,Sheldon Whitehouse,1
1115,Charles E. Schumer,Christopher A. Coons,1
1116,Charles E. Schumer,Patrick Joseph Leahy,1
1121,Charles E. Schumer,Tammy Baldwin,1
1133,Charles E. Schumer,Edward J. Markey,1
1140,Charles E. Schumer,Cory A. Booker,1
1148,Frank R. Lautenberg,Robert Menendez,1
1163,Frank R. Lautenberg,Richard Blumenthal,1
1185,Frank R. Lautenberg,Kirsten E. Gillibrand,1
1209,Frank R. Lautenberg,Barbara Boxer,1
1218,Frank R. Lautenberg,Sheldon Whitehouse,1
1246,Frank R. Lautenberg,"William ""Mo"" Cowan",1
1263,Michael F. Bennet,Tom Udall,1
1264,Michael F. Bennet,Bob Casey,1
1265,Michael F. Bennet,Mark Udall,1
1292,Michael F. Bennet,Kay R. Hagan,1
1294,Michael F. Bennet,Barbara Ann Mikulski,1
1305,Michael F. Bennet,Deborah Ann Stabenow,1
1306,Michael F. Bennet,Patty Murray,1
1315,Michael F. Bennet,Martin Heinrich,1
1323,Michael F. Bennet,Christopher A. Coons,1
1328,Michael F. Bennet,Maria Cantwell,1
1329,Michael F. Bennet,Tammy Baldwin,1
1353,Mike Johanns,David Vitter,1
1355,Mike Johanns,John Cornyn,1
1357,Mike Johanns,Tom Coburn,1
1359,Mike Johanns,Rob Portman,1
1360,Mike Johanns,John Barrasso,1
1366,Mike Johanns,Roy Blunt,1
1372,Mike Johanns,John Hoeven,1
1375,Mike Johanns,Bob Corker,1
1377,Mike Johanns,Mark Steven Kirk,1
1380,Mike Johanns,Orrin Grant Hatch,1
1386,Mike Johanns,Charles Ernest Grassley,1
1387,Mike Johanns,Johnny Isakson,1
1388,Mike Johanns,Dean Heller,1
1399,Mike Johanns,Marco Rubio,1
1400,Mike Johanns,Thad Cochran,1
1402,Mike Johanns,Lamar Alexander,1
1407,Mike Johanns,Ron Johnson,1
1414,Mike Johanns,Pat Toomey,1
1415,Mike Johanns,Richard Burr,1
1418,Mike Johanns,Jerry Moran,1
1420,Mike Johanns,Pat Roberts,1
1422,Mike Johanns,John R. Thune,1
1424,Mike Johanns,Michael B. Enzi,1
1425,Mike Johanns,Daniel Ray Coats,1
1429,Mike Johanns,Saxby Chambliss,1
1431,Mike Johanns,Jim Inhofe,1
1434,Mike Johanns,Ted Cruz,1
1435,Mike Johanns,Lindsey O. Graham,1
1436,Mike Johanns,Jeff Flake,1
1437,Mike Johanns,Joe Donnelly,1
1438,Mike Johanns,John Boozman,1
1440,Mike Johanns,Kelly Ayotte,1
1441,Mike Johanns,Deb Fischer,1
1442,Mike Johanns,James E. Risch,1
1443,Mike Johanns,Mitch Mcconnell,1
1444,Mike Johanns,Roger F. Wicker,1
1447,Mike Johanns,Michael D. Crapo,1
1448,Mike Johanns,Richard Craig Shelby,1
1449,Mike Johanns,John Sidney Mccain,1
1450,Mike Johanns,Tim Scott,1
1455,Mike Johanns,Jeff Sessions,1
1457,Roy Blunt,David Vitter,1
1459,Roy Blunt,John Cornyn,1
1461,Roy Blunt,Tom Coburn,1
1463,Roy Blunt,Rob Portman,1
1464,Roy Blunt,John Barrasso,1
1469,Roy Blunt,Mike Johanns,1
1476,Roy Blunt,John Hoeven,1
1479,Roy Blunt,Bob Corker,1
1481,Roy Blunt,Mark Steven Kirk,1
1484,Roy Blunt,Orrin Grant Hatch,1
1485,Roy Blunt,Claire Mccaskill,1
1490,Roy Blunt,Charles Ernest Grassley,1
1491,Roy Blunt,Johnny Isakson,1
1492,Roy Blunt,Dean Heller,1
1503,Roy Blunt,Marco Rubio,1
1504,Roy Blunt,Thad Cochran,1
1506,Roy Blunt,Lamar Alexander,1
1511,Roy Blunt,Ron Johnson,1
1518,Roy Blunt,Pat Toomey,1
1519,Roy Blunt,Richard Burr,1
1522,Roy Blunt,Jerry Moran,1
1524,Roy Blunt,Pat Roberts,1
1526,Roy Blunt,John R. Thune,1
1528,Roy Blunt,Michael B. Enzi,1
1529,Roy Blunt,Daniel Ray Coats,1
1533,Roy Blunt,Saxby Chambliss,1
1535,Roy Blunt,Jim Inhofe,1
1538,Roy Blunt,Ted Cruz,1
1539,Roy Blunt,Lindsey O. Graham,1
1540,Roy Blunt,Jeff Flake,1
1542,Roy Blunt,John Boozman,1
1544,Roy Blunt,Kelly Ayotte,1
1545,Roy Blunt,Deb Fischer,1
1546,Roy Blunt,James E. Risch,1
1547,Roy Blunt,Mitch Mcconnell,1
1548,Roy Blunt,Roger F. Wicker,1
1551,Roy Blunt,Michael D. Crapo,1
1552,Roy Blunt,Richard Craig Shelby,1
1554,Roy Blunt,Tim Scott,1
1559,Roy Blunt,Jeff Sessions,1
1572,Tom Udall,Michael F. Bennet,1
1577,Tom Udall,Mark Udall,1
1592,Tom Udall,Jeff Merkley,1
1593,Tom Udall,Brian Schatz,1
1600,Tom Udall,Al Franken,1
1613,Tom Udall,Mazie K. Hirono,1
1617,Tom Udall,Deborah Ann Stabenow,1
1619,Tom Udall,Jon Tester,1
1627,Tom Udall,Martin Heinrich,1
1631,Tom Udall,Elizabeth A. Warren,1
1640,Tom Udall,Maria Cantwell,1
1641,Tom Udall,Tammy Baldwin,1
1647,Tom Udall,Tim Johnson,1
1654,Tom Udall,Heidi Heitkamp,1
1674,Bob Casey,Charles E. Schumer,1
1676,Bob Casey,Michael F. Bennet,1
1683,Bob Casey,Richard Blumenthal,1
1686,Bob Casey,Sherrod Brown,1
1688,Bob Casey,Christopher Murphy,1
1690,Bob Casey,Benjamin L. Cardin,1
1694,Bob Casey,Thomas Richard Harkin,1
1702,Bob Casey,Amy Klobuchar,1
1703,Bob Casey,John F. Reed,1
1704,Bob Casey,Al Franken,1
1705,Bob Casey,Kirsten E. Gillibrand,1
1708,Bob Casey,Kay R. Hagan,1
1710,Bob Casey,Barbara Ann Mikulski,1
1716,Bob Casey,Clarence William Nelson,1
1721,Bob Casey,Deborah Ann Stabenow,1
1722,Bob Casey,Patty Murray,1
1735,Bob Casey,Elizabeth A. Warren,1
1738,Bob Casey,Sheldon Whitehouse,1
1739,Bob Casey,Christopher A. Coons,1
1740,Bob Casey,Patrick Joseph Leahy,1
1744,Bob Casey,Maria Cantwell,1
1745,Bob Casey,Tammy Baldwin,1
1757,Bob Casey,Edward J. Markey,1
1770,Mark Udall,Mark R. Warner,1
1780,Mark Udall,Michael F. Bennet,1
1783,Mark Udall,Tom Udall,1
1789,Mark Udall,Jeanne Shaheen,1
1795,Mark Udall,Ron Wyden,1
1800,Mark Udall,Jeff Merkley,1
1812,Mark Udall,Kay R. Hagan,1
1821,Mark Udall,Mazie K. Hirono,1
1825,Mark Udall,Deborah Ann Stabenow,1
1826,Mark Udall,Patty Murray,1
1835,Mark Udall,Martin Heinrich,1
1843,Mark Udall,Christopher A. Coons,1
1848,Mark Udall,Maria Cantwell,1
1849,Mark Udall,Tammy Baldwin,1
1855,Mark Udall,Tim Johnson,1
1891,Bernard Sanders,Richard Blumenthal,1
1893,Bernard Sanders,Jeanne Shaheen,1
1894,Bernard Sanders,Sherrod Brown,1
1896,Bernard Sanders,Christopher Murphy,1
1902,Bernard Sanders,Thomas Richard Harkin,1
1904,Bernard Sanders,Jeff Merkley,1
1905,Bernard Sanders,Brian Schatz,1
1911,Bernard Sanders,John F. Reed,1
1912,Bernard Sanders,Al Franken,1
1913,Bernard Sanders,Kirsten E. Gillibrand,1
1917,Bernard Sanders,Richard J. Durbin,1
1918,Bernard Sanders,Barbara Ann Mikulski,1
1925,Bernard Sanders,Mazie K. Hirono,1
1929,Bernard Sanders,Deborah Ann Stabenow,1
1930,Bernard Sanders,Patty Murray,1
1937,Bernard Sanders,Barbara Boxer,1
1939,Bernard Sanders,Martin Heinrich,1
1943,Bernard Sanders,Elizabeth A. Warren,1
1946,Bernard Sanders,Sheldon Whitehouse,1
1948,Bernard Sanders,Patrick Joseph Leahy,1
1952,Bernard Sanders,Maria Cantwell,1
1953,Bernard Sanders,Tammy Baldwin,1
1965,Bernard Sanders,Edward J. Markey,1
1980,Richard Blumenthal,Robert Menendez,1
1986,Richard Blumenthal,Charles E. Schumer,1
1987,Richard Blumenthal,Frank R. Lautenberg,1
1992,Richard Blumenthal,Bob Casey,1
1994,Richard Blumenthal,Bernard Sanders,1
1997,Richard Blumenthal,Jeanne Shaheen,1
1998,Richard Blumenthal,Sherrod Brown,1
2000,Richard Blumenthal,Christopher Murphy,1
2003,Richard Blumenthal,Ron Wyden,1
2006,Richard Blumenthal,Thomas Richard Harkin,1
2008,Richard Blumenthal,Jeff Merkley,1
2009,Richard Blumenthal,Brian Schatz,1
2014,Richard Blumenthal,Amy Klobuchar,1
2015,Richard Blumenthal,John F. Reed,1
2016,Richard Blumenthal,Al Franken,1
2017,Richard Blumenthal,Kirsten E. Gillibrand,1
2021,Richard Blumenthal,Richard J. Durbin,1
2022,Richard Blumenthal,Barbara Ann Mikulski,1
2029,Richard Blumenthal,Mazie K. Hirono,1
2033,Richard Blumenthal,Deborah Ann Stabenow,1
2034,Richard Blumenthal,Patty Murray,1
2041,Richard Blumenthal,Barbara Boxer,1
2043,Richard Blumenthal,Martin Heinrich,1
2047,Richard Blumenthal,Elizabeth A. Warren,1
2050,Richard Blumenthal,Sheldon Whitehouse,1
2051,Richard Blumenthal,Christopher A. Coons,1
2052,Richard Blumenthal,Patrick Joseph Leahy,1
2056,Richard Blumenthal,Maria Cantwell,1
2057,Richard Blumenthal,Tammy Baldwin,1
2069,Richard Blumenthal,Edward J. Markey,1
2076,Richard Blumenthal,Cory A. Booker,1
2081,John Hoeven,David Vitter,1
2083,John Hoeven,John Cornyn,1
2085,John Hoeven,Tom Coburn,1
2087,John Hoeven,Rob Portman,1
2088,John Hoeven,John Barrasso,1
2093,John Hoeven,Mike Johanns,1
2094,John Hoeven,Roy Blunt,1
2103,John Hoeven,Bob Corker,1
2105,John Hoeven,Mark Steven Kirk,1
2108,John Hoeven,Orrin Grant Hatch,1
2114,John Hoeven,Charles Ernest Grassley,1
2115,John Hoeven,Johnny Isakson,1
2116,John Hoeven,Dean Heller,1
2127,John Hoeven,Marco Rubio,1
2128,John Hoeven,Thad Cochran,1
2130,John Hoeven,Lamar Alexander,1
2131,John Hoeven,Mike Lee,1
2134,John Hoeven,Lisa Murkowski,1
2135,John Hoeven,Ron Johnson,1
2142,John Hoeven,Pat Toomey,1
2143,John Hoeven,Richard Burr,1
2146,John Hoeven,Jerry Moran,1
2148,John Hoeven,Pat Roberts,1
2150,John Hoeven,John R. Thune,1
2152,John Hoeven,Michael B. Enzi,1
2153,John Hoeven,Daniel Ray Coats,1
2157,John Hoeven,Saxby Chambliss,1
2158,John Hoeven,Joe Manchin,1
2159,John Hoeven,Jim Inhofe,1
2162,John Hoeven,Ted Cruz,1
2163,John Hoeven,Lindsey O. Graham,1
2164,John Hoeven,Jeff Flake,1
2165,John Hoeven,Joe Donnelly,1
2166,John Hoeven,John Boozman,1
2168,John Hoeven,Kelly Ayotte,1
2169,John Hoeven,Deb Fischer,1
2170,John Hoeven,James E. Risch,1
2171,John Hoeven,Mitch Mcconnell,1
2172,John Hoeven,Roger F. Wicker,1
2174,John Hoeven,Heidi Heitkamp,1
2175,John Hoeven,Michael D. Crapo,1
2176,John Hoeven,Richard Craig Shelby,1
2177,John Hoeven,John Sidney Mccain,1
2178,John Hoeven,Tim Scott,1
2183,John Hoeven,Jeff Sessions,1
2186,Jeanne Shaheen,Mark R. Warner,1
2188,Jeanne Shaheen,Robert Menendez,1
2193,Jeanne Shaheen,Angus King,1
2194,Jeanne Shaheen,Charles E. Schumer,1
2201,Jeanne Shaheen,Mark Udall,1
2202,Jeanne Shaheen,Bernard Sanders,1
2203,Jeanne Shaheen,Richard Blumenthal,1
2208,Jeanne Shaheen,Christopher Murphy,1
2210,Jeanne Shaheen,Benjamin L. Cardin,1
2216,Jeanne Shaheen,Jeff Merkley,1
2217,Jeanne Shaheen,Brian Schatz,1
2221,Jeanne Shaheen,Susan Margaret Collins,1
2222,Jeanne Shaheen,Amy Klobuchar,1
2223,Jeanne Shaheen,John F. Reed,1
2224,Jeanne Shaheen,Al Franken,1
2225,Jeanne Shaheen,Kirsten E. Gillibrand,1
2226,Jeanne Shaheen,Mark Begich,1
2227,Jeanne Shaheen,Timothy Kaine,1
2228,Jeanne Shaheen,Kay R. Hagan,1
2229,Jeanne Shaheen,Richard J. Durbin,1
2230,Jeanne Shaheen,Barbara Ann Mikulski,1
2236,Jeanne Shaheen,Clarence William Nelson,1
2237,Jeanne Shaheen,Mazie K. Hirono,1
2240,Jeanne Shaheen,Mary Landrieu,1
2241,Jeanne Shaheen,Deborah Ann Stabenow,1
2249,Jeanne Shaheen,Barbara Boxer,1
2251,Jeanne Shaheen,Martin Heinrich,1
2255,Jeanne Shaheen,Elizabeth A. Warren,1
2258,Jeanne Shaheen,Sheldon Whitehouse,1
2259,Jeanne Shaheen,Christopher A. Coons,1
2260,Jeanne Shaheen,Patrick Joseph Leahy,1
2264,Jeanne Shaheen,Maria Cantwell,1
2265,Jeanne Shaheen,Tammy Baldwin,1
2272,Jeanne Shaheen,Kelly Ayotte,1
2277,Jeanne Shaheen,Edward J. Markey,1
2292,Sherrod Brown,Robert Menendez,1
2298,Sherrod Brown,Charles E. Schumer,1
2304,Sherrod Brown,Bob Casey,1
2306,Sherrod Brown,Bernard Sanders,1
2307,Sherrod Brown,Richard Blumenthal,1
2312,Sherrod Brown,Christopher Murphy,1
2314,Sherrod Brown,Benjamin L. Cardin,1
2318,Sherrod Brown,Thomas Richard Harkin,1
2319,Sherrod Brown,Carl Milton Levin,1
2320,Sherrod Brown,Jeff Merkley,1
2321,Sherrod Brown,Brian Schatz,1
2327,Sherrod Brown,John F. Reed,1
2328,Sherrod Brown,Al Franken,1
2329,Sherrod Brown,Kirsten E. Gillibrand,1
2332,Sherrod Brown,Kay R. Hagan,1
2333,Sherrod Brown,Richard J. Durbin,1
2334,Sherrod Brown,Barbara Ann Mikulski,1
2341,Sherrod Brown,Mazie K. Hirono,1
2345,Sherrod Brown,Deborah Ann Stabenow,1
2346,Sherrod Brown,Patty Murray,1
2352,Sherrod Brown,Jay Rockefeller,1
2353,Sherrod Brown,Barbara Boxer,1
2359,Sherrod Brown,Elizabeth A. Warren,1
2362,Sherrod Brown,Sheldon Whitehouse,1
2363,Sherrod Brown,Christopher A. Coons,1
2364,Sherrod Brown,Patrick Joseph Leahy,1
2368,Sherrod Brown,Maria Cantwell,1
2369,Sherrod Brown,Tammy Baldwin,1
2381,Sherrod Brown,Edward J. Markey,1
2388,Sherrod Brown,Cory A. Booker,1
2395,Bob Corker,John Cornyn,1
2397,Bob Corker,Tom Coburn,1
2399,Bob Corker,Rob Portman,1
2400,Bob Corker,John Barrasso,1
2405,Bob Corker,Mike Johanns,1
2406,Bob Corker,Roy Blunt,1
2412,Bob Corker,John Hoeven,1
2420,Bob Corker,Orrin Grant Hatch,1
2427,Bob Corker,Johnny Isakson,1
2439,Bob Corker,Marco Rubio,1
2440,Bob Corker,Thad Cochran,1
2442,Bob Corker,Lamar Alexander,1
2447,Bob Corker,Ron Johnson,1
2454,Bob Corker,Pat Toomey,1
2455,Bob Corker,Richard Burr,1
2458,Bob Corker,Jerry Moran,1
2460,Bob Corker,Pat Roberts,1
2462,Bob Corker,John R. Thune,1
2464,Bob Corker,Michael B. Enzi,1
2465,Bob Corker,Daniel Ray Coats,1
2469,Bob Corker,Saxby Chambliss,1
2471,Bob Corker,Jim Inhofe,1
2475,Bob Corker,Lindsey O. Graham,1
2476,Bob Corker,Jeff Flake,1
2478,Bob Corker,John Boozman,1
2480,Bob Corker,Kelly Ayotte,1
2481,Bob Corker,Deb Fischer,1
2482,Bob Corker,James E. Risch,1
2483,Bob Corker,Mitch Mcconnell,1
2488,Bob Corker,Richard Craig Shelby,1
2489,Bob Corker,John Sidney Mccain,1
2490,Bob Corker,Tim Scott,1
2495,Bob Corker,Jeff Sessions,1
2500,Christopher Murphy,Robert Menendez,1
2506,Christopher Murphy,Charles E. Schumer,1
2512,Christopher Murphy,Bob Casey,1
