,From,To,edge
239,James P. Mcgovern,James A. Himes,1
240,James P. Mcgovern,Joseph P. Kennedy,1
242,James P. Mcgovern,Rick Larsen,1
248,James P. Mcgovern,Mike Thompson,1
249,James P. Mcgovern,Nydia M. Velazquez,1
251,James P. Mcgovern,Peter Welch,1
254,James P. Mcgovern,Val Butler Demings,1
255,James P. Mcgovern,Suzanne Bonamici,1
258,James P. Mcgovern,Matt Cartwright,1
261,James P. Mcgovern,Danny K. Davis,1
262,James P. Mcgovern,Suzan K. Delbene,1
266,James P. Mcgovern,Raja Krishnamoorthi,1
267,James P. Mcgovern,Alan S. Lowenthal,1
268,James P. Mcgovern,Ben Ray Lujan,1
270,James P. Mcgovern,Ed Perlmutter,1
273,James P. Mcgovern,David Scott,1
274,James P. Mcgovern,Eric Swalwell,1
275,James P. Mcgovern,James H. Cooper,1
279,James P. Mcgovern,Sean Patrick Maloney,1
282,James P. Mcgovern,Angie Craig,1
284,James P. Mcgovern,Nanette Diaz Barragan,1
287,James P. Mcgovern,Brian Higgins,1
288,James P. Mcgovern,Gwen Moore,1
293,James P. Mcgovern,Brendan F. Boyle,1
294,James P. Mcgovern,Susan A. Davis,1
295,James P. Mcgovern,Mary Gay Scanlon,1
296,James P. Mcgovern,Andy Kim,1
300,James P. Mcgovern,Ami Bera,1
303,James P. Mcgovern,Charlie Crist,1
304,James P. Mcgovern,Al Lawson,1
307,James P. Mcgovern,Jennifer Wexton,1
315,James P. Mcgovern,Katherine M. Clark,1
319,James P. Mcgovern,Lucy Mcbath,1
320,James P. Mcgovern,Susan Wild,1
323,James P. Mcgovern,Sean Casten,1
324,James P. Mcgovern,Dwight Evans,1
325,James P. Mcgovern,Chris Pappas,1
327,James P. Mcgovern,Yvette D. Clarke,1
330,James P. Mcgovern,Katie Porter,1
331,James P. Mcgovern,Marc A. Veasey,1
333,James P. Mcgovern,Mike Doyle,1
337,James P. Mcgovern,Haley M. Stevens,1
338,James P. Mcgovern,Rashida Tlaib,1
339,James P. Mcgovern,Jesus G. Garcia,1
341,James P. Mcgovern,Julia Brownley,1
346,James P. Mcgovern,Mike Levin,1
347,James P. Mcgovern,Gregorio Kilili Camacho Sablan,1
350,James P. Mcgovern,William R. Keating,1
351,James P. Mcgovern,Conor Lamb,1
352,James P. Mcgovern,David Loebsack,1
353,James P. Mcgovern,Donald Norcross,1
354,James P. Mcgovern,Frank Pallone,1
355,James P. Mcgovern,Jimmy Gomez,1
356,James P. Mcgovern,Jason Crow,1
359,James P. Mcgovern,Gilbert Ray Cisneros,1
362,James P. Mcgovern,Kim Schrier,1
363,James P. Mcgovern,Lori Trahan,1
365,James P. Mcgovern,Darren Soto,1
366,James P. Mcgovern,Hakeem S. Jeffries,1
367,James P. Mcgovern,Richard E. Neal,1
369,James P. Mcgovern,Donna E. Shalala,1
375,James P. Mcgovern,C. A. Dutch Ruppersberger,1
378,James P. Mcgovern,Greg Stanton,1
381,James P. Mcgovern,Adam Smith,1
387,James P. Mcgovern,Veronica Escobar,1
401,James P. Mcgovern,David J. Trone,1
406,James P. Mcgovern,Madeleine Dean,1
409,James P. Mcgovern,Thomas R. Suozzi,1
410,James P. Mcgovern,Tj Cox,1
411,James P. Mcgovern,Andre Carson,1
413,James P. Mcgovern,Alexandria Ocasio-Cortez,1
416,James P. Mcgovern,Peter J. Visclosky,1
418,James P. Mcgovern,Ann Kirkpatrick,1
423,James P. Mcgovern,A. Donald Mceachin,1
434,James P. Mcgovern,Jim Costa,1
459,Carol D. Miller,Mark Walker,1
461,Carol D. Miller,Mark E. Green,1
467,Carol D. Miller,Will Hurd,1
476,Carol D. Miller,Robert J. Wittman,1
478,Carol D. Miller,Dan Newhouse,1
480,Carol D. Miller,Ben Cline,1
484,Carol D. Miller,Steve Womack,1
486,Carol D. Miller,H. Morgan Griffith,1
489,Carol D. Miller,Clay Higgins,1
497,Carol D. Miller,Lee M. Zeldin,1
505,Carol D. Miller,Steve Scalise,1
506,Carol D. Miller,Glenn Thompson,1
507,Carol D. Miller,Jackie Walorski,1
510,Carol D. Miller,Brian Babin,1
516,Carol D. Miller,Bryan Steil,1
517,Carol D. Miller,Michael C. Burgess,1
520,Carol D. Miller,John R. Moolenaar,1
524,Carol D. Miller,Ted S. Yoho,1
529,Carol D. Miller,David P. Roe,1
532,Carol D. Miller,Brian J. Mast,1
536,Carol D. Miller,Michael Waltz,1
538,Carol D. Miller,Andy Barr,1
546,Carol D. Miller,Trey Hollingsworth,1
549,Carol D. Miller,Ralph Norman,1
553,Carol D. Miller,Steve Chabot,1
556,Carol D. Miller,Bradley Byrne,1
557,Carol D. Miller,George Holding,1
560,Carol D. Miller,Rob Bishop,1
566,Carol D. Miller,Jodey C. Arrington,1
567,Carol D. Miller,Barry Loudermilk,1
574,Carol D. Miller,Scott Perry,1
575,Carol D. Miller,John Ratcliffe,1
591,Carol D. Miller,William R. Timmons,1
594,Carol D. Miller,Collin C. Peterson,1
595,Carol D. Miller,Doug Collins,1
596,Carol D. Miller,Dusty Johnson,1
600,Carol D. Miller,Robert E. Latta,1
606,Carol D. Miller,Trent Kelly,1
609,Carol D. Miller,Bill Posey,1
611,Carol D. Miller,Austin Scott,1
612,Carol D. Miller,Michael K. Simpson,1
613,Carol D. Miller,Jason Smith,1
614,Carol D. Miller,Scott R. Tipton,1
616,Carol D. Miller,Denver Riggleman,1
617,Carol D. Miller,Adrian Smith,1
621,Carol D. Miller,Neal P. Dunn,1
626,Carol D. Miller,Steve Watkins,1
631,Carol D. Miller,Ted Budd,1
633,Carol D. Miller,Chris Collins,1
637,Carol D. Miller,Garret Graves,1
639,Carol D. Miller,John Katko,1
640,Carol D. Miller,Mike Kelly,1
641,Carol D. Miller,Debbie Lesko,1
642,Carol D. Miller,Blaine Luetkemeyer,1
643,Carol D. Miller,Roger W. Marshall,1
644,Carol D. Miller,Alexander X. Mooney,1
649,Carol D. Miller,Tom Rice,1
650,Carol D. Miller,Cathy Mcmorris Rodgers,1
652,Carol D. Miller,F. James Sensenbrenner,1
654,Carol D. Miller,Kevin Brady,1
655,Carol D. Miller,Greg Walden,1
659,Carol D. Miller,Vicky Hartzler,1
661,Carol D. Miller,"Earl L. ""Buddy"" Carter",1
663,Carol D. Miller,"Eric A. ""Rick"" Crawford",1
664,Carol D. Miller,Scott Desjarlais,1
666,Carol D. Miller,Doug Lamalfa,1
671,Carol D. Miller,Tom Reed,1
676,Carol D. Miller,David B. Mckinley,1
680,Carol D. Miller,Don Bacon,1
682,Carol D. Miller,Roger Williams,1
683,Carol D. Miller,Ross Spano,1
687,Carol D. Miller,Glenn Grothman,1
693,Carol D. Miller,Patrick Mchenry,1
694,Carol D. Miller,Paul Mitchell,1
699,Carol D. Miller,Tim Walberg,1
701,Carol D. Miller,Bob Gibbs,1
702,Carol D. Miller,Pete Olson,1
705,Carol D. Miller,Ralph Lee Abraham,1
706,Carol D. Miller,Jack Bergman,1
708,Carol D. Miller,Darin Lahood,1
709,Carol D. Miller,Dan Crenshaw,1
712,Carol D. Miller,Sean P. Duffy,1
713,Carol D. Miller,Greg Gianforte,1
714,Carol D. Miller,Mike Johnson,1
718,Carol D. Miller,James Comer,1
720,Carol D. Miller,David Rouzer,1
721,Carol D. Miller,David Schweikert,1
725,Carol D. Miller,Michael R. Turner,1
726,Carol D. Miller,Mike Rogers,1
729,Carol D. Miller,John H. Rutherford,1
730,Carol D. Miller,Ken Buck,1
732,Carol D. Miller,Bruce Westerman,1
734,Carol D. Miller,Mo Brooks,1
739,Carol D. Miller,Mike Bost,1
740,Carol D. Miller,Tom Emmer,1
741,Carol D. Miller,Steve Stivers,1
746,Carol D. Miller,David Kustoff,1
747,Carol D. Miller,Rodney Davis,1
748,Carol D. Miller,Susan W. Brooks,1
750,Carol D. Miller,Richard Hudson,1
751,Carol D. Miller,Tom Cole,1
754,Carol D. Miller,W. Gregory Steube,1
755,Carol D. Miller,Brad R. Wenstrup,1
757,Carol D. Miller,Anthony Gonzalez,1
759,Carol D. Miller,Liz Cheney,1
760,Carol D. Miller,Jaime Herrera Beutler,1
761,Carol D. Miller,Adam Kinzinger,1
762,Carol D. Miller,Markwayne Mullin,1
763,Carol D. Miller,Pete Stauber,1
765,Carol D. Miller,Jody B. Hice,1
767,Carol D. Miller,David P. Joyce,1
771,Carol D. Miller,Anthony Brindisi,1
775,Carol D. Miller,Michael Guest,1
781,Carol D. Miller,Ann Wagner,1
783,Carol D. Miller,Jeff Fortenberry,1
784,Carol D. Miller,Lloyd Smucker,1
785,Carol D. Miller,Kenny Marchant,1
791,Carol D. Miller,Sam Graves,1
792,Carol D. Miller,Elise M. Stefanik,1
794,Carol D. Miller,Bill Flores,1
797,Carol D. Miller,Mark E. Amodei,1
798,Carol D. Miller,Ron Estes,1
806,Carol D. Miller,Tim Burchett,1
810,Carol D. Miller,Guy Reschenthaler,1
819,Carol D. Miller,Andy Harris,1
820,Carol D. Miller,Larry Bucshon,1
821,Carol D. Miller,J. French Hill,1
826,Carol D. Miller,Robert B. Aderholt,1
831,Carol D. Miller,Joe Wilson,1
832,Carol D. Miller,Paul Cook,1
833,Carol D. Miller,Brett Guthrie,1
834,Carol D. Miller,Billy Long,1
837,Carol D. Miller,William M. Thornberry,1
838,Carol D. Miller,Gus M. Bilirakis,1
839,Carol D. Miller,Russ Fulcher,1
840,Carol D. Miller,Troy Balderson,1
842,Carol D. Miller,Daniel Webster,1
843,Carol D. Miller,Harold Rogers,1
846,Carol D. Miller,Chris Stewart,1
847,Carol D. Miller,John R. Carter,1
848,Carol D. Miller,John Joyce,1
849,Carol D. Miller,Greg Pence,1
852,Carol D. Miller,Ken Calvert,1
857,Carol D. Miller,Fred Upton,1
861,Carol D. Miller,Bill Huizenga,1
864,Carol D. Miller,Steven M. Palazzo,1
866,Carol D. Miller,Lance Gooden,1
868,Carol D. Miller,Kelly Armstrong,1
870,Carol D. Miller,Doug Lamborn,1
871,Carol D. Miller,Tom Graves,1
875,Carol D. Miller,Martha Roby,1
876,Carol D. Miller,A. Drew Ferguson,1
878,Carol D. Miller,James R. Baird,1
879,Carol D. Miller,Frank D. Lucas,1
880,Carol D. Miller,Kevin Hern,1
881,Carol D. Miller,Daniel Meuser,1
882,Carol D. Miller,Fred Keller,1
884,Carol D. Miller,Bill Johnson,1
886,Carol D. Miller,John W. Rose,1
887,Carol D. Miller,Jim Hagedorn,1
888,Carol D. Miller,"Charles J. ""Chuck"" Fleischmann",1
890,Carol D. Miller,Gregory Murphy,1
893,Carol D. Miller,Rick W. Allen,1
894,Carol D. Miller,John M. Shimkus,1
897,Carol D. Miller,Kay Granger,1
898,Barbara Lee,James P. Mcgovern,1
901,Barbara Lee,Sanford D. Bishop,1
902,Barbara Lee,Eddie Bernice Johnson,1
903,Barbara Lee,Donald M. Payne,1
905,Barbara Lee,Marcia L. Fudge,1
906,Barbara Lee,G. K. Butterfield,1
907,Barbara Lee,James E. Clyburn,1
909,Barbara Lee,Marcy Kaptur,1
911,Barbara Lee,John B. Larson,1
912,Barbara Lee,Bobby L. Rush,1
914,Barbara Lee,Alma S. Adams,1
915,Barbara Lee,Doris O. Matsui,1
918,Barbara Lee,Ted Lieu,1
919,Barbara Lee,Janice D. Schakowsky,1
920,Barbara Lee,Joyce Beatty,1
923,Barbara Lee,Debbie Mucarsel-Powell,1
924,Barbara Lee,Peter A. Defazio,1
926,Barbara Lee,Wm. Lacy Clay,1
928,Barbara Lee,Nita M. Lowey,1
930,Barbara Lee,Jared Huffman,1
931,Barbara Lee,Dina Titus,1
932,Barbara Lee,Raul Ruiz,1
936,Barbara Lee,Kathy Castor,1
937,Barbara Lee,Raul M. Grijalva,1
939,Barbara Lee,Andy Levin,1
940,Barbara Lee,Jerrold Nadler,1
941,Barbara Lee,Harley Rouda,1
942,Barbara Lee,Carolyn B. Maloney,1
943,Barbara Lee,Tim Ryan,1
944,Barbara Lee,Lois Frankel,1
947,Barbara Lee,Norma J. Torres,1
948,Barbara Lee,Eliot L. Engel,1
949,Barbara Lee,Jamie Raskin,1
951,Barbara Lee,Brad Sherman,1
952,Barbara Lee,Karen Bass,1
953,Barbara Lee,Ayanna Pressley,1
957,Barbara Lee,Maxine Waters,1
958,Barbara Lee,David N. Cicilline,1
960,Barbara Lee,Mark Desaulnier,1
961,Barbara Lee,Alcee L. Hastings,1
962,Barbara Lee,Zoe Lofgren,1
963,Barbara Lee,Earl Blumenauer,1
964,Barbara Lee,Bonnie Watson Coleman,1
967,Barbara Lee,Joseph D. Morelle,1
971,Barbara Lee,John Lewis,1
972,Barbara Lee,Kathleen M. Rice,1
974,Barbara Lee,Tulsi Gabbard,1
975,Barbara Lee,Sylvia R. Garcia,1
976,Barbara Lee,Joe Neguse,1
977,Barbara Lee,J. Luis Correa,1
979,Barbara Lee,Jahana Hayes,1
982,Barbara Lee,Debra A. Haaland,1
983,Barbara Lee,Debbie Dingell,1
984,Barbara Lee,Lisa Blunt Rochester,1
988,Barbara Lee,Rosa Delauro,1
990,Barbara Lee,Ilhan Omar,1
991,Barbara Lee,Donald S. Beyer,1
994,Barbara Lee,Al Green,1
997,Barbara Lee,Betty Mccollum,1
999,Barbara Lee,Theodore E. Deutch,1
1003,Barbara Lee,Grace Meng,1
1004,Barbara Lee,Stacey E. Plaskett,1
1007,Barbara Lee,Sheila Jackson Lee,1
1008,Barbara Lee,Lucille Roybal-Allard,1
1010,Barbara Lee,John A. Yarmuth,1
1013,Barbara Lee,Ro Khanna,1
1014,Barbara Lee,Jackie Speier,1
1017,Barbara Lee,Ruben Gallego,1
1018,Barbara Lee,Linda T. Sanchez,1
1019,Barbara Lee,Joaquin Castro,1
1021,Barbara Lee,Pramila Jayapal,1
1028,Barbara Lee,Adam B. Schiff,1
1029,Barbara Lee,Seth Moulton,1
1031,Barbara Lee,Tom Malinowski,1
1034,Barbara Lee,Steve Cohen,1
1036,Barbara Lee,Jerry Mcnerney,1
1039,Barbara Lee,Anthony G. Brown,1
1041,Barbara Lee,Cedric L. Richmond,1
1042,Barbara Lee,Mark Pocan,1
1046,Barbara Lee,John P. Sarbanes,1
1047,Barbara Lee,Frederica S. Wilson,1
1048,Barbara Lee,Brenda L. Lawrence,1
1050,Barbara Lee,Tony Cardenas,1
1051,Barbara Lee,Adriano Espaillat,1
1053,Barbara Lee,Katie Hill,1
1054,Barbara Lee,Steven Horsford,1
1056,Barbara Lee,Gregory W. Meeks,1
1057,Barbara Lee,Jimmy Panetta,1
1059,Barbara Lee,Mike Quigley,1
1064,Barbara Lee,Juan Vargas,1
1067,Barbara Lee,Scott H. Peters,1
1068,Barbara Lee,Bill Foster,1
1069,Barbara Lee,Lloyd Doggett,1
1071,Barbara Lee,Paul Tonko,1
1072,Barbara Lee,Terri A. Sewell,1
1073,Barbara Lee,Salud O. Carbajal,1
1074,Barbara Lee,"Henry C. ""Hank"" Johnson",1
1076,Barbara Lee,Elijah E. Cummings,1
1077,Barbara Lee,Stephen F. Lynch,1
1078,Barbara Lee,John Garamendi,1
1079,Barbara Lee,Pete Aguilar,1
1081,Barbara Lee,Judy Chu,1
1083,Barbara Lee,Gerald E. Connolly,1
1084,Barbara Lee,Joe Courtney,1
1087,Barbara Lee,Denny Heck,1
1094,Barbara Lee,Eleanor Holmes Norton,1
1096,Barbara Lee,Chellie Pingree,1
1097,Barbara Lee,David E. Price,1
1100,Barbara Lee,"Robert C. ""Bobby"" Scott",1
1102,Barbara Lee,Jose E. Serrano,1
1105,Barbara Lee,Debbie Wasserman Schultz,1
1107,Barbara Lee,Grace F. Napolitano,1
1109,Barbara Lee,Robin L. Kelly,1
1111,Barbara Lee,Emanuel Cleaver,1
1114,Barbara Lee,Derek Kilmer,1
1116,Barbara Lee,Cheri Bustos,1
1117,Barbara Lee,Albio Sires,1
1118,Barbara Lee,Mark Takano,1
1121,Barbara Lee,Bennie Thompson,1
1123,Barbara Lee,William J. Pascrell,1
1124,Barbara Lee,Anna G. Eshoo,1
1127,Barbara Lee,James R. Langevin,1
1128,Barbara Lee,Daniel T. Kildee,1
1133,Barbara Lee,Diana Degette,1
1137,Barbara Lee,James A. Himes,1
1138,Barbara Lee,Joseph P. Kennedy,1
1140,Barbara Lee,Rick Larsen,1
1146,Barbara Lee,Mike Thompson,1
1147,Barbara Lee,Nydia M. Velazquez,1
1149,Barbara Lee,Peter Welch,1
1152,Barbara Lee,Val Butler Demings,1
1153,Barbara Lee,Suzanne Bonamici,1
1156,Barbara Lee,Matt Cartwright,1
1159,Barbara Lee,Danny K. Davis,1
1160,Barbara Lee,Suzan K. Delbene,1
1164,Barbara Lee,Raja Krishnamoorthi,1
1165,Barbara Lee,Alan S. Lowenthal,1
1166,Barbara Lee,Ben Ray Lujan,1
1168,Barbara Lee,Ed Perlmutter,1
1171,Barbara Lee,David Scott,1
1172,Barbara Lee,Eric Swalwell,1
1173,Barbara Lee,James H. Cooper,1
1177,Barbara Lee,Sean Patrick Maloney,1
1182,Barbara Lee,Nanette Diaz Barragan,1
1185,Barbara Lee,Brian Higgins,1
1186,Barbara Lee,Gwen Moore,1
1191,Barbara Lee,Brendan F. Boyle,1
1192,Barbara Lee,Susan A. Davis,1
1193,Barbara Lee,Mary Gay Scanlon,1
1198,Barbara Lee,Ami Bera,1
1201,Barbara Lee,Charlie Crist,1
1202,Barbara Lee,Al Lawson,1
1205,Barbara Lee,Jennifer Wexton,1
1213,Barbara Lee,Katherine M. Clark,1
1217,Barbara Lee,Lucy Mcbath,1
1218,Barbara Lee,Susan Wild,1
1221,Barbara Lee,Sean Casten,1
1222,Barbara Lee,Dwight Evans,1
1225,Barbara Lee,Yvette D. Clarke,1
1228,Barbara Lee,Katie Porter,1
1229,Barbara Lee,Marc A. Veasey,1
1231,Barbara Lee,Mike Doyle,1
1235,Barbara Lee,Haley M. Stevens,1
1236,Barbara Lee,Rashida Tlaib,1
1237,Barbara Lee,Jesus G. Garcia,1
1239,Barbara Lee,Julia Brownley,1
1244,Barbara Lee,Mike Levin,1
1245,Barbara Lee,Gregorio Kilili Camacho Sablan,1
1248,Barbara Lee,William R. Keating,1
1251,Barbara Lee,Donald Norcross,1
1252,Barbara Lee,Frank Pallone,1
1253,Barbara Lee,Jimmy Gomez,1
1254,Barbara Lee,Jason Crow,1
1257,Barbara Lee,Gilbert Ray Cisneros,1
1261,Barbara Lee,Lori Trahan,1
1263,Barbara Lee,Darren Soto,1
1264,Barbara Lee,Hakeem S. Jeffries,1
1265,Barbara Lee,Richard E. Neal,1
1267,Barbara Lee,Donna E. Shalala,1
1273,Barbara Lee,C. A. Dutch Ruppersberger,1
1279,Barbara Lee,Adam Smith,1
1285,Barbara Lee,Veronica Escobar,1
1299,Barbara Lee,David J. Trone,1
1304,Barbara Lee,Madeleine Dean,1
1307,Barbara Lee,Thomas R. Suozzi,1
1308,Barbara Lee,Tj Cox,1
1309,Barbara Lee,Andre Carson,1
1311,Barbara Lee,Alexandria Ocasio-Cortez,1
1316,Barbara Lee,Ann Kirkpatrick,1
1321,Barbara Lee,A. Donald Mceachin,1
1349,Sanford D. Bishop,Barbara Lee,1
1351,Sanford D. Bishop,Eddie Bernice Johnson,1
1352,Sanford D. Bishop,Donald M. Payne,1
1354,Sanford D. Bishop,Marcia L. Fudge,1
1355,Sanford D. Bishop,G. K. Butterfield,1
1356,Sanford D. Bishop,James E. Clyburn,1
1358,Sanford D. Bishop,Marcy Kaptur,1
1360,Sanford D. Bishop,John B. Larson,1
1361,Sanford D. Bishop,Bobby L. Rush,1
1362,Sanford D. Bishop,Filemon Vela,1
1363,Sanford D. Bishop,Alma S. Adams,1
1369,Sanford D. Bishop,Joyce Beatty,1
1372,Sanford D. Bishop,Debbie Mucarsel-Powell,1
1373,Sanford D. Bishop,Peter A. Defazio,1
1375,Sanford D. Bishop,Wm. Lacy Clay,1
1385,Sanford D. Bishop,Kathy Castor,1
1388,Sanford D. Bishop,Andy Levin,1
1389,Sanford D. Bishop,Jerrold Nadler,1
1392,Sanford D. Bishop,Tim Ryan,1
1393,Sanford D. Bishop,Lois Frankel,1
1396,Sanford D. Bishop,Norma J. Torres,1
1398,Sanford D. Bishop,Jamie Raskin,1
1401,Sanford D. Bishop,Karen Bass,1
1406,Sanford D. Bishop,Maxine Waters,1
1410,Sanford D. Bishop,Alcee L. Hastings,1
1413,Sanford D. Bishop,Bonnie Watson Coleman,1
1416,Sanford D. Bishop,Joseph D. Morelle,1
1420,Sanford D. Bishop,John Lewis,1
1424,Sanford D. Bishop,Sylvia R. Garcia,1
1425,Sanford D. Bishop,Joe Neguse,1
1428,Sanford D. Bishop,Jahana Hayes,1
1433,Sanford D. Bishop,Lisa Blunt Rochester,1
1435,Sanford D. Bishop,Ann M. Kuster,1
1437,Sanford D. Bishop,Rosa Delauro,1
1443,Sanford D. Bishop,Al Green,1
1446,Sanford D. Bishop,Betty Mccollum,1
1448,Sanford D. Bishop,Theodore E. Deutch,1
1450,Sanford D. Bishop,Kurt Schrader,1
1452,Sanford D. Bishop,Grace Meng,1
1453,Sanford D. Bishop,Stacey E. Plaskett,1
1456,Sanford D. Bishop,Sheila Jackson Lee,1
1457,Sanford D. Bishop,Lucille Roybal-Allard,1
1459,Sanford D. Bishop,John A. Yarmuth,1
1466,Sanford D. Bishop,Ruben Gallego,1
1468,Sanford D. Bishop,Joaquin Castro,1
1477,Sanford D. Bishop,Adam B. Schiff,1
1478,Sanford D. Bishop,Seth Moulton,1
1479,Sanford D. Bishop,Kendra S. Horn,1
1480,Sanford D. Bishop,Tom Malinowski,1
1481,Sanford D. Bishop,Abigail Davis Spanberger,1
1483,Sanford D. Bishop,Steve Cohen,1
1484,Sanford D. Bishop,Mikie Sherrill,1
1485,Sanford D. Bishop,Jerry Mcnerney,1
1486,Sanford D. Bishop,Susie Lee,1
1488,Sanford D. Bishop,Anthony G. Brown,1
1490,Sanford D. Bishop,Cedric L. Richmond,1
1491,Sanford D. Bishop,Mark Pocan,1
1492,Sanford D. Bishop,Collin C. Peterson,1
1495,Sanford D. Bishop,John P. Sarbanes,1
