,From,To,edge
2377,Tammy Baldwin,John F. Reed,1
2380,Tammy Baldwin,Kamala D. Harris,1
2381,Tammy Baldwin,Chris Van Hollen,1
2386,Tammy Baldwin,Catherine Cortez Masto,1
2388,Tammy Baldwin,Tina Smith,1
2393,Christopher Murphy,Benjamin L. Cardin,1
2395,Christopher Murphy,Al Franken,1
2399,Christopher Murphy,Timothy Kaine,1
2400,Christopher Murphy,Ron Wyden,1
2401,Christopher Murphy,Jeff Merkley,1
2406,Christopher Murphy,Tom Udall,1
2410,Christopher Murphy,Brian Schatz,1
2412,Christopher Murphy,Richard Blumenthal,1
2413,Christopher Murphy,Maria Cantwell,1
2414,Christopher Murphy,Tammy Baldwin,1
2419,Christopher Murphy,Bob Casey,1
2424,Christopher Murphy,Dianne Feinstein,1
2425,Christopher Murphy,Martin Heinrich,1
2426,Christopher Murphy,Edward J. Markey,1
2428,Christopher Murphy,Kirsten E. Gillibrand,1
2431,Christopher Murphy,Michael F. Bennet,1
2432,Christopher Murphy,Patty Murray,1
2435,Christopher Murphy,Margaret Wood Hassan,1
2436,Christopher Murphy,Tammy Duckworth,1
2438,Christopher Murphy,Mazie K. Hirono,1
2442,Christopher Murphy,Sherrod Brown,1
2444,Christopher Murphy,Gary C. Peters,1
2445,Christopher Murphy,Bernard Sanders,1
2448,Christopher Murphy,Thomas R. Carper,1
2449,Christopher Murphy,Christopher A. Coons,1
2451,Christopher Murphy,Jeanne Shaheen,1
2458,Christopher Murphy,Elizabeth A. Warren,1
2459,Christopher Murphy,Cory A. Booker,1
2461,Christopher Murphy,Robert Menendez,1
2464,Christopher Murphy,Richard J. Durbin,1
2465,Christopher Murphy,Patrick Joseph Leahy,1
2468,Christopher Murphy,Sheldon Whitehouse,1
2472,Christopher Murphy,Amy Klobuchar,1
2474,Christopher Murphy,Deborah Ann Stabenow,1
2480,Christopher Murphy,Charles E. Schumer,1
2481,Christopher Murphy,John F. Reed,1
2484,Christopher Murphy,Kamala D. Harris,1
2485,Christopher Murphy,Chris Van Hollen,1
2490,Christopher Murphy,Catherine Cortez Masto,1
2492,Christopher Murphy,Tina Smith,1
2496,Johnny Isakson,Michael B. Enzi,1
2498,Johnny Isakson,Lamar Alexander,1
2500,Johnny Isakson,Michael D. Crapo,1
2501,Johnny Isakson,Jerry Moran,1
2511,Johnny Isakson,Shelley Moore Capito,1
2512,Johnny Isakson,Deb Fischer,1
2515,Johnny Isakson,John Hoeven,1
2521,Johnny Isakson,Rob Portman,1
2526,Johnny Isakson,Steve Daines,1
2527,Johnny Isakson,Pat Roberts,1
2531,Johnny Isakson,Joni Ernst,1
2541,Johnny Isakson,Roger F. Wicker,1
2544,Johnny Isakson,John Neely Kennedy,1
2551,Johnny Isakson,Pat Toomey,1
2560,Johnny Isakson,Bill Cassidy,1
2564,Johnny Isakson,John R. Thune,1
2566,Johnny Isakson,Roy Blunt,1
2570,Johnny Isakson,Todd C. Young,1
2573,Johnny Isakson,Mike Rounds,1
2574,Johnny Isakson,Tom Cotton,1
2575,Johnny Isakson,Lindsey O. Graham,1
2577,Johnny Isakson,John Barrasso,1
2579,Johnny Isakson,Thad Cochran,1
2580,Johnny Isakson,Jim Inhofe,1
2581,Johnny Isakson,John Boozman,1
2582,Johnny Isakson,Tim Scott,1
2586,Johnny Isakson,Thomas Roland Tillis,1
2587,Johnny Isakson,James E. Risch,1
2590,Johnny Isakson,Bob Corker,1
2591,Johnny Isakson,Richard Craig Shelby,1
2593,Johnny Isakson,Mitch Mcconnell,1
2595,Johnny Isakson,David Alfred Perdue,1
2598,Johnny Isakson,Cindy Hyde-Smith,1
2602,Rob Portman,Lamar Alexander,1
2605,Rob Portman,Jerry Moran,1
2615,Rob Portman,Shelley Moore Capito,1
2619,Rob Portman,John Hoeven,1
2624,Rob Portman,Johnny Isakson,1
2631,Rob Portman,Pat Roberts,1
2635,Rob Portman,Joni Ernst,1
2655,Rob Portman,Pat Toomey,1
2674,Rob Portman,Todd C. Young,1
2679,Rob Portman,Lindsey O. Graham,1
2686,Rob Portman,Tim Scott,1
2694,Rob Portman,Bob Corker,1
2708,Jeff Flake,Michael D. Crapo,1
2733,Jeff Flake,Mike Lee,1
2741,Jeff Flake,Ron Johnson,1
2785,Jeff Flake,John Barrasso,1
2791,Jeff Flake,John Sidney Mccain,1
2795,Jeff Flake,James E. Risch,1
2799,Jeff Flake,Richard Craig Shelby,1
2800,Jeff Flake,Ben Sasse,1
2809,Bob Casey,Benjamin L. Cardin,1
2815,Bob Casey,Timothy Kaine,1
2816,Bob Casey,Ron Wyden,1
2817,Bob Casey,Jeff Merkley,1
2828,Bob Casey,Richard Blumenthal,1
2829,Bob Casey,Maria Cantwell,1
2830,Bob Casey,Tammy Baldwin,1
2831,Bob Casey,Christopher Murphy,1
2840,Bob Casey,Dianne Feinstein,1
2841,Bob Casey,Martin Heinrich,1
2842,Bob Casey,Edward J. Markey,1
2844,Bob Casey,Kirsten E. Gillibrand,1
2847,Bob Casey,Michael F. Bennet,1
2848,Bob Casey,Patty Murray,1
2851,Bob Casey,Margaret Wood Hassan,1
2852,Bob Casey,Tammy Duckworth,1
2854,Bob Casey,Mazie K. Hirono,1
2855,Bob Casey,Clarence William Nelson,1
2858,Bob Casey,Sherrod Brown,1
2860,Bob Casey,Gary C. Peters,1
2861,Bob Casey,Bernard Sanders,1
2864,Bob Casey,Thomas R. Carper,1
2865,Bob Casey,Christopher A. Coons,1
2867,Bob Casey,Jeanne Shaheen,1
2874,Bob Casey,Elizabeth A. Warren,1
2875,Bob Casey,Cory A. Booker,1
2877,Bob Casey,Robert Menendez,1
2880,Bob Casey,Richard J. Durbin,1
2881,Bob Casey,Patrick Joseph Leahy,1
2883,Bob Casey,Joe Donnelly,1
2884,Bob Casey,Sheldon Whitehouse,1
2888,Bob Casey,Amy Klobuchar,1
2890,Bob Casey,Deborah Ann Stabenow,1
2896,Bob Casey,Charles E. Schumer,1
2897,Bob Casey,John F. Reed,1
2900,Bob Casey,Kamala D. Harris,1
2901,Bob Casey,Chris Van Hollen,1
2906,Bob Casey,Catherine Cortez Masto,1
2908,Bob Casey,Tina Smith,1
2923,Susan Margaret Collins,Angus King,1
2971,Susan Margaret Collins,Jeanne Shaheen,1
3016,Mike Lee,Michael B. Enzi,1
3020,Mike Lee,Michael D. Crapo,1
3033,Mike Lee,Orrin Grant Hatch,1
3042,Mike Lee,Jeff Flake,1
3046,Mike Lee,Steve Daines,1
3053,Mike Lee,Ron Johnson,1
3065,Mike Lee,Ted Cruz,1
3078,Mike Lee,Rand Paul,1
3081,Mike Lee,James Lankford,1
3097,Mike Lee,John Barrasso,1
3100,Mike Lee,Jim Inhofe,1
3102,Mike Lee,Tim Scott,1
3107,Mike Lee,James E. Risch,1
3111,Mike Lee,Richard Craig Shelby,1
3112,Mike Lee,Ben Sasse,1
3115,Mike Lee,David Alfred Perdue,1
3120,Steve Daines,Michael B. Enzi,1
3124,Steve Daines,Michael D. Crapo,1
3125,Steve Daines,Jerry Moran,1
3136,Steve Daines,Deb Fischer,1
3139,Steve Daines,John Hoeven,1
3144,Steve Daines,Johnny Isakson,1
3149,Steve Daines,Mike Lee,1
3151,Steve Daines,Pat Roberts,1
3155,Steve Daines,Joni Ernst,1
3165,Steve Daines,Roger F. Wicker,1
3168,Steve Daines,John Neely Kennedy,1
3178,Steve Daines,Jon Tester,1
3185,Steve Daines,James Lankford,1
3188,Steve Daines,John R. Thune,1
3190,Steve Daines,Roy Blunt,1
3197,Steve Daines,Mike Rounds,1
3201,Steve Daines,John Barrasso,1
3203,Steve Daines,Thad Cochran,1
3204,Steve Daines,Jim Inhofe,1
3205,Steve Daines,John Boozman,1
3206,Steve Daines,Tim Scott,1
3211,Steve Daines,James E. Risch,1
3215,Steve Daines,Richard Craig Shelby,1
3216,Steve Daines,Ben Sasse,1
3219,Steve Daines,David Alfred Perdue,1
3222,Steve Daines,Cindy Hyde-Smith,1
3224,Pat Roberts,Michael B. Enzi,1
3226,Pat Roberts,Lamar Alexander,1
3228,Pat Roberts,Michael D. Crapo,1
3229,Pat Roberts,Jerry Moran,1
3230,Pat Roberts,Charles Ernest Grassley,1
3237,Pat Roberts,John Cornyn,1
3239,Pat Roberts,Shelley Moore Capito,1
3240,Pat Roberts,Deb Fischer,1
3241,Pat Roberts,Orrin Grant Hatch,1
3243,Pat Roberts,John Hoeven,1
3248,Pat Roberts,Johnny Isakson,1
3249,Pat Roberts,Rob Portman,1
3254,Pat Roberts,Steve Daines,1
3259,Pat Roberts,Joni Ernst,1
3265,Pat Roberts,Dean Heller,1
3269,Pat Roberts,Roger F. Wicker,1
3272,Pat Roberts,John Neely Kennedy,1
3279,Pat Roberts,Pat Toomey,1
3285,Pat Roberts,Luther Strange,1
3288,Pat Roberts,Bill Cassidy,1
3289,Pat Roberts,James Lankford,1
3292,Pat Roberts,John R. Thune,1
3294,Pat Roberts,Roy Blunt,1
3298,Pat Roberts,Todd C. Young,1
3299,Pat Roberts,Joe Donnelly,1
3301,Pat Roberts,Mike Rounds,1
3302,Pat Roberts,Tom Cotton,1
3303,Pat Roberts,Lindsey O. Graham,1
3305,Pat Roberts,John Barrasso,1
3307,Pat Roberts,Thad Cochran,1
3308,Pat Roberts,Jim Inhofe,1
3309,Pat Roberts,John Boozman,1
3310,Pat Roberts,Tim Scott,1
3314,Pat Roberts,Thomas Roland Tillis,1
3315,Pat Roberts,James E. Risch,1
3318,Pat Roberts,Bob Corker,1
3319,Pat Roberts,Richard Craig Shelby,1
3320,Pat Roberts,Ben Sasse,1
3321,Pat Roberts,Mitch Mcconnell,1
3323,Pat Roberts,David Alfred Perdue,1
3326,Pat Roberts,Cindy Hyde-Smith,1
3329,Dianne Feinstein,Benjamin L. Cardin,1
3331,Dianne Feinstein,Al Franken,1
3335,Dianne Feinstein,Timothy Kaine,1
3336,Dianne Feinstein,Ron Wyden,1
3337,Dianne Feinstein,Jeff Merkley,1
3342,Dianne Feinstein,Tom Udall,1
3346,Dianne Feinstein,Brian Schatz,1
3348,Dianne Feinstein,Richard Blumenthal,1
3349,Dianne Feinstein,Maria Cantwell,1
3350,Dianne Feinstein,Tammy Baldwin,1
3351,Dianne Feinstein,Christopher Murphy,1
3355,Dianne Feinstein,Bob Casey,1
3361,Dianne Feinstein,Martin Heinrich,1
3362,Dianne Feinstein,Edward J. Markey,1
3364,Dianne Feinstein,Kirsten E. Gillibrand,1
3367,Dianne Feinstein,Michael F. Bennet,1
3368,Dianne Feinstein,Patty Murray,1
3371,Dianne Feinstein,Margaret Wood Hassan,1
3372,Dianne Feinstein,Tammy Duckworth,1
3374,Dianne Feinstein,Mazie K. Hirono,1
3378,Dianne Feinstein,Sherrod Brown,1
3380,Dianne Feinstein,Gary C. Peters,1
3381,Dianne Feinstein,Bernard Sanders,1
3384,Dianne Feinstein,Thomas R. Carper,1
3385,Dianne Feinstein,Christopher A. Coons,1
3387,Dianne Feinstein,Jeanne Shaheen,1
3394,Dianne Feinstein,Elizabeth A. Warren,1
3395,Dianne Feinstein,Cory A. Booker,1
3397,Dianne Feinstein,Robert Menendez,1
3400,Dianne Feinstein,Richard J. Durbin,1
3401,Dianne Feinstein,Patrick Joseph Leahy,1
3404,Dianne Feinstein,Sheldon Whitehouse,1
3408,Dianne Feinstein,Amy Klobuchar,1
3410,Dianne Feinstein,Deborah Ann Stabenow,1
3416,Dianne Feinstein,Charles E. Schumer,1
3417,Dianne Feinstein,John F. Reed,1
3420,Dianne Feinstein,Kamala D. Harris,1
3421,Dianne Feinstein,Chris Van Hollen,1
3426,Dianne Feinstein,Catherine Cortez Masto,1
3428,Dianne Feinstein,Tina Smith,1
3433,Martin Heinrich,Benjamin L. Cardin,1
3435,Martin Heinrich,Al Franken,1
3439,Martin Heinrich,Timothy Kaine,1
3440,Martin Heinrich,Ron Wyden,1
3441,Martin Heinrich,Jeff Merkley,1
3443,Martin Heinrich,Angus King,1
3446,Martin Heinrich,Tom Udall,1
3450,Martin Heinrich,Brian Schatz,1
3453,Martin Heinrich,Maria Cantwell,1
3454,Martin Heinrich,Tammy Baldwin,1
3455,Martin Heinrich,Christopher Murphy,1
3459,Martin Heinrich,Bob Casey,1
3464,Martin Heinrich,Dianne Feinstein,1
3466,Martin Heinrich,Edward J. Markey,1
3468,Martin Heinrich,Kirsten E. Gillibrand,1
3471,Martin Heinrich,Michael F. Bennet,1
3472,Martin Heinrich,Patty Murray,1
3475,Martin Heinrich,Margaret Wood Hassan,1
3476,Martin Heinrich,Tammy Duckworth,1
3478,Martin Heinrich,Mazie K. Hirono,1
3482,Martin Heinrich,Sherrod Brown,1
3484,Martin Heinrich,Gary C. Peters,1
3485,Martin Heinrich,Bernard Sanders,1
3488,Martin Heinrich,Thomas R. Carper,1
3490,Martin Heinrich,Jon Tester,1
3491,Martin Heinrich,Jeanne Shaheen,1
3492,Martin Heinrich,Heidi Heitkamp,1
3498,Martin Heinrich,Elizabeth A. Warren,1
3499,Martin Heinrich,Cory A. Booker,1
3501,Martin Heinrich,Robert Menendez,1
3503,Martin Heinrich,Mark R. Warner,1
3504,Martin Heinrich,Richard J. Durbin,1
3505,Martin Heinrich,Patrick Joseph Leahy,1
3508,Martin Heinrich,Sheldon Whitehouse,1
3512,Martin Heinrich,Amy Klobuchar,1
3514,Martin Heinrich,Deborah Ann Stabenow,1
3520,Martin Heinrich,Charles E. Schumer,1
3521,Martin Heinrich,John F. Reed,1
3524,Martin Heinrich,Kamala D. Harris,1
3525,Martin Heinrich,Chris Van Hollen,1
3530,Martin Heinrich,Catherine Cortez Masto,1
3532,Martin Heinrich,Tina Smith,1
3537,Edward J. Markey,Benjamin L. Cardin,1
3539,Edward J. Markey,Al Franken,1
3543,Edward J. Markey,Timothy Kaine,1
3544,Edward J. Markey,Ron Wyden,1
3545,Edward J. Markey,Jeff Merkley,1
3550,Edward J. Markey,Tom Udall,1
3554,Edward J. Markey,Brian Schatz,1
3556,Edward J. Markey,Richard Blumenthal,1
3557,Edward J. Markey,Maria Cantwell,1
3558,Edward J. Markey,Tammy Baldwin,1
3559,Edward J. Markey,Christopher Murphy,1
3563,Edward J. Markey,Bob Casey,1
3568,Edward J. Markey,Dianne Feinstein,1
3569,Edward J. Markey,Martin Heinrich,1
3572,Edward J. Markey,Kirsten E. Gillibrand,1
3575,Edward J. Markey,Michael F. Bennet,1
3576,Edward J. Markey,Patty Murray,1
3579,Edward J. Markey,Margaret Wood Hassan,1
3580,Edward J. Markey,Tammy Duckworth,1
3582,Edward J. Markey,Mazie K. Hirono,1
3586,Edward J. Markey,Sherrod Brown,1
3588,Edward J. Markey,Gary C. Peters,1
3589,Edward J. Markey,Bernard Sanders,1
3592,Edward J. Markey,Thomas R. Carper,1
3593,Edward J. Markey,Christopher A. Coons,1
3595,Edward J. Markey,Jeanne Shaheen,1
3602,Edward J. Markey,Elizabeth A. Warren,1
3603,Edward J. Markey,Cory A. Booker,1
3605,Edward J. Markey,Robert Menendez,1
3608,Edward J. Markey,Richard J. Durbin,1
3609,Edward J. Markey,Patrick Joseph Leahy,1
3612,Edward J. Markey,Sheldon Whitehouse,1
3616,Edward J. Markey,Amy Klobuchar,1
3618,Edward J. Markey,Deborah Ann Stabenow,1
3624,Edward J. Markey,Charles E. Schumer,1
3625,Edward J. Markey,John F. Reed,1
3628,Edward J. Markey,Kamala D. Harris,1
3629,Edward J. Markey,Chris Van Hollen,1
3634,Edward J. Markey,Catherine Cortez Masto,1
3636,Edward J. Markey,Tina Smith,1
3640,Joni Ernst,Michael B. Enzi,1
3644,Joni Ernst,Michael D. Crapo,1
3645,Joni Ernst,Jerry Moran,1
3646,Joni Ernst,Charles Ernest Grassley,1
3655,Joni Ernst,Shelley Moore Capito,1
3656,Joni Ernst,Deb Fischer,1
3659,Joni Ernst,John Hoeven,1
3664,Joni Ernst,Johnny Isakson,1
3665,Joni Ernst,Rob Portman,1
3670,Joni Ernst,Steve Daines,1
3671,Joni Ernst,Pat Roberts,1
3677,Joni Ernst,Ron Johnson,1
3685,Joni Ernst,Roger F. Wicker,1
3688,Joni Ernst,John Neely Kennedy,1
3695,Joni Ernst,Pat Toomey,1
3705,Joni Ernst,James Lankford,1
3710,Joni Ernst,Roy Blunt,1
3714,Joni Ernst,Todd C. Young,1
3715,Joni Ernst,Joe Donnelly,1
3717,Joni Ernst,Mike Rounds,1
3718,Joni Ernst,Tom Cotton,1
3719,Joni Ernst,Lindsey O. Graham,1
3721,Joni Ernst,John Barrasso,1
3724,Joni Ernst,Jim Inhofe,1
3725,Joni Ernst,John Boozman,1
3726,Joni Ernst,Tim Scott,1
3730,Joni Ernst,Thomas Roland Tillis,1
3731,Joni Ernst,James E. Risch,1
3734,Joni Ernst,Bob Corker,1
3735,Joni Ernst,Richard Craig Shelby,1
3736,Joni Ernst,Ben Sasse,1
3739,Joni Ernst,David Alfred Perdue,1
3742,Joni Ernst,Cindy Hyde-Smith,1
3745,Kirsten E. Gillibrand,Benjamin L. Cardin,1
3747,Kirsten E. Gillibrand,Al Franken,1
3751,Kirsten E. Gillibrand,Timothy Kaine,1
3752,Kirsten E. Gillibrand,Ron Wyden,1
3753,Kirsten E. Gillibrand,Jeff Merkley,1
3758,Kirsten E. Gillibrand,Tom Udall,1
3762,Kirsten E. Gillibrand,Brian Schatz,1
3764,Kirsten E. Gillibrand,Richard Blumenthal,1
3765,Kirsten E. Gillibrand,Maria Cantwell,1
3766,Kirsten E. Gillibrand,Tammy Baldwin,1
3767,Kirsten E. Gillibrand,Christopher Murphy,1
3771,Kirsten E. Gillibrand,Bob Casey,1
3776,Kirsten E. Gillibrand,Dianne Feinstein,1
3777,Kirsten E. Gillibrand,Martin Heinrich,1
3778,Kirsten E. Gillibrand,Edward J. Markey,1
3783,Kirsten E. Gillibrand,Michael F. Bennet,1
3784,Kirsten E. Gillibrand,Patty Murray,1
3787,Kirsten E. Gillibrand,Margaret Wood Hassan,1
3788,Kirsten E. Gillibrand,Tammy Duckworth,1
3790,Kirsten E. Gillibrand,Mazie K. Hirono,1
3794,Kirsten E. Gillibrand,Sherrod Brown,1
3796,Kirsten E. Gillibrand,Gary C. Peters,1
3797,Kirsten E. Gillibrand,Bernard Sanders,1
3800,Kirsten E. Gillibrand,Thomas R. Carper,1
3801,Kirsten E. Gillibrand,Christopher A. Coons,1
3803,Kirsten E. Gillibrand,Jeanne Shaheen,1
3810,Kirsten E. Gillibrand,Elizabeth A. Warren,1
3811,Kirsten E. Gillibrand,Cory A. Booker,1
3813,Kirsten E. Gillibrand,Robert Menendez,1
3816,Kirsten E. Gillibrand,Richard J. Durbin,1
3817,Kirsten E. Gillibrand,Patrick Joseph Leahy,1
3820,Kirsten E. Gillibrand,Sheldon Whitehouse,1
3824,Kirsten E. Gillibrand,Amy Klobuchar,1
3826,Kirsten E. Gillibrand,Deborah Ann Stabenow,1
3832,Kirsten E. Gillibrand,Charles E. Schumer,1
3833,Kirsten E. Gillibrand,John F. Reed,1
3836,Kirsten E. Gillibrand,Kamala D. Harris,1
3837,Kirsten E. Gillibrand,Chris Van Hollen,1
3842,Kirsten E. Gillibrand,Catherine Cortez Masto,1
3844,Kirsten E. Gillibrand,Tina Smith,1
3848,Ron Johnson,Michael B. Enzi,1
3864,Ron Johnson,Deb Fischer,1
3874,Ron Johnson,Jeff Flake,1
3877,Ron Johnson,Mike Lee,1
3883,Ron Johnson,Joni Ernst,1
3893,Ron Johnson,Roger F. Wicker,1
3896,Ron Johnson,John Neely Kennedy,1
3897,Ron Johnson,Ted Cruz,1
3903,Ron Johnson,Pat Toomey,1
3910,Ron Johnson,Rand Paul,1
3913,Ron Johnson,James Lankford,1
3925,Ron Johnson,Mike Rounds,1
3926,Ron Johnson,Tom Cotton,1
3929,Ron Johnson,John Barrasso,1
3932,Ron Johnson,Jim Inhofe,1
3933,Ron Johnson,John Boozman,1
3934,Ron Johnson,Tim Scott,1
3935,Ron Johnson,John Sidney Mccain,1
3938,Ron Johnson,Thomas Roland Tillis,1
3939,Ron Johnson,James E. Risch,1
3943,Ron Johnson,Richard Craig Shelby,1
3944,Ron Johnson,Ben Sasse,1
3945,Ron Johnson,Mitch Mcconnell,1
3947,Ron Johnson,David Alfred Perdue,1
3962,Marco Rubio,Cory Gardner,1
3965,Marco Rubio,John Cornyn,1
3999,Marco Rubio,Clarence William Nelson,1
4000,Marco Rubio,John Neely Kennedy,1
4001,Marco Rubio,Ted Cruz,1
4007,Marco Rubio,Pat Toomey,1
4026,Marco Rubio,Todd C. Young,1
4030,Marco Rubio,Tom Cotton,1
4036,Marco Rubio,Jim Inhofe,1
4037,Marco Rubio,John Boozman,1
4038,Marco Rubio,Tim Scott,1
4042,Marco Rubio,Thomas Roland Tillis,1
4046,Marco Rubio,Bob Corker,1
4048,Marco Rubio,Ben Sasse,1
4051,Marco Rubio,David Alfred Perdue,1
4054,Marco Rubio,Cindy Hyde-Smith,1
4057,Michael F. Bennet,Benjamin L. Cardin,1
4063,Michael F. Bennet,Timothy Kaine,1
4064,Michael F. Bennet,Ron Wyden,1
4065,Michael F. Bennet,Jeff Merkley,1
4066,Michael F. Bennet,Cory Gardner,1
4067,Michael F. Bennet,Angus King,1
4070,Michael F. Bennet,Tom Udall,1
4076,Michael F. Bennet,Richard Blumenthal,1
4077,Michael F. Bennet,Maria Cantwell,1
4078,Michael F. Bennet,Tammy Baldwin,1
4079,Michael F. Bennet,Christopher Murphy,1
4083,Michael F. Bennet,Bob Casey,1
4088,Michael F. Bennet,Dianne Feinstein,1
4089,Michael F. Bennet,Martin Heinrich,1
4090,Michael F. Bennet,Edward J. Markey,1
4092,Michael F. Bennet,Kirsten E. Gillibrand,1
4096,Michael F. Bennet,Patty Murray,1
4099,Michael F. Bennet,Margaret Wood Hassan,1
4100,Michael F. Bennet,Tammy Duckworth,1
4102,Michael F. Bennet,Mazie K. Hirono,1
4108,Michael F. Bennet,Gary C. Peters,1
4109,Michael F. Bennet,Bernard Sanders,1
4112,Michael F. Bennet,Thomas R. Carper,1
4113,Michael F. Bennet,Christopher A. Coons,1
4115,Michael F. Bennet,Jeanne Shaheen,1
4123,Michael F. Bennet,Cory A. Booker,1
4125,Michael F. Bennet,Robert Menendez,1
4127,Michael F. Bennet,Mark R. Warner,1
4128,Michael F. Bennet,Richard J. Durbin,1
4129,Michael F. Bennet,Patrick Joseph Leahy,1
4132,Michael F. Bennet,Sheldon Whitehouse,1
4136,Michael F. Bennet,Amy Klobuchar,1
4138,Michael F. Bennet,Deborah Ann Stabenow,1
4144,Michael F. Bennet,Charles E. Schumer,1
4145,Michael F. Bennet,John F. Reed,1
4148,Michael F. Bennet,Kamala D. Harris,1
4149,Michael F. Bennet,Chris Van Hollen,1
4154,Michael F. Bennet,Catherine Cortez Masto,1
4156,Michael F. Bennet,Tina Smith,1
4161,Patty Murray,Benjamin L. Cardin,1
4163,Patty Murray,Al Franken,1
4167,Patty Murray,Timothy Kaine,1
4168,Patty Murray,Ron Wyden,1
4169,Patty Murray,Jeff Merkley,1
4174,Patty Murray,Tom Udall,1
4178,Patty Murray,Brian Schatz,1
4180,Patty Murray,Richard Blumenthal,1
4181,Patty Murray,Maria Cantwell,1
4182,Patty Murray,Tammy Baldwin,1
4183,Patty Murray,Christopher Murphy,1
4187,Patty Murray,Bob Casey,1
4192,Patty Murray,Dianne Feinstein,1
4193,Patty Murray,Martin Heinrich,1
4194,Patty Murray,Edward J. Markey,1
4196,Patty Murray,Kirsten E. Gillibrand,1
4199,Patty Murray,Michael F. Bennet,1
4203,Patty Murray,Margaret Wood Hassan,1
4204,Patty Murray,Tammy Duckworth,1
4206,Patty Murray,Mazie K. Hirono,1
4210,Patty Murray,Sherrod Brown,1
4212,Patty Murray,Gary C. Peters,1
4213,Patty Murray,Bernard Sanders,1
4216,Patty Murray,Thomas R. Carper,1
4217,Patty Murray,Christopher A. Coons,1
4219,Patty Murray,Jeanne Shaheen,1
4226,Patty Murray,Elizabeth A. Warren,1
4227,Patty Murray,Cory A. Booker,1
4229,Patty Murray,Robert Menendez,1
4232,Patty Murray,Richard J. Durbin,1
4233,Patty Murray,Patrick Joseph Leahy,1
4236,Patty Murray,Sheldon Whitehouse,1
4240,Patty Murray,Amy Klobuchar,1
4242,Patty Murray,Deborah Ann Stabenow,1
4248,Patty Murray,Charles E. Schumer,1
4249,Patty Murray,John F. Reed,1
4252,Patty Murray,Kamala D. Harris,1
4253,Patty Murray,Chris Van Hollen,1
4258,Patty Murray,Catherine Cortez Masto,1
4260,Patty Murray,Tina Smith,1
4268,Dean Heller,Michael D. Crapo,1
4280,Dean Heller,Deb Fischer,1
4295,Dean Heller,Pat Roberts,1
4334,Dean Heller,Roy Blunt,1
4345,Dean Heller,John Barrasso,1
4348,Dean Heller,Jim Inhofe,1
4349,Dean Heller,John Boozman,1
4350,Dean Heller,Tim Scott,1
4354,Dean Heller,Thomas Roland Tillis,1
4359,Dean Heller,Richard Craig Shelby,1
4447,Richard Burr,Lindsey O. Graham,1
4454,Richard Burr,Tim Scott,1
4458,Richard Burr,Thomas Roland Tillis,1
4462,Richard Burr,Bob Corker,1
4473,Margaret Wood Hassan,Benjamin L. Cardin,1
4479,Margaret Wood Hassan,Timothy Kaine,1
4480,Margaret Wood Hassan,Ron Wyden,1
4481,Margaret Wood Hassan,Jeff Merkley,1
4483,Margaret Wood Hassan,Angus King,1
4486,Margaret Wood Hassan,Tom Udall,1
4492,Margaret Wood Hassan,Richard Blumenthal,1
4493,Margaret Wood Hassan,Maria Cantwell,1
4494,Margaret Wood Hassan,Tammy Baldwin,1
4495,Margaret Wood Hassan,Christopher Murphy,1
4499,Margaret Wood Hassan,Bob Casey,1
4504,Margaret Wood Hassan,Dianne Feinstein,1
4505,Margaret Wood Hassan,Martin Heinrich,1
4506,Margaret Wood Hassan,Edward J. Markey,1
4508,Margaret Wood Hassan,Kirsten E. Gillibrand,1
4511,Margaret Wood Hassan,Michael F. Bennet,1
4512,Margaret Wood Hassan,Patty Murray,1
4516,Margaret Wood Hassan,Tammy Duckworth,1
4518,Margaret Wood Hassan,Mazie K. Hirono,1
4522,Margaret Wood Hassan,Sherrod Brown,1
4523,Margaret Wood Hassan,Claire Mccaskill,1
4524,Margaret Wood Hassan,Gary C. Peters,1
4525,Margaret Wood Hassan,Bernard Sanders,1
4528,Margaret Wood Hassan,Thomas R. Carper,1
4529,Margaret Wood Hassan,Christopher A. Coons,1
4531,Margaret Wood Hassan,Jeanne Shaheen,1
4538,Margaret Wood Hassan,Elizabeth A. Warren,1
4539,Margaret Wood Hassan,Cory A. Booker,1
4541,Margaret Wood Hassan,Robert Menendez,1
4543,Margaret Wood Hassan,Mark R. Warner,1
4544,Margaret Wood Hassan,Richard J. Durbin,1
4545,Margaret Wood Hassan,Patrick Joseph Leahy,1
4548,Margaret Wood Hassan,Sheldon Whitehouse,1
4552,Margaret Wood Hassan,Amy Klobuchar,1
4554,Margaret Wood Hassan,Deborah Ann Stabenow,1
4560,Margaret Wood Hassan,Charles E. Schumer,1
4561,Margaret Wood Hassan,John F. Reed,1
4564,Margaret Wood Hassan,Kamala D. Harris,1
4565,Margaret Wood Hassan,Chris Van Hollen,1
4570,Margaret Wood Hassan,Catherine Cortez Masto,1
4572,Margaret Wood Hassan,Tina Smith,1
4577,Tammy Duckworth,Benjamin L. Cardin,1
4579,Tammy Duckworth,Al Franken,1
4583,Tammy Duckworth,Timothy Kaine,1
4584,Tammy Duckworth,Ron Wyden,1
4585,Tammy Duckworth,Jeff Merkley,1
4590,Tammy Duckworth,Tom Udall,1
4594,Tammy Duckworth,Brian Schatz,1
4596,Tammy Duckworth,Richard Blumenthal,1
4597,Tammy Duckworth,Maria Cantwell,1
4598,Tammy Duckworth,Tammy Baldwin,1
