,From,To,edge
854,Dianne Feinstein,John F. Reed,1
855,Dianne Feinstein,Sheldon Whitehouse,1
859,Dianne Feinstein,Harry M. Reid,1
860,Dianne Feinstein,Elizabeth A. Warren,1
865,Dianne Feinstein,Gary C. Peters,1
868,Dianne Feinstein,Deborah Ann Stabenow,1
869,Dianne Feinstein,Barbara Boxer,1
871,Dianne Feinstein,Bob Casey,1
875,Dianne Feinstein,Patrick Joseph Leahy,1
885,Dianne Feinstein,Timothy Kaine,1
893,Dianne Feinstein,Barbara Ann Mikulski,1
900,Rob Portman,John Hoeven,1
901,Rob Portman,Tim Scott,1
914,Rob Portman,Thad Cochran,1
922,Rob Portman,John Barrasso,1
927,Rob Portman,Roger F. Wicker,1
941,Rob Portman,Johnny Isakson,1
942,Rob Portman,Roy Blunt,1
944,Rob Portman,Pat Toomey,1
949,Rob Portman,Richard Burr,1
966,Rob Portman,Kelly Ayotte,1
981,Rob Portman,Shelley Moore Capito,1
988,Rob Portman,Pat Roberts,1
991,Rob Portman,Daniel Ray Coats,1
997,Rob Portman,John Boozman,1
1001,Orrin Grant Hatch,Tim Scott,1
1003,Orrin Grant Hatch,James E. Risch,1
1022,Orrin Grant Hatch,John Barrasso,1
1027,Orrin Grant Hatch,Roger F. Wicker,1
1028,Orrin Grant Hatch,Mitch Mcconnell,1
1034,Orrin Grant Hatch,Lamar Alexander,1
1042,Orrin Grant Hatch,Roy Blunt,1
1050,Orrin Grant Hatch,Ted Cruz,1
1056,Orrin Grant Hatch,John R. Thune,1
1058,Orrin Grant Hatch,Steve Daines,1
1061,Orrin Grant Hatch,Michael B. Enzi,1
1067,Orrin Grant Hatch,Mike Lee,1
1072,Orrin Grant Hatch,Lindsey O. Graham,1
1073,Orrin Grant Hatch,John Cornyn,1
1077,Orrin Grant Hatch,Michael D. Crapo,1
1078,Orrin Grant Hatch,Jeff Flake,1
1083,Orrin Grant Hatch,Mike Rounds,1
1087,Orrin Grant Hatch,Thomas Roland Tillis,1
1088,Orrin Grant Hatch,Pat Roberts,1
1089,Orrin Grant Hatch,Jim Inhofe,1
1090,Orrin Grant Hatch,David Alfred Perdue,1
1091,Orrin Grant Hatch,Daniel Ray Coats,1
1092,Orrin Grant Hatch,Richard Craig Shelby,1
1094,Orrin Grant Hatch,James Lankford,1
1096,Orrin Grant Hatch,Jeff Sessions,1
1097,Orrin Grant Hatch,John Boozman,1
1098,Orrin Grant Hatch,Ben Sasse,1
1099,Orrin Grant Hatch,Tom Cotton,1
1100,Joe Manchin,John Hoeven,1
1135,Joe Manchin,Heidi Heitkamp,1
1162,Joe Manchin,Joe Donnelly,1
1181,Joe Manchin,Shelley Moore Capito,1
1184,Joe Manchin,Mark R. Warner,1
1197,Joe Manchin,John Boozman,1
1204,Maria Cantwell,Benjamin L. Cardin,1
1207,Maria Cantwell,Ron Wyden,1
1208,Maria Cantwell,Dianne Feinstein,1
1213,Maria Cantwell,Sherrod Brown,1
1216,Maria Cantwell,Martin Heinrich,1
1217,Maria Cantwell,Charles E. Schumer,1
1224,Maria Cantwell,Patty Murray,1
1226,Maria Cantwell,Christopher A. Coons,1
1230,Maria Cantwell,Bernard Sanders,1
1231,Maria Cantwell,Robert Menendez,1
1232,Maria Cantwell,Jeff Merkley,1
1233,Maria Cantwell,Edward J. Markey,1
1235,Maria Cantwell,Heidi Heitkamp,1
1236,Maria Cantwell,Brian Schatz,1
1237,Maria Cantwell,Al Franken,1
1238,Maria Cantwell,Jeanne Shaheen,1
1239,Maria Cantwell,Mazie K. Hirono,1
1240,Maria Cantwell,Kirsten E. Gillibrand,1
1243,Maria Cantwell,Richard Blumenthal,1
1245,Maria Cantwell,Christopher Murphy,1
1247,Maria Cantwell,Tammy Baldwin,1
1248,Maria Cantwell,Amy Klobuchar,1
1251,Maria Cantwell,Cory A. Booker,1
1255,Maria Cantwell,Sheldon Whitehouse,1
1257,Maria Cantwell,Michael F. Bennet,1
1259,Maria Cantwell,Harry M. Reid,1
1260,Maria Cantwell,Elizabeth A. Warren,1
1265,Maria Cantwell,Gary C. Peters,1
1268,Maria Cantwell,Deborah Ann Stabenow,1
1269,Maria Cantwell,Barbara Boxer,1
1271,Maria Cantwell,Bob Casey,1
1274,Maria Cantwell,Lisa Murkowski,1
1275,Maria Cantwell,Patrick Joseph Leahy,1
1276,Maria Cantwell,Tom Udall,1
1285,Maria Cantwell,Timothy Kaine,1
1293,Maria Cantwell,Barbara Ann Mikulski,1
1304,Sherrod Brown,Benjamin L. Cardin,1
1307,Sherrod Brown,Ron Wyden,1
1308,Sherrod Brown,Dianne Feinstein,1
1312,Sherrod Brown,Maria Cantwell,1
1316,Sherrod Brown,Martin Heinrich,1
1317,Sherrod Brown,Charles E. Schumer,1
1319,Sherrod Brown,Richard J. Durbin,1
1324,Sherrod Brown,Patty Murray,1
1326,Sherrod Brown,Christopher A. Coons,1
1330,Sherrod Brown,Bernard Sanders,1
1331,Sherrod Brown,Robert Menendez,1
1332,Sherrod Brown,Jeff Merkley,1
1333,Sherrod Brown,Edward J. Markey,1
1336,Sherrod Brown,Brian Schatz,1
1337,Sherrod Brown,Al Franken,1
1338,Sherrod Brown,Jeanne Shaheen,1
1339,Sherrod Brown,Mazie K. Hirono,1
1340,Sherrod Brown,Kirsten E. Gillibrand,1
1343,Sherrod Brown,Richard Blumenthal,1
1345,Sherrod Brown,Christopher Murphy,1
1346,Sherrod Brown,Thomas R. Carper,1
1347,Sherrod Brown,Tammy Baldwin,1
1348,Sherrod Brown,Amy Klobuchar,1
1351,Sherrod Brown,Cory A. Booker,1
1354,Sherrod Brown,John F. Reed,1
1355,Sherrod Brown,Sheldon Whitehouse,1
1359,Sherrod Brown,Harry M. Reid,1
1360,Sherrod Brown,Elizabeth A. Warren,1
1365,Sherrod Brown,Gary C. Peters,1
1368,Sherrod Brown,Deborah Ann Stabenow,1
1369,Sherrod Brown,Barbara Boxer,1
1371,Sherrod Brown,Bob Casey,1
1375,Sherrod Brown,Patrick Joseph Leahy,1
1385,Sherrod Brown,Timothy Kaine,1
1393,Sherrod Brown,Barbara Ann Mikulski,1
1400,Thad Cochran,John Hoeven,1
1401,Thad Cochran,Tim Scott,1
1402,Thad Cochran,David Vitter,1
1403,Thad Cochran,James E. Risch,1
1405,Thad Cochran,Susan Margaret Collins,1
1409,Thad Cochran,Rob Portman,1
1415,Thad Cochran,Ron Johnson,1
1418,Thad Cochran,Rand Paul,1
1420,Thad Cochran,Jerry Moran,1
1422,Thad Cochran,John Barrasso,1
1425,Thad Cochran,Charles Ernest Grassley,1
1427,Thad Cochran,Roger F. Wicker,1
1428,Thad Cochran,Mitch Mcconnell,1
1429,Thad Cochran,Cory Gardner,1
1434,Thad Cochran,Lamar Alexander,1
1441,Thad Cochran,Johnny Isakson,1
1442,Thad Cochran,Roy Blunt,1
1444,Thad Cochran,Pat Toomey,1
1449,Thad Cochran,Richard Burr,1
1456,Thad Cochran,John R. Thune,1
1458,Thad Cochran,Steve Daines,1
1461,Thad Cochran,Michael B. Enzi,1
1462,Thad Cochran,Joe Donnelly,1
1463,Thad Cochran,Deb Fischer,1
1464,Thad Cochran,John Sidney Mccain,1
1472,Thad Cochran,Lindsey O. Graham,1
1473,Thad Cochran,John Cornyn,1
1477,Thad Cochran,Michael D. Crapo,1
1479,Thad Cochran,Bill Cassidy,1
1480,Thad Cochran,Joni Ernst,1
1481,Thad Cochran,Shelley Moore Capito,1
1483,Thad Cochran,Mike Rounds,1
1486,Thad Cochran,Dan Sullivan,1
1487,Thad Cochran,Thomas Roland Tillis,1
1488,Thad Cochran,Pat Roberts,1
1489,Thad Cochran,Jim Inhofe,1
1490,Thad Cochran,David Alfred Perdue,1
1491,Thad Cochran,Daniel Ray Coats,1
1492,Thad Cochran,Richard Craig Shelby,1
1494,Thad Cochran,James Lankford,1
1495,Thad Cochran,Bob Corker,1
1496,Thad Cochran,Jeff Sessions,1
1497,Thad Cochran,John Boozman,1
1498,Thad Cochran,Ben Sasse,1
1499,Thad Cochran,Tom Cotton,1
1500,Ron Johnson,John Hoeven,1
1501,Ron Johnson,Tim Scott,1
1503,Ron Johnson,James E. Risch,1
1514,Ron Johnson,Thad Cochran,1
1522,Ron Johnson,John Barrasso,1
1525,Ron Johnson,Charles Ernest Grassley,1
1527,Ron Johnson,Roger F. Wicker,1
1528,Ron Johnson,Mitch Mcconnell,1
1529,Ron Johnson,Cory Gardner,1
1541,Ron Johnson,Johnny Isakson,1
1542,Ron Johnson,Roy Blunt,1
1544,Ron Johnson,Pat Toomey,1
1550,Ron Johnson,Ted Cruz,1
1552,Ron Johnson,Marco Rubio,1
1556,Ron Johnson,John R. Thune,1
1558,Ron Johnson,Steve Daines,1
1561,Ron Johnson,Michael B. Enzi,1
1563,Ron Johnson,Deb Fischer,1
1564,Ron Johnson,John Sidney Mccain,1
1566,Ron Johnson,Kelly Ayotte,1
1567,Ron Johnson,Mike Lee,1
1572,Ron Johnson,Lindsey O. Graham,1
1573,Ron Johnson,John Cornyn,1
1577,Ron Johnson,Michael D. Crapo,1
1578,Ron Johnson,Jeff Flake,1
1579,Ron Johnson,Bill Cassidy,1
1580,Ron Johnson,Joni Ernst,1
1583,Ron Johnson,Mike Rounds,1
1587,Ron Johnson,Thomas Roland Tillis,1
1588,Ron Johnson,Pat Roberts,1
1589,Ron Johnson,Jim Inhofe,1
1590,Ron Johnson,David Alfred Perdue,1
1591,Ron Johnson,Daniel Ray Coats,1
1592,Ron Johnson,Richard Craig Shelby,1
1594,Ron Johnson,James Lankford,1
1595,Ron Johnson,Bob Corker,1
1596,Ron Johnson,Jeff Sessions,1
1597,Ron Johnson,John Boozman,1
1598,Ron Johnson,Ben Sasse,1
1599,Ron Johnson,Tom Cotton,1
1604,Martin Heinrich,Benjamin L. Cardin,1
1607,Martin Heinrich,Ron Wyden,1
1608,Martin Heinrich,Dianne Feinstein,1
1612,Martin Heinrich,Maria Cantwell,1
1613,Martin Heinrich,Sherrod Brown,1
1617,Martin Heinrich,Charles E. Schumer,1
1619,Martin Heinrich,Richard J. Durbin,1
1621,Martin Heinrich,Jon Tester,1
1624,Martin Heinrich,Patty Murray,1
1626,Martin Heinrich,Christopher A. Coons,1
1630,Martin Heinrich,Bernard Sanders,1
1631,Martin Heinrich,Robert Menendez,1
1632,Martin Heinrich,Jeff Merkley,1
1633,Martin Heinrich,Edward J. Markey,1
1636,Martin Heinrich,Brian Schatz,1
1637,Martin Heinrich,Al Franken,1
1638,Martin Heinrich,Jeanne Shaheen,1
1639,Martin Heinrich,Mazie K. Hirono,1
1640,Martin Heinrich,Kirsten E. Gillibrand,1
1645,Martin Heinrich,Christopher Murphy,1
1646,Martin Heinrich,Thomas R. Carper,1
1647,Martin Heinrich,Tammy Baldwin,1
1648,Martin Heinrich,Amy Klobuchar,1
1651,Martin Heinrich,Cory A. Booker,1
1654,Martin Heinrich,John F. Reed,1
1655,Martin Heinrich,Sheldon Whitehouse,1
1657,Martin Heinrich,Michael F. Bennet,1
1659,Martin Heinrich,Harry M. Reid,1
1660,Martin Heinrich,Elizabeth A. Warren,1
1665,Martin Heinrich,Gary C. Peters,1
1668,Martin Heinrich,Deborah Ann Stabenow,1
1669,Martin Heinrich,Barbara Boxer,1
1675,Martin Heinrich,Patrick Joseph Leahy,1
1676,Martin Heinrich,Tom Udall,1
1693,Martin Heinrich,Barbara Ann Mikulski,1
1704,Charles E. Schumer,Benjamin L. Cardin,1
1707,Charles E. Schumer,Ron Wyden,1
1708,Charles E. Schumer,Dianne Feinstein,1
1712,Charles E. Schumer,Maria Cantwell,1
1713,Charles E. Schumer,Sherrod Brown,1
1716,Charles E. Schumer,Martin Heinrich,1
1719,Charles E. Schumer,Richard J. Durbin,1
1724,Charles E. Schumer,Patty Murray,1
1726,Charles E. Schumer,Christopher A. Coons,1
1730,Charles E. Schumer,Bernard Sanders,1
1731,Charles E. Schumer,Robert Menendez,1
1732,Charles E. Schumer,Jeff Merkley,1
1733,Charles E. Schumer,Edward J. Markey,1
1736,Charles E. Schumer,Brian Schatz,1
1737,Charles E. Schumer,Al Franken,1
1738,Charles E. Schumer,Jeanne Shaheen,1
1739,Charles E. Schumer,Mazie K. Hirono,1
1740,Charles E. Schumer,Kirsten E. Gillibrand,1
1743,Charles E. Schumer,Richard Blumenthal,1
1745,Charles E. Schumer,Christopher Murphy,1
1746,Charles E. Schumer,Thomas R. Carper,1
1747,Charles E. Schumer,Tammy Baldwin,1
1748,Charles E. Schumer,Amy Klobuchar,1
1751,Charles E. Schumer,Cory A. Booker,1
1753,Charles E. Schumer,Clarence William Nelson,1
1754,Charles E. Schumer,John F. Reed,1
1755,Charles E. Schumer,Sheldon Whitehouse,1
1757,Charles E. Schumer,Michael F. Bennet,1
1759,Charles E. Schumer,Harry M. Reid,1
1760,Charles E. Schumer,Elizabeth A. Warren,1
1765,Charles E. Schumer,Gary C. Peters,1
1768,Charles E. Schumer,Deborah Ann Stabenow,1
1769,Charles E. Schumer,Barbara Boxer,1
1771,Charles E. Schumer,Bob Casey,1
1775,Charles E. Schumer,Patrick Joseph Leahy,1
1785,Charles E. Schumer,Timothy Kaine,1
1793,Charles E. Schumer,Barbara Ann Mikulski,1
1801,Rand Paul,Tim Scott,1
1803,Rand Paul,James E. Risch,1
1814,Rand Paul,Thad Cochran,1
1827,Rand Paul,Roger F. Wicker,1
1828,Rand Paul,Mitch Mcconnell,1
1850,Rand Paul,Ted Cruz,1
1858,Rand Paul,Steve Daines,1
1861,Rand Paul,Michael B. Enzi,1
1867,Rand Paul,Mike Lee,1
1877,Rand Paul,Michael D. Crapo,1
1888,Rand Paul,Pat Roberts,1
1890,Rand Paul,David Alfred Perdue,1
1891,Rand Paul,Daniel Ray Coats,1
1892,Rand Paul,Richard Craig Shelby,1
1894,Rand Paul,James Lankford,1
1895,Rand Paul,Bob Corker,1
1896,Rand Paul,Jeff Sessions,1
1898,Rand Paul,Ben Sasse,1
1899,Rand Paul,Tom Cotton,1
1904,Richard J. Durbin,Benjamin L. Cardin,1
1907,Richard J. Durbin,Ron Wyden,1
1908,Richard J. Durbin,Dianne Feinstein,1
1913,Richard J. Durbin,Sherrod Brown,1
1916,Richard J. Durbin,Martin Heinrich,1
1917,Richard J. Durbin,Charles E. Schumer,1
1924,Richard J. Durbin,Patty Murray,1
1926,Richard J. Durbin,Christopher A. Coons,1
1930,Richard J. Durbin,Bernard Sanders,1
1931,Richard J. Durbin,Robert Menendez,1
1932,Richard J. Durbin,Jeff Merkley,1
1933,Richard J. Durbin,Edward J. Markey,1
1936,Richard J. Durbin,Brian Schatz,1
1937,Richard J. Durbin,Al Franken,1
1938,Richard J. Durbin,Jeanne Shaheen,1
1939,Richard J. Durbin,Mazie K. Hirono,1
1940,Richard J. Durbin,Kirsten E. Gillibrand,1
1943,Richard J. Durbin,Richard Blumenthal,1
1945,Richard J. Durbin,Christopher Murphy,1
1946,Richard J. Durbin,Thomas R. Carper,1
1947,Richard J. Durbin,Tammy Baldwin,1
1948,Richard J. Durbin,Amy Klobuchar,1
1951,Richard J. Durbin,Cory A. Booker,1
1954,Richard J. Durbin,John F. Reed,1
1955,Richard J. Durbin,Sheldon Whitehouse,1
1959,Richard J. Durbin,Harry M. Reid,1
1960,Richard J. Durbin,Elizabeth A. Warren,1
1965,Richard J. Durbin,Gary C. Peters,1
1968,Richard J. Durbin,Deborah Ann Stabenow,1
1969,Richard J. Durbin,Barbara Boxer,1
1971,Richard J. Durbin,Bob Casey,1
1975,Richard J. Durbin,Patrick Joseph Leahy,1
1976,Richard J. Durbin,Tom Udall,1
1985,Richard J. Durbin,Timothy Kaine,1
1993,Richard J. Durbin,Barbara Ann Mikulski,1
2000,Jerry Moran,John Hoeven,1
2001,Jerry Moran,Tim Scott,1
2003,Jerry Moran,James E. Risch,1
2006,Jerry Moran,Mark Steven Kirk,1
2014,Jerry Moran,Thad Cochran,1
2022,Jerry Moran,John Barrasso,1
2023,Jerry Moran,Dean Heller,1
2025,Jerry Moran,Charles Ernest Grassley,1
2027,Jerry Moran,Roger F. Wicker,1
2029,Jerry Moran,Cory Gardner,1
2041,Jerry Moran,Johnny Isakson,1
2042,Jerry Moran,Roy Blunt,1
