,From,To,edge
204,Timothy Kaine,Bob Casey,1
205,Timothy Kaine,Christopher Murphy,1
206,Timothy Kaine,Catherine Cortez Masto,1
210,Timothy Kaine,Jeanne Shaheen,1
211,Timothy Kaine,Edward J. Markey,1
213,Timothy Kaine,Richard J. Durbin,1
215,Timothy Kaine,Amy Klobuchar,1
216,Timothy Kaine,Dianne Feinstein,1
217,Timothy Kaine,Tammy Duckworth,1
218,Timothy Kaine,Patty Murray,1
219,Timothy Kaine,Richard Blumenthal,1
221,Timothy Kaine,Raphael G. Warnock,1
222,Timothy Kaine,Gary C. Peters,1
223,Timothy Kaine,Christopher A. Coons,1
224,Timothy Kaine,Margaret Wood Hassan,1
225,Timothy Kaine,Robert Menendez,1
226,Timothy Kaine,Tina Smith,1
238,Timothy Kaine,Sherrod Brown,1
240,Timothy Kaine,Cory A. Booker,1
241,Timothy Kaine,Elizabeth A. Warren,1
243,Timothy Kaine,Ben Ray Lujan,1
245,Timothy Kaine,Kirsten E. Gillibrand,1
248,Timothy Kaine,Tammy Baldwin,1
250,Timothy Kaine,Mark R. Warner,1
252,Timothy Kaine,Benjamin L. Cardin,1
254,Timothy Kaine,Deborah Ann Stabenow,1
255,Timothy Kaine,Jacklyn Rosen,1
257,Timothy Kaine,Thomas R. Carper,1
260,Timothy Kaine,John F. Reed,1
262,Timothy Kaine,Maria Cantwell,1
263,Timothy Kaine,Ron Wyden,1
264,Timothy Kaine,Angus King,1
267,Timothy Kaine,Brian Schatz,1
270,Timothy Kaine,Bernard Sanders,1
274,Timothy Kaine,Sheldon Whitehouse,1
275,Timothy Kaine,Chris Van Hollen,1
279,Timothy Kaine,Michael F. Bennet,1
283,Timothy Kaine,Alex Padilla,1
288,Timothy Kaine,Patrick Joseph Leahy,1
290,Timothy Kaine,Mazie K. Hirono,1
295,Timothy Kaine,Jon Ossoff,1
297,Timothy Kaine,John W. Hickenlooper,1
307,James Lankford,Ron Johnson,1
308,James Lankford,Tommy Tuberville,1
309,James Lankford,Mike Lee,1
312,James Lankford,Ted Cruz,1
320,James Lankford,Roy Blunt,1
329,James Lankford,Roger W. Marshall,1
330,James Lankford,Marco Rubio,1
331,James Lankford,Joni Ernst,1
332,James Lankford,Tom Cotton,1
333,James Lankford,John Hoeven,1
334,James Lankford,John R. Thune,1
335,James Lankford,Steve Daines,1
337,James Lankford,Rick Scott,1
339,James Lankford,Mike Rounds,1
342,James Lankford,Josh Hawley,1
344,James Lankford,Mike Braun,1
346,James Lankford,Marsha Blackburn,1
349,James Lankford,Jerry Moran,1
356,James Lankford,Mitt Romney,1
366,James Lankford,Jim Inhofe,1
369,James Lankford,Pat Toomey,1
371,James Lankford,Cynthia M. Lummis,1
376,James Lankford,Ben Sasse,1
377,James Lankford,Kevin Cramer,1
381,James Lankford,James E. Risch,1
382,James Lankford,John Barrasso,1
385,James Lankford,Tim Scott,1
389,James Lankford,Thomas Roland Tillis,1
392,James Lankford,Bill Hagerty,1
393,James Lankford,Michael D. Crapo,1
394,James Lankford,Deb Fischer,1
396,James Lankford,Richard Craig Shelby,1
398,James Lankford,John Boozman,1
399,James Lankford,Cindy Hyde-Smith,1
400,Bob Casey,Jeff Merkley,1
402,Bob Casey,Timothy Kaine,1
405,Bob Casey,Christopher Murphy,1
406,Bob Casey,Catherine Cortez Masto,1
410,Bob Casey,Jeanne Shaheen,1
411,Bob Casey,Edward J. Markey,1
413,Bob Casey,Richard J. Durbin,1
415,Bob Casey,Amy Klobuchar,1
416,Bob Casey,Dianne Feinstein,1
417,Bob Casey,Tammy Duckworth,1
418,Bob Casey,Patty Murray,1
419,Bob Casey,Richard Blumenthal,1
421,Bob Casey,Raphael G. Warnock,1
423,Bob Casey,Christopher A. Coons,1
425,Bob Casey,Robert Menendez,1
426,Bob Casey,Tina Smith,1
438,Bob Casey,Sherrod Brown,1
440,Bob Casey,Cory A. Booker,1
441,Bob Casey,Elizabeth A. Warren,1
445,Bob Casey,Kirsten E. Gillibrand,1
448,Bob Casey,Tammy Baldwin,1
450,Bob Casey,Mark R. Warner,1
452,Bob Casey,Benjamin L. Cardin,1
454,Bob Casey,Deborah Ann Stabenow,1
455,Bob Casey,Jacklyn Rosen,1
457,Bob Casey,Thomas R. Carper,1
460,Bob Casey,John F. Reed,1
462,Bob Casey,Maria Cantwell,1
463,Bob Casey,Ron Wyden,1
464,Bob Casey,Angus King,1
474,Bob Casey,Sheldon Whitehouse,1
475,Bob Casey,Chris Van Hollen,1
479,Bob Casey,Michael F. Bennet,1
483,Bob Casey,Alex Padilla,1
488,Bob Casey,Patrick Joseph Leahy,1
490,Bob Casey,Mazie K. Hirono,1
495,Bob Casey,Jon Ossoff,1
500,Christopher Murphy,Jeff Merkley,1
502,Christopher Murphy,Timothy Kaine,1
504,Christopher Murphy,Bob Casey,1
506,Christopher Murphy,Catherine Cortez Masto,1
510,Christopher Murphy,Jeanne Shaheen,1
511,Christopher Murphy,Edward J. Markey,1
513,Christopher Murphy,Richard J. Durbin,1
514,Christopher Murphy,Martin Heinrich,1
515,Christopher Murphy,Amy Klobuchar,1
516,Christopher Murphy,Dianne Feinstein,1
517,Christopher Murphy,Tammy Duckworth,1
518,Christopher Murphy,Patty Murray,1
519,Christopher Murphy,Richard Blumenthal,1
521,Christopher Murphy,Raphael G. Warnock,1
523,Christopher Murphy,Christopher A. Coons,1
525,Christopher Murphy,Robert Menendez,1
526,Christopher Murphy,Tina Smith,1
538,Christopher Murphy,Sherrod Brown,1
540,Christopher Murphy,Cory A. Booker,1
541,Christopher Murphy,Elizabeth A. Warren,1
543,Christopher Murphy,Ben Ray Lujan,1
545,Christopher Murphy,Kirsten E. Gillibrand,1
548,Christopher Murphy,Tammy Baldwin,1
550,Christopher Murphy,Mark R. Warner,1
552,Christopher Murphy,Benjamin L. Cardin,1
554,Christopher Murphy,Deborah Ann Stabenow,1
555,Christopher Murphy,Jacklyn Rosen,1
557,Christopher Murphy,Thomas R. Carper,1
560,Christopher Murphy,John F. Reed,1
562,Christopher Murphy,Maria Cantwell,1
563,Christopher Murphy,Ron Wyden,1
564,Christopher Murphy,Angus King,1
567,Christopher Murphy,Brian Schatz,1
570,Christopher Murphy,Bernard Sanders,1
574,Christopher Murphy,Sheldon Whitehouse,1
575,Christopher Murphy,Chris Van Hollen,1
579,Christopher Murphy,Michael F. Bennet,1
583,Christopher Murphy,Alex Padilla,1
588,Christopher Murphy,Patrick Joseph Leahy,1
590,Christopher Murphy,Mazie K. Hirono,1
595,Christopher Murphy,Jon Ossoff,1
600,Catherine Cortez Masto,Jeff Merkley,1
602,Catherine Cortez Masto,Timothy Kaine,1
604,Catherine Cortez Masto,Bob Casey,1
605,Catherine Cortez Masto,Christopher Murphy,1
610,Catherine Cortez Masto,Jeanne Shaheen,1
611,Catherine Cortez Masto,Edward J. Markey,1
613,Catherine Cortez Masto,Richard J. Durbin,1
614,Catherine Cortez Masto,Martin Heinrich,1
615,Catherine Cortez Masto,Amy Klobuchar,1
616,Catherine Cortez Masto,Dianne Feinstein,1
617,Catherine Cortez Masto,Tammy Duckworth,1
618,Catherine Cortez Masto,Patty Murray,1
619,Catherine Cortez Masto,Richard Blumenthal,1
621,Catherine Cortez Masto,Raphael G. Warnock,1
623,Catherine Cortez Masto,Christopher A. Coons,1
625,Catherine Cortez Masto,Robert Menendez,1
626,Catherine Cortez Masto,Tina Smith,1
638,Catherine Cortez Masto,Sherrod Brown,1
640,Catherine Cortez Masto,Cory A. Booker,1
641,Catherine Cortez Masto,Elizabeth A. Warren,1
643,Catherine Cortez Masto,Ben Ray Lujan,1
648,Catherine Cortez Masto,Tammy Baldwin,1
650,Catherine Cortez Masto,Mark R. Warner,1
654,Catherine Cortez Masto,Deborah Ann Stabenow,1
655,Catherine Cortez Masto,Jacklyn Rosen,1
657,Catherine Cortez Masto,Thomas R. Carper,1
660,Catherine Cortez Masto,John F. Reed,1
662,Catherine Cortez Masto,Maria Cantwell,1
663,Catherine Cortez Masto,Ron Wyden,1
670,Catherine Cortez Masto,Bernard Sanders,1
674,Catherine Cortez Masto,Sheldon Whitehouse,1
675,Catherine Cortez Masto,Chris Van Hollen,1
679,Catherine Cortez Masto,Michael F. Bennet,1
683,Catherine Cortez Masto,Alex Padilla,1
690,Catherine Cortez Masto,Mazie K. Hirono,1
695,Catherine Cortez Masto,Jon Ossoff,1
701,Ron Johnson,Rand Paul,1
703,Ron Johnson,James Lankford,1
708,Ron Johnson,Tommy Tuberville,1
712,Ron Johnson,Ted Cruz,1
730,Ron Johnson,Marco Rubio,1
732,Ron Johnson,Tom Cotton,1
733,Ron Johnson,John Hoeven,1
737,Ron Johnson,Rick Scott,1
744,Ron Johnson,Mike Braun,1
746,Ron Johnson,Marsha Blackburn,1
747,Ron Johnson,Mitch Mcconnell,1
756,Ron Johnson,Mitt Romney,1
769,Ron Johnson,Pat Toomey,1
771,Ron Johnson,Cynthia M. Lummis,1
772,Ron Johnson,Richard Burr,1
773,Ron Johnson,Todd Young,1
776,Ron Johnson,Ben Sasse,1
781,Ron Johnson,James E. Risch,1
782,Ron Johnson,John Barrasso,1
789,Ron Johnson,Thomas Roland Tillis,1
792,Ron Johnson,Bill Hagerty,1
793,Ron Johnson,Michael D. Crapo,1
796,Ron Johnson,Richard Craig Shelby,1
803,Tommy Tuberville,James Lankford,1
807,Tommy Tuberville,Ron Johnson,1
812,Tommy Tuberville,Ted Cruz,1
829,Tommy Tuberville,Roger W. Marshall,1
831,Tommy Tuberville,Joni Ernst,1
832,Tommy Tuberville,Tom Cotton,1
833,Tommy Tuberville,John Hoeven,1
834,Tommy Tuberville,John R. Thune,1
835,Tommy Tuberville,Steve Daines,1
837,Tommy Tuberville,Rick Scott,1
839,Tommy Tuberville,Mike Rounds,1
842,Tommy Tuberville,Josh Hawley,1
844,Tommy Tuberville,Mike Braun,1
846,Tommy Tuberville,Marsha Blackburn,1
866,Tommy Tuberville,Jim Inhofe,1
869,Tommy Tuberville,Pat Toomey,1
871,Tommy Tuberville,Cynthia M. Lummis,1
877,Tommy Tuberville,Kevin Cramer,1
886,Tommy Tuberville,Roger F. Wicker,1
889,Tommy Tuberville,Thomas Roland Tillis,1
892,Tommy Tuberville,Bill Hagerty,1
896,Tommy Tuberville,Richard Craig Shelby,1
898,Tommy Tuberville,John Boozman,1
899,Tommy Tuberville,Cindy Hyde-Smith,1
901,Mike Lee,Rand Paul,1
903,Mike Lee,James Lankford,1
912,Mike Lee,Ted Cruz,1
944,Mike Lee,Mike Braun,1
946,Mike Lee,Marsha Blackburn,1
966,Mike Lee,Jim Inhofe,1
969,Mike Lee,Pat Toomey,1
976,Mike Lee,Ben Sasse,1
992,Mike Lee,Bill Hagerty,1
1000,Jeanne Shaheen,Jeff Merkley,1
1002,Jeanne Shaheen,Timothy Kaine,1
1004,Jeanne Shaheen,Bob Casey,1
1005,Jeanne Shaheen,Christopher Murphy,1
1006,Jeanne Shaheen,Catherine Cortez Masto,1
1013,Jeanne Shaheen,Richard J. Durbin,1
1014,Jeanne Shaheen,Martin Heinrich,1
1015,Jeanne Shaheen,Amy Klobuchar,1
1016,Jeanne Shaheen,Dianne Feinstein,1
1017,Jeanne Shaheen,Tammy Duckworth,1
1018,Jeanne Shaheen,Patty Murray,1
1019,Jeanne Shaheen,Richard Blumenthal,1
1021,Jeanne Shaheen,Raphael G. Warnock,1
1022,Jeanne Shaheen,Gary C. Peters,1
1023,Jeanne Shaheen,Christopher A. Coons,1
1024,Jeanne Shaheen,Margaret Wood Hassan,1
1025,Jeanne Shaheen,Robert Menendez,1
1026,Jeanne Shaheen,Tina Smith,1
1038,Jeanne Shaheen,Sherrod Brown,1
1040,Jeanne Shaheen,Cory A. Booker,1
1041,Jeanne Shaheen,Elizabeth A. Warren,1
1045,Jeanne Shaheen,Kirsten E. Gillibrand,1
1048,Jeanne Shaheen,Tammy Baldwin,1
1050,Jeanne Shaheen,Mark R. Warner,1
1052,Jeanne Shaheen,Benjamin L. Cardin,1
1054,Jeanne Shaheen,Deborah Ann Stabenow,1
1055,Jeanne Shaheen,Jacklyn Rosen,1
1057,Jeanne Shaheen,Thomas R. Carper,1
1060,Jeanne Shaheen,John F. Reed,1
1062,Jeanne Shaheen,Maria Cantwell,1
1064,Jeanne Shaheen,Angus King,1
1065,Jeanne Shaheen,Jon Tester,1
1074,Jeanne Shaheen,Sheldon Whitehouse,1
1075,Jeanne Shaheen,Chris Van Hollen,1
1079,Jeanne Shaheen,Michael F. Bennet,1
1088,Jeanne Shaheen,Patrick Joseph Leahy,1
1090,Jeanne Shaheen,Mazie K. Hirono,1
1095,Jeanne Shaheen,Jon Ossoff,1
1100,Edward J. Markey,Jeff Merkley,1
1102,Edward J. Markey,Timothy Kaine,1
1104,Edward J. Markey,Bob Casey,1
1105,Edward J. Markey,Christopher Murphy,1
1106,Edward J. Markey,Catherine Cortez Masto,1
1113,Edward J. Markey,Richard J. Durbin,1
1115,Edward J. Markey,Amy Klobuchar,1
1116,Edward J. Markey,Dianne Feinstein,1
1117,Edward J. Markey,Tammy Duckworth,1
1118,Edward J. Markey,Patty Murray,1
1119,Edward J. Markey,Richard Blumenthal,1
1121,Edward J. Markey,Raphael G. Warnock,1
1123,Edward J. Markey,Christopher A. Coons,1
1125,Edward J. Markey,Robert Menendez,1
1126,Edward J. Markey,Tina Smith,1
1138,Edward J. Markey,Sherrod Brown,1
1140,Edward J. Markey,Cory A. Booker,1
1141,Edward J. Markey,Elizabeth A. Warren,1
1143,Edward J. Markey,Ben Ray Lujan,1
1145,Edward J. Markey,Kirsten E. Gillibrand,1
1148,Edward J. Markey,Tammy Baldwin,1
1150,Edward J. Markey,Mark R. Warner,1
1152,Edward J. Markey,Benjamin L. Cardin,1
1155,Edward J. Markey,Jacklyn Rosen,1
1160,Edward J. Markey,John F. Reed,1
1162,Edward J. Markey,Maria Cantwell,1
1163,Edward J. Markey,Ron Wyden,1
1167,Edward J. Markey,Brian Schatz,1
1170,Edward J. Markey,Bernard Sanders,1
1174,Edward J. Markey,Sheldon Whitehouse,1
1175,Edward J. Markey,Chris Van Hollen,1
1179,Edward J. Markey,Michael F. Bennet,1
1183,Edward J. Markey,Alex Padilla,1
1188,Edward J. Markey,Patrick Joseph Leahy,1
1190,Edward J. Markey,Mazie K. Hirono,1
1195,Edward J. Markey,Jon Ossoff,1
1201,Ted Cruz,Rand Paul,1
1203,Ted Cruz,James Lankford,1
1207,Ted Cruz,Ron Johnson,1
1208,Ted Cruz,Tommy Tuberville,1
1209,Ted Cruz,Mike Lee,1
1227,Ted Cruz,John Neely Kennedy,1
1228,Ted Cruz,John Cornyn,1
1229,Ted Cruz,Roger W. Marshall,1
1230,Ted Cruz,Marco Rubio,1
1231,Ted Cruz,Joni Ernst,1
1232,Ted Cruz,Tom Cotton,1
1233,Ted Cruz,John Hoeven,1
1234,Ted Cruz,John R. Thune,1
1235,Ted Cruz,Steve Daines,1
1237,Ted Cruz,Rick Scott,1
1242,Ted Cruz,Josh Hawley,1
1244,Ted Cruz,Mike Braun,1
1246,Ted Cruz,Marsha Blackburn,1
1266,Ted Cruz,Jim Inhofe,1
1269,Ted Cruz,Pat Toomey,1
1271,Ted Cruz,Cynthia M. Lummis,1
1276,Ted Cruz,Ben Sasse,1
1277,Ted Cruz,Kevin Cramer,1
1281,Ted Cruz,James E. Risch,1
1282,Ted Cruz,John Barrasso,1
1285,Ted Cruz,Tim Scott,1
1292,Ted Cruz,Bill Hagerty,1
1293,Ted Cruz,Michael D. Crapo,1
1296,Ted Cruz,Richard Craig Shelby,1
1299,Ted Cruz,Cindy Hyde-Smith,1
1300,Richard J. Durbin,Jeff Merkley,1
1302,Richard J. Durbin,Timothy Kaine,1
1304,Richard J. Durbin,Bob Casey,1
1305,Richard J. Durbin,Christopher Murphy,1
1306,Richard J. Durbin,Catherine Cortez Masto,1
1310,Richard J. Durbin,Jeanne Shaheen,1
1311,Richard J. Durbin,Edward J. Markey,1
1314,Richard J. Durbin,Martin Heinrich,1
1315,Richard J. Durbin,Amy Klobuchar,1
1316,Richard J. Durbin,Dianne Feinstein,1
1317,Richard J. Durbin,Tammy Duckworth,1
1318,Richard J. Durbin,Patty Murray,1
1319,Richard J. Durbin,Richard Blumenthal,1
1321,Richard J. Durbin,Raphael G. Warnock,1
1323,Richard J. Durbin,Christopher A. Coons,1
1325,Richard J. Durbin,Robert Menendez,1
1326,Richard J. Durbin,Tina Smith,1
1338,Richard J. Durbin,Sherrod Brown,1
1340,Richard J. Durbin,Cory A. Booker,1
1341,Richard J. Durbin,Elizabeth A. Warren,1
1343,Richard J. Durbin,Ben Ray Lujan,1
1345,Richard J. Durbin,Kirsten E. Gillibrand,1
1348,Richard J. Durbin,Tammy Baldwin,1
1350,Richard J. Durbin,Mark R. Warner,1
1352,Richard J. Durbin,Benjamin L. Cardin,1
1354,Richard J. Durbin,Deborah Ann Stabenow,1
1355,Richard J. Durbin,Jacklyn Rosen,1
1357,Richard J. Durbin,Thomas R. Carper,1
1360,Richard J. Durbin,John F. Reed,1
1362,Richard J. Durbin,Maria Cantwell,1
1363,Richard J. Durbin,Ron Wyden,1
1367,Richard J. Durbin,Brian Schatz,1
1370,Richard J. Durbin,Bernard Sanders,1
1374,Richard J. Durbin,Sheldon Whitehouse,1
1375,Richard J. Durbin,Chris Van Hollen,1
1379,Richard J. Durbin,Michael F. Bennet,1
1383,Richard J. Durbin,Alex Padilla,1
1388,Richard J. Durbin,Patrick Joseph Leahy,1
1390,Richard J. Durbin,Mazie K. Hirono,1
1395,Richard J. Durbin,Jon Ossoff,1
1397,Richard J. Durbin,John W. Hickenlooper,1
1400,Martin Heinrich,Jeff Merkley,1
1405,Martin Heinrich,Christopher Murphy,1
1406,Martin Heinrich,Catherine Cortez Masto,1
1410,Martin Heinrich,Jeanne Shaheen,1
1413,Martin Heinrich,Richard J. Durbin,1
1416,Martin Heinrich,Dianne Feinstein,1
1417,Martin Heinrich,Tammy Duckworth,1
1418,Martin Heinrich,Patty Murray,1
1419,Martin Heinrich,Richard Blumenthal,1
1426,Martin Heinrich,Tina Smith,1
1440,Martin Heinrich,Cory A. Booker,1
1441,Martin Heinrich,Elizabeth A. Warren,1
1443,Martin Heinrich,Ben Ray Lujan,1
1445,Martin Heinrich,Kirsten E. Gillibrand,1
1448,Martin Heinrich,Tammy Baldwin,1
1450,Martin Heinrich,Mark R. Warner,1
1452,Martin Heinrich,Benjamin L. Cardin,1
1454,Martin Heinrich,Deborah Ann Stabenow,1
1455,Martin Heinrich,Jacklyn Rosen,1
1457,Martin Heinrich,Thomas R. Carper,1
1460,Martin Heinrich,John F. Reed,1
1462,Martin Heinrich,Maria Cantwell,1
1463,Martin Heinrich,Ron Wyden,1
1464,Martin Heinrich,Angus King,1
1467,Martin Heinrich,Brian Schatz,1
1470,Martin Heinrich,Bernard Sanders,1
1474,Martin Heinrich,Sheldon Whitehouse,1
1479,Martin Heinrich,Michael F. Bennet,1
1483,Martin Heinrich,Alex Padilla,1
1488,Martin Heinrich,Patrick Joseph Leahy,1
1490,Martin Heinrich,Mazie K. Hirono,1
1495,Martin Heinrich,Jon Ossoff,1
1497,Martin Heinrich,John W. Hickenlooper,1
1500,Amy Klobuchar,Jeff Merkley,1
1502,Amy Klobuchar,Timothy Kaine,1
1504,Amy Klobuchar,Bob Casey,1
1505,Amy Klobuchar,Christopher Murphy,1
1506,Amy Klobuchar,Catherine Cortez Masto,1
1510,Amy Klobuchar,Jeanne Shaheen,1
1511,Amy Klobuchar,Edward J. Markey,1
1513,Amy Klobuchar,Richard J. Durbin,1
1516,Amy Klobuchar,Dianne Feinstein,1
1517,Amy Klobuchar,Tammy Duckworth,1
1518,Amy Klobuchar,Patty Murray,1
1519,Amy Klobuchar,Richard Blumenthal,1
1521,Amy Klobuchar,Raphael G. Warnock,1
1523,Amy Klobuchar,Christopher A. Coons,1
1525,Amy Klobuchar,Robert Menendez,1
1526,Amy Klobuchar,Tina Smith,1
1538,Amy Klobuchar,Sherrod Brown,1
1540,Amy Klobuchar,Cory A. Booker,1
1541,Amy Klobuchar,Elizabeth A. Warren,1
1543,Amy Klobuchar,Ben Ray Lujan,1
1545,Amy Klobuchar,Kirsten E. Gillibrand,1
1548,Amy Klobuchar,Tammy Baldwin,1
1550,Amy Klobuchar,Mark R. Warner,1
1552,Amy Klobuchar,Benjamin L. Cardin,1
1554,Amy Klobuchar,Deborah Ann Stabenow,1
1555,Amy Klobuchar,Jacklyn Rosen,1
1557,Amy Klobuchar,Thomas R. Carper,1
1560,Amy Klobuchar,John F. Reed,1
1562,Amy Klobuchar,Maria Cantwell,1
1563,Amy Klobuchar,Ron Wyden,1
1564,Amy Klobuchar,Angus King,1
1567,Amy Klobuchar,Brian Schatz,1
1570,Amy Klobuchar,Bernard Sanders,1
1574,Amy Klobuchar,Sheldon Whitehouse,1
1575,Amy Klobuchar,Chris Van Hollen,1
1579,Amy Klobuchar,Michael F. Bennet,1
1583,Amy Klobuchar,Alex Padilla,1
1588,Amy Klobuchar,Patrick Joseph Leahy,1
1590,Amy Klobuchar,Mazie K. Hirono,1
1595,Amy Klobuchar,Jon Ossoff,1
1600,Dianne Feinstein,Jeff Merkley,1
1602,Dianne Feinstein,Timothy Kaine,1
1604,Dianne Feinstein,Bob Casey,1
1605,Dianne Feinstein,Christopher Murphy,1
1606,Dianne Feinstein,Catherine Cortez Masto,1
1610,Dianne Feinstein,Jeanne Shaheen,1
1611,Dianne Feinstein,Edward J. Markey,1
1613,Dianne Feinstein,Richard J. Durbin,1
1614,Dianne Feinstein,Martin Heinrich,1
1615,Dianne Feinstein,Amy Klobuchar,1
1617,Dianne Feinstein,Tammy Duckworth,1
1618,Dianne Feinstein,Patty Murray,1
1619,Dianne Feinstein,Richard Blumenthal,1
1621,Dianne Feinstein,Raphael G. Warnock,1
1623,Dianne Feinstein,Christopher A. Coons,1
1625,Dianne Feinstein,Robert Menendez,1
1626,Dianne Feinstein,Tina Smith,1
1638,Dianne Feinstein,Sherrod Brown,1
1640,Dianne Feinstein,Cory A. Booker,1
1641,Dianne Feinstein,Elizabeth A. Warren,1
1643,Dianne Feinstein,Ben Ray Lujan,1
1645,Dianne Feinstein,Kirsten E. Gillibrand,1
1648,Dianne Feinstein,Tammy Baldwin,1
1650,Dianne Feinstein,Mark R. Warner,1
1652,Dianne Feinstein,Benjamin L. Cardin,1
1655,Dianne Feinstein,Jacklyn Rosen,1
1657,Dianne Feinstein,Thomas R. Carper,1
1660,Dianne Feinstein,John F. Reed,1
1662,Dianne Feinstein,Maria Cantwell,1
1663,Dianne Feinstein,Ron Wyden,1
1667,Dianne Feinstein,Brian Schatz,1
1670,Dianne Feinstein,Bernard Sanders,1
1674,Dianne Feinstein,Sheldon Whitehouse,1
1675,Dianne Feinstein,Chris Van Hollen,1
1679,Dianne Feinstein,Michael F. Bennet,1
1683,Dianne Feinstein,Alex Padilla,1
1688,Dianne Feinstein,Patrick Joseph Leahy,1
1690,Dianne Feinstein,Mazie K. Hirono,1
1695,Dianne Feinstein,Jon Ossoff,1
1700,Tammy Duckworth,Jeff Merkley,1
1702,Tammy Duckworth,Timothy Kaine,1
1704,Tammy Duckworth,Bob Casey,1
1705,Tammy Duckworth,Christopher Murphy,1
1706,Tammy Duckworth,Catherine Cortez Masto,1
1710,Tammy Duckworth,Jeanne Shaheen,1
1711,Tammy Duckworth,Edward J. Markey,1
1713,Tammy Duckworth,Richard J. Durbin,1
1714,Tammy Duckworth,Martin Heinrich,1
1715,Tammy Duckworth,Amy Klobuchar,1
1716,Tammy Duckworth,Dianne Feinstein,1
1718,Tammy Duckworth,Patty Murray,1
1719,Tammy Duckworth,Richard Blumenthal,1
1721,Tammy Duckworth,Raphael G. Warnock,1
1722,Tammy Duckworth,Gary C. Peters,1
1723,Tammy Duckworth,Christopher A. Coons,1
1725,Tammy Duckworth,Robert Menendez,1
1726,Tammy Duckworth,Tina Smith,1
1738,Tammy Duckworth,Sherrod Brown,1
1740,Tammy Duckworth,Cory A. Booker,1
1741,Tammy Duckworth,Elizabeth A. Warren,1
1743,Tammy Duckworth,Ben Ray Lujan,1
1745,Tammy Duckworth,Kirsten E. Gillibrand,1
1748,Tammy Duckworth,Tammy Baldwin,1
1750,Tammy Duckworth,Mark R. Warner,1
1752,Tammy Duckworth,Benjamin L. Cardin,1
1754,Tammy Duckworth,Deborah Ann Stabenow,1
1755,Tammy Duckworth,Jacklyn Rosen,1
1757,Tammy Duckworth,Thomas R. Carper,1
1760,Tammy Duckworth,John F. Reed,1
1762,Tammy Duckworth,Maria Cantwell,1
1763,Tammy Duckworth,Ron Wyden,1
1767,Tammy Duckworth,Brian Schatz,1
1770,Tammy Duckworth,Bernard Sanders,1
1774,Tammy Duckworth,Sheldon Whitehouse,1
1775,Tammy Duckworth,Chris Van Hollen,1
1779,Tammy Duckworth,Michael F. Bennet,1
1783,Tammy Duckworth,Alex Padilla,1
1788,Tammy Duckworth,Patrick Joseph Leahy,1
1790,Tammy Duckworth,Mazie K. Hirono,1
1795,Tammy Duckworth,Jon Ossoff,1
1797,Tammy Duckworth,John W. Hickenlooper,1
1800,Patty Murray,Jeff Merkley,1
1802,Patty Murray,Timothy Kaine,1
1804,Patty Murray,Bob Casey,1
1805,Patty Murray,Christopher Murphy,1
1806,Patty Murray,Catherine Cortez Masto,1
1810,Patty Murray,Jeanne Shaheen,1
1811,Patty Murray,Edward J. Markey,1
1813,Patty Murray,Richard J. Durbin,1
1814,Patty Murray,Martin Heinrich,1
1815,Patty Murray,Amy Klobuchar,1
1816,Patty Murray,Dianne Feinstein,1
1817,Patty Murray,Tammy Duckworth,1
1819,Patty Murray,Richard Blumenthal,1
1821,Patty Murray,Raphael G. Warnock,1
