,From,To,edge
597,Blanche Lambert Lincoln,Pat Roberts,1
606,Blanche Lambert Lincoln,E. Benjamin Nelson,1
610,Blanche Lambert Lincoln,Mike Johanns,1
618,Blanche Lambert Lincoln,Robert Carlyle Byrd,1
621,Blanche Lambert Lincoln,Roger F. Wicker,1
624,Blanche Lambert Lincoln,Roland Burris,1
626,Blanche Lambert Lincoln,Barbara Ann Mikulski,1
630,Blanche Lambert Lincoln,Mark Begich,1
634,Blanche Lambert Lincoln,Thad Cochran,1
635,Blanche Lambert Lincoln,Christopher S. Bond,1
646,Benjamin L. Cardin,John F. Reed,1
649,Benjamin L. Cardin,Richard J. Durbin,1
650,Benjamin L. Cardin,Jeanne Shaheen,1
651,Benjamin L. Cardin,Michael F. Bennet,1
652,Benjamin L. Cardin,Daniel Kohikina Akaka,1
657,Benjamin L. Cardin,Mary Landrieu,1
658,Benjamin L. Cardin,Thomas Richard Harkin,1
659,Benjamin L. Cardin,Sheldon Whitehouse,1
660,Benjamin L. Cardin,Evan Bayh,1
662,Benjamin L. Cardin,Carl Milton Levin,1
665,Benjamin L. Cardin,Deborah Ann Stabenow,1
666,Benjamin L. Cardin,Barbara Boxer,1
667,Benjamin L. Cardin,Dianne Feinstein,1
668,Benjamin L. Cardin,John Forbes Kerry,1
674,Benjamin L. Cardin,Robert Menendez,1
675,Benjamin L. Cardin,Christopher John Dodd,1
680,Benjamin L. Cardin,Mark Udall,1
683,Benjamin L. Cardin,Joseph I. Lieberman,1
685,Benjamin L. Cardin,Charles E. Schumer,1
686,Benjamin L. Cardin,Russell D. Feingold,1
689,Benjamin L. Cardin,Tim Johnson,1
690,Benjamin L. Cardin,Amy Klobuchar,1
692,Benjamin L. Cardin,Kirsten E. Gillibrand,1
695,Benjamin L. Cardin,Ron Wyden,1
698,Benjamin L. Cardin,Frank R. Lautenberg,1
700,Benjamin L. Cardin,Patrick Joseph Leahy,1
702,Benjamin L. Cardin,Patty Murray,1
707,Benjamin L. Cardin,Maria Cantwell,1
708,Benjamin L. Cardin,"James H. ""Jim"" Webb",1
715,Benjamin L. Cardin,Mark R. Warner,1
716,Benjamin L. Cardin,Edward E. Kaufman,1
718,Benjamin L. Cardin,Bernard Sanders,1
721,Benjamin L. Cardin,Jeff Merkley,1
731,Benjamin L. Cardin,Roland Burris,1
733,Benjamin L. Cardin,Barbara Ann Mikulski,1
735,Benjamin L. Cardin,Tom Udall,1
751,Richard J. Durbin,Bob Casey,1
753,Richard J. Durbin,John F. Reed,1
755,Richard J. Durbin,Benjamin L. Cardin,1
757,Richard J. Durbin,Jeanne Shaheen,1
759,Richard J. Durbin,Daniel Kohikina Akaka,1
761,Richard J. Durbin,Jesse Francis Bingaman,1
765,Richard J. Durbin,Thomas Richard Harkin,1
766,Richard J. Durbin,Sheldon Whitehouse,1
767,Richard J. Durbin,Evan Bayh,1
769,Richard J. Durbin,Carl Milton Levin,1
772,Richard J. Durbin,Deborah Ann Stabenow,1
773,Richard J. Durbin,Barbara Boxer,1
774,Richard J. Durbin,Dianne Feinstein,1
775,Richard J. Durbin,John Forbes Kerry,1
781,Richard J. Durbin,Robert Menendez,1
782,Richard J. Durbin,Christopher John Dodd,1
789,Richard J. Durbin,Sherrod Brown,1
792,Richard J. Durbin,Charles E. Schumer,1
793,Richard J. Durbin,Russell D. Feingold,1
796,Richard J. Durbin,Tim Johnson,1
797,Richard J. Durbin,Amy Klobuchar,1
799,Richard J. Durbin,Kirsten E. Gillibrand,1
802,Richard J. Durbin,Ron Wyden,1
805,Richard J. Durbin,Frank R. Lautenberg,1
807,Richard J. Durbin,Patrick Joseph Leahy,1
809,Richard J. Durbin,Patty Murray,1
813,Richard J. Durbin,Edward Moore Kennedy,1
823,Richard J. Durbin,Edward E. Kaufman,1
825,Richard J. Durbin,Bernard Sanders,1
828,Richard J. Durbin,Jeff Merkley,1
838,Richard J. Durbin,Roland Burris,1
840,Richard J. Durbin,Barbara Ann Mikulski,1
841,Richard J. Durbin,Al Franken,1
842,Richard J. Durbin,Tom Udall,1
844,Richard J. Durbin,Mark Begich,1
860,Jeanne Shaheen,John F. Reed,1
861,Jeanne Shaheen,Blanche Lambert Lincoln,1
862,Jeanne Shaheen,Benjamin L. Cardin,1
863,Jeanne Shaheen,Richard J. Durbin,1
865,Jeanne Shaheen,Michael F. Bennet,1
871,Jeanne Shaheen,Mary Landrieu,1
872,Jeanne Shaheen,Thomas Richard Harkin,1
873,Jeanne Shaheen,Sheldon Whitehouse,1
875,Jeanne Shaheen,Byron Leslie Dorgan,1
879,Jeanne Shaheen,Deborah Ann Stabenow,1
880,Jeanne Shaheen,Barbara Boxer,1
882,Jeanne Shaheen,John Forbes Kerry,1
888,Jeanne Shaheen,Robert Menendez,1
894,Jeanne Shaheen,Mark Udall,1
901,Jeanne Shaheen,Olympia J. Snowe,1
903,Jeanne Shaheen,Tim Johnson,1
904,Jeanne Shaheen,Amy Klobuchar,1
906,Jeanne Shaheen,Kirsten E. Gillibrand,1
912,Jeanne Shaheen,Frank R. Lautenberg,1
914,Jeanne Shaheen,Patrick Joseph Leahy,1
916,Jeanne Shaheen,Patty Murray,1
921,Jeanne Shaheen,Maria Cantwell,1
930,Jeanne Shaheen,Edward E. Kaufman,1
932,Jeanne Shaheen,Bernard Sanders,1
935,Jeanne Shaheen,Jeff Merkley,1
943,Jeanne Shaheen,Judd Gregg,1
947,Jeanne Shaheen,Barbara Ann Mikulski,1
949,Jeanne Shaheen,Tom Udall,1
951,Jeanne Shaheen,Mark Begich,1
969,Michael F. Bennet,Benjamin L. Cardin,1
971,Michael F. Bennet,Jeanne Shaheen,1
975,Michael F. Bennet,Jesse Francis Bingaman,1
979,Michael F. Bennet,Thomas Richard Harkin,1
986,Michael F. Bennet,Deborah Ann Stabenow,1
997,Michael F. Bennet,Kent Conrad,1
1000,Michael F. Bennet,Jon Tester,1
1001,Michael F. Bennet,Mark Udall,1
1011,Michael F. Bennet,Amy Klobuchar,1
1015,Michael F. Bennet,Max Sieben Baucus,1
1023,Michael F. Bennet,Patty Murray,1
1034,Michael F. Bennet,E. Benjamin Nelson,1
1039,Michael F. Bennet,Bernard Sanders,1
1052,Michael F. Bennet,Roland Burris,1
1054,Michael F. Bennet,Barbara Ann Mikulski,1
1056,Michael F. Bennet,Tom Udall,1
1074,Daniel Kohikina Akaka,John F. Reed,1
1076,Daniel Kohikina Akaka,Benjamin L. Cardin,1
1077,Daniel Kohikina Akaka,Richard J. Durbin,1
1082,Daniel Kohikina Akaka,Jesse Francis Bingaman,1
1086,Daniel Kohikina Akaka,Thomas Richard Harkin,1
1090,Daniel Kohikina Akaka,Carl Milton Levin,1
1091,Daniel Kohikina Akaka,Thomas R. Carper,1
1093,Daniel Kohikina Akaka,Deborah Ann Stabenow,1
1094,Daniel Kohikina Akaka,Barbara Boxer,1
1102,Daniel Kohikina Akaka,Robert Menendez,1
1103,Daniel Kohikina Akaka,Christopher John Dodd,1
1105,Daniel Kohikina Akaka,Daniel Ken Inouye,1
1111,Daniel Kohikina Akaka,Joseph I. Lieberman,1
1126,Daniel Kohikina Akaka,Frank R. Lautenberg,1
1130,Daniel Kohikina Akaka,Patty Murray,1
1144,Daniel Kohikina Akaka,Edward E. Kaufman,1
1146,Daniel Kohikina Akaka,Bernard Sanders,1
1149,Daniel Kohikina Akaka,Jeff Merkley,1
1159,Daniel Kohikina Akaka,Roland Burris,1
1161,Daniel Kohikina Akaka,Barbara Ann Mikulski,1
1165,Daniel Kohikina Akaka,Mark Begich,1
1233,Jay Rockefeller,Frank R. Lautenberg,1
1260,Jay Rockefeller,Robert Carlyle Byrd,1
1291,Jesse Francis Bingaman,Richard J. Durbin,1
1293,Jesse Francis Bingaman,Michael F. Bennet,1
1294,Jesse Francis Bingaman,Daniel Kohikina Akaka,1
1300,Jesse Francis Bingaman,Thomas Richard Harkin,1
1307,Jesse Francis Bingaman,Deborah Ann Stabenow,1
1308,Jesse Francis Bingaman,Barbara Boxer,1
1310,Jesse Francis Bingaman,John Forbes Kerry,1
1316,Jesse Francis Bingaman,Robert Menendez,1
1317,Jesse Francis Bingaman,Christopher John Dodd,1
1322,Jesse Francis Bingaman,Mark Udall,1
1331,Jesse Francis Bingaman,Tim Johnson,1
1332,Jesse Francis Bingaman,Amy Klobuchar,1
1340,Jesse Francis Bingaman,Frank R. Lautenberg,1
1344,Jesse Francis Bingaman,Patty Murray,1
1363,Jesse Francis Bingaman,Jeff Merkley,1
1375,Jesse Francis Bingaman,Barbara Ann Mikulski,1
1377,Jesse Francis Bingaman,Tom Udall,1
1379,Jesse Francis Bingaman,Mark Begich,1
1396,Susan Margaret Collins,Blanche Lambert Lincoln,1
1425,Susan Margaret Collins,Kent Conrad,1
1432,Susan Margaret Collins,Joseph I. Lieberman,1
1436,Susan Margaret Collins,Olympia J. Snowe,1
1438,Susan Margaret Collins,Tim Johnson,1
1482,Susan Margaret Collins,Barbara Ann Mikulski,1
1499,Richard Burr,David Vitter,1
1520,Richard Burr,John Cornyn,1
1526,Richard Burr,Lisa Murkowski,1
1529,Richard Burr,John R. Thune,1
1540,Richard Burr,Sam Brownback,1
1544,Richard Burr,Saxby Chambliss,1
1549,Richard Burr,Michael B. Enzi,1
1552,Richard Burr,Tom Coburn,1
1557,Richard Burr,John Barrasso,1
1560,Richard Burr,Pat Roberts,1
1565,Richard Burr,John Ensign,1
1567,Richard Burr,Lamar Alexander,1
1568,Richard Burr,Johnny Isakson,1
1570,Richard Burr,Jim Inhofe,1
1573,Richard Burr,Mike Johanns,1
1575,Richard Burr,James W. Demint,1
1576,Richard Burr,Orrin Grant Hatch,1
1579,Richard Burr,Bob Corker,1
1583,Richard Burr,Jim Bunning,1
1584,Richard Burr,Roger F. Wicker,1
1585,Richard Burr,Judd Gregg,1
1586,Richard Burr,Kay R. Hagan,1
1592,Richard Burr,Robert F. Bennett,1
1597,Richard Burr,Thad Cochran,1
1598,Richard Burr,Christopher S. Bond,1
1600,Richard Burr,Jeff Sessions,1
1602,Richard Burr,James E. Risch,1
1606,Mary Landrieu,David Vitter,1
1610,Mary Landrieu,Blanche Lambert Lincoln,1
1611,Mary Landrieu,Benjamin L. Cardin,1
1613,Mary Landrieu,Jeanne Shaheen,1
1623,Mary Landrieu,Evan Bayh,1
1650,Mary Landrieu,Olympia J. Snowe,1
1652,Mary Landrieu,Tim Johnson,1
1661,Mary Landrieu,Frank R. Lautenberg,1
1662,Mary Landrieu,Mark Lunsford Pryor,1
1694,Mary Landrieu,Roland Burris,1
1696,Mary Landrieu,Barbara Ann Mikulski,1
1704,Mary Landrieu,Thad Cochran,1
1714,Thomas Richard Harkin,Bob Casey,1
1716,Thomas Richard Harkin,John F. Reed,1
1717,Thomas Richard Harkin,Blanche Lambert Lincoln,1
1718,Thomas Richard Harkin,Benjamin L. Cardin,1
1719,Thomas Richard Harkin,Richard J. Durbin,1
1720,Thomas Richard Harkin,Jeanne Shaheen,1
1721,Thomas Richard Harkin,Michael F. Bennet,1
1722,Thomas Richard Harkin,Daniel Kohikina Akaka,1
1724,Thomas Richard Harkin,Jesse Francis Bingaman,1
1729,Thomas Richard Harkin,Sheldon Whitehouse,1
1731,Thomas Richard Harkin,Byron Leslie Dorgan,1
1732,Thomas Richard Harkin,Carl Milton Levin,1
1735,Thomas Richard Harkin,Deborah Ann Stabenow,1
1736,Thomas Richard Harkin,Barbara Boxer,1
1738,Thomas Richard Harkin,John Forbes Kerry,1
1744,Thomas Richard Harkin,Robert Menendez,1
1745,Thomas Richard Harkin,Christopher John Dodd,1
1749,Thomas Richard Harkin,Jon Tester,1
1750,Thomas Richard Harkin,Mark Udall,1
1752,Thomas Richard Harkin,Sherrod Brown,1
1755,Thomas Richard Harkin,Charles E. Schumer,1
1759,Thomas Richard Harkin,Tim Johnson,1
1760,Thomas Richard Harkin,Amy Klobuchar,1
1762,Thomas Richard Harkin,Kirsten E. Gillibrand,1
1765,Thomas Richard Harkin,Ron Wyden,1
1768,Thomas Richard Harkin,Frank R. Lautenberg,1
1769,Thomas Richard Harkin,Mark Lunsford Pryor,1
1770,Thomas Richard Harkin,Patrick Joseph Leahy,1
1772,Thomas Richard Harkin,Patty Murray,1
1776,Thomas Richard Harkin,Edward Moore Kennedy,1
1786,Thomas Richard Harkin,Edward E. Kaufman,1
1788,Thomas Richard Harkin,Bernard Sanders,1
1791,Thomas Richard Harkin,Jeff Merkley,1
1801,Thomas Richard Harkin,Roland Burris,1
1803,Thomas Richard Harkin,Barbara Ann Mikulski,1
1804,Thomas Richard Harkin,Al Franken,1
1805,Thomas Richard Harkin,Tom Udall,1
1823,Sheldon Whitehouse,John F. Reed,1
1825,Sheldon Whitehouse,Benjamin L. Cardin,1
1826,Sheldon Whitehouse,Richard J. Durbin,1
1827,Sheldon Whitehouse,Jeanne Shaheen,1
1835,Sheldon Whitehouse,Thomas Richard Harkin,1
1842,Sheldon Whitehouse,Deborah Ann Stabenow,1
1843,Sheldon Whitehouse,Barbara Boxer,1
1844,Sheldon Whitehouse,Dianne Feinstein,1
1845,Sheldon Whitehouse,John Forbes Kerry,1
1851,Sheldon Whitehouse,Robert Menendez,1
1852,Sheldon Whitehouse,Christopher John Dodd,1
1859,Sheldon Whitehouse,Sherrod Brown,1
1862,Sheldon Whitehouse,Charles E. Schumer,1
1863,Sheldon Whitehouse,Russell D. Feingold,1
1867,Sheldon Whitehouse,Amy Klobuchar,1
1869,Sheldon Whitehouse,Kirsten E. Gillibrand,1
1875,Sheldon Whitehouse,Frank R. Lautenberg,1
1877,Sheldon Whitehouse,Patrick Joseph Leahy,1
1879,Sheldon Whitehouse,Patty Murray,1
1884,Sheldon Whitehouse,Maria Cantwell,1
1893,Sheldon Whitehouse,Edward E. Kaufman,1
1895,Sheldon Whitehouse,Bernard Sanders,1
1898,Sheldon Whitehouse,Jeff Merkley,1
1908,Sheldon Whitehouse,Roland Burris,1
1910,Sheldon Whitehouse,Barbara Ann Mikulski,1
1911,Sheldon Whitehouse,Al Franken,1
1928,Evan Bayh,Bob Casey,1
1929,Evan Bayh,Richard Green Lugar,1
1931,Evan Bayh,Blanche Lambert Lincoln,1
1932,Evan Bayh,Benjamin L. Cardin,1
1933,Evan Bayh,Richard J. Durbin,1
1941,Evan Bayh,Mary Landrieu,1
1945,Evan Bayh,Byron Leslie Dorgan,1
1949,Evan Bayh,Deborah Ann Stabenow,1
1950,Evan Bayh,Barbara Boxer,1
1967,Evan Bayh,Joseph I. Lieberman,1
1973,Evan Bayh,Tim Johnson,1
1983,Evan Bayh,Mark Lunsford Pryor,1
1986,Evan Bayh,Patty Murray,1
1997,Evan Bayh,E. Benjamin Nelson,1
1999,Evan Bayh,Mark R. Warner,1
2015,Evan Bayh,Roland Burris,1
2017,Evan Bayh,Barbara Ann Mikulski,1
2025,Evan Bayh,Thad Cochran,1
2038,Byron Leslie Dorgan,Blanche Lambert Lincoln,1
2041,Byron Leslie Dorgan,Jeanne Shaheen,1
2049,Byron Leslie Dorgan,Thomas Richard Harkin,1
2051,Byron Leslie Dorgan,Evan Bayh,1
2061,Byron Leslie Dorgan,Lisa Murkowski,1
2067,Byron Leslie Dorgan,Kent Conrad,1
2068,Byron Leslie Dorgan,Daniel Ken Inouye,1
2070,Byron Leslie Dorgan,Jon Tester,1
2080,Byron Leslie Dorgan,Tim Johnson,1
2090,Byron Leslie Dorgan,Mark Lunsford Pryor,1
2106,Byron Leslie Dorgan,Mark R. Warner,1
2126,Byron Leslie Dorgan,Tom Udall,1
2128,Byron Leslie Dorgan,Mark Begich,1
2142,Carl Milton Levin,Bob Casey,1
2144,Carl Milton Levin,John F. Reed,1
2146,Carl Milton Levin,Benjamin L. Cardin,1
2147,Carl Milton Levin,Richard J. Durbin,1
2150,Carl Milton Levin,Daniel Kohikina Akaka,1
2156,Carl Milton Levin,Thomas Richard Harkin,1
2163,Carl Milton Levin,Deborah Ann Stabenow,1
2164,Carl Milton Levin,Barbara Boxer,1
2166,Carl Milton Levin,John Forbes Kerry,1
2172,Carl Milton Levin,Robert Menendez,1
2173,Carl Milton Levin,Christopher John Dodd,1
2180,Carl Milton Levin,Sherrod Brown,1
2181,Carl Milton Levin,Joseph I. Lieberman,1
2183,Carl Milton Levin,Charles E. Schumer,1
2196,Carl Milton Levin,Frank R. Lautenberg,1
2214,Carl Milton Levin,Edward E. Kaufman,1
2229,Carl Milton Levin,Roland Burris,1
2231,Carl Milton Levin,Barbara Ann Mikulski,1
2257,Thomas R. Carper,Daniel Kohikina Akaka,1
2288,Thomas R. Carper,Joseph I. Lieberman,1
2320,Thomas R. Carper,Mark R. Warner,1
2321,Thomas R. Carper,Edward E. Kaufman,1
2355,John Cornyn,David Vitter,1
2368,John Cornyn,Richard Burr,1
2381,John Cornyn,Kay Bailey Hutchison,1
2385,John Cornyn,John R. Thune,1
2393,John Cornyn,Michael D. Crapo,1
2396,John Cornyn,Sam Brownback,1
2400,John Cornyn,Saxby Chambliss,1
2403,John Cornyn,John Sidney Mccain,1
2405,John Cornyn,Michael B. Enzi,1
2408,John Cornyn,Tom Coburn,1
2413,John Cornyn,John Barrasso,1
2416,John Cornyn,Pat Roberts,1
2417,John Cornyn,Charles Ernest Grassley,1
2421,John Cornyn,John Ensign,1
2423,John Cornyn,Lamar Alexander,1
2424,John Cornyn,Johnny Isakson,1
2426,John Cornyn,Jim Inhofe,1
2429,John Cornyn,Mike Johanns,1
2431,John Cornyn,James W. Demint,1
2432,John Cornyn,Orrin Grant Hatch,1
2435,John Cornyn,Bob Corker,1
2436,John Cornyn,Jon Llewellyn Kyl,1
2438,John Cornyn,Mitch Mcconnell,1
2439,John Cornyn,Jim Bunning,1
2440,John Cornyn,Roger F. Wicker,1
2441,John Cornyn,Judd Gregg,1
2448,John Cornyn,Robert F. Bennett,1
2453,John Cornyn,Thad Cochran,1
2454,John Cornyn,Christopher S. Bond,1
2455,John Cornyn,George S. Lemieux,1
2456,John Cornyn,Jeff Sessions,1
2457,John Cornyn,Richard Craig Shelby,1
2458,John Cornyn,James E. Risch,1
2463,Deborah Ann Stabenow,Bob Casey,1
2465,Deborah Ann Stabenow,John F. Reed,1
2466,Deborah Ann Stabenow,Blanche Lambert Lincoln,1
2467,Deborah Ann Stabenow,Benjamin L. Cardin,1
2468,Deborah Ann Stabenow,Richard J. Durbin,1
2469,Deborah Ann Stabenow,Jeanne Shaheen,1
2470,Deborah Ann Stabenow,Michael F. Bennet,1
2471,Deborah Ann Stabenow,Daniel Kohikina Akaka,1
2473,Deborah Ann Stabenow,Jesse Francis Bingaman,1
2477,Deborah Ann Stabenow,Thomas Richard Harkin,1
2478,Deborah Ann Stabenow,Sheldon Whitehouse,1
2479,Deborah Ann Stabenow,Evan Bayh,1
2481,Deborah Ann Stabenow,Carl Milton Levin,1
2485,Deborah Ann Stabenow,Barbara Boxer,1
2487,Deborah Ann Stabenow,John Forbes Kerry,1
2493,Deborah Ann Stabenow,Robert Menendez,1
2494,Deborah Ann Stabenow,Christopher John Dodd,1
2495,Deborah Ann Stabenow,Kent Conrad,1
2501,Deborah Ann Stabenow,Sherrod Brown,1
2504,Deborah Ann Stabenow,Charles E. Schumer,1
2508,Deborah Ann Stabenow,Tim Johnson,1
2509,Deborah Ann Stabenow,Amy Klobuchar,1
2511,Deborah Ann Stabenow,Kirsten E. Gillibrand,1
2514,Deborah Ann Stabenow,Ron Wyden,1
2517,Deborah Ann Stabenow,Frank R. Lautenberg,1
2519,Deborah Ann Stabenow,Patrick Joseph Leahy,1
2521,Deborah Ann Stabenow,Patty Murray,1
2526,Deborah Ann Stabenow,Maria Cantwell,1
2537,Deborah Ann Stabenow,Bernard Sanders,1
2540,Deborah Ann Stabenow,Jeff Merkley,1
2550,Deborah Ann Stabenow,Roland Burris,1
2552,Deborah Ann Stabenow,Barbara Ann Mikulski,1
2553,Deborah Ann Stabenow,Al Franken,1
2554,Deborah Ann Stabenow,Tom Udall,1
2556,Deborah Ann Stabenow,Mark Begich,1
2572,Barbara Boxer,John F. Reed,1
2574,Barbara Boxer,Benjamin L. Cardin,1
2575,Barbara Boxer,Richard J. Durbin,1
2576,Barbara Boxer,Jeanne Shaheen,1
2578,Barbara Boxer,Daniel Kohikina Akaka,1
2580,Barbara Boxer,Jesse Francis Bingaman,1
2584,Barbara Boxer,Thomas Richard Harkin,1
2585,Barbara Boxer,Sheldon Whitehouse,1
2586,Barbara Boxer,Evan Bayh,1
2588,Barbara Boxer,Carl Milton Levin,1
2591,Barbara Boxer,Deborah Ann Stabenow,1
2593,Barbara Boxer,Dianne Feinstein,1
2594,Barbara Boxer,John Forbes Kerry,1
2600,Barbara Boxer,Robert Menendez,1
2601,Barbara Boxer,Christopher John Dodd,1
2608,Barbara Boxer,Sherrod Brown,1
2609,Barbara Boxer,Joseph I. Lieberman,1
2611,Barbara Boxer,Charles E. Schumer,1
2612,Barbara Boxer,Russell D. Feingold,1
2615,Barbara Boxer,Tim Johnson,1
2616,Barbara Boxer,Amy Klobuchar,1
2618,Barbara Boxer,Kirsten E. Gillibrand,1
2621,Barbara Boxer,Ron Wyden,1
2624,Barbara Boxer,Frank R. Lautenberg,1
2626,Barbara Boxer,Patrick Joseph Leahy,1
2628,Barbara Boxer,Patty Murray,1
2632,Barbara Boxer,Edward Moore Kennedy,1
2633,Barbara Boxer,Maria Cantwell,1
2642,Barbara Boxer,Edward E. Kaufman,1
2644,Barbara Boxer,Bernard Sanders,1
2647,Barbara Boxer,Jeff Merkley,1
2657,Barbara Boxer,Roland Burris,1
2659,Barbara Boxer,Barbara Ann Mikulski,1
2660,Barbara Boxer,Al Franken,1
2661,Barbara Boxer,Tom Udall,1
2663,Barbara Boxer,Mark Begich,1
2681,Dianne Feinstein,Benjamin L. Cardin,1
2682,Dianne Feinstein,Richard J. Durbin,1
2692,Dianne Feinstein,Sheldon Whitehouse,1
2699,Dianne Feinstein,Barbara Boxer,1
2731,Dianne Feinstein,Frank R. Lautenberg,1
2766,Dianne Feinstein,Barbara Ann Mikulski,1
2785,John Forbes Kerry,Richard Green Lugar,1
2786,John Forbes Kerry,John F. Reed,1
2788,John Forbes Kerry,Benjamin L. Cardin,1
2789,John Forbes Kerry,Richard J. Durbin,1
2790,John Forbes Kerry,Jeanne Shaheen,1
2794,John Forbes Kerry,Jesse Francis Bingaman,1
2798,John Forbes Kerry,Thomas Richard Harkin,1
2799,John Forbes Kerry,Sheldon Whitehouse,1
2802,John Forbes Kerry,Carl Milton Levin,1
2805,John Forbes Kerry,Deborah Ann Stabenow,1
2806,John Forbes Kerry,Barbara Boxer,1
2814,John Forbes Kerry,Robert Menendez,1
2815,John Forbes Kerry,Christopher John Dodd,1
2825,John Forbes Kerry,Charles E. Schumer,1
2827,John Forbes Kerry,Olympia J. Snowe,1
2829,John Forbes Kerry,Tim Johnson,1
2835,John Forbes Kerry,Ron Wyden,1
2838,John Forbes Kerry,Frank R. Lautenberg,1
2846,John Forbes Kerry,Edward Moore Kennedy,1
2847,John Forbes Kerry,Maria Cantwell,1
2856,John Forbes Kerry,Edward E. Kaufman,1
2858,John Forbes Kerry,Bernard Sanders,1
2861,John Forbes Kerry,Jeff Merkley,1
2871,John Forbes Kerry,Roland Burris,1
2873,John Forbes Kerry,Barbara Ann Mikulski,1
2890,Kay Bailey Hutchison,David Vitter,1
2911,Kay Bailey Hutchison,John Cornyn,1
2917,Kay Bailey Hutchison,Lisa Murkowski,1
2920,Kay Bailey Hutchison,John R. Thune,1
2931,Kay Bailey Hutchison,Sam Brownback,1
2935,Kay Bailey Hutchison,Saxby Chambliss,1
2938,Kay Bailey Hutchison,John Sidney Mccain,1
2940,Kay Bailey Hutchison,Michael B. Enzi,1
2943,Kay Bailey Hutchison,Tom Coburn,1
2948,Kay Bailey Hutchison,John Barrasso,1
2951,Kay Bailey Hutchison,Pat Roberts,1
2956,Kay Bailey Hutchison,John Ensign,1
