,From,To,edge
910,Marcia L. Fudge,Al Green,1
916,Marcia L. Fudge,Donna M. Christensen,1
920,Marcia L. Fudge,Steny H. Hoyer,1
921,Marcia L. Fudge,Sheila Jackson Lee,1
922,Marcia L. Fudge,Rush D. Holt,1
929,Marcia L. Fudge,Lois Frankel,1
933,Marcia L. Fudge,Eliot L. Engel,1
935,Marcia L. Fudge,Barbara Lee,1
936,Marcia L. Fudge,Brian Higgins,1
939,Marcia L. Fudge,Charles B. Rangel,1
940,Marcia L. Fudge,John Conyers,1
941,Marcia L. Fudge,Maxine Waters,1
944,Marcia L. Fudge,Rick Larsen,1
946,Marcia L. Fudge,Robert A. Brady,1
955,Marcia L. Fudge,Marcy Kaptur,1
959,Marcia L. Fudge,Joyce Beatty,1
962,Marcia L. Fudge,Elizabeth H. Esty,1
964,Marcia L. Fudge,Jackie Speier,1
965,Marcia L. Fudge,Richard Nolan,1
966,Marcia L. Fudge,Susan A. Davis,1
971,Marcia L. Fudge,Mike Quigley,1
983,Marcia L. Fudge,Ed Perlmutter,1
986,Marcia L. Fudge,George Miller,1
990,Marcia L. Fudge,John A. Yarmuth,1
994,Marcia L. Fudge,John B. Larson,1
997,Marcia L. Fudge,Theodore E. Deutch,1
998,Marcia L. Fudge,G. K. Butterfield,1
999,Marcia L. Fudge,John C. Carney,1
1002,Marcia L. Fudge,Adam B. Schiff,1
1006,Marcia L. Fudge,Jose E. Serrano,1
1012,Marcia L. Fudge,Donna F. Edwards,1
1023,Marcia L. Fudge,Mark Pocan,1
1024,Marcia L. Fudge,Joseph Crowley,1
1030,Marcia L. Fudge,Carolyn B. Maloney,1
1033,Marcia L. Fudge,William J. Pascrell,1
1048,Marcia L. Fudge,Steve Cohen,1
1056,Marcia L. Fudge,Janice D. Schakowsky,1
1059,Marcia L. Fudge,Eric Swalwell,1
1060,Marcia L. Fudge,Nancy Pelosi,1
1062,Marcia L. Fudge,Mike Thompson,1
1063,Marcia L. Fudge,Gary C. Peters,1
1064,Marcia L. Fudge,Michael E. Capuano,1
1065,Marcia L. Fudge,Chaka Fattah,1
1067,Marcia L. Fudge,Gwen Moore,1
1068,Marcia L. Fudge,Paul Tonko,1
1071,Marcia L. Fudge,Carolyn Mccarthy,1
1072,Marcia L. Fudge,Melvin Watt,1
1085,Marcia L. Fudge,Andre Carson,1
1086,Marcia L. Fudge,Keith Ellison,1
1088,Marcia L. Fudge,Michael M. Honda,1
1090,Marcia L. Fudge,Ann M. Kuster,1
1093,Marcia L. Fudge,Colleen W. Hanabusa,1
1094,Marcia L. Fudge,Albio Sires,1
1097,Marcia L. Fudge,Wm. Lacy Clay,1
1105,Marcia L. Fudge,Bruce L. Braley,1
1109,Marcia L. Fudge,Eddie Bernice Johnson,1
1111,Marcia L. Fudge,Doris O. Matsui,1
1113,Marcia L. Fudge,John P. Sarbanes,1
1116,Marcia L. Fudge,Louise M. Slaughter,1
1117,Marcia L. Fudge,William L. Enyart,1
1118,Marcia L. Fudge,Cheri Bustos,1
1122,Marcia L. Fudge,Cedric L. Richmond,1
1126,Marcia L. Fudge,Earl Blumenauer,1
1128,Marcia L. Fudge,Matt Cartwright,1
1129,Marcia L. Fudge,Lois Capps,1
1130,Marcia L. Fudge,Kathy Castor,1
1131,Marcia L. Fudge,Joe Courtney,1
1136,Marcia L. Fudge,Linda T. Sanchez,1
1137,Marcia L. Fudge,John Lewis,1
1139,Marcia L. Fudge,Bennie Thompson,1
1142,Marcia L. Fudge,Henry A. Waxman,1
1145,Marcia L. Fudge,Xavier Becerra,1
1149,Marcia L. Fudge,Lucille Roybal-Allard,1
1150,Marcia L. Fudge,Elijah E. Cummings,1
1152,Marcia L. Fudge,Judy Chu,1
1154,Marcia L. Fudge,Tim Ryan,1
1155,Marcia L. Fudge,Sean Patrick Maloney,1
1157,Marcia L. Fudge,Gloria Negrete Mcleod,1
1158,Marcia L. Fudge,Diana Degette,1
1161,Marcia L. Fudge,Mark Takano,1
1162,Marcia L. Fudge,Sander M. Levin,1
1164,Marcia L. Fudge,Julia Brownley,1
1165,Marcia L. Fudge,Rosa Delauro,1
1166,Marcia L. Fudge,Bill Foster,1
1168,Marcia L. Fudge,Daniel B. Maffei,1
1169,Marcia L. Fudge,Allyson Y. Schwartz,1
1175,Marcia L. Fudge,"Robert C. ""Bobby"" Scott",1
1176,Marcia L. Fudge,Richard E. Neal,1
1179,Marcia L. Fudge,Terri A. Sewell,1
1181,Marcia L. Fudge,Karen Bass,1
1184,Marcia L. Fudge,John D. Dingell,1
1190,Marcia L. Fudge,Stephen F. Lynch,1
1191,Marcia L. Fudge,Betty Mccollum,1
1192,Marcia L. Fudge,Donald M. Payne,1
1194,Marcia L. Fudge,C. A. Dutch Ruppersberger,1
1197,Marcia L. Fudge,Dina Titus,1
1199,Marcia L. Fudge,Ed Pastor,1
1201,Marcia L. Fudge,Bobby L. Rush,1
1204,Marcia L. Fudge,Chellie Pingree,1
1205,Marcia L. Fudge,Chris Van Hollen,1
1208,Marcia L. Fudge,Janice Hahn,1
1211,Marcia L. Fudge,Suzanne Bonamici,1
1214,Marcia L. Fudge,Alcee L. Hastings,1
1217,Marcia L. Fudge,Frank Pallone,1
1220,Marcia L. Fudge,Emanuel Cleaver,1
1226,Marcia L. Fudge,Steve Israel,1
1230,Marcia L. Fudge,Hakeem S. Jeffries,1
1233,Marcia L. Fudge,James R. Langevin,1
1235,Marcia L. Fudge,Joaquin Castro,1
1237,Marcia L. Fudge,Jerrold Nadler,1
1239,Marcia L. Fudge,Daniel T. Kildee,1
1240,Marcia L. Fudge,Gregory W. Meeks,1
1241,Marcia L. Fudge,Lloyd Doggett,1
1246,Marcia L. Fudge,Yvette D. Clarke,1
1250,Marcia L. Fudge,"Henry C. ""Hank"" Johnson",1
1256,Marcia L. Fudge,Nydia M. Velazquez,1
1258,Marcia L. Fudge,Gene Green,1
1259,Marcia L. Fudge,Juan Vargas,1
1262,Marcia L. Fudge,Steven Horsford,1
1267,Marcia L. Fudge,Marc A. Veasey,1
1268,Marcia L. Fudge,Peter J. Visclosky,1
1269,Marcia L. Fudge,Grace Meng,1
1270,Marcia L. Fudge,Nita M. Lowey,1
1271,Marcia L. Fudge,Niki Tsongas,1
1275,Marcia L. Fudge,Suzan K. Delbene,1
1279,Marcia L. Fudge,John F. Tierney,1
1282,Marcia L. Fudge,Loretta Sanchez,1
1283,Marcia L. Fudge,Debbie Wasserman Schultz,1
1285,Marcia L. Fudge,Frederica S. Wilson,1
1286,Marcia L. Fudge,Mike Doyle,1
1288,Marcia L. Fudge,Adam Smith,1
1294,Marcia L. Fudge,Danny K. Davis,1
1297,Marcia L. Fudge,Ami Bera,1
1298,Marcia L. Fudge,Robin L. Kelly,1
1299,Marcia L. Fudge,Michelle Lujan Grisham,1
1302,Marcia L. Fudge,Tony Cardenas,1
1303,Marcia L. Fudge,David E. Price,1
1311,Marcia L. Fudge,Joseph P. Kennedy,1
1312,Marcia L. Fudge,Alan S. Lowenthal,1
1316,Marcia L. Fudge,Luis V. Gutierrez,1
1318,Marcia L. Fudge,Sanford D. Bishop,1
1319,Marcia L. Fudge,Ruben Hinojosa,1
1320,Marcia L. Fudge,Bradley Scott Schneider,1
1322,Marcia L. Fudge,Anna G. Eshoo,1
1325,Marcia L. Fudge,William R. Keating,1
1326,Marcia L. Fudge,Grace F. Napolitano,1
1329,Marcia L. Fudge,Corrine Brown,1
1332,Marcia L. Fudge,Katherine M. Clark,1
1334,Marcia L. Fudge,James E. Clyburn,1
1337,John K. Delaney,Marcia L. Fudge,1
1339,John K. Delaney,David N. Cicilline,1
1342,John K. Delaney,James P. Mcgovern,1
1352,John K. Delaney,David Scott,1
1353,John K. Delaney,Derek Kilmer,1
1355,John K. Delaney,Al Green,1
1365,John K. Delaney,Steny H. Hoyer,1
1367,John K. Delaney,Rush D. Holt,1
1373,John K. Delaney,James P. Moran,1
1374,John K. Delaney,Lois Frankel,1
1378,John K. Delaney,Eliot L. Engel,1
1381,John K. Delaney,Brian Higgins,1
1388,John K. Delaney,Robert E. Andrews,1
1389,John K. Delaney,Rick Larsen,1
1391,John K. Delaney,Robert A. Brady,1
1392,John K. Delaney,Timothy J. Walz,1
1400,John K. Delaney,Marcy Kaptur,1
1401,John K. Delaney,Timothy H. Bishop,1
1403,John K. Delaney,Ann Kirkpatrick,1
1404,John K. Delaney,Joyce Beatty,1
1407,John K. Delaney,Elizabeth H. Esty,1
1409,John K. Delaney,Jackie Speier,1
1410,John K. Delaney,Richard Nolan,1
1411,John K. Delaney,Susan A. Davis,1
1416,John K. Delaney,Mike Quigley,1
1418,John K. Delaney,Tulsi Gabbard,1
1428,John K. Delaney,Ed Perlmutter,1
1431,John K. Delaney,George Miller,1
1435,John K. Delaney,John A. Yarmuth,1
1439,John K. Delaney,John B. Larson,1
1442,John K. Delaney,Theodore E. Deutch,1
1443,John K. Delaney,G. K. Butterfield,1
1444,John K. Delaney,John C. Carney,1
1447,John K. Delaney,Adam B. Schiff,1
1451,John K. Delaney,Jose E. Serrano,1
1457,John K. Delaney,Donna F. Edwards,1
1468,John K. Delaney,Mark Pocan,1
1469,John K. Delaney,Joseph Crowley,1
1475,John K. Delaney,Carolyn B. Maloney,1
1478,John K. Delaney,William J. Pascrell,1
1493,John K. Delaney,Steve Cohen,1
1494,John K. Delaney,John Garamendi,1
1499,John K. Delaney,Scott H. Peters,1
1501,John K. Delaney,Janice D. Schakowsky,1
1504,John K. Delaney,Eric Swalwell,1
1505,John K. Delaney,Nancy Pelosi,1
1507,John K. Delaney,Mike Thompson,1
1508,John K. Delaney,Gary C. Peters,1
1509,John K. Delaney,Michael E. Capuano,1
1510,John K. Delaney,Chaka Fattah,1
1512,John K. Delaney,Gwen Moore,1
1513,John K. Delaney,Paul Tonko,1
1516,John K. Delaney,Carolyn Mccarthy,1
1530,John K. Delaney,Andre Carson,1
1531,John K. Delaney,Keith Ellison,1
1533,John K. Delaney,Michael M. Honda,1
1535,John K. Delaney,Ann M. Kuster,1
1538,John K. Delaney,Colleen W. Hanabusa,1
1539,John K. Delaney,Albio Sires,1
1540,John K. Delaney,Peter Welch,1
1542,John K. Delaney,Wm. Lacy Clay,1
1545,John K. Delaney,Jerry Mcnerney,1
1550,John K. Delaney,Bruce L. Braley,1
1554,John K. Delaney,Eddie Bernice Johnson,1
1555,John K. Delaney,Ron Kind,1
1556,John K. Delaney,Doris O. Matsui,1
1557,John K. Delaney,William L. Owens,1
1558,John K. Delaney,John P. Sarbanes,1
1561,John K. Delaney,Louise M. Slaughter,1
1563,John K. Delaney,Cheri Bustos,1
1564,John K. Delaney,Jared Polis,1
1571,John K. Delaney,Earl Blumenauer,1
1573,John K. Delaney,Matt Cartwright,1
1574,John K. Delaney,Lois Capps,1
1575,John K. Delaney,Kathy Castor,1
1576,John K. Delaney,Joe Courtney,1
1581,John K. Delaney,Linda T. Sanchez,1
1582,John K. Delaney,John Lewis,1
1587,John K. Delaney,Henry A. Waxman,1
1594,John K. Delaney,Lucille Roybal-Allard,1
1595,John K. Delaney,Elijah E. Cummings,1
1597,John K. Delaney,Judy Chu,1
1599,John K. Delaney,Tim Ryan,1
1600,John K. Delaney,Sean Patrick Maloney,1
1602,John K. Delaney,Gloria Negrete Mcleod,1
1603,John K. Delaney,Diana Degette,1
1604,John K. Delaney,Ben Ray Lujan,1
1606,John K. Delaney,Mark Takano,1
1607,John K. Delaney,Sander M. Levin,1
1609,John K. Delaney,Julia Brownley,1
1610,John K. Delaney,Rosa Delauro,1
1611,John K. Delaney,Bill Foster,1
1613,John K. Delaney,Daniel B. Maffei,1
1614,John K. Delaney,Allyson Y. Schwartz,1
1620,John K. Delaney,"Robert C. ""Bobby"" Scott",1
1621,John K. Delaney,Richard E. Neal,1
1622,John K. Delaney,Tammy Duckworth,1
1629,John K. Delaney,John D. Dingell,1
1634,John K. Delaney,Zoe Lofgren,1
1635,John K. Delaney,Stephen F. Lynch,1
1636,John K. Delaney,Betty Mccollum,1
1637,John K. Delaney,Donald M. Payne,1
1639,John K. Delaney,C. A. Dutch Ruppersberger,1
1640,John K. Delaney,Carol Shea-Porter,1
1642,John K. Delaney,Dina Titus,1
1644,John K. Delaney,Ed Pastor,1
1646,John K. Delaney,Bobby L. Rush,1
1647,John K. Delaney,Jared Huffman,1
1648,John K. Delaney,Raul Ruiz,1
1649,John K. Delaney,Chellie Pingree,1
1650,John K. Delaney,Chris Van Hollen,1
1652,John K. Delaney,Patrick Murphy,1
1653,John K. Delaney,Janice Hahn,1
1655,John K. Delaney,Kyrsten Sinema,1
1656,John K. Delaney,Suzanne Bonamici,1
1657,John K. Delaney,Gerald E. Connolly,1
1659,John K. Delaney,Alcee L. Hastings,1
1662,John K. Delaney,Frank Pallone,1
1665,John K. Delaney,Emanuel Cleaver,1
1668,John K. Delaney,Ron Barber,1
1671,John K. Delaney,Steve Israel,1
1676,John K. Delaney,Joe Garcia,1
1678,John K. Delaney,James R. Langevin,1
1680,John K. Delaney,Joaquin Castro,1
1682,John K. Delaney,Jerrold Nadler,1
1684,John K. Delaney,Daniel T. Kildee,1
1685,John K. Delaney,Gregory W. Meeks,1
1686,John K. Delaney,Lloyd Doggett,1
1691,John K. Delaney,Yvette D. Clarke,1
1695,John K. Delaney,"Henry C. ""Hank"" Johnson",1
1701,John K. Delaney,Nydia M. Velazquez,1
1704,John K. Delaney,Juan Vargas,1
1707,John K. Delaney,Steven Horsford,1
1710,John K. Delaney,Sam Farr,1
1712,John K. Delaney,Marc A. Veasey,1
1714,John K. Delaney,Grace Meng,1
1715,John K. Delaney,Nita M. Lowey,1
1716,John K. Delaney,Niki Tsongas,1
1719,John K. Delaney,James H. Cooper,1
1720,John K. Delaney,Suzan K. Delbene,1
1723,John K. Delaney,David Loebsack,1
1724,John K. Delaney,John F. Tierney,1
1728,John K. Delaney,Debbie Wasserman Schultz,1
1731,John K. Delaney,Mike Doyle,1
1732,John K. Delaney,Denny Heck,1
1733,John K. Delaney,Adam Smith,1
1742,John K. Delaney,Ami Bera,1
1743,John K. Delaney,Robin L. Kelly,1
1744,John K. Delaney,Michelle Lujan Grisham,1
1747,John K. Delaney,Tony Cardenas,1
1748,John K. Delaney,David E. Price,1
1756,John K. Delaney,Joseph P. Kennedy,1
1757,John K. Delaney,Alan S. Lowenthal,1
1761,John K. Delaney,Luis V. Gutierrez,1
1763,John K. Delaney,Sanford D. Bishop,1
1764,John K. Delaney,Ruben Hinojosa,1
1765,John K. Delaney,Bradley Scott Schneider,1
1766,John K. Delaney,James A. Himes,1
1767,John K. Delaney,Anna G. Eshoo,1
1770,John K. Delaney,William R. Keating,1
1771,John K. Delaney,Grace F. Napolitano,1
1774,John K. Delaney,Corrine Brown,1
1777,John K. Delaney,Katherine M. Clark,1
1779,John K. Delaney,James E. Clyburn,1
1782,David N. Cicilline,Marcia L. Fudge,1
1783,David N. Cicilline,John K. Delaney,1
1785,David N. Cicilline,Eleanor Holmes Norton,1
1786,David N. Cicilline,Michael H. Michaud,1
1787,David N. Cicilline,James P. Mcgovern,1
1796,David N. Cicilline,Raul M. Grijalva,1
1798,David N. Cicilline,Derek Kilmer,1
1800,David N. Cicilline,Al Green,1
1810,David N. Cicilline,Steny H. Hoyer,1
1811,David N. Cicilline,Sheila Jackson Lee,1
1812,David N. Cicilline,Rush D. Holt,1
1818,David N. Cicilline,James P. Moran,1
1819,David N. Cicilline,Lois Frankel,1
1823,David N. Cicilline,Eliot L. Engel,1
1825,David N. Cicilline,Barbara Lee,1
1826,David N. Cicilline,Brian Higgins,1
1829,David N. Cicilline,Charles B. Rangel,1
1830,David N. Cicilline,John Conyers,1
1831,David N. Cicilline,Maxine Waters,1
1834,David N. Cicilline,Rick Larsen,1
1836,David N. Cicilline,Robert A. Brady,1
1845,David N. Cicilline,Marcy Kaptur,1
1846,David N. Cicilline,Timothy H. Bishop,1
1848,David N. Cicilline,Ann Kirkpatrick,1
1849,David N. Cicilline,Joyce Beatty,1
1852,David N. Cicilline,Elizabeth H. Esty,1
1854,David N. Cicilline,Jackie Speier,1
1855,David N. Cicilline,Richard Nolan,1
1856,David N. Cicilline,Susan A. Davis,1
1861,David N. Cicilline,Mike Quigley,1
1863,David N. Cicilline,Tulsi Gabbard,1
1873,David N. Cicilline,Ed Perlmutter,1
1876,David N. Cicilline,George Miller,1
1880,David N. Cicilline,John A. Yarmuth,1
