,From,To,edge
3016,John F. Reed,Herbert H. Kohl,1
3019,John F. Reed,Patrick Joseph Leahy,1
3023,John F. Reed,Evan Bayh,1
3024,John F. Reed,Mark Lunsford Pryor,1
3033,Maria Cantwell,Ron Wyden,1
3039,Maria Cantwell,Jesse Francis Bingaman,1
3043,Maria Cantwell,James Merrill Jeffords,1
3044,Maria Cantwell,Edward Moore Kennedy,1
3045,Maria Cantwell,Dianne Feinstein,1
3046,Maria Cantwell,Olympia J. Snowe,1
3048,Maria Cantwell,Lincoln D. Chafee,1
3049,Maria Cantwell,Paul Spyros Sarbanes,1
3050,Maria Cantwell,Richard J. Durbin,1
3054,Maria Cantwell,Christopher John Dodd,1
3055,Maria Cantwell,Hillary R Clinton,1
3057,Maria Cantwell,Mary Landrieu,1
3059,Maria Cantwell,John F. Reed,1
3061,Maria Cantwell,Barbara Boxer,1
3064,Maria Cantwell,Ken Salazar,1
3065,Maria Cantwell,Daniel Kohikina Akaka,1
3069,Maria Cantwell,Charles E. Schumer,1
3071,Maria Cantwell,Blanche Lambert Lincoln,1
3075,Maria Cantwell,Clarence William Nelson,1
3077,Maria Cantwell,Patty Murray,1
3082,Maria Cantwell,Thomas Richard Harkin,1
3083,Maria Cantwell,Tim Johnson,1
3087,Maria Cantwell,Jon S. Corzine,1
3093,Maria Cantwell,Joseph I. Lieberman,1
3097,Maria Cantwell,Deborah Ann Stabenow,1
3101,Maria Cantwell,John Forbes Kerry,1
3103,Maria Cantwell,Barbara Ann Mikulski,1
3105,Maria Cantwell,Susan Margaret Collins,1
3107,Maria Cantwell,Daniel Ken Inouye,1
3110,Maria Cantwell,Joseph Robinette Biden,1
3115,Maria Cantwell,Mark Dayton,1
3116,Maria Cantwell,Frank R. Lautenberg,1
3117,Maria Cantwell,Herbert H. Kohl,1
3120,Maria Cantwell,Patrick Joseph Leahy,1
3124,Maria Cantwell,Evan Bayh,1
3125,Maria Cantwell,Mark Lunsford Pryor,1
3126,Maria Cantwell,Byron Leslie Dorgan,1
3134,Barbara Boxer,Ron Wyden,1
3140,Barbara Boxer,Jesse Francis Bingaman,1
3144,Barbara Boxer,James Merrill Jeffords,1
3145,Barbara Boxer,Edward Moore Kennedy,1
3146,Barbara Boxer,Dianne Feinstein,1
3150,Barbara Boxer,Paul Spyros Sarbanes,1
3151,Barbara Boxer,Richard J. Durbin,1
3155,Barbara Boxer,Christopher John Dodd,1
3156,Barbara Boxer,Hillary R Clinton,1
3158,Barbara Boxer,Mary Landrieu,1
3160,Barbara Boxer,John F. Reed,1
3161,Barbara Boxer,Maria Cantwell,1
3165,Barbara Boxer,Ken Salazar,1
3166,Barbara Boxer,Daniel Kohikina Akaka,1
3170,Barbara Boxer,Charles E. Schumer,1
3172,Barbara Boxer,Blanche Lambert Lincoln,1
3176,Barbara Boxer,Clarence William Nelson,1
3177,Barbara Boxer,Carl Milton Levin,1
3178,Barbara Boxer,Patty Murray,1
3183,Barbara Boxer,Thomas Richard Harkin,1
3184,Barbara Boxer,Tim Johnson,1
3188,Barbara Boxer,Jon S. Corzine,1
3194,Barbara Boxer,Joseph I. Lieberman,1
3195,Barbara Boxer,Russell D. Feingold,1
3198,Barbara Boxer,Deborah Ann Stabenow,1
3202,Barbara Boxer,John Forbes Kerry,1
3204,Barbara Boxer,Barbara Ann Mikulski,1
3206,Barbara Boxer,Susan Margaret Collins,1
3208,Barbara Boxer,Daniel Ken Inouye,1
3210,Barbara Boxer,Barack Obama,1
3211,Barbara Boxer,Joseph Robinette Biden,1
3216,Barbara Boxer,Mark Dayton,1
3217,Barbara Boxer,Frank R. Lautenberg,1
3218,Barbara Boxer,Herbert H. Kohl,1
3221,Barbara Boxer,Patrick Joseph Leahy,1
3225,Barbara Boxer,Evan Bayh,1
3226,Barbara Boxer,Mark Lunsford Pryor,1
3231,Barbara Boxer,Robert Menendez,1
3232,Lamar Alexander,Mel Martinez,1
3233,Lamar Alexander,Pete Vichi Domenici,1
3238,Lamar Alexander,George F. Allen,1
3253,Lamar Alexander,Jim Talent,1
3258,Lamar Alexander,Pat Roberts,1
3272,Lamar Alexander,William H. Frist,1
3282,Lamar Alexander,George V. Voinovich,1
3283,Lamar Alexander,Elizabeth H. Dole,1
3286,Lamar Alexander,Kay Bailey Hutchison,1
3288,Lamar Alexander,John Cornyn,1
3306,Lamar Alexander,Johnny Isakson,1
3314,Lamar Alexander,Chuck Hagel,1
3325,Lamar Alexander,Jeff Sessions,1
3330,Lamar Alexander,Mitch Mcconnell,1
3331,Lamar Alexander,Richard Burr,1
3339,Jim Inhofe,George F. Allen,1
3344,Jim Inhofe,Michael D. Crapo,1
3350,Jim Inhofe,James W. Demint,1
3361,Jim Inhofe,Jim Bunning,1
3382,Jim Inhofe,John R. Thune,1
3388,Jim Inhofe,David Vitter,1
3401,Jim Inhofe,Larry Edwin Craig,1
3409,Jim Inhofe,Sam Brownback,1
3424,Jim Inhofe,Tom Coburn,1
3425,Jim Inhofe,John Ensign,1
3426,Jim Inhofe,Jeff Sessions,1
3436,Ken Salazar,A. Wayne Allard,1
3443,Ken Salazar,Jesse Francis Bingaman,1
3449,Ken Salazar,Dianne Feinstein,1
3454,Ken Salazar,Richard J. Durbin,1
3459,Ken Salazar,Hillary R Clinton,1
3461,Ken Salazar,Mary Landrieu,1
3464,Ken Salazar,Maria Cantwell,1
3465,Ken Salazar,Barbara Boxer,1
3475,Ken Salazar,Blanche Lambert Lincoln,1
3479,Ken Salazar,Clarence William Nelson,1
3481,Ken Salazar,Patty Murray,1
3486,Ken Salazar,Thomas Richard Harkin,1
3487,Ken Salazar,Tim Johnson,1
3494,Ken Salazar,Max Sieben Baucus,1
3495,Ken Salazar,Kent Conrad,1
3497,Ken Salazar,Joseph I. Lieberman,1
3501,Ken Salazar,Deborah Ann Stabenow,1
3505,Ken Salazar,John Forbes Kerry,1
3507,Ken Salazar,Barbara Ann Mikulski,1
3513,Ken Salazar,Barack Obama,1
3514,Ken Salazar,Joseph Robinette Biden,1
3519,Ken Salazar,Mark Dayton,1
3521,Ken Salazar,Herbert H. Kohl,1
3523,Ken Salazar,E. Benjamin Nelson,1
3528,Ken Salazar,Evan Bayh,1
3529,Ken Salazar,Mark Lunsford Pryor,1
3530,Ken Salazar,Byron Leslie Dorgan,1
3549,Daniel Kohikina Akaka,Edward Moore Kennedy,1
3554,Daniel Kohikina Akaka,Paul Spyros Sarbanes,1
3555,Daniel Kohikina Akaka,Richard J. Durbin,1
3559,Daniel Kohikina Akaka,Christopher John Dodd,1
3564,Daniel Kohikina Akaka,John F. Reed,1
3565,Daniel Kohikina Akaka,Maria Cantwell,1
3566,Daniel Kohikina Akaka,Barbara Boxer,1
3581,Daniel Kohikina Akaka,Carl Milton Levin,1
3582,Daniel Kohikina Akaka,Patty Murray,1
3598,Daniel Kohikina Akaka,Joseph I. Lieberman,1
3602,Daniel Kohikina Akaka,Deborah Ann Stabenow,1
3606,Daniel Kohikina Akaka,John Forbes Kerry,1
3608,Daniel Kohikina Akaka,Barbara Ann Mikulski,1
3612,Daniel Kohikina Akaka,Daniel Ken Inouye,1
3620,Daniel Kohikina Akaka,Mark Dayton,1
3621,Daniel Kohikina Akaka,Frank R. Lautenberg,1
3630,Daniel Kohikina Akaka,Mark Lunsford Pryor,1
3640,Orrin Grant Hatch,Charles Ernest Grassley,1
3644,Orrin Grant Hatch,Jon Llewellyn Kyl,1
3662,Orrin Grant Hatch,Pat Roberts,1
3664,Orrin Grant Hatch,Jim Bunning,1
3684,Orrin Grant Hatch,Thad Cochran,1
3692,Orrin Grant Hatch,John Cornyn,1
3706,Orrin Grant Hatch,Robert F. Bennett,1
3729,Orrin Grant Hatch,Jeff Sessions,1
3734,Orrin Grant Hatch,Mitch Mcconnell,1
3743,John William Warner,George F. Allen,1
3763,John William Warner,Pat Roberts,1
3785,John William Warner,Thad Cochran,1
3843,John E. Sununu,John Sidney Mccain,1
3844,John E. Sununu,George F. Allen,1
3856,John E. Sununu,Lincoln D. Chafee,1
3906,John E. Sununu,Larry Edwin Craig,1
3920,John E. Sununu,Chuck Hagel,1
3921,John E. Sununu,Judd Gregg,1
3930,John E. Sununu,John Ensign,1
3952,Charles E. Schumer,James Merrill Jeffords,1
3953,Charles E. Schumer,Edward Moore Kennedy,1
3954,Charles E. Schumer,Dianne Feinstein,1
3958,Charles E. Schumer,Paul Spyros Sarbanes,1
3959,Charles E. Schumer,Richard J. Durbin,1
3963,Charles E. Schumer,Christopher John Dodd,1
3964,Charles E. Schumer,Hillary R Clinton,1
3968,Charles E. Schumer,John F. Reed,1
3969,Charles E. Schumer,Maria Cantwell,1
3970,Charles E. Schumer,Barbara Boxer,1
3985,Charles E. Schumer,Carl Milton Levin,1
3986,Charles E. Schumer,Patty Murray,1
3991,Charles E. Schumer,Thomas Richard Harkin,1
3992,Charles E. Schumer,Tim Johnson,1
3996,Charles E. Schumer,Jon S. Corzine,1
4002,Charles E. Schumer,Joseph I. Lieberman,1
4006,Charles E. Schumer,Deborah Ann Stabenow,1
4010,Charles E. Schumer,John Forbes Kerry,1
4012,Charles E. Schumer,Barbara Ann Mikulski,1
4019,Charles E. Schumer,Joseph Robinette Biden,1
4024,Charles E. Schumer,Mark Dayton,1
4025,Charles E. Schumer,Frank R. Lautenberg,1
4026,Charles E. Schumer,Herbert H. Kohl,1
4029,Charles E. Schumer,Patrick Joseph Leahy,1
4033,Charles E. Schumer,Evan Bayh,1
4034,Charles E. Schumer,Mark Lunsford Pryor,1
4039,Charles E. Schumer,Robert Menendez,1
4072,William H. Frist,Lamar Alexander,1
4084,William H. Frist,Harry M. Reid,1
4138,William H. Frist,Mitch Mcconnell,1
4150,Blanche Lambert Lincoln,Jesse Francis Bingaman,1
4154,Blanche Lambert Lincoln,James Merrill Jeffords,1
4157,Blanche Lambert Lincoln,Olympia J. Snowe,1
4163,Blanche Lambert Lincoln,Norm Coleman,1
4168,Blanche Lambert Lincoln,Mary Landrieu,1
4171,Blanche Lambert Lincoln,Maria Cantwell,1
4172,Blanche Lambert Lincoln,Barbara Boxer,1
4175,Blanche Lambert Lincoln,Ken Salazar,1
4188,Blanche Lambert Lincoln,Patty Murray,1
4189,Blanche Lambert Lincoln,Thad Cochran,1
4193,Blanche Lambert Lincoln,Thomas Richard Harkin,1
4194,Blanche Lambert Lincoln,Tim Johnson,1
4200,Blanche Lambert Lincoln,Jay Rockefeller,1
4201,Blanche Lambert Lincoln,Max Sieben Baucus,1
4202,Blanche Lambert Lincoln,Kent Conrad,1
4208,Blanche Lambert Lincoln,Deborah Ann Stabenow,1
4214,Blanche Lambert Lincoln,Barbara Ann Mikulski,1
4216,Blanche Lambert Lincoln,Susan Margaret Collins,1
4226,Blanche Lambert Lincoln,Mark Dayton,1
4228,Blanche Lambert Lincoln,Herbert H. Kohl,1
4229,Blanche Lambert Lincoln,Christopher S. Bond,1
4230,Blanche Lambert Lincoln,E. Benjamin Nelson,1
4231,Blanche Lambert Lincoln,Patrick Joseph Leahy,1
4235,Blanche Lambert Lincoln,Evan Bayh,1
4236,Blanche Lambert Lincoln,Mark Lunsford Pryor,1
4237,Blanche Lambert Lincoln,Byron Leslie Dorgan,1
4243,Theodore F. Stevens,Pete Vichi Domenici,1
4285,Theodore F. Stevens,Chester Trent Lott,1
4290,Theodore F. Stevens,Thad Cochran,1
4296,Theodore F. Stevens,Kay Bailey Hutchison,1
4304,Theodore F. Stevens,Lisa Murkowski,1
4319,Theodore F. Stevens,Daniel Ken Inouye,1
4323,Theodore F. Stevens,Conrad R. Burns,1
4339,Theodore F. Stevens,Craig Thomas,1
4343,Chester Trent Lott,Mel Martinez,1
4349,Chester Trent Lott,George F. Allen,1
4351,Chester Trent Lott,Jon Llewellyn Kyl,1
4369,Chester Trent Lott,Pat Roberts,1
4371,Chester Trent Lott,Jim Bunning,1
4385,Chester Trent Lott,Theodore F. Stevens,1
4391,Chester Trent Lott,Thad Cochran,1
4392,Chester Trent Lott,John R. Thune,1
4394,Chester Trent Lott,Elizabeth H. Dole,1
4398,Chester Trent Lott,David Vitter,1
4401,Chester Trent Lott,Richard Craig Shelby,1
4408,Chester Trent Lott,Saxby Chambliss,1
4409,Chester Trent Lott,Lindsey O. Graham,1
4424,Chester Trent Lott,Conrad R. Burns,1
4436,Chester Trent Lott,Jeff Sessions,1
4441,Chester Trent Lott,Mitch Mcconnell,1
4442,Chester Trent Lott,Richard Burr,1
4484,Harry M. Reid,William H. Frist,1
4511,Harry M. Reid,Deborah Ann Stabenow,1
4517,Harry M. Reid,Barbara Ann Mikulski,1
4529,Harry M. Reid,Mark Dayton,1
4531,Harry M. Reid,Herbert H. Kohl,1
4545,Clarence William Nelson,Mel Martinez,1
4554,Clarence William Nelson,Jesse Francis Bingaman,1
4567,Clarence William Nelson,Norm Coleman,1
4568,Clarence William Nelson,Gordon H. Smith,1
4570,Clarence William Nelson,Hillary R Clinton,1
4575,Clarence William Nelson,Maria Cantwell,1
4576,Clarence William Nelson,Barbara Boxer,1
4579,Clarence William Nelson,Ken Salazar,1
4598,Clarence William Nelson,Tim Johnson,1
4608,Clarence William Nelson,Joseph I. Lieberman,1
4612,Clarence William Nelson,Deborah Ann Stabenow,1
4616,Clarence William Nelson,John Forbes Kerry,1
4618,Clarence William Nelson,Barbara Ann Mikulski,1
4625,Clarence William Nelson,Joseph Robinette Biden,1
4629,Clarence William Nelson,Michael Dewine,1
4630,Clarence William Nelson,Mark Dayton,1
4631,Clarence William Nelson,Frank R. Lautenberg,1
4632,Clarence William Nelson,Herbert H. Kohl,1
4634,Clarence William Nelson,E. Benjamin Nelson,1
4635,Clarence William Nelson,Patrick Joseph Leahy,1
4639,Clarence William Nelson,Evan Bayh,1
4640,Clarence William Nelson,Mark Lunsford Pryor,1
4641,Clarence William Nelson,Byron Leslie Dorgan,1
4649,Carl Milton Levin,Ron Wyden,1
4660,Carl Milton Levin,Edward Moore Kennedy,1
4661,Carl Milton Levin,Dianne Feinstein,1
4665,Carl Milton Levin,Paul Spyros Sarbanes,1
4666,Carl Milton Levin,Richard J. Durbin,1
4670,Carl Milton Levin,Christopher John Dodd,1
4671,Carl Milton Levin,Hillary R Clinton,1
4675,Carl Milton Levin,John F. Reed,1
4677,Carl Milton Levin,Barbara Boxer,1
4681,Carl Milton Levin,Daniel Kohikina Akaka,1
4685,Carl Milton Levin,Charles E. Schumer,1
4696,Carl Milton Levin,George V. Voinovich,1
4703,Carl Milton Levin,Jon S. Corzine,1
4709,Carl Milton Levin,Joseph I. Lieberman,1
4710,Carl Milton Levin,Russell D. Feingold,1
4713,Carl Milton Levin,Deborah Ann Stabenow,1
4717,Carl Milton Levin,John Forbes Kerry,1
4719,Carl Milton Levin,Barbara Ann Mikulski,1
4725,Carl Milton Levin,Barack Obama,1
4726,Carl Milton Levin,Joseph Robinette Biden,1
4731,Carl Milton Levin,Mark Dayton,1
4732,Carl Milton Levin,Frank R. Lautenberg,1
4733,Carl Milton Levin,Herbert H. Kohl,1
4740,Carl Milton Levin,Evan Bayh,1
4750,Patty Murray,Ron Wyden,1
4756,Patty Murray,Jesse Francis Bingaman,1
4760,Patty Murray,James Merrill Jeffords,1
4761,Patty Murray,Edward Moore Kennedy,1
4762,Patty Murray,Dianne Feinstein,1
4765,Patty Murray,Lincoln D. Chafee,1
4766,Patty Murray,Paul Spyros Sarbanes,1
4767,Patty Murray,Richard J. Durbin,1
4771,Patty Murray,Christopher John Dodd,1
4772,Patty Murray,Hillary R Clinton,1
4774,Patty Murray,Mary Landrieu,1
4776,Patty Murray,John F. Reed,1
4777,Patty Murray,Maria Cantwell,1
4778,Patty Murray,Barbara Boxer,1
4781,Patty Murray,Ken Salazar,1
4782,Patty Murray,Daniel Kohikina Akaka,1
4786,Patty Murray,Charles E. Schumer,1
4788,Patty Murray,Blanche Lambert Lincoln,1
4799,Patty Murray,Thomas Richard Harkin,1
4800,Patty Murray,Tim Johnson,1
4804,Patty Murray,Jon S. Corzine,1
4810,Patty Murray,Joseph I. Lieberman,1
4814,Patty Murray,Deborah Ann Stabenow,1
4818,Patty Murray,John Forbes Kerry,1
4820,Patty Murray,Barbara Ann Mikulski,1
4822,Patty Murray,Susan Margaret Collins,1
4824,Patty Murray,Daniel Ken Inouye,1
4832,Patty Murray,Mark Dayton,1
4833,Patty Murray,Frank R. Lautenberg,1
4834,Patty Murray,Herbert H. Kohl,1
4836,Patty Murray,E. Benjamin Nelson,1
4837,Patty Murray,Patrick Joseph Leahy,1
4841,Patty Murray,Evan Bayh,1
4842,Patty Murray,Mark Lunsford Pryor,1
4848,Thad Cochran,Mel Martinez,1
4849,Thad Cochran,Pete Vichi Domenici,1
4852,Thad Cochran,Charles Ernest Grassley,1
4854,Thad Cochran,George F. Allen,1
4858,Thad Cochran,Rick Santorum,1
4869,Thad Cochran,Jim Talent,1
4870,Thad Cochran,Norm Coleman,1
4875,Thad Cochran,Mary Landrieu,1
4876,Thad Cochran,Jim Bunning,1
4884,Thad Cochran,Orrin Grant Hatch,1
4885,Thad Cochran,John William Warner,1
4889,Thad Cochran,Blanche Lambert Lincoln,1
4890,Thad Cochran,Theodore F. Stevens,1
4891,Thad Cochran,Chester Trent Lott,1
4899,Thad Cochran,Elizabeth H. Dole,1
4903,Thad Cochran,David Vitter,1
4904,Thad Cochran,John Cornyn,1
4906,Thad Cochran,Richard Craig Shelby,1
4910,Thad Cochran,Lisa Murkowski,1
4913,Thad Cochran,Saxby Chambliss,1
4916,Thad Cochran,Larry Edwin Craig,1
4922,Thad Cochran,Johnny Isakson,1
4929,Thad Cochran,Conrad R. Burns,1
4930,Thad Cochran,Chuck Hagel,1
4937,Thad Cochran,E. Benjamin Nelson,1
4947,Thad Cochran,Richard Burr,1
4949,John R. Thune,Mel Martinez,1
4951,John R. Thune,A. Wayne Allard,1
4953,John R. Thune,Charles Ernest Grassley,1
4955,John R. Thune,George F. Allen,1
4960,John R. Thune,Michael D. Crapo,1
4961,John R. Thune,Michael B. Enzi,1
4966,John R. Thune,James W. Demint,1
4970,John R. Thune,Jim Talent,1
4975,John R. Thune,Pat Roberts,1
4977,John R. Thune,Jim Bunning,1
4982,John R. Thune,Jim Inhofe,1
4992,John R. Thune,Chester Trent Lott,1
5000,John R. Thune,Elizabeth H. Dole,1
5002,John R. Thune,Tim Johnson,1
5004,John R. Thune,David Vitter,1
5010,John R. Thune,Kent Conrad,1
5014,John R. Thune,Saxby Chambliss,1
5017,John R. Thune,Larry Edwin Craig,1
5023,John R. Thune,Johnny Isakson,1
5030,John R. Thune,Conrad R. Burns,1
5031,John R. Thune,Chuck Hagel,1
5037,John R. Thune,Christopher S. Bond,1
5038,John R. Thune,E. Benjamin Nelson,1
5040,John R. Thune,Tom Coburn,1
5041,John R. Thune,John Ensign,1
5042,John R. Thune,Jeff Sessions,1
5045,John R. Thune,Byron Leslie Dorgan,1
5046,John R. Thune,Craig Thomas,1
5047,John R. Thune,Mitch Mcconnell,1
5048,John R. Thune,Richard Burr,1
5072,George V. Voinovich,Norm Coleman,1
5082,George V. Voinovich,Lamar Alexander,1
5096,George V. Voinovich,Carl Milton Levin,1
5101,George V. Voinovich,Elizabeth H. Dole,1
5134,George V. Voinovich,Michael Dewine,1
5148,George V. Voinovich,Mitch Mcconnell,1
5151,Elizabeth H. Dole,Mel Martinez,1
5153,Elizabeth H. Dole,A. Wayne Allard,1
5157,Elizabeth H. Dole,George F. Allen,1
5159,Elizabeth H. Dole,Jon Llewellyn Kyl,1
5161,Elizabeth H. Dole,Rick Santorum,1
5172,Elizabeth H. Dole,Jim Talent,1
5177,Elizabeth H. Dole,Pat Roberts,1
5179,Elizabeth H. Dole,Jim Bunning,1
5183,Elizabeth H. Dole,Lamar Alexander,1
5194,Elizabeth H. Dole,Chester Trent Lott,1
5199,Elizabeth H. Dole,Thad Cochran,1
5200,Elizabeth H. Dole,John R. Thune,1
5201,Elizabeth H. Dole,George V. Voinovich,1
5205,Elizabeth H. Dole,Kay Bailey Hutchison,1
5206,Elizabeth H. Dole,David Vitter,1
5213,Elizabeth H. Dole,Lisa Murkowski,1
5216,Elizabeth H. Dole,Saxby Chambliss,1
5217,Elizabeth H. Dole,Lindsey O. Graham,1
5225,Elizabeth H. Dole,Johnny Isakson,1
5227,Elizabeth H. Dole,Sam Brownback,1
5233,Elizabeth H. Dole,Chuck Hagel,1
5240,Elizabeth H. Dole,E. Benjamin Nelson,1
5242,Elizabeth H. Dole,Tom Coburn,1
5244,Elizabeth H. Dole,Jeff Sessions,1
5249,Elizabeth H. Dole,Mitch Mcconnell,1
5250,Elizabeth H. Dole,Richard Burr,1
5261,Thomas Richard Harkin,Jesse Francis Bingaman,1
5265,Thomas Richard Harkin,James Merrill Jeffords,1
5266,Thomas Richard Harkin,Edward Moore Kennedy,1
5271,Thomas Richard Harkin,Paul Spyros Sarbanes,1
5272,Thomas Richard Harkin,Richard J. Durbin,1
5276,Thomas Richard Harkin,Christopher John Dodd,1
5277,Thomas Richard Harkin,Hillary R Clinton,1
5281,Thomas Richard Harkin,John F. Reed,1
5282,Thomas Richard Harkin,Maria Cantwell,1
5283,Thomas Richard Harkin,Barbara Boxer,1
5286,Thomas Richard Harkin,Ken Salazar,1
5291,Thomas Richard Harkin,Charles E. Schumer,1
5293,Thomas Richard Harkin,Blanche Lambert Lincoln,1
5299,Thomas Richard Harkin,Patty Murray,1
5305,Thomas Richard Harkin,Tim Johnson,1
5309,Thomas Richard Harkin,Jon S. Corzine,1
5313,Thomas Richard Harkin,Kent Conrad,1
5319,Thomas Richard Harkin,Deborah Ann Stabenow,1
5323,Thomas Richard Harkin,John Forbes Kerry,1
5325,Thomas Richard Harkin,Barbara Ann Mikulski,1
5331,Thomas Richard Harkin,Barack Obama,1
5337,Thomas Richard Harkin,Mark Dayton,1
5338,Thomas Richard Harkin,Frank R. Lautenberg,1
5339,Thomas Richard Harkin,Herbert H. Kohl,1
5342,Thomas Richard Harkin,Patrick Joseph Leahy,1
5346,Thomas Richard Harkin,Evan Bayh,1
5347,Thomas Richard Harkin,Mark Lunsford Pryor,1
5348,Thomas Richard Harkin,Byron Leslie Dorgan,1
5356,Tim Johnson,Ron Wyden,1
5362,Tim Johnson,Jesse Francis Bingaman,1
5366,Tim Johnson,James Merrill Jeffords,1
5367,Tim Johnson,Edward Moore Kennedy,1
5372,Tim Johnson,Paul Spyros Sarbanes,1
5373,Tim Johnson,Richard J. Durbin,1
5375,Tim Johnson,Norm Coleman,1
5377,Tim Johnson,Christopher John Dodd,1
5378,Tim Johnson,Hillary R Clinton,1
5380,Tim Johnson,Mary Landrieu,1
5382,Tim Johnson,John F. Reed,1
5383,Tim Johnson,Maria Cantwell,1
5384,Tim Johnson,Barbara Boxer,1
5387,Tim Johnson,Ken Salazar,1
5392,Tim Johnson,Charles E. Schumer,1
5394,Tim Johnson,Blanche Lambert Lincoln,1
5398,Tim Johnson,Clarence William Nelson,1
5400,Tim Johnson,Patty Murray,1
5402,Tim Johnson,John R. Thune,1
5405,Tim Johnson,Thomas Richard Harkin,1
5412,Tim Johnson,Jay Rockefeller,1
5413,Tim Johnson,Max Sieben Baucus,1
5414,Tim Johnson,Kent Conrad,1
5416,Tim Johnson,Joseph I. Lieberman,1
5420,Tim Johnson,Deborah Ann Stabenow,1
5424,Tim Johnson,John Forbes Kerry,1
5426,Tim Johnson,Barbara Ann Mikulski,1
5428,Tim Johnson,Susan Margaret Collins,1
5435,Tim Johnson,Chuck Hagel,1
5438,Tim Johnson,Mark Dayton,1
5439,Tim Johnson,Frank R. Lautenberg,1
5440,Tim Johnson,Herbert H. Kohl,1
5442,Tim Johnson,E. Benjamin Nelson,1
5443,Tim Johnson,Patrick Joseph Leahy,1
5447,Tim Johnson,Evan Bayh,1
5448,Tim Johnson,Mark Lunsford Pryor,1
5449,Tim Johnson,Byron Leslie Dorgan,1
5453,Tim Johnson,Robert Menendez,1
5454,Kay Bailey Hutchison,Mel Martinez,1
5455,Kay Bailey Hutchison,Pete Vichi Domenici,1
5475,Kay Bailey Hutchison,Jim Talent,1
5480,Kay Bailey Hutchison,Pat Roberts,1
5486,Kay Bailey Hutchison,Lamar Alexander,1
5496,Kay Bailey Hutchison,Theodore F. Stevens,1
5505,Kay Bailey Hutchison,Elizabeth H. Dole,1
5510,Kay Bailey Hutchison,John Cornyn,1
5535,Kay Bailey Hutchison,Conrad R. Burns,1
5552,Kay Bailey Hutchison,Mitch Mcconnell,1
5555,David Vitter,Mel Martinez,1
5557,David Vitter,A. Wayne Allard,1
5561,David Vitter,George F. Allen,1
5572,David Vitter,James W. Demint,1
5576,David Vitter,Jim Talent,1
5582,David Vitter,Mary Landrieu,1
5583,David Vitter,Jim Bunning,1
5588,David Vitter,Jim Inhofe,1
5598,David Vitter,Chester Trent Lott,1
5603,David Vitter,Thad Cochran,1
5604,David Vitter,John R. Thune,1
5606,David Vitter,Elizabeth H. Dole,1
5613,David Vitter,Richard Craig Shelby,1
5620,David Vitter,Saxby Chambliss,1
5629,David Vitter,Johnny Isakson,1
5643,David Vitter,Christopher S. Bond,1
5644,David Vitter,E. Benjamin Nelson,1
5646,David Vitter,Tom Coburn,1
5648,David Vitter,Jeff Sessions,1
5653,David Vitter,Mitch Mcconnell,1
5654,David Vitter,Richard Burr,1
5656,John Cornyn,Mel Martinez,1
5660,John Cornyn,Charles Ernest Grassley,1
5662,John Cornyn,George F. Allen,1
5664,John Cornyn,Jon Llewellyn Kyl,1
5688,John Cornyn,Lamar Alexander,1
5692,John Cornyn,Orrin Grant Hatch,1
5704,John Cornyn,Thad Cochran,1
5710,John Cornyn,Kay Bailey Hutchison,1
5730,John Cornyn,Johnny Isakson,1
5747,John Cornyn,Tom Coburn,1
5749,John Cornyn,Jeff Sessions,1
5754,John Cornyn,Mitch Mcconnell,1
5770,Jon S. Corzine,James Merrill Jeffords,1
5771,Jon S. Corzine,Edward Moore Kennedy,1
5776,Jon S. Corzine,Paul Spyros Sarbanes,1
5777,Jon S. Corzine,Richard J. Durbin,1
5781,Jon S. Corzine,Christopher John Dodd,1
5782,Jon S. Corzine,Hillary R Clinton,1
5786,Jon S. Corzine,John F. Reed,1
5787,Jon S. Corzine,Maria Cantwell,1
5788,Jon S. Corzine,Barbara Boxer,1
5796,Jon S. Corzine,Charles E. Schumer,1
5803,Jon S. Corzine,Carl Milton Levin,1
5804,Jon S. Corzine,Patty Murray,1
5809,Jon S. Corzine,Thomas Richard Harkin,1
5820,Jon S. Corzine,Joseph I. Lieberman,1
5821,Jon S. Corzine,Russell D. Feingold,1
5824,Jon S. Corzine,Deborah Ann Stabenow,1
5828,Jon S. Corzine,John Forbes Kerry,1
5830,Jon S. Corzine,Barbara Ann Mikulski,1
5842,Jon S. Corzine,Mark Dayton,1
5843,Jon S. Corzine,Frank R. Lautenberg,1
5847,Jon S. Corzine,Patrick Joseph Leahy,1
5858,Richard Craig Shelby,Mel Martinez,1
5860,Richard Craig Shelby,A. Wayne Allard,1
5866,Richard Craig Shelby,Jon Llewellyn Kyl,1
5884,Richard Craig Shelby,Pat Roberts,1
5886,Richard Craig Shelby,Jim Bunning,1
5901,Richard Craig Shelby,Chester Trent Lott,1
5906,Richard Craig Shelby,Thad Cochran,1
5913,Richard Craig Shelby,David Vitter,1
5951,Richard Craig Shelby,Jeff Sessions,1
5956,Richard Craig Shelby,Mitch Mcconnell,1
6000,Jay Rockefeller,Blanche Lambert Lincoln,1
6012,Jay Rockefeller,Tim Johnson,1
6026,Jay Rockefeller,Deborah Ann Stabenow,1
6028,Jay Rockefeller,Robert Carlyle Byrd,1
6032,Jay Rockefeller,Barbara Ann Mikulski,1
6046,Jay Rockefeller,Herbert H. Kohl,1
6053,Jay Rockefeller,Evan Bayh,1
