,From,To,edge
244,Louise M. Slaughter,Joseph Crowley,1
245,Louise M. Slaughter,Howard L. Berman,1
247,Louise M. Slaughter,John B. Larson,1
249,Louise M. Slaughter,Susan A. Davis,1
251,Louise M. Slaughter,Melissa L. Bean,1
252,Louise M. Slaughter,Lois Capps,1
253,Louise M. Slaughter,Michael E. Capuano,1
258,Louise M. Slaughter,Diana Degette,1
261,Louise M. Slaughter,Leonard L. Boswell,1
262,Louise M. Slaughter,Wm. Lacy Clay,1
265,Louise M. Slaughter,Dennis Moore,1
266,Louise M. Slaughter,Tim Ryan,1
267,Louise M. Slaughter,Sam Farr,1
271,Louise M. Slaughter,Victor F. Snyder,1
272,Louise M. Slaughter,Hilda L. Solis,1
273,Louise M. Slaughter,Pete Stark,1
275,Louise M. Slaughter,Edolphus Towns,1
276,Louise M. Slaughter,Ed Pastor,1
277,Louise M. Slaughter,Thomas M. Reynolds,1
280,Louise M. Slaughter,Daniel William Lipinski,1
282,Louise M. Slaughter,Marion Berry,1
285,Louise M. Slaughter,Robert E. Cramer,1
288,Louise M. Slaughter,Martin T. Meehan,1
290,Louise M. Slaughter,Loretta Sanchez,1
291,Louise M. Slaughter,David Wu,1
292,Louise M. Slaughter,Artur Davis,1
294,Louise M. Slaughter,John Lewis,1
295,Louise M. Slaughter,James L. Oberstar,1
296,Louise M. Slaughter,Silvestre Reyes,1
304,Louise M. Slaughter,Nydia M. Velazquez,1
311,Louise M. Slaughter,Ron Kind,1
317,Louise M. Slaughter,Rick Larsen,1
318,Louise M. Slaughter,John W. Olver,1
323,Louise M. Slaughter,John F. Tierney,1
325,Louise M. Slaughter,Albio Sires,1
327,Louise M. Slaughter,Lucille Roybal-Allard,1
329,Louise M. Slaughter,Lloyd Doggett,1
331,Louise M. Slaughter,Michael M. Honda,1
335,Louise M. Slaughter,Luis V. Gutierrez,1
338,Louise M. Slaughter,John P. Sarbanes,1
339,Louise M. Slaughter,Peter J. Visclosky,1
347,Louise M. Slaughter,Ellen O. Tauscher,1
348,Louise M. Slaughter,Tom Udall,1
355,Louise M. Slaughter,David Loebsack,1
356,Louise M. Slaughter,Richard E. Neal,1
357,Louise M. Slaughter,David E. Price,1
358,Louise M. Slaughter,Jerry F. Costello,1
359,Louise M. Slaughter,Steve Kagen,1
360,Louise M. Slaughter,Sander M. Levin,1
362,Louise M. Slaughter,Bruce L. Braley,1
363,Louise M. Slaughter,Paul W. Hodes,1
366,Louise M. Slaughter,John M. Mchugh,1
368,Louise M. Slaughter,Michael H. Michaud,1
369,Louise M. Slaughter,Ruben Hinojosa,1
374,Louise M. Slaughter,"Robert C. ""Bobby"" Scott",1
378,Louise M. Slaughter,Gwen Moore,1
379,Louise M. Slaughter,Debbie Wasserman Schultz,1
380,Louise M. Slaughter,Charles A. Wilson,1
381,Louise M. Slaughter,James T. Walsh,1
391,Louise M. Slaughter,Corrine Brown,1
396,Louise M. Slaughter,Joe Courtney,1
400,Louise M. Slaughter,C. A. Dutch Ruppersberger,1
401,Louise M. Slaughter,Kathy Castor,1
402,Louise M. Slaughter,Christopher Murphy,1
405,Louise M. Slaughter,Ben Chandler,1
406,Louise M. Slaughter,Chaka Fattah,1
407,Louise M. Slaughter,Michael R. Mcnulty,1
410,Louise M. Slaughter,Julia Carson,1
411,Louise M. Slaughter,Jerry Mcnerney,1
413,Louise M. Slaughter,Joe Sestak,1
415,Louise M. Slaughter,John A. Yarmuth,1
425,Louise M. Slaughter,Phil Hare,1
430,Louise M. Slaughter,Alan B. Mollohan,1
434,Louise M. Slaughter,Brad Miller,1
444,Louise M. Slaughter,Niki Tsongas,1
452,Barbara Lee,Louise M. Slaughter,1
454,Barbara Lee,Tom Lantos,1
455,Barbara Lee,Charles B. Rangel,1
456,Barbara Lee,Adam B. Schiff,1
457,Barbara Lee,Janice D. Schakowsky,1
459,Barbara Lee,Shelley Berkley,1
461,Barbara Lee,Carolyn B. Maloney,1
462,Barbara Lee,Bobby L. Rush,1
464,Barbara Lee,Jose E. Serrano,1
466,Barbara Lee,Carolyn Mccarthy,1
468,Barbara Lee,Emanuel Cleaver,1
469,Barbara Lee,Alcee L. Hastings,1
477,Barbara Lee,Jay Inslee,1
478,Barbara Lee,Eleanor Holmes Norton,1
480,Barbara Lee,Eliot L. Engel,1
481,Barbara Lee,Elijah E. Cummings,1
483,Barbara Lee,Eddie Bernice Johnson,1
485,Barbara Lee,Grace F. Napolitano,1
487,Barbara Lee,Joe Baca,1
489,Barbara Lee,Albert R. Wynn,1
492,Barbara Lee,Sheila Jackson-Lee,1
493,Barbara Lee,Gregory W. Meeks,1
494,Barbara Lee,Betty Sutton,1
495,Barbara Lee,Maurice D. Hinchey,1
497,Barbara Lee,Patrick J. Kennedy,1
502,Barbara Lee,Danny K. Davis,1
503,Barbara Lee,Eni F. H. Faleomavaega,1
512,Barbara Lee,Bob Filner,1
514,Barbara Lee,Stephanie Tubbs Jones,1
517,Barbara Lee,Nita M. Lowey,1
519,Barbara Lee,Carolyn Cheeks Kilpatrick,1
524,Barbara Lee,Robert A. Brady,1
528,Barbara Lee,Raul M. Grijalva,1
530,Barbara Lee,Donna M. Christensen,1
531,Barbara Lee,William D. Delahunt,1
534,Barbara Lee,Steve Cohen,1
539,Barbara Lee,Steven R. Rothman,1
540,Barbara Lee,Donald M. Payne,1
541,Barbara Lee,Mike Thompson,1
547,Barbara Lee,Chris Van Hollen,1
550,Barbara Lee,Zoe Lofgren,1
551,Barbara Lee,Frank Pallone,1
552,Barbara Lee,Dennis J. Kucinich,1
559,Barbara Lee,Al Green,1
570,Barbara Lee,Barney Frank,1
574,Barbara Lee,Mazie K. Hirono,1
575,Barbara Lee,Stephen F. Lynch,1
577,Barbara Lee,John Conyers,1
584,Barbara Lee,James P. Moran,1
585,Barbara Lee,Neil Abercrombie,1
589,Barbara Lee,Edward J. Markey,1
595,Barbara Lee,Earl Blumenauer,1
596,Barbara Lee,Henry A. Waxman,1
597,Barbara Lee,George Miller,1
599,Barbara Lee,Rush D. Holt,1
600,Barbara Lee,Robert Wexler,1
604,Barbara Lee,Marcy Kaptur,1
607,Barbara Lee,Peter A. Defazio,1
608,Barbara Lee,Tammy Baldwin,1
609,Barbara Lee,Diane E. Watson,1
611,Barbara Lee,Thomas H. Allen,1
612,Barbara Lee,Maxine Waters,1
613,Barbara Lee,G. K. Butterfield,1
623,Barbara Lee,Gary L. Ackerman,1
627,Barbara Lee,Rosa Delauro,1
630,Barbara Lee,Yvette D. Clarke,1
632,Barbara Lee,Jane Harman,1
645,Barbara Lee,Jim Mcdermott,1
646,Barbara Lee,Allyson Y. Schwartz,1
648,Barbara Lee,Jerrold Nadler,1
651,Barbara Lee,James P. Mcgovern,1
654,Barbara Lee,Juanita M. Millender-Mcdonald,1
659,Barbara Lee,James E. Clyburn,1
660,Barbara Lee,Linda T. Sanchez,1
662,Barbara Lee,"Henry C. ""Hank"" Johnson",1
665,Barbara Lee,Lynn Woolsey,1
676,Barbara Lee,Xavier Becerra,1
677,Barbara Lee,Jesse L. Jackson,1
678,Barbara Lee,Betty Mccollum,1
680,Barbara Lee,Anna G. Eshoo,1
686,Barbara Lee,Doris O. Matsui,1
689,Barbara Lee,Sanford D. Bishop,1
691,Barbara Lee,Brad Sherman,1
692,Barbara Lee,Anthony D. Weiner,1
693,Barbara Lee,Keith Ellison,1
696,Barbara Lee,Joseph Crowley,1
697,Barbara Lee,Howard L. Berman,1
699,Barbara Lee,John B. Larson,1
700,Barbara Lee,Bennie Thompson,1
701,Barbara Lee,Susan A. Davis,1
704,Barbara Lee,Lois Capps,1
705,Barbara Lee,Michael E. Capuano,1
707,Barbara Lee,Kendrick B. Meek,1
710,Barbara Lee,Diana Degette,1
714,Barbara Lee,Wm. Lacy Clay,1
715,Barbara Lee,William J. Jefferson,1
719,Barbara Lee,Sam Farr,1
724,Barbara Lee,Hilda L. Solis,1
725,Barbara Lee,Pete Stark,1
727,Barbara Lee,Edolphus Towns,1
728,Barbara Lee,Ed Pastor,1
740,Barbara Lee,Martin T. Meehan,1
742,Barbara Lee,Loretta Sanchez,1
743,Barbara Lee,David Wu,1
744,Barbara Lee,Artur Davis,1
746,Barbara Lee,John Lewis,1
756,Barbara Lee,Nydia M. Velazquez,1
770,Barbara Lee,John W. Olver,1
775,Barbara Lee,John F. Tierney,1
777,Barbara Lee,Albio Sires,1
779,Barbara Lee,Lucille Roybal-Allard,1
781,Barbara Lee,Lloyd Doggett,1
783,Barbara Lee,Michael M. Honda,1
787,Barbara Lee,Luis V. Gutierrez,1
790,Barbara Lee,John P. Sarbanes,1
799,Barbara Lee,Ellen O. Tauscher,1
808,Barbara Lee,Richard E. Neal,1
809,Barbara Lee,David E. Price,1
812,Barbara Lee,Sander M. Levin,1
821,Barbara Lee,Ruben Hinojosa,1
826,Barbara Lee,"Robert C. ""Bobby"" Scott",1
830,Barbara Lee,Gwen Moore,1
831,Barbara Lee,Debbie Wasserman Schultz,1
843,Barbara Lee,Corrine Brown,1
854,Barbara Lee,Christopher Murphy,1
858,Barbara Lee,Chaka Fattah,1
859,Barbara Lee,Michael R. Mcnulty,1
862,Barbara Lee,Julia Carson,1
863,Barbara Lee,Jerry Mcnerney,1
871,Barbara Lee,David Scott,1
877,Barbara Lee,Phil Hare,1
886,Barbara Lee,Brad Miller,1
889,Barbara Lee,Melvin Watt,1
891,Barbara Lee,Laura Richardson,1
896,Barbara Lee,Niki Tsongas,1
905,Tom Lantos,Barbara Lee,1
907,Tom Lantos,Charles B. Rangel,1
908,Tom Lantos,Adam B. Schiff,1
909,Tom Lantos,Janice D. Schakowsky,1
910,Tom Lantos,Russ Carnahan,1
911,Tom Lantos,Shelley Berkley,1
913,Tom Lantos,Carolyn B. Maloney,1
914,Tom Lantos,Bobby L. Rush,1
916,Tom Lantos,Jose E. Serrano,1
918,Tom Lantos,Carolyn Mccarthy,1
920,Tom Lantos,Emanuel Cleaver,1
921,Tom Lantos,Alcee L. Hastings,1
924,Tom Lantos,Rahm Emanuel,1
929,Tom Lantos,Jay Inslee,1
930,Tom Lantos,Eleanor Holmes Norton,1
932,Tom Lantos,Eliot L. Engel,1
933,Tom Lantos,Elijah E. Cummings,1
937,Tom Lantos,Grace F. Napolitano,1
939,Tom Lantos,Joe Baca,1
941,Tom Lantos,Albert R. Wynn,1
944,Tom Lantos,Sheila Jackson-Lee,1
945,Tom Lantos,Gregory W. Meeks,1
947,Tom Lantos,Maurice D. Hinchey,1
949,Tom Lantos,Patrick J. Kennedy,1
954,Tom Lantos,Danny K. Davis,1
958,Tom Lantos,Timothy H. Bishop,1
964,Tom Lantos,Bob Filner,1
966,Tom Lantos,Stephanie Tubbs Jones,1
969,Tom Lantos,Nita M. Lowey,1
971,Tom Lantos,Carolyn Cheeks Kilpatrick,1
980,Tom Lantos,Raul M. Grijalva,1
983,Tom Lantos,William D. Delahunt,1
986,Tom Lantos,Steve Cohen,1
991,Tom Lantos,Steven R. Rothman,1
992,Tom Lantos,Donald M. Payne,1
993,Tom Lantos,Mike Thompson,1
999,Tom Lantos,Chris Van Hollen,1
1002,Tom Lantos,Zoe Lofgren,1
1003,Tom Lantos,Frank Pallone,1
1004,Tom Lantos,Dennis J. Kucinich,1
1006,Tom Lantos,Steve Israel,1
1011,Tom Lantos,Al Green,1
1021,Tom Lantos,Dale E. Kildee,1
1022,Tom Lantos,Barney Frank,1
1026,Tom Lantos,Mazie K. Hirono,1
1027,Tom Lantos,Stephen F. Lynch,1
1036,Tom Lantos,James P. Moran,1
1041,Tom Lantos,Edward J. Markey,1
1045,Tom Lantos,Mike Doyle,1
1047,Tom Lantos,Earl Blumenauer,1
1048,Tom Lantos,Henry A. Waxman,1
1049,Tom Lantos,George Miller,1
1051,Tom Lantos,Rush D. Holt,1
1052,Tom Lantos,Robert Wexler,1
1059,Tom Lantos,Peter A. Defazio,1
1060,Tom Lantos,Tammy Baldwin,1
1061,Tom Lantos,Diane E. Watson,1
1063,Tom Lantos,Thomas H. Allen,1
1064,Tom Lantos,Maxine Waters,1
1075,Tom Lantos,Gary L. Ackerman,1
1079,Tom Lantos,Rosa Delauro,1
1082,Tom Lantos,Yvette D. Clarke,1
1084,Tom Lantos,Jane Harman,1
1088,Tom Lantos,James R. Langevin,1
1089,Tom Lantos,William J. Pascrell,1
1097,Tom Lantos,Jim Mcdermott,1
1098,Tom Lantos,Allyson Y. Schwartz,1
1100,Tom Lantos,Jerrold Nadler,1
1103,Tom Lantos,James P. Mcgovern,1
1106,Tom Lantos,Juanita M. Millender-Mcdonald,1
1112,Tom Lantos,Linda T. Sanchez,1
1114,Tom Lantos,"Henry C. ""Hank"" Johnson",1
1117,Tom Lantos,Lynn Woolsey,1
1118,Tom Lantos,Norman Dicks,1
1128,Tom Lantos,Xavier Becerra,1
1129,Tom Lantos,Jesse L. Jackson,1
1130,Tom Lantos,Betty Mccollum,1
1132,Tom Lantos,Anna G. Eshoo,1
1136,Tom Lantos,Brian Higgins,1
1138,Tom Lantos,Doris O. Matsui,1
1143,Tom Lantos,Brad Sherman,1
1144,Tom Lantos,Anthony D. Weiner,1
1148,Tom Lantos,Joseph Crowley,1
1149,Tom Lantos,Howard L. Berman,1
1153,Tom Lantos,Susan A. Davis,1
1156,Tom Lantos,Lois Capps,1
1157,Tom Lantos,Michael E. Capuano,1
1166,Tom Lantos,Wm. Lacy Clay,1
1171,Tom Lantos,Sam Farr,1
1176,Tom Lantos,Hilda L. Solis,1
1177,Tom Lantos,Pete Stark,1
1180,Tom Lantos,Ed Pastor,1
1192,Tom Lantos,Martin T. Meehan,1
1194,Tom Lantos,Loretta Sanchez,1
1195,Tom Lantos,David Wu,1
1198,Tom Lantos,John Lewis,1
1208,Tom Lantos,Nydia M. Velazquez,1
1214,Tom Lantos,Adam Smith,1
1221,Tom Lantos,Rick Larsen,1
1222,Tom Lantos,John W. Olver,1
1227,Tom Lantos,John F. Tierney,1
1229,Tom Lantos,Albio Sires,1
1231,Tom Lantos,Lucille Roybal-Allard,1
1233,Tom Lantos,Lloyd Doggett,1
1235,Tom Lantos,Michael M. Honda,1
1239,Tom Lantos,Luis V. Gutierrez,1
1251,Tom Lantos,Ellen O. Tauscher,1
1252,Tom Lantos,Tom Udall,1
1253,Tom Lantos,Ron Klein,1
1260,Tom Lantos,Richard E. Neal,1
1261,Tom Lantos,David E. Price,1
1264,Tom Lantos,Sander M. Levin,1
1282,Tom Lantos,Gwen Moore,1
1283,Tom Lantos,Debbie Wasserman Schultz,1
1304,Tom Lantos,C. A. Dutch Ruppersberger,1
1306,Tom Lantos,Christopher Murphy,1
1310,Tom Lantos,Chaka Fattah,1
1311,Tom Lantos,Michael R. Mcnulty,1
1314,Tom Lantos,Julia Carson,1
1315,Tom Lantos,Jerry Mcnerney,1
1323,Tom Lantos,David Scott,1
1328,Tom Lantos,Jim Costa,1
1356,Charles B. Rangel,Louise M. Slaughter,1
1357,Charles B. Rangel,Barbara Lee,1
1358,Charles B. Rangel,Tom Lantos,1
1361,Charles B. Rangel,Janice D. Schakowsky,1
1365,Charles B. Rangel,Carolyn B. Maloney,1
1366,Charles B. Rangel,Bobby L. Rush,1
1368,Charles B. Rangel,Jose E. Serrano,1
1370,Charles B. Rangel,Carolyn Mccarthy,1
1372,Charles B. Rangel,Emanuel Cleaver,1
1373,Charles B. Rangel,Alcee L. Hastings,1
1376,Charles B. Rangel,Rahm Emanuel,1
1382,Charles B. Rangel,Eleanor Holmes Norton,1
1384,Charles B. Rangel,Eliot L. Engel,1
1385,Charles B. Rangel,Elijah E. Cummings,1
1387,Charles B. Rangel,Eddie Bernice Johnson,1
1393,Charles B. Rangel,Albert R. Wynn,1
1396,Charles B. Rangel,Sheila Jackson-Lee,1
1397,Charles B. Rangel,Gregory W. Meeks,1
1399,Charles B. Rangel,Maurice D. Hinchey,1
1401,Charles B. Rangel,Patrick J. Kennedy,1
1406,Charles B. Rangel,Danny K. Davis,1
1418,Charles B. Rangel,Stephanie Tubbs Jones,1
1421,Charles B. Rangel,Nita M. Lowey,1
1423,Charles B. Rangel,Carolyn Cheeks Kilpatrick,1
1428,Charles B. Rangel,Robert A. Brady,1
1432,Charles B. Rangel,Raul M. Grijalva,1
1434,Charles B. Rangel,Donna M. Christensen,1
1435,Charles B. Rangel,William D. Delahunt,1
1438,Charles B. Rangel,Steve Cohen,1
1443,Charles B. Rangel,Steven R. Rothman,1
1444,Charles B. Rangel,Donald M. Payne,1
1451,Charles B. Rangel,Chris Van Hollen,1
1456,Charles B. Rangel,Dennis J. Kucinich,1
1458,Charles B. Rangel,Steve Israel,1
1463,Charles B. Rangel,Al Green,1
1479,Charles B. Rangel,Stephen F. Lynch,1
1481,Charles B. Rangel,John Conyers,1
1488,Charles B. Rangel,James P. Moran,1
1493,Charles B. Rangel,Edward J. Markey,1
1500,Charles B. Rangel,Henry A. Waxman,1
1501,Charles B. Rangel,George Miller,1
1512,Charles B. Rangel,Tammy Baldwin,1
1513,Charles B. Rangel,Diane E. Watson,1
1516,Charles B. Rangel,Maxine Waters,1
1517,Charles B. Rangel,G. K. Butterfield,1
1527,Charles B. Rangel,Gary L. Ackerman,1
1531,Charles B. Rangel,Rosa Delauro,1
1534,Charles B. Rangel,Yvette D. Clarke,1
1536,Charles B. Rangel,Jane Harman,1
1541,Charles B. Rangel,William J. Pascrell,1
1549,Charles B. Rangel,Jim Mcdermott,1
1552,Charles B. Rangel,Jerrold Nadler,1
1555,Charles B. Rangel,James P. Mcgovern,1
1558,Charles B. Rangel,Juanita M. Millender-Mcdonald,1
1563,Charles B. Rangel,James E. Clyburn,1
1564,Charles B. Rangel,Linda T. Sanchez,1
1566,Charles B. Rangel,"Henry C. ""Hank"" Johnson",1
1569,Charles B. Rangel,Lynn Woolsey,1
1580,Charles B. Rangel,Xavier Becerra,1
1581,Charles B. Rangel,Jesse L. Jackson,1
1582,Charles B. Rangel,Betty Mccollum,1
1588,Charles B. Rangel,Brian Higgins,1
1593,Charles B. Rangel,Sanford D. Bishop,1
1596,Charles B. Rangel,Anthony D. Weiner,1
1597,Charles B. Rangel,Keith Ellison,1
1600,Charles B. Rangel,Joseph Crowley,1
1601,Charles B. Rangel,Howard L. Berman,1
1603,Charles B. Rangel,John B. Larson,1
1604,Charles B. Rangel,Bennie Thompson,1
1609,Charles B. Rangel,Michael E. Capuano,1
1611,Charles B. Rangel,Kendrick B. Meek,1
1618,Charles B. Rangel,Wm. Lacy Clay,1
1619,Charles B. Rangel,William J. Jefferson,1
1623,Charles B. Rangel,Sam Farr,1
1628,Charles B. Rangel,Hilda L. Solis,1
1629,Charles B. Rangel,Pete Stark,1
1631,Charles B. Rangel,Edolphus Towns,1
1644,Charles B. Rangel,Martin T. Meehan,1
1648,Charles B. Rangel,Artur Davis,1
1650,Charles B. Rangel,John Lewis,1
1660,Charles B. Rangel,Nydia M. Velazquez,1
1674,Charles B. Rangel,John W. Olver,1
1679,Charles B. Rangel,John F. Tierney,1
1683,Charles B. Rangel,Lucille Roybal-Allard,1
1687,Charles B. Rangel,Michael M. Honda,1
1691,Charles B. Rangel,Luis V. Gutierrez,1
1712,Charles B. Rangel,Richard E. Neal,1
1716,Charles B. Rangel,Sander M. Levin,1
1730,Charles B. Rangel,"Robert C. ""Bobby"" Scott",1
1734,Charles B. Rangel,Gwen Moore,1
1735,Charles B. Rangel,Debbie Wasserman Schultz,1
1747,Charles B. Rangel,Corrine Brown,1
1762,Charles B. Rangel,Chaka Fattah,1
1763,Charles B. Rangel,Michael R. Mcnulty,1
1766,Charles B. Rangel,Julia Carson,1
1775,Charles B. Rangel,David Scott,1
1793,Charles B. Rangel,Melvin Watt,1
1808,Adam B. Schiff,Louise M. Slaughter,1
1809,Adam B. Schiff,Barbara Lee,1
1810,Adam B. Schiff,Tom Lantos,1
1813,Adam B. Schiff,Janice D. Schakowsky,1
1814,Adam B. Schiff,Russ Carnahan,1
1815,Adam B. Schiff,Shelley Berkley,1
1817,Adam B. Schiff,Carolyn B. Maloney,1
1818,Adam B. Schiff,Bobby L. Rush,1
1820,Adam B. Schiff,Jose E. Serrano,1
1822,Adam B. Schiff,Carolyn Mccarthy,1
1824,Adam B. Schiff,Emanuel Cleaver,1
1825,Adam B. Schiff,Alcee L. Hastings,1
1828,Adam B. Schiff,Rahm Emanuel,1
1832,Adam B. Schiff,James H. Cooper,1
1833,Adam B. Schiff,Jay Inslee,1
1834,Adam B. Schiff,Eleanor Holmes Norton,1
1836,Adam B. Schiff,Eliot L. Engel,1
1837,Adam B. Schiff,Elijah E. Cummings,1
1839,Adam B. Schiff,Eddie Bernice Johnson,1
1841,Adam B. Schiff,Grace F. Napolitano,1
1843,Adam B. Schiff,Joe Baca,1
1845,Adam B. Schiff,Albert R. Wynn,1
1848,Adam B. Schiff,Sheila Jackson-Lee,1
1849,Adam B. Schiff,Gregory W. Meeks,1
1850,Adam B. Schiff,Betty Sutton,1
1851,Adam B. Schiff,Maurice D. Hinchey,1
1853,Adam B. Schiff,Patrick J. Kennedy,1
1858,Adam B. Schiff,Danny K. Davis,1
1861,Adam B. Schiff,Steny H. Hoyer,1
1862,Adam B. Schiff,Timothy H. Bishop,1
1864,Adam B. Schiff,Patrick J. Murphy,1
1868,Adam B. Schiff,Bob Filner,1
1870,Adam B. Schiff,Stephanie Tubbs Jones,1
1873,Adam B. Schiff,Nita M. Lowey,1
1875,Adam B. Schiff,Carolyn Cheeks Kilpatrick,1
1879,Adam B. Schiff,Timothy J. Walz,1
1881,Adam B. Schiff,John J. Hall,1
1884,Adam B. Schiff,Raul M. Grijalva,1
1885,Adam B. Schiff,Robert E. Andrews,1
1887,Adam B. Schiff,William D. Delahunt,1
1890,Adam B. Schiff,Steve Cohen,1
1892,Adam B. Schiff,John M. Spratt,1
1895,Adam B. Schiff,Steven R. Rothman,1
1896,Adam B. Schiff,Donald M. Payne,1
1897,Adam B. Schiff,Mike Thompson,1
1902,Adam B. Schiff,Mark Udall,1
1903,Adam B. Schiff,Chris Van Hollen,1
1905,Adam B. Schiff,Bart Gordon,1
1906,Adam B. Schiff,Zoe Lofgren,1
1907,Adam B. Schiff,Frank Pallone,1
1908,Adam B. Schiff,Dennis J. Kucinich,1
1910,Adam B. Schiff,Steve Israel,1
1915,Adam B. Schiff,Al Green,1
1917,Adam B. Schiff,Gene Green,1
1918,Adam B. Schiff,Ed Perlmutter,1
1919,Adam B. Schiff,Carol Shea-Porter,1
