,From,To,edge
59666,James P. Moran,Tom Lantos,1
59667,James P. Moran,Charles B. Rangel,1
59668,James P. Moran,Adam B. Schiff,1
59669,James P. Moran,Janice D. Schakowsky,1
59670,James P. Moran,Russ Carnahan,1
59671,James P. Moran,Shelley Berkley,1
59673,James P. Moran,Carolyn B. Maloney,1
59674,James P. Moran,Bobby L. Rush,1
59676,James P. Moran,Jose E. Serrano,1
59677,James P. Moran,Christopher Shays,1
59678,James P. Moran,Carolyn Mccarthy,1
59680,James P. Moran,Emanuel Cleaver,1
59681,James P. Moran,Alcee L. Hastings,1
59684,James P. Moran,Rahm Emanuel,1
59689,James P. Moran,Jay Inslee,1
59690,James P. Moran,Eleanor Holmes Norton,1
59692,James P. Moran,Eliot L. Engel,1
59693,James P. Moran,Elijah E. Cummings,1
59695,James P. Moran,Eddie Bernice Johnson,1
59697,James P. Moran,Grace F. Napolitano,1
59701,James P. Moran,Albert R. Wynn,1
59704,James P. Moran,Sheila Jackson-Lee,1
59705,James P. Moran,Gregory W. Meeks,1
59706,James P. Moran,Betty Sutton,1
59707,James P. Moran,Maurice D. Hinchey,1
59709,James P. Moran,Patrick J. Kennedy,1
59714,James P. Moran,Danny K. Davis,1
59717,James P. Moran,Steny H. Hoyer,1
59718,James P. Moran,Timothy H. Bishop,1
59720,James P. Moran,Patrick J. Murphy,1
59724,James P. Moran,Bob Filner,1
59726,James P. Moran,Stephanie Tubbs Jones,1
59729,James P. Moran,Nita M. Lowey,1
59731,James P. Moran,Carolyn Cheeks Kilpatrick,1
59736,James P. Moran,Robert A. Brady,1
59740,James P. Moran,Raul M. Grijalva,1
59741,James P. Moran,Robert E. Andrews,1
59743,James P. Moran,William D. Delahunt,1
59746,James P. Moran,Steve Cohen,1
59751,James P. Moran,Steven R. Rothman,1
59752,James P. Moran,Donald M. Payne,1
59753,James P. Moran,Mike Thompson,1
59758,James P. Moran,Mark Udall,1
59759,James P. Moran,Chris Van Hollen,1
59760,James P. Moran,Frank R. Wolf,1
59762,James P. Moran,Zoe Lofgren,1
59763,James P. Moran,Frank Pallone,1
59764,James P. Moran,Dennis J. Kucinich,1
59766,James P. Moran,Steve Israel,1
59771,James P. Moran,Al Green,1
59773,James P. Moran,Gene Green,1
59774,James P. Moran,Ed Perlmutter,1
59775,James P. Moran,Carol Shea-Porter,1
59781,James P. Moran,Dale E. Kildee,1
59782,James P. Moran,Barney Frank,1
59786,James P. Moran,Mazie K. Hirono,1
59787,James P. Moran,Stephen F. Lynch,1
59789,James P. Moran,John Conyers,1
59797,James P. Moran,Neil Abercrombie,1
59801,James P. Moran,Edward J. Markey,1
59803,James P. Moran,Madeleine Z. Bordallo,1
59805,James P. Moran,Mike Doyle,1
59807,James P. Moran,Earl Blumenauer,1
59808,James P. Moran,Henry A. Waxman,1
59809,James P. Moran,George Miller,1
59811,James P. Moran,Rush D. Holt,1
59812,James P. Moran,Robert Wexler,1
59816,James P. Moran,Marcy Kaptur,1
59819,James P. Moran,Peter A. Defazio,1
59820,James P. Moran,Tammy Baldwin,1
59821,James P. Moran,Diane E. Watson,1
59823,James P. Moran,Thomas H. Allen,1
59824,James P. Moran,Maxine Waters,1
59832,James P. Moran,Nick J. Rahall,1
59835,James P. Moran,Gary L. Ackerman,1
59839,James P. Moran,Rosa Delauro,1
59842,James P. Moran,Yvette D. Clarke,1
59844,James P. Moran,Jane Harman,1
59848,James P. Moran,James R. Langevin,1
59849,James P. Moran,William J. Pascrell,1
59855,James P. Moran,Rick Boucher,1
59857,James P. Moran,Jim Mcdermott,1
59858,James P. Moran,Allyson Y. Schwartz,1
59860,James P. Moran,Jerrold Nadler,1
59863,James P. Moran,James P. Mcgovern,1
59868,James P. Moran,Thomas M. Davis,1
59871,James P. Moran,James E. Clyburn,1
59872,James P. Moran,Linda T. Sanchez,1
59874,James P. Moran,"Henry C. ""Hank"" Johnson",1
59876,James P. Moran,Darlene Hooley,1
59877,James P. Moran,Lynn Woolsey,1
59878,James P. Moran,Norman Dicks,1
59883,James P. Moran,John P. Murtha,1
59889,James P. Moran,Jesse L. Jackson,1
59890,James P. Moran,Betty Mccollum,1
59892,James P. Moran,Anna G. Eshoo,1
59893,James P. Moran,Brian Baird,1
59894,James P. Moran,Peter Welch,1
59896,James P. Moran,Brian Higgins,1
59898,James P. Moran,Doris O. Matsui,1
59901,James P. Moran,Sanford D. Bishop,1
59903,James P. Moran,Brad Sherman,1
59904,James P. Moran,Anthony D. Weiner,1
59905,James P. Moran,Keith Ellison,1
59908,James P. Moran,Joseph Crowley,1
59909,James P. Moran,Howard L. Berman,1
59911,James P. Moran,John B. Larson,1
59913,James P. Moran,Susan A. Davis,1
59914,James P. Moran,Charles A. Gonzalez,1
59916,James P. Moran,Lois Capps,1
59917,James P. Moran,Michael E. Capuano,1
59922,James P. Moran,Diana Degette,1
59925,James P. Moran,Leonard L. Boswell,1
59926,James P. Moran,Wm. Lacy Clay,1
59927,James P. Moran,William J. Jefferson,1
59929,James P. Moran,Dennis Moore,1
59930,James P. Moran,Tim Ryan,1
59931,James P. Moran,Sam Farr,1
59935,James P. Moran,Victor F. Snyder,1
59936,James P. Moran,Hilda L. Solis,1
59937,James P. Moran,Pete Stark,1
59939,James P. Moran,Edolphus Towns,1
59940,James P. Moran,Ed Pastor,1
59952,James P. Moran,Martin T. Meehan,1
59954,James P. Moran,Loretta Sanchez,1
59955,James P. Moran,David Wu,1
59958,James P. Moran,John Lewis,1
59959,James P. Moran,James L. Oberstar,1
59960,James P. Moran,Silvestre Reyes,1
59974,James P. Moran,Adam Smith,1
59975,James P. Moran,Ron Kind,1
59977,James P. Moran,Harry E. Mitchell,1
59981,James P. Moran,Rick Larsen,1
59982,James P. Moran,John W. Olver,1
59987,James P. Moran,John F. Tierney,1
59989,James P. Moran,Albio Sires,1
59991,James P. Moran,Lucille Roybal-Allard,1
59993,James P. Moran,Lloyd Doggett,1
59995,James P. Moran,Michael M. Honda,1
59999,James P. Moran,Luis V. Gutierrez,1
60002,James P. Moran,John P. Sarbanes,1
60011,James P. Moran,Ellen O. Tauscher,1
60012,James P. Moran,Tom Udall,1
60019,James P. Moran,David Loebsack,1
60020,James P. Moran,Richard E. Neal,1
60021,James P. Moran,David E. Price,1
60024,James P. Moran,Sander M. Levin,1
60026,James P. Moran,Bruce L. Braley,1
60027,James P. Moran,Paul W. Hodes,1
60032,James P. Moran,Michael H. Michaud,1
60033,James P. Moran,Ruben Hinojosa,1
60037,James P. Moran,Bob Etheridge,1
60038,James P. Moran,"Robert C. ""Bobby"" Scott",1
60042,James P. Moran,Gwen Moore,1
60043,James P. Moran,Debbie Wasserman Schultz,1
60055,James P. Moran,Corrine Brown,1
60060,James P. Moran,Joe Courtney,1
60064,James P. Moran,C. A. Dutch Ruppersberger,1
60066,James P. Moran,Christopher Murphy,1
60069,James P. Moran,Ben Chandler,1
60070,James P. Moran,Chaka Fattah,1
60071,James P. Moran,Michael R. Mcnulty,1
60074,James P. Moran,Julia Carson,1
60075,James P. Moran,Jerry Mcnerney,1
60077,James P. Moran,Joe Sestak,1
60079,James P. Moran,John A. Yarmuth,1
60089,James P. Moran,Phil Hare,1
60098,James P. Moran,Brad Miller,1
60108,James P. Moran,Niki Tsongas,1
60116,Neil Abercrombie,Louise M. Slaughter,1
60117,Neil Abercrombie,Barbara Lee,1
60120,Neil Abercrombie,Adam B. Schiff,1
60121,Neil Abercrombie,Janice D. Schakowsky,1
60123,Neil Abercrombie,Shelley Berkley,1
60125,Neil Abercrombie,Carolyn B. Maloney,1
60126,Neil Abercrombie,Bobby L. Rush,1
60128,Neil Abercrombie,Jose E. Serrano,1
60130,Neil Abercrombie,Carolyn Mccarthy,1
60132,Neil Abercrombie,Emanuel Cleaver,1
60133,Neil Abercrombie,Alcee L. Hastings,1
60141,Neil Abercrombie,Jay Inslee,1
60144,Neil Abercrombie,Eliot L. Engel,1
60145,Neil Abercrombie,Elijah E. Cummings,1
60147,Neil Abercrombie,Eddie Bernice Johnson,1
60149,Neil Abercrombie,Grace F. Napolitano,1
60152,Neil Abercrombie,Stephanie Herseth Sandlin,1
60153,Neil Abercrombie,Albert R. Wynn,1
60158,Neil Abercrombie,Betty Sutton,1
60159,Neil Abercrombie,Maurice D. Hinchey,1
60161,Neil Abercrombie,Patrick J. Kennedy,1
60166,Neil Abercrombie,Danny K. Davis,1
60170,Neil Abercrombie,Timothy H. Bishop,1
60172,Neil Abercrombie,Patrick J. Murphy,1
60176,Neil Abercrombie,Bob Filner,1
60178,Neil Abercrombie,Stephanie Tubbs Jones,1
60181,Neil Abercrombie,Nita M. Lowey,1
60184,Neil Abercrombie,Solomon P. Ortiz,1
60187,Neil Abercrombie,Timothy J. Walz,1
60188,Neil Abercrombie,Robert A. Brady,1
60189,Neil Abercrombie,John J. Hall,1
60192,Neil Abercrombie,Raul M. Grijalva,1
60193,Neil Abercrombie,Robert E. Andrews,1
60195,Neil Abercrombie,William D. Delahunt,1
60198,Neil Abercrombie,Steve Cohen,1
60200,Neil Abercrombie,John M. Spratt,1
60203,Neil Abercrombie,Steven R. Rothman,1
60204,Neil Abercrombie,Donald M. Payne,1
60205,Neil Abercrombie,Mike Thompson,1
60210,Neil Abercrombie,Mark Udall,1
60211,Neil Abercrombie,Chris Van Hollen,1
60213,Neil Abercrombie,Bart Gordon,1
60214,Neil Abercrombie,Zoe Lofgren,1
60215,Neil Abercrombie,Frank Pallone,1
60216,Neil Abercrombie,Dennis J. Kucinich,1
60218,Neil Abercrombie,Steve Israel,1
60223,Neil Abercrombie,Al Green,1
60225,Neil Abercrombie,Gene Green,1
60226,Neil Abercrombie,Ed Perlmutter,1
60227,Neil Abercrombie,Carol Shea-Porter,1
60233,Neil Abercrombie,Dale E. Kildee,1
60234,Neil Abercrombie,Barney Frank,1
60238,Neil Abercrombie,Mazie K. Hirono,1
60239,Neil Abercrombie,Stephen F. Lynch,1
60241,Neil Abercrombie,John Conyers,1
60247,Neil Abercrombie,Paul E. Kanjorski,1
60248,Neil Abercrombie,James P. Moran,1
60253,Neil Abercrombie,Edward J. Markey,1
60257,Neil Abercrombie,Mike Doyle,1
60259,Neil Abercrombie,Earl Blumenauer,1
60260,Neil Abercrombie,Henry A. Waxman,1
60261,Neil Abercrombie,George Miller,1
60263,Neil Abercrombie,Rush D. Holt,1
60264,Neil Abercrombie,Robert Wexler,1
60268,Neil Abercrombie,Marcy Kaptur,1
60271,Neil Abercrombie,Peter A. Defazio,1
60272,Neil Abercrombie,Tammy Baldwin,1
60273,Neil Abercrombie,Diane E. Watson,1
60274,Neil Abercrombie,Jason Altmire,1
60275,Neil Abercrombie,Thomas H. Allen,1
60278,Neil Abercrombie,Mike Ross,1
60284,Neil Abercrombie,Nick J. Rahall,1
60287,Neil Abercrombie,Gary L. Ackerman,1
60290,Neil Abercrombie,Gabrielle Giffords,1
60291,Neil Abercrombie,Rosa Delauro,1
60294,Neil Abercrombie,Yvette D. Clarke,1
60296,Neil Abercrombie,Jane Harman,1
60300,Neil Abercrombie,James R. Langevin,1
60301,Neil Abercrombie,William J. Pascrell,1
60307,Neil Abercrombie,Rick Boucher,1
60309,Neil Abercrombie,Jim Mcdermott,1
60310,Neil Abercrombie,Allyson Y. Schwartz,1
60312,Neil Abercrombie,Jerrold Nadler,1
60315,Neil Abercrombie,James P. Mcgovern,1
60324,Neil Abercrombie,Linda T. Sanchez,1
60326,Neil Abercrombie,"Henry C. ""Hank"" Johnson",1
60328,Neil Abercrombie,Darlene Hooley,1
60329,Neil Abercrombie,Lynn Woolsey,1
60330,Neil Abercrombie,Norman Dicks,1
60333,Neil Abercrombie,Michael A. Arcuri,1
60335,Neil Abercrombie,John P. Murtha,1
60340,Neil Abercrombie,Xavier Becerra,1
60341,Neil Abercrombie,Jesse L. Jackson,1
60342,Neil Abercrombie,Betty Mccollum,1
60343,Neil Abercrombie,Kirsten E. Gillibrand,1
60344,Neil Abercrombie,Anna G. Eshoo,1
60345,Neil Abercrombie,Brian Baird,1
60346,Neil Abercrombie,Peter Welch,1
60348,Neil Abercrombie,Brian Higgins,1
60350,Neil Abercrombie,Doris O. Matsui,1
60356,Neil Abercrombie,Anthony D. Weiner,1
60357,Neil Abercrombie,Keith Ellison,1
60361,Neil Abercrombie,Howard L. Berman,1
60363,Neil Abercrombie,John B. Larson,1
60365,Neil Abercrombie,Susan A. Davis,1
60366,Neil Abercrombie,Charles A. Gonzalez,1
60368,Neil Abercrombie,Lois Capps,1
60369,Neil Abercrombie,Michael E. Capuano,1
60374,Neil Abercrombie,Diana Degette,1
60377,Neil Abercrombie,Leonard L. Boswell,1
60378,Neil Abercrombie,Wm. Lacy Clay,1
60381,Neil Abercrombie,Dennis Moore,1
60382,Neil Abercrombie,Tim Ryan,1
60383,Neil Abercrombie,Sam Farr,1
60387,Neil Abercrombie,Victor F. Snyder,1
60388,Neil Abercrombie,Hilda L. Solis,1
60389,Neil Abercrombie,Pete Stark,1
60392,Neil Abercrombie,Ed Pastor,1
60398,Neil Abercrombie,Marion Berry,1
60401,Neil Abercrombie,Robert E. Cramer,1
60404,Neil Abercrombie,Martin T. Meehan,1
60406,Neil Abercrombie,Loretta Sanchez,1
60407,Neil Abercrombie,David Wu,1
60410,Neil Abercrombie,John Lewis,1
60411,Neil Abercrombie,James L. Oberstar,1
60412,Neil Abercrombie,Silvestre Reyes,1
60426,Neil Abercrombie,Adam Smith,1
60429,Neil Abercrombie,Harry E. Mitchell,1
60433,Neil Abercrombie,Rick Larsen,1
60434,Neil Abercrombie,John W. Olver,1
60439,Neil Abercrombie,John F. Tierney,1
60441,Neil Abercrombie,Albio Sires,1
60443,Neil Abercrombie,Lucille Roybal-Allard,1
60445,Neil Abercrombie,Lloyd Doggett,1
60447,Neil Abercrombie,Michael M. Honda,1
60451,Neil Abercrombie,Luis V. Gutierrez,1
60454,Neil Abercrombie,John P. Sarbanes,1
60463,Neil Abercrombie,Ellen O. Tauscher,1
60464,Neil Abercrombie,Tom Udall,1
60471,Neil Abercrombie,David Loebsack,1
60472,Neil Abercrombie,Richard E. Neal,1
60473,Neil Abercrombie,David E. Price,1
60474,Neil Abercrombie,Jerry F. Costello,1
60478,Neil Abercrombie,Bruce L. Braley,1
60479,Neil Abercrombie,Paul W. Hodes,1
60484,Neil Abercrombie,Michael H. Michaud,1
60485,Neil Abercrombie,Ruben Hinojosa,1
60489,Neil Abercrombie,Bob Etheridge,1
60490,Neil Abercrombie,"Robert C. ""Bobby"" Scott",1
60494,Neil Abercrombie,Gwen Moore,1
60495,Neil Abercrombie,Debbie Wasserman Schultz,1
60507,Neil Abercrombie,Corrine Brown,1
60512,Neil Abercrombie,Joe Courtney,1
60516,Neil Abercrombie,C. A. Dutch Ruppersberger,1
60517,Neil Abercrombie,Kathy Castor,1
60518,Neil Abercrombie,Christopher Murphy,1
60521,Neil Abercrombie,Ben Chandler,1
60522,Neil Abercrombie,Chaka Fattah,1
60523,Neil Abercrombie,Michael R. Mcnulty,1
60526,Neil Abercrombie,Julia Carson,1
60527,Neil Abercrombie,Jerry Mcnerney,1
60529,Neil Abercrombie,Joe Sestak,1
60531,Neil Abercrombie,John A. Yarmuth,1
60541,Neil Abercrombie,Phil Hare,1
60544,Neil Abercrombie,Gene Taylor,1
60546,Neil Abercrombie,Alan B. Mollohan,1
60550,Neil Abercrombie,Brad Miller,1
60551,Neil Abercrombie,Mike Mcintyre,1
60560,Neil Abercrombie,Niki Tsongas,1
60576,Gus M. Bilirakis,Shelley Moore Capito,1
60586,Gus M. Bilirakis,Barbara Cubin,1
60587,Gus M. Bilirakis,Jo Ann Davis,1
60589,Gus M. Bilirakis,Virgil H. Goode,1
60590,Gus M. Bilirakis,Cliff Stearns,1
60591,Gus M. Bilirakis,W. Todd Akin,1
60595,Gus M. Bilirakis,Henry E. Brown,1
60602,Gus M. Bilirakis,Joe Wilson,1
60606,Gus M. Bilirakis,Steve Chabot,1
60607,Gus M. Bilirakis,Trent Franks,1
60614,Gus M. Bilirakis,Dana Rohrabacher,1
60615,Gus M. Bilirakis,Christopher H. Smith,1
60617,Gus M. Bilirakis,Ileana Ros-Lehtinen,1
60620,Gus M. Bilirakis,George P. Radanovich,1
60625,Gus M. Bilirakis,Heather Wilson,1
60626,Gus M. Bilirakis,Tom Latham,1
60627,Gus M. Bilirakis,Charles W. Dent,1
60629,Gus M. Bilirakis,Thomas G. Tancredo,1
60631,Gus M. Bilirakis,Don E. Young,1
60632,Gus M. Bilirakis,Vern Buchanan,1
60634,Gus M. Bilirakis,David Dreier,1
60637,Gus M. Bilirakis,Nathan Deal,1
60638,Gus M. Bilirakis,Bill Sali,1
60642,Gus M. Bilirakis,Peter T. King,1
60643,Gus M. Bilirakis,Zach Wamp,1
60649,Gus M. Bilirakis,Kenny Marchant,1
60653,Gus M. Bilirakis,Elton Gallegly,1
60654,Gus M. Bilirakis,Edward Whitfield,1
60658,Gus M. Bilirakis,"John R. ""Randy"" Kuhl",1
60659,Gus M. Bilirakis,K. Michael Conaway,1
60661,Gus M. Bilirakis,J. Gresham Barrett,1
60664,Gus M. Bilirakis,Frank R. Wolf,1
60669,Gus M. Bilirakis,Ginny Brown-Waite,1
60671,Gus M. Bilirakis,Harold Rogers,1
60672,Gus M. Bilirakis,Ed Royce,1
60673,Gus M. Bilirakis,Jean Schmidt,1
60674,Gus M. Bilirakis,Roscoe G. Bartlett,1
60676,Gus M. Bilirakis,Allen Jr. Boyd,1
60681,Gus M. Bilirakis,Scott Garrett,1
60683,Gus M. Bilirakis,Mary Fallin,1
60687,Gus M. Bilirakis,Mario Diaz-Balart,1
60688,Gus M. Bilirakis,Thelma D. Drake,1
60689,Gus M. Bilirakis,Jack Kingston,1
60695,Gus M. Bilirakis,Mary Bono,1
60697,Gus M. Bilirakis,Pete Sessions,1
60698,Gus M. Bilirakis,Donald Manzullo,1
60703,Gus M. Bilirakis,John Boozman,1
60704,Gus M. Bilirakis,Mike Rogers,1
60706,Gus M. Bilirakis,Ted Poe,1
60708,Gus M. Bilirakis,Kay Granger,1
60714,Gus M. Bilirakis,Jeb Hensarling,1
60717,Gus M. Bilirakis,Jeff Miller,1
60719,Gus M. Bilirakis,Phil Gingrey,1
60722,Gus M. Bilirakis,Bill Shuster,1
60731,Gus M. Bilirakis,Gary Miller,1
60732,Gus M. Bilirakis,Patrick J. Tiberi,1
60733,Gus M. Bilirakis,Rodney Alexander,1
60734,Gus M. Bilirakis,Geoff Davis,1
60735,Gus M. Bilirakis,John Shadegg,1
60737,Gus M. Bilirakis,Tom Feeney,1
60738,Gus M. Bilirakis,Dean Heller,1
60741,Gus M. Bilirakis,Mark Edward Souder,1
60744,Gus M. Bilirakis,Roy Blunt,1
60749,Gus M. Bilirakis,Robert B. Aderholt,1
60750,Gus M. Bilirakis,John E. Peterson,1
60751,Gus M. Bilirakis,Sam Graves,1
60754,Gus M. Bilirakis,Adrian Smith,1
60756,Gus M. Bilirakis,Louie Gohmert,1
60758,Gus M. Bilirakis,Howard Coble,1
60760,Gus M. Bilirakis,Thaddeus G. Mccotter,1
60766,Gus M. Bilirakis,Doug Lamborn,1
60768,Gus M. Bilirakis,Walter B. Jones,1
60769,Gus M. Bilirakis,Luis G. Fortuno,1
60773,Gus M. Bilirakis,Mike Pence,1
60774,Gus M. Bilirakis,Mike Rogers.1,1
60777,Gus M. Bilirakis,Gerald C. Weller,1
60783,Gus M. Bilirakis,Todd Tiahrt,1
60784,Gus M. Bilirakis,Robert W. Goodlatte,1
60786,Gus M. Bilirakis,Virginia Foxx,1
60788,Gus M. Bilirakis,Steve King,1
60799,Gus M. Bilirakis,Candice S. Miller,1
60804,Gus M. Bilirakis,Marilyn N. Musgrave,1
60806,Gus M. Bilirakis,Tom Price,1
60810,Gus M. Bilirakis,John Campbell,1
60814,Gus M. Bilirakis,Peter Hoekstra,1
60822,Gus M. Bilirakis,Vito Fossella,1
60827,Gus M. Bilirakis,John Sullivan,1
60836,Gus M. Bilirakis,Ron Lewis,1
60837,Gus M. Bilirakis,Connie Mack,1
60845,Gus M. Bilirakis,Thomas M. Reynolds,1
60846,Gus M. Bilirakis,Ric Keller,1
60847,Gus M. Bilirakis,Robin Hayes,1
60849,Gus M. Bilirakis,Joe Knollenberg,1
60851,Gus M. Bilirakis,Ken Calvert,1
60857,Gus M. Bilirakis,Tim Murphy,1
60861,Gus M. Bilirakis,Rick Renzi,1
60865,Gus M. Bilirakis,J. Randy Forbes,1
60870,Gus M. Bilirakis,Steven C. Latourette,1
60875,Gus M. Bilirakis,Peter J. Roskam,1
60876,Gus M. Bilirakis,Michael K. Simpson,1
60877,Gus M. Bilirakis,Rob Bishop,1
60880,Gus M. Bilirakis,Stephen E. Buyer,1
60883,Gus M. Bilirakis,Rodney Frelinghuysen,1
60888,Gus M. Bilirakis,Lincoln Diaz-Balart,1
60889,Gus M. Bilirakis,Marsha Blackburn,1
60892,Gus M. Bilirakis,H. James Saxton,1
60900,Gus M. Bilirakis,John Linder,1
60901,Gus M. Bilirakis,Sue Wilkins Myrick,1
60905,Gus M. Bilirakis,Kevin Mccarthy,1
60909,Gus M. Bilirakis,Terry Everett,1
60912,Gus M. Bilirakis,Dan Burton,1
60917,Gus M. Bilirakis,Ron Klein,1
60919,Gus M. Bilirakis,Howard P. Mckeon,1
60921,Gus M. Bilirakis,John L. Mica,1
60922,Gus M. Bilirakis,Frank A. Lobiondo,1
60933,Gus M. Bilirakis,John Abney Culberson,1
60939,Gus M. Bilirakis,Adam H. Putnam,1
60943,Gus M. Bilirakis,Dave Weldon,1
60945,Gus M. Bilirakis,Michael T. Mccaul,1
60950,Gus M. Bilirakis,Greg Walden,1
60951,Gus M. Bilirakis,Brian P. Bilbray,1
60954,Gus M. Bilirakis,Duncan Hunter,1
60958,Gus M. Bilirakis,Randy Neugebauer,1
60960,Gus M. Bilirakis,John R. Carter,1
60962,Gus M. Bilirakis,Tim Mahoney,1
60963,Gus M. Bilirakis,Jo Bonner,1
60965,Gus M. Bilirakis,Ralph M. Hall,1
60966,Gus M. Bilirakis,Sam Johnson,1
60971,Gus M. Bilirakis,David Davis,1
60972,Gus M. Bilirakis,John Kline,1
60980,Gus M. Bilirakis,Jon C. Porter,1
60982,Gus M. Bilirakis,Frank D. Lucas,1
60984,Gus M. Bilirakis,Lynn A. Westmoreland,1
60985,Gus M. Bilirakis,Eric Cantor,1
60988,Gus M. Bilirakis,Ander Crenshaw,1
60990,Gus M. Bilirakis,Jim Jordan,1
60995,Gus M. Bilirakis,Cathy Mcmorris Rodgers,1
60999,Gus M. Bilirakis,Patrick Mchenry,1
61000,Gus M. Bilirakis,Spencer Bachus,1
61004,Gus M. Bilirakis,Michele Bachmann,1
61006,Gus M. Bilirakis,Roger F. Wicker,1
61008,Gus M. Bilirakis,Jerry Lewis,1
61009,Gus M. Bilirakis,Bob Inglis,1
61010,Gus M. Bilirakis,C. W. Bill Young,1
61011,Gus M. Bilirakis,Robert J. Wittman,1
61014,Gus M. Bilirakis,Robert E. Latta,1
61028,John Boozman,Shelley Moore Capito,1
61031,John Boozman,Paul Ryan,1
61038,John Boozman,Barbara Cubin,1
61039,John Boozman,Jo Ann Davis,1
61041,John Boozman,Virgil H. Goode,1
61042,John Boozman,Cliff Stearns,1
61043,John Boozman,W. Todd Akin,1
61047,John Boozman,Henry E. Brown,1
61052,John Boozman,Jo Ann Emerson,1
61054,John Boozman,Joe Wilson,1
61058,John Boozman,Steve Chabot,1
61059,John Boozman,Trent Franks,1
61064,John Boozman,Dennis R. Rehberg,1
61067,John Boozman,Christopher H. Smith,1
61072,John Boozman,George P. Radanovich,1
61075,John Boozman,Lincoln Davis,1
61078,John Boozman,Tom Latham,1
61079,John Boozman,Charles W. Dent,1
61081,John Boozman,Thomas G. Tancredo,1
61083,John Boozman,Don E. Young,1
61084,John Boozman,Vern Buchanan,1
61089,John Boozman,Nathan Deal,1
61090,John Boozman,Bill Sali,1
61095,John Boozman,Zach Wamp,1
61101,John Boozman,Kenny Marchant,1
61105,John Boozman,Elton Gallegly,1
61106,John Boozman,Edward Whitfield,1
61110,John Boozman,"John R. ""Randy"" Kuhl",1
61111,John Boozman,K. Michael Conaway,1
61113,John Boozman,J. Gresham Barrett,1
61116,John Boozman,Frank R. Wolf,1
61121,John Boozman,Ginny Brown-Waite,1
61123,John Boozman,Harold Rogers,1
61124,John Boozman,Ed Royce,1
61125,John Boozman,Jean Schmidt,1
61126,John Boozman,Roscoe G. Bartlett,1
61133,John Boozman,Scott Garrett,1
61134,John Boozman,Michael C. Burgess,1
61135,John Boozman,Mary Fallin,1
61140,John Boozman,Thelma D. Drake,1
61141,John Boozman,Jack Kingston,1
61146,John Boozman,Jeff Fortenberry,1
61148,John Boozman,Paul C. Broun,1
61149,John Boozman,Pete Sessions,1
61150,John Boozman,Donald Manzullo,1
61154,John Boozman,Gus M. Bilirakis,1
61156,John Boozman,Mike Rogers,1
61158,John Boozman,Ted Poe,1
61166,John Boozman,Jeb Hensarling,1
61169,John Boozman,Jeff Miller,1
61171,John Boozman,Phil Gingrey,1
61174,John Boozman,Bill Shuster,1
61182,John Boozman,Mike Ross,1
61183,John Boozman,Gary Miller,1
61184,John Boozman,Patrick J. Tiberi,1
61185,John Boozman,Rodney Alexander,1
61186,John Boozman,Geoff Davis,1
61187,John Boozman,John Shadegg,1
61189,John Boozman,Tom Feeney,1
61190,John Boozman,Dean Heller,1
61193,John Boozman,Mark Edward Souder,1
61196,John Boozman,Roy Blunt,1
61197,John Boozman,Kevin Brady,1
61199,John Boozman,Charles W. Pickering,1
61201,John Boozman,Robert B. Aderholt,1
61202,John Boozman,John E. Peterson,1
61203,John Boozman,Sam Graves,1
61206,John Boozman,Adrian Smith,1
61207,John Boozman,John M. Shimkus,1
61208,John Boozman,Louie Gohmert,1
61210,John Boozman,Howard Coble,1
61212,John Boozman,Thaddeus G. Mccotter,1
61218,John Boozman,Doug Lamborn,1
61220,John Boozman,Walter B. Jones,1
61223,John Boozman,Charles W. Boustany,1
61225,John Boozman,Mike Pence,1
61226,John Boozman,Mike Rogers.1,1
61235,John Boozman,Todd Tiahrt,1
61236,John Boozman,Robert W. Goodlatte,1
61238,John Boozman,Virginia Foxx,1
61240,John Boozman,Steve King,1
61241,John Boozman,John T. Doolittle,1
61243,John Boozman,Todd Russell Platts,1
61251,John Boozman,Candice S. Miller,1
61255,John Boozman,Dan Boren,1
61256,John Boozman,Marilyn N. Musgrave,1
61258,John Boozman,Tom Price,1
61262,John Boozman,John Campbell,1
61266,John Boozman,Peter Hoekstra,1
61276,John Boozman,Jerry Moran,1
61279,John Boozman,John Sullivan,1
61280,John Boozman,Richard H. Baker,1
61288,John Boozman,Ron Lewis,1
61289,John Boozman,Connie Mack,1
61291,John Boozman,Victor F. Snyder,1
61297,John Boozman,Thomas M. Reynolds,1
61298,John Boozman,Ric Keller,1
61299,John Boozman,Robin Hayes,1
61301,John Boozman,Joe Knollenberg,1
61302,John Boozman,Marion Berry,1
61303,John Boozman,Ken Calvert,1
61304,John Boozman,Chris Cannon,1
61305,John Boozman,Robert E. Cramer,1
61306,John Boozman,Jim Gerlach,1
61309,John Boozman,Tim Murphy,1
61313,John Boozman,Rick Renzi,1
61317,John Boozman,J. Randy Forbes,1
61322,John Boozman,Steven C. Latourette,1
61323,John Boozman,Timothy V. Johnson,1
61325,John Boozman,Wally Herger,1
61326,John Boozman,Kenny C. Hulshof,1
61327,John Boozman,Peter J. Roskam,1
61328,John Boozman,Michael K. Simpson,1
61329,John Boozman,Rob Bishop,1
61332,John Boozman,Stephen E. Buyer,1
61334,John Boozman,Dave Camp,1
61336,John Boozman,Doc Hastings,1
61339,John Boozman,Tom Petri,1
61341,John Boozman,Marsha Blackburn,1
