,From,To,edge
463,Joseph Robinette Biden,Harry M. Reid,1
469,Joseph Robinette Biden,Carl Milton Levin,1
477,Joseph Robinette Biden,Frank R. Lautenberg,1
478,Joseph Robinette Biden,Ron Wyden,1
481,Joseph Robinette Biden,John Edwards,1
489,Joseph Robinette Biden,Thomas R. Carper,1
608,Larry Edwin Craig,Pete Vichi Domenici,1
609,Larry Edwin Craig,Conrad R. Burns,1
626,Larry Edwin Craig,Richard Craig Shelby,1
628,Larry Edwin Craig,Michael D. Crapo,1
629,Larry Edwin Craig,John Ensign,1
630,Larry Edwin Craig,Donald Lee Nickles,1
633,Larry Edwin Craig,A. Wayne Allard,1
636,Larry Edwin Craig,Jim Inhofe,1
666,Larry Edwin Craig,Jim Talent,1
702,Richard J. Durbin,Susan Margaret Collins,1
710,Richard J. Durbin,Patrick Joseph Leahy,1
714,Richard J. Durbin,Thomas Richard Harkin,1
715,Richard J. Durbin,John Forbes Kerry,1
717,Richard J. Durbin,Jon S. Corzine,1
723,Richard J. Durbin,Herbert H. Kohl,1
724,Richard J. Durbin,Maria Cantwell,1
731,Richard J. Durbin,Paul Spyros Sarbanes,1
732,Richard J. Durbin,Dianne Feinstein,1
738,Richard J. Durbin,Charles E. Schumer,1
741,Richard J. Durbin,Daniel Kohikina Akaka,1
744,Richard J. Durbin,Deborah Ann Stabenow,1
747,Richard J. Durbin,Joseph I. Lieberman,1
751,Richard J. Durbin,Christopher John Dodd,1
752,Richard J. Durbin,Edward Moore Kennedy,1
756,Richard J. Durbin,Mary Landrieu,1
759,Richard J. Durbin,Barbara Ann Mikulski,1
760,Richard J. Durbin,Barbara Boxer,1
763,Richard J. Durbin,Harry M. Reid,1
765,Richard J. Durbin,Hillary R Clinton,1
768,Richard J. Durbin,Patty Murray,1
769,Richard J. Durbin,Carl Milton Levin,1
770,Richard J. Durbin,Russell D. Feingold,1
773,Richard J. Durbin,Tim Johnson,1
777,Richard J. Durbin,Frank R. Lautenberg,1
778,Richard J. Durbin,Ron Wyden,1
781,Richard J. Durbin,John Edwards,1
788,Richard J. Durbin,Mark Dayton,1
789,Richard J. Durbin,Thomas R. Carper,1
796,Richard J. Durbin,John F. Reed,1
799,Richard J. Durbin,Mark Lunsford Pryor,1
806,Pete Vichi Domenici,Larry Edwin Craig,1
809,Pete Vichi Domenici,Conrad R. Burns,1
811,Pete Vichi Domenici,Ben Nighthorse Campbell,1
816,Pete Vichi Domenici,Jesse Francis Bingaman,1
828,Pete Vichi Domenici,Michael D. Crapo,1
833,Pete Vichi Domenici,A. Wayne Allard,1
854,Pete Vichi Domenici,Lisa Murkowski,1
886,Pete Vichi Domenici,Robert F. Bennett,1
906,Conrad R. Burns,Larry Edwin Craig,1
908,Conrad R. Burns,Pete Vichi Domenici,1
925,Conrad R. Burns,Pat Roberts,1
928,Conrad R. Burns,Michael D. Crapo,1
929,Conrad R. Burns,John Ensign,1
933,Conrad R. Burns,A. Wayne Allard,1
935,Conrad R. Burns,Craig Thomas,1
940,Conrad R. Burns,Michael B. Enzi,1
942,Conrad R. Burns,Theodore F. Stevens,1
972,Conrad R. Burns,Max Sieben Baucus,1
976,Conrad R. Burns,Thad Cochran,1
986,Conrad R. Burns,Robert F. Bennett,1
990,Conrad R. Burns,Jim Bunning,1
993,Conrad R. Burns,George F. Allen,1
1001,Patrick Joseph Leahy,Thomas Andrew Daschle,1
1007,Patrick Joseph Leahy,Richard J. Durbin,1
1014,Patrick Joseph Leahy,Thomas Richard Harkin,1
1015,Patrick Joseph Leahy,John Forbes Kerry,1
1017,Patrick Joseph Leahy,Jon S. Corzine,1
1023,Patrick Joseph Leahy,Herbert H. Kohl,1
1031,Patrick Joseph Leahy,Paul Spyros Sarbanes,1
1038,Patrick Joseph Leahy,Charles E. Schumer,1
1044,Patrick Joseph Leahy,Deborah Ann Stabenow,1
1052,Patrick Joseph Leahy,Edward Moore Kennedy,1
1059,Patrick Joseph Leahy,Barbara Ann Mikulski,1
1060,Patrick Joseph Leahy,Barbara Boxer,1
1063,Patrick Joseph Leahy,Harry M. Reid,1
1070,Patrick Joseph Leahy,Russell D. Feingold,1
1071,Patrick Joseph Leahy,James Merrill Jeffords,1
1077,Patrick Joseph Leahy,Frank R. Lautenberg,1
1081,Patrick Joseph Leahy,John Edwards,1
1088,Patrick Joseph Leahy,Mark Dayton,1
1099,Patrick Joseph Leahy,Mark Lunsford Pryor,1
1108,Ben Nighthorse Campbell,Pete Vichi Domenici,1
1133,Ben Nighthorse Campbell,A. Wayne Allard,1
1154,Ben Nighthorse Campbell,Lisa Murkowski,1
1158,Ben Nighthorse Campbell,Daniel Ken Inouye,1
1204,Richard Green Lugar,Joseph Robinette Biden,1
1220,Richard Green Lugar,Evan Bayh,1
1255,Richard Green Lugar,Chuck Hagel,1
1297,Richard Green Lugar,Elizabeth H. Dole,1
1298,Richard Green Lugar,Peter Fitzgerald,1
1346,Orrin Grant Hatch,Charles Ernest Grassley,1
1386,Orrin Grant Hatch,Robert F. Bennett,1
1401,Thomas Richard Harkin,Thomas Andrew Daschle,1
1407,Thomas Richard Harkin,Richard J. Durbin,1
1410,Thomas Richard Harkin,Patrick Joseph Leahy,1
1415,Thomas Richard Harkin,John Forbes Kerry,1
1416,Thomas Richard Harkin,Jesse Francis Bingaman,1
1419,Thomas Richard Harkin,Kent Conrad,1
1423,Thomas Richard Harkin,Herbert H. Kohl,1
1424,Thomas Richard Harkin,Maria Cantwell,1
1444,Thomas Richard Harkin,Deborah Ann Stabenow,1
1451,Thomas Richard Harkin,Christopher John Dodd,1
1452,Thomas Richard Harkin,Edward Moore Kennedy,1
1459,Thomas Richard Harkin,Barbara Ann Mikulski,1
1463,Thomas Richard Harkin,Harry M. Reid,1
1465,Thomas Richard Harkin,Hillary R Clinton,1
1468,Thomas Richard Harkin,Patty Murray,1
1471,Thomas Richard Harkin,James Merrill Jeffords,1
1473,Thomas Richard Harkin,Tim Johnson,1
1480,Thomas Richard Harkin,Jay Rockefeller,1
1481,Thomas Richard Harkin,John Edwards,1
1488,Thomas Richard Harkin,Mark Dayton,1
1496,Thomas Richard Harkin,John F. Reed,1
1499,Thomas Richard Harkin,Mark Lunsford Pryor,1
1501,John Forbes Kerry,Thomas Andrew Daschle,1
1502,John Forbes Kerry,Susan Margaret Collins,1
1504,John Forbes Kerry,Joseph Robinette Biden,1
1507,John Forbes Kerry,Richard J. Durbin,1
1510,John Forbes Kerry,Patrick Joseph Leahy,1
1514,John Forbes Kerry,Thomas Richard Harkin,1
1516,John Forbes Kerry,Jesse Francis Bingaman,1
1517,John Forbes Kerry,Jon S. Corzine,1
1520,John Forbes Kerry,Evan Bayh,1
1522,John Forbes Kerry,Blanche Lambert Lincoln,1
1524,John Forbes Kerry,Maria Cantwell,1
1531,John Forbes Kerry,Paul Spyros Sarbanes,1
1532,John Forbes Kerry,Dianne Feinstein,1
1534,John Forbes Kerry,Olympia J. Snowe,1
1538,John Forbes Kerry,Charles E. Schumer,1
1541,John Forbes Kerry,Daniel Kohikina Akaka,1
1544,John Forbes Kerry,Deborah Ann Stabenow,1
1547,John Forbes Kerry,Joseph I. Lieberman,1
1551,John Forbes Kerry,Christopher John Dodd,1
1552,John Forbes Kerry,Edward Moore Kennedy,1
1556,John Forbes Kerry,Mary Landrieu,1
1559,John Forbes Kerry,Barbara Ann Mikulski,1
1560,John Forbes Kerry,Barbara Boxer,1
1563,John Forbes Kerry,Harry M. Reid,1
1565,John Forbes Kerry,Hillary R Clinton,1
1567,John Forbes Kerry,Daniel Robert Graham,1
1568,John Forbes Kerry,Patty Murray,1
1569,John Forbes Kerry,Carl Milton Levin,1
1571,John Forbes Kerry,James Merrill Jeffords,1
1573,John Forbes Kerry,Tim Johnson,1
1577,John Forbes Kerry,Frank R. Lautenberg,1
1578,John Forbes Kerry,Ron Wyden,1
1580,John Forbes Kerry,Jay Rockefeller,1
1581,John Forbes Kerry,John Edwards,1
1587,John Forbes Kerry,Lincoln D. Chafee,1
1588,John Forbes Kerry,Mark Dayton,1
1589,John Forbes Kerry,Thomas R. Carper,1
1591,John Forbes Kerry,Byron Leslie Dorgan,1
1596,John Forbes Kerry,John F. Reed,1
1599,John Forbes Kerry,Mark Lunsford Pryor,1
1601,Jesse Francis Bingaman,Thomas Andrew Daschle,1
1608,Jesse Francis Bingaman,Pete Vichi Domenici,1
1614,Jesse Francis Bingaman,Thomas Richard Harkin,1
1615,Jesse Francis Bingaman,John Forbes Kerry,1
1622,Jesse Francis Bingaman,Blanche Lambert Lincoln,1
1624,Jesse Francis Bingaman,Maria Cantwell,1
1651,Jesse Francis Bingaman,Christopher John Dodd,1
1652,Jesse Francis Bingaman,Edward Moore Kennedy,1
1656,Jesse Francis Bingaman,Mary Landrieu,1
1659,Jesse Francis Bingaman,Barbara Ann Mikulski,1
1668,Jesse Francis Bingaman,Patty Murray,1
1671,Jesse Francis Bingaman,James Merrill Jeffords,1
1673,Jesse Francis Bingaman,Tim Johnson,1
1680,Jesse Francis Bingaman,Jay Rockefeller,1
1704,Jon S. Corzine,Joseph Robinette Biden,1
1707,Jon S. Corzine,Richard J. Durbin,1
1710,Jon S. Corzine,Patrick Joseph Leahy,1
1715,Jon S. Corzine,John Forbes Kerry,1
1723,Jon S. Corzine,Herbert H. Kohl,1
1724,Jon S. Corzine,Maria Cantwell,1
1731,Jon S. Corzine,Paul Spyros Sarbanes,1
1732,Jon S. Corzine,Dianne Feinstein,1
1738,Jon S. Corzine,Charles E. Schumer,1
1741,Jon S. Corzine,Daniel Kohikina Akaka,1
1744,Jon S. Corzine,Deborah Ann Stabenow,1
1747,Jon S. Corzine,Joseph I. Lieberman,1
1751,Jon S. Corzine,Christopher John Dodd,1
1752,Jon S. Corzine,Edward Moore Kennedy,1
1756,Jon S. Corzine,Mary Landrieu,1
1759,Jon S. Corzine,Barbara Ann Mikulski,1
1760,Jon S. Corzine,Barbara Boxer,1
1763,Jon S. Corzine,Harry M. Reid,1
1765,Jon S. Corzine,Hillary R Clinton,1
1768,Jon S. Corzine,Patty Murray,1
1769,Jon S. Corzine,Carl Milton Levin,1
1770,Jon S. Corzine,Russell D. Feingold,1
1777,Jon S. Corzine,Frank R. Lautenberg,1
1778,Jon S. Corzine,Ron Wyden,1
1781,Jon S. Corzine,John Edwards,1
1787,Jon S. Corzine,Lincoln D. Chafee,1
1788,Jon S. Corzine,Mark Dayton,1
1789,Jon S. Corzine,Thomas R. Carper,1
1796,Jon S. Corzine,John F. Reed,1
1840,Judd Gregg,Michael B. Enzi,1
1862,Judd Gregg,John E. Sununu,1
1901,Kent Conrad,Thomas Andrew Daschle,1
1914,Kent Conrad,Thomas Richard Harkin,1
1922,Kent Conrad,Blanche Lambert Lincoln,1
1949,Kent Conrad,John Berlinger Breaux,1
1972,Kent Conrad,Max Sieben Baucus,1
1973,Kent Conrad,Tim Johnson,1
1988,Kent Conrad,Mark Dayton,1
1991,Kent Conrad,Byron Leslie Dorgan,1
2012,Evan Bayh,Richard Green Lugar,1
2015,Evan Bayh,John Forbes Kerry,1
2023,Evan Bayh,Herbert H. Kohl,1
2038,Evan Bayh,Charles E. Schumer,1
2044,Evan Bayh,Deborah Ann Stabenow,1
2045,Evan Bayh,Clarence William Nelson,1
2047,Evan Bayh,Joseph I. Lieberman,1
2056,Evan Bayh,Mary Landrieu,1
2059,Evan Bayh,Barbara Ann Mikulski,1
2069,Evan Bayh,Carl Milton Levin,1
2079,Evan Bayh,Robert Carlyle Byrd,1
2081,Evan Bayh,John Edwards,1
2089,Evan Bayh,Thomas R. Carper,1
2099,Evan Bayh,Mark Lunsford Pryor,1
2161,Michael Dewine,George V. Voinovich,1
2198,Michael Dewine,Peter Fitzgerald,1
2202,Blanche Lambert Lincoln,Susan Margaret Collins,1
2215,Blanche Lambert Lincoln,John Forbes Kerry,1
2216,Blanche Lambert Lincoln,Jesse Francis Bingaman,1
2219,Blanche Lambert Lincoln,Kent Conrad,1
2224,Blanche Lambert Lincoln,Maria Cantwell,1
2227,Blanche Lambert Lincoln,E. Benjamin Nelson,1
2234,Blanche Lambert Lincoln,Olympia J. Snowe,1
2249,Blanche Lambert Lincoln,John Berlinger Breaux,1
2256,Blanche Lambert Lincoln,Mary Landrieu,1
2259,Blanche Lambert Lincoln,Barbara Ann Mikulski,1
2268,Blanche Lambert Lincoln,Patty Murray,1
2273,Blanche Lambert Lincoln,Tim Johnson,1
2276,Blanche Lambert Lincoln,Thad Cochran,1
2288,Blanche Lambert Lincoln,Mark Dayton,1
2291,Blanche Lambert Lincoln,Byron Leslie Dorgan,1
2299,Blanche Lambert Lincoln,Mark Lunsford Pryor,1
2304,Herbert H. Kohl,Joseph Robinette Biden,1
2307,Herbert H. Kohl,Richard J. Durbin,1
2310,Herbert H. Kohl,Patrick Joseph Leahy,1
2314,Herbert H. Kohl,Thomas Richard Harkin,1
2317,Herbert H. Kohl,Jon S. Corzine,1
2320,Herbert H. Kohl,Evan Bayh,1
2331,Herbert H. Kohl,Paul Spyros Sarbanes,1
2332,Herbert H. Kohl,Dianne Feinstein,1
2338,Herbert H. Kohl,Charles E. Schumer,1
2344,Herbert H. Kohl,Deborah Ann Stabenow,1
2347,Herbert H. Kohl,Joseph I. Lieberman,1
2351,Herbert H. Kohl,Christopher John Dodd,1
2352,Herbert H. Kohl,Edward Moore Kennedy,1
2353,Herbert H. Kohl,Arlen Specter,1
2356,Herbert H. Kohl,Mary Landrieu,1
2359,Herbert H. Kohl,Barbara Ann Mikulski,1
2363,Herbert H. Kohl,Harry M. Reid,1
2368,Herbert H. Kohl,Patty Murray,1
2369,Herbert H. Kohl,Carl Milton Levin,1
2370,Herbert H. Kohl,Russell D. Feingold,1
2377,Herbert H. Kohl,Frank R. Lautenberg,1
2378,Herbert H. Kohl,Ron Wyden,1
2381,Herbert H. Kohl,John Edwards,1
2388,Herbert H. Kohl,Mark Dayton,1
2389,Herbert H. Kohl,Thomas R. Carper,1
2391,Herbert H. Kohl,Byron Leslie Dorgan,1
2396,Herbert H. Kohl,John F. Reed,1
2399,Herbert H. Kohl,Mark Lunsford Pryor,1
2401,Maria Cantwell,Thomas Andrew Daschle,1
2402,Maria Cantwell,Susan Margaret Collins,1
2407,Maria Cantwell,Richard J. Durbin,1
2414,Maria Cantwell,Thomas Richard Harkin,1
2415,Maria Cantwell,John Forbes Kerry,1
2416,Maria Cantwell,Jesse Francis Bingaman,1
2417,Maria Cantwell,Jon S. Corzine,1
2422,Maria Cantwell,Blanche Lambert Lincoln,1
2431,Maria Cantwell,Paul Spyros Sarbanes,1
2432,Maria Cantwell,Dianne Feinstein,1
2444,Maria Cantwell,Deborah Ann Stabenow,1
2451,Maria Cantwell,Christopher John Dodd,1
2452,Maria Cantwell,Edward Moore Kennedy,1
2456,Maria Cantwell,Mary Landrieu,1
2459,Maria Cantwell,Barbara Ann Mikulski,1
2460,Maria Cantwell,Barbara Boxer,1
2465,Maria Cantwell,Hillary R Clinton,1
2468,Maria Cantwell,Patty Murray,1
2471,Maria Cantwell,James Merrill Jeffords,1
2473,Maria Cantwell,Tim Johnson,1
2477,Maria Cantwell,Frank R. Lautenberg,1
2478,Maria Cantwell,Ron Wyden,1
2488,Maria Cantwell,Mark Dayton,1
2489,Maria Cantwell,Thomas R. Carper,1
2499,Maria Cantwell,Mark Lunsford Pryor,1
2509,Pat Roberts,Conrad R. Burns,1
2527,Pat Roberts,E. Benjamin Nelson,1
2528,Pat Roberts,Michael D. Crapo,1
2540,Pat Roberts,Michael B. Enzi,1
2543,Pat Roberts,John William Warner,1
2555,Pat Roberts,Chuck Hagel,1
2557,Pat Roberts,Sam Brownback,1
2598,Pat Roberts,Peter Fitzgerald,1
2606,Richard Craig Shelby,Larry Edwin Craig,1
2630,Richard Craig Shelby,Donald Lee Nickles,1
2633,Richard Craig Shelby,A. Wayne Allard,1
2636,Richard Craig Shelby,Jim Inhofe,1
2657,Richard Craig Shelby,Sam Brownback,1
2666,Richard Craig Shelby,Jim Talent,1
2675,Richard Craig Shelby,Chester Trent Lott,1
2685,Richard Craig Shelby,Saxby Chambliss,1
2690,Richard Craig Shelby,Jim Bunning,1
2694,Richard Craig Shelby,Jeff Sessions,1
2695,Richard Craig Shelby,Zell Miller,1
2697,Richard Craig Shelby,Elizabeth H. Dole,1
2701,E. Benjamin Nelson,Thomas Andrew Daschle,1
2702,E. Benjamin Nelson,Susan Margaret Collins,1
2722,E. Benjamin Nelson,Blanche Lambert Lincoln,1
2725,E. Benjamin Nelson,Pat Roberts,1
2739,E. Benjamin Nelson,Norm Coleman,1
2754,E. Benjamin Nelson,Lisa Murkowski,1
2755,E. Benjamin Nelson,Chuck Hagel,1
2759,E. Benjamin Nelson,Barbara Ann Mikulski,1
2763,E. Benjamin Nelson,Harry M. Reid,1
2764,E. Benjamin Nelson,Christopher S. Bond,1
2766,E. Benjamin Nelson,Jim Talent,1
2773,E. Benjamin Nelson,Tim Johnson,1
2788,E. Benjamin Nelson,Mark Dayton,1
2789,E. Benjamin Nelson,Thomas R. Carper,1
2791,E. Benjamin Nelson,Byron Leslie Dorgan,1
2793,E. Benjamin Nelson,George F. Allen,1
2795,E. Benjamin Nelson,Zell Miller,1
2797,E. Benjamin Nelson,Elizabeth H. Dole,1
2799,E. Benjamin Nelson,Mark Lunsford Pryor,1
2806,Michael D. Crapo,Larry Edwin Craig,1
2808,Michael D. Crapo,Pete Vichi Domenici,1
2809,Michael D. Crapo,Conrad R. Burns,1
2825,Michael D. Crapo,Pat Roberts,1
2829,Michael D. Crapo,John Ensign,1
2833,Michael D. Crapo,A. Wayne Allard,1
2835,Michael D. Crapo,Craig Thomas,1
2836,Michael D. Crapo,Jim Inhofe,1
2839,Michael D. Crapo,Norm Coleman,1
2840,Michael D. Crapo,Michael B. Enzi,1
2854,Michael D. Crapo,Lisa Murkowski,1
2864,Michael D. Crapo,Christopher S. Bond,1
2866,Michael D. Crapo,Jim Talent,1
2886,Michael D. Crapo,Robert F. Bennett,1
2890,Michael D. Crapo,Jim Bunning,1
2893,Michael D. Crapo,George F. Allen,1
2906,John Ensign,Larry Edwin Craig,1
2909,John Ensign,Conrad R. Burns,1
2928,John Ensign,Michael D. Crapo,1
2930,John Ensign,Donald Lee Nickles,1
2933,John Ensign,A. Wayne Allard,1
2936,John Ensign,Jim Inhofe,1
2950,John Ensign,Lamar Alexander,1
2963,John Ensign,Harry M. Reid,1
2966,John Ensign,Jim Talent,1
2974,John Ensign,Jon Llewellyn Kyl,1
2982,John Ensign,Rick Santorum,1
2990,John Ensign,Jim Bunning,1
2992,John Ensign,John Cornyn,1
2994,John Ensign,Jeff Sessions,1
3006,Donald Lee Nickles,Larry Edwin Craig,1
3026,Donald Lee Nickles,Richard Craig Shelby,1
3029,Donald Lee Nickles,John Ensign,1
3036,Donald Lee Nickles,Jim Inhofe,1
3054,Donald Lee Nickles,Lisa Murkowski,1
3057,Donald Lee Nickles,Sam Brownback,1
3066,Donald Lee Nickles,Jim Talent,1
3074,Donald Lee Nickles,Jon Llewellyn Kyl,1
3082,Donald Lee Nickles,Rick Santorum,1
3083,Donald Lee Nickles,Mitch Mcconnell,1
3085,Donald Lee Nickles,Saxby Chambliss,1
3090,Donald Lee Nickles,Jim Bunning,1
3092,Donald Lee Nickles,John Cornyn,1
3094,Donald Lee Nickles,Jeff Sessions,1
3098,Donald Lee Nickles,Peter Fitzgerald,1
3101,Paul Spyros Sarbanes,Thomas Andrew Daschle,1
3104,Paul Spyros Sarbanes,Joseph Robinette Biden,1
3107,Paul Spyros Sarbanes,Richard J. Durbin,1
3110,Paul Spyros Sarbanes,Patrick Joseph Leahy,1
3115,Paul Spyros Sarbanes,John Forbes Kerry,1
3117,Paul Spyros Sarbanes,Jon S. Corzine,1
3123,Paul Spyros Sarbanes,Herbert H. Kohl,1
3124,Paul Spyros Sarbanes,Maria Cantwell,1
3138,Paul Spyros Sarbanes,Charles E. Schumer,1
3141,Paul Spyros Sarbanes,Daniel Kohikina Akaka,1
3144,Paul Spyros Sarbanes,Deborah Ann Stabenow,1
3147,Paul Spyros Sarbanes,Joseph I. Lieberman,1
3151,Paul Spyros Sarbanes,Christopher John Dodd,1
3152,Paul Spyros Sarbanes,Edward Moore Kennedy,1
3156,Paul Spyros Sarbanes,Mary Landrieu,1
3159,Paul Spyros Sarbanes,Barbara Ann Mikulski,1
3160,Paul Spyros Sarbanes,Barbara Boxer,1
3163,Paul Spyros Sarbanes,Harry M. Reid,1
3165,Paul Spyros Sarbanes,Hillary R Clinton,1
3168,Paul Spyros Sarbanes,Patty Murray,1
3169,Paul Spyros Sarbanes,Carl Milton Levin,1
3171,Paul Spyros Sarbanes,James Merrill Jeffords,1
3173,Paul Spyros Sarbanes,Tim Johnson,1
3177,Paul Spyros Sarbanes,Frank R. Lautenberg,1
3181,Paul Spyros Sarbanes,John Edwards,1
3187,Paul Spyros Sarbanes,Lincoln D. Chafee,1
3188,Paul Spyros Sarbanes,Mark Dayton,1
3189,Paul Spyros Sarbanes,Thomas R. Carper,1
3196,Paul Spyros Sarbanes,John F. Reed,1
3204,Dianne Feinstein,Joseph Robinette Biden,1
3207,Dianne Feinstein,Richard J. Durbin,1
3215,Dianne Feinstein,John Forbes Kerry,1
3217,Dianne Feinstein,Jon S. Corzine,1
3223,Dianne Feinstein,Herbert H. Kohl,1
3224,Dianne Feinstein,Maria Cantwell,1
3238,Dianne Feinstein,Charles E. Schumer,1
3244,Dianne Feinstein,Deborah Ann Stabenow,1
3247,Dianne Feinstein,Joseph I. Lieberman,1
3251,Dianne Feinstein,Christopher John Dodd,1
3259,Dianne Feinstein,Barbara Ann Mikulski,1
3260,Dianne Feinstein,Barbara Boxer,1
3265,Dianne Feinstein,Hillary R Clinton,1
3268,Dianne Feinstein,Patty Murray,1
3277,Dianne Feinstein,Frank R. Lautenberg,1
3278,Dianne Feinstein,Ron Wyden,1
3281,Dianne Feinstein,John Edwards,1
3287,Dianne Feinstein,Lincoln D. Chafee,1
3289,Dianne Feinstein,Thomas R. Carper,1
3306,A. Wayne Allard,Larry Edwin Craig,1
3308,A. Wayne Allard,Pete Vichi Domenici,1
3309,A. Wayne Allard,Conrad R. Burns,1
3311,A. Wayne Allard,Ben Nighthorse Campbell,1
3326,A. Wayne Allard,Richard Craig Shelby,1
3328,A. Wayne Allard,Michael D. Crapo,1
3329,A. Wayne Allard,John Ensign,1
3336,A. Wayne Allard,Jim Inhofe,1
3340,A. Wayne Allard,Michael B. Enzi,1
3366,A. Wayne Allard,Jim Talent,1
3382,A. Wayne Allard,Rick Santorum,1
3385,A. Wayne Allard,Saxby Chambliss,1
3386,A. Wayne Allard,Robert F. Bennett,1
3390,A. Wayne Allard,Jim Bunning,1
3394,A. Wayne Allard,Jeff Sessions,1
3395,A. Wayne Allard,Zell Miller,1
3402,Olympia J. Snowe,Susan Margaret Collins,1
3415,Olympia J. Snowe,John Forbes Kerry,1
3422,Olympia J. Snowe,Blanche Lambert Lincoln,1
3471,Olympia J. Snowe,James Merrill Jeffords,1
3487,Olympia J. Snowe,Lincoln D. Chafee,1
3509,Craig Thomas,Conrad R. Burns,1
3528,Craig Thomas,Michael D. Crapo,1
3536,Craig Thomas,Jim Inhofe,1
3540,Craig Thomas,Michael B. Enzi,1
3554,Craig Thomas,Lisa Murkowski,1
3592,Craig Thomas,John Cornyn,1
3606,Jim Inhofe,Larry Edwin Craig,1
3626,Jim Inhofe,Richard Craig Shelby,1
3628,Jim Inhofe,Michael D. Crapo,1
3629,Jim Inhofe,John Ensign,1
3630,Jim Inhofe,Donald Lee Nickles,1
3633,Jim Inhofe,A. Wayne Allard,1
3635,Jim Inhofe,Craig Thomas,1
3640,Jim Inhofe,Michael B. Enzi,1
3654,Jim Inhofe,Lisa Murkowski,1
3657,Jim Inhofe,Sam Brownback,1
3666,Jim Inhofe,Jim Talent,1
3674,Jim Inhofe,Jon Llewellyn Kyl,1
3675,Jim Inhofe,Chester Trent Lott,1
3690,Jim Inhofe,Jim Bunning,1
3692,Jim Inhofe,John Cornyn,1
3694,Jim Inhofe,Jeff Sessions,1
3695,Jim Inhofe,Zell Miller,1
3697,Jim Inhofe,Elizabeth H. Dole,1
3698,Jim Inhofe,Peter Fitzgerald,1
3703,Ernest Frederick Hollings,Lindsey O. Graham,1
3745,Ernest Frederick Hollings,Clarence William Nelson,1
3789,Ernest Frederick Hollings,Thomas R. Carper,1
3804,Charles E. Schumer,Joseph Robinette Biden,1
