,From,To,edge
3807,Charles E. Schumer,Richard J. Durbin,1
3810,Charles E. Schumer,Patrick Joseph Leahy,1
3815,Charles E. Schumer,John Forbes Kerry,1
3817,Charles E. Schumer,Jon S. Corzine,1
3820,Charles E. Schumer,Evan Bayh,1
3823,Charles E. Schumer,Herbert H. Kohl,1
3831,Charles E. Schumer,Paul Spyros Sarbanes,1
3832,Charles E. Schumer,Dianne Feinstein,1
3844,Charles E. Schumer,Deborah Ann Stabenow,1
3847,Charles E. Schumer,Joseph I. Lieberman,1
3851,Charles E. Schumer,Christopher John Dodd,1
3852,Charles E. Schumer,Edward Moore Kennedy,1
3853,Charles E. Schumer,Arlen Specter,1
3859,Charles E. Schumer,Barbara Ann Mikulski,1
3860,Charles E. Schumer,Barbara Boxer,1
3863,Charles E. Schumer,Harry M. Reid,1
3865,Charles E. Schumer,Hillary R Clinton,1
3868,Charles E. Schumer,Patty Murray,1
3869,Charles E. Schumer,Carl Milton Levin,1
3877,Charles E. Schumer,Frank R. Lautenberg,1
3881,Charles E. Schumer,John Edwards,1
3888,Charles E. Schumer,Mark Dayton,1
3889,Charles E. Schumer,Thomas R. Carper,1
3896,Charles E. Schumer,John F. Reed,1
3899,Charles E. Schumer,Mark Lunsford Pryor,1
3902,Norm Coleman,Susan Margaret Collins,1
3927,Norm Coleman,E. Benjamin Nelson,1
3928,Norm Coleman,Michael D. Crapo,1
3955,Norm Coleman,Chuck Hagel,1
3966,Norm Coleman,Jim Talent,1
3984,Norm Coleman,Gordon H. Smith,1
3986,Norm Coleman,Robert F. Bennett,1
3988,Norm Coleman,Mark Dayton,1
3997,Norm Coleman,Elizabeth H. Dole,1
3998,Norm Coleman,Peter Fitzgerald,1
4009,Michael B. Enzi,Conrad R. Burns,1
4018,Michael B. Enzi,Judd Gregg,1
4025,Michael B. Enzi,Pat Roberts,1
4028,Michael B. Enzi,Michael D. Crapo,1
4033,Michael B. Enzi,A. Wayne Allard,1
4035,Michael B. Enzi,Craig Thomas,1
4036,Michael B. Enzi,Jim Inhofe,1
4050,Michael B. Enzi,Lamar Alexander,1
4066,Michael B. Enzi,Jim Talent,1
4094,Michael B. Enzi,Jeff Sessions,1
4107,Daniel Kohikina Akaka,Richard J. Durbin,1
4115,Daniel Kohikina Akaka,John Forbes Kerry,1
4117,Daniel Kohikina Akaka,Jon S. Corzine,1
4131,Daniel Kohikina Akaka,Paul Spyros Sarbanes,1
4147,Daniel Kohikina Akaka,Joseph I. Lieberman,1
4151,Daniel Kohikina Akaka,Christopher John Dodd,1
4152,Daniel Kohikina Akaka,Edward Moore Kennedy,1
4158,Daniel Kohikina Akaka,Daniel Ken Inouye,1
4159,Daniel Kohikina Akaka,Barbara Ann Mikulski,1
4163,Daniel Kohikina Akaka,Harry M. Reid,1
4168,Daniel Kohikina Akaka,Patty Murray,1
4169,Daniel Kohikina Akaka,Carl Milton Levin,1
4177,Daniel Kohikina Akaka,Frank R. Lautenberg,1
4189,Daniel Kohikina Akaka,Thomas R. Carper,1
4196,Daniel Kohikina Akaka,John F. Reed,1
4199,Daniel Kohikina Akaka,Mark Lunsford Pryor,1
4209,Theodore F. Stevens,Conrad R. Burns,1
4254,Theodore F. Stevens,Lisa Murkowski,1
4262,Theodore F. Stevens,John E. Sununu,1
4302,John William Warner,Susan Margaret Collins,1
4325,John William Warner,Pat Roberts,1
4386,John William Warner,Robert F. Bennett,1
4393,John William Warner,George F. Allen,1
4401,Deborah Ann Stabenow,Thomas Andrew Daschle,1
4407,Deborah Ann Stabenow,Richard J. Durbin,1
4410,Deborah Ann Stabenow,Patrick Joseph Leahy,1
4414,Deborah Ann Stabenow,Thomas Richard Harkin,1
4415,Deborah Ann Stabenow,John Forbes Kerry,1
4417,Deborah Ann Stabenow,Jon S. Corzine,1
4420,Deborah Ann Stabenow,Evan Bayh,1
4423,Deborah Ann Stabenow,Herbert H. Kohl,1
4424,Deborah Ann Stabenow,Maria Cantwell,1
4431,Deborah Ann Stabenow,Paul Spyros Sarbanes,1
4432,Deborah Ann Stabenow,Dianne Feinstein,1
4438,Deborah Ann Stabenow,Charles E. Schumer,1
4447,Deborah Ann Stabenow,Joseph I. Lieberman,1
4451,Deborah Ann Stabenow,Christopher John Dodd,1
4452,Deborah Ann Stabenow,Edward Moore Kennedy,1
4456,Deborah Ann Stabenow,Mary Landrieu,1
4459,Deborah Ann Stabenow,Barbara Ann Mikulski,1
4460,Deborah Ann Stabenow,Barbara Boxer,1
4463,Deborah Ann Stabenow,Harry M. Reid,1
4465,Deborah Ann Stabenow,Hillary R Clinton,1
4468,Deborah Ann Stabenow,Patty Murray,1
4469,Deborah Ann Stabenow,Carl Milton Levin,1
4473,Deborah Ann Stabenow,Tim Johnson,1
4477,Deborah Ann Stabenow,Frank R. Lautenberg,1
4478,Deborah Ann Stabenow,Ron Wyden,1
4480,Deborah Ann Stabenow,Jay Rockefeller,1
4481,Deborah Ann Stabenow,John Edwards,1
4488,Deborah Ann Stabenow,Mark Dayton,1
4489,Deborah Ann Stabenow,Thomas R. Carper,1
4491,Deborah Ann Stabenow,Byron Leslie Dorgan,1
4496,Deborah Ann Stabenow,John F. Reed,1
4499,Deborah Ann Stabenow,Mark Lunsford Pryor,1
4520,Clarence William Nelson,Evan Bayh,1
4537,Clarence William Nelson,Ernest Frederick Hollings,1
4556,Clarence William Nelson,Mary Landrieu,1
4559,Clarence William Nelson,Barbara Ann Mikulski,1
4563,Clarence William Nelson,Harry M. Reid,1
4567,Clarence William Nelson,Daniel Robert Graham,1
4581,Clarence William Nelson,John Edwards,1
4599,Clarence William Nelson,Mark Lunsford Pryor,1
4613,Charles Ernest Grassley,Orrin Grant Hatch,1
4672,Charles Ernest Grassley,Max Sieben Baucus,1
4702,Joseph I. Lieberman,Susan Margaret Collins,1
4704,Joseph I. Lieberman,Joseph Robinette Biden,1
4707,Joseph I. Lieberman,Richard J. Durbin,1
4715,Joseph I. Lieberman,John Forbes Kerry,1
4717,Joseph I. Lieberman,Jon S. Corzine,1
4720,Joseph I. Lieberman,Evan Bayh,1
4723,Joseph I. Lieberman,Herbert H. Kohl,1
4731,Joseph I. Lieberman,Paul Spyros Sarbanes,1
4732,Joseph I. Lieberman,Dianne Feinstein,1
4738,Joseph I. Lieberman,Charles E. Schumer,1
4741,Joseph I. Lieberman,Daniel Kohikina Akaka,1
4744,Joseph I. Lieberman,Deborah Ann Stabenow,1
4751,Joseph I. Lieberman,Christopher John Dodd,1
4752,Joseph I. Lieberman,Edward Moore Kennedy,1
4756,Joseph I. Lieberman,Mary Landrieu,1
4759,Joseph I. Lieberman,Barbara Ann Mikulski,1
4760,Joseph I. Lieberman,Barbara Boxer,1
4763,Joseph I. Lieberman,Harry M. Reid,1
4765,Joseph I. Lieberman,Hillary R Clinton,1
4769,Joseph I. Lieberman,Carl Milton Levin,1
4770,Joseph I. Lieberman,Russell D. Feingold,1
4771,Joseph I. Lieberman,James Merrill Jeffords,1
4777,Joseph I. Lieberman,Frank R. Lautenberg,1
4778,Joseph I. Lieberman,Ron Wyden,1
4781,Joseph I. Lieberman,John Edwards,1
4787,Joseph I. Lieberman,Lincoln D. Chafee,1
4789,Joseph I. Lieberman,Thomas R. Carper,1
4799,Joseph I. Lieberman,Mark Lunsford Pryor,1
4875,Kay Bailey Hutchison,Chester Trent Lott,1
4892,Kay Bailey Hutchison,John Cornyn,1
4897,Kay Bailey Hutchison,Elizabeth H. Dole,1
4919,John Berlinger Breaux,Kent Conrad,1
4922,John Berlinger Breaux,Blanche Lambert Lincoln,1
4956,John Berlinger Breaux,Mary Landrieu,1
4989,John Berlinger Breaux,Thomas R. Carper,1
5029,Lamar Alexander,John Ensign,1
5040,Lamar Alexander,Michael B. Enzi,1
5082,Lamar Alexander,Rick Santorum,1
5083,Lamar Alexander,Mitch Mcconnell,1
5090,Lamar Alexander,Jim Bunning,1
5092,Lamar Alexander,John Cornyn,1
5093,Lamar Alexander,George F. Allen,1
5094,Lamar Alexander,Jeff Sessions,1
5097,Lamar Alexander,Elizabeth H. Dole,1
5104,Christopher John Dodd,Joseph Robinette Biden,1
5107,Christopher John Dodd,Richard J. Durbin,1
5114,Christopher John Dodd,Thomas Richard Harkin,1
5115,Christopher John Dodd,John Forbes Kerry,1
5116,Christopher John Dodd,Jesse Francis Bingaman,1
5117,Christopher John Dodd,Jon S. Corzine,1
5123,Christopher John Dodd,Herbert H. Kohl,1
5124,Christopher John Dodd,Maria Cantwell,1
5131,Christopher John Dodd,Paul Spyros Sarbanes,1
5132,Christopher John Dodd,Dianne Feinstein,1
5138,Christopher John Dodd,Charles E. Schumer,1
5141,Christopher John Dodd,Daniel Kohikina Akaka,1
5144,Christopher John Dodd,Deborah Ann Stabenow,1
5147,Christopher John Dodd,Joseph I. Lieberman,1
5152,Christopher John Dodd,Edward Moore Kennedy,1
5156,Christopher John Dodd,Mary Landrieu,1
5159,Christopher John Dodd,Barbara Ann Mikulski,1
5160,Christopher John Dodd,Barbara Boxer,1
5163,Christopher John Dodd,Harry M. Reid,1
5165,Christopher John Dodd,Hillary R Clinton,1
5168,Christopher John Dodd,Patty Murray,1
5169,Christopher John Dodd,Carl Milton Levin,1
5171,Christopher John Dodd,James Merrill Jeffords,1
5177,Christopher John Dodd,Frank R. Lautenberg,1
5178,Christopher John Dodd,Ron Wyden,1
5181,Christopher John Dodd,John Edwards,1
5187,Christopher John Dodd,Lincoln D. Chafee,1
5188,Christopher John Dodd,Mark Dayton,1
5189,Christopher John Dodd,Thomas R. Carper,1
5196,Christopher John Dodd,John F. Reed,1
5201,Edward Moore Kennedy,Thomas Andrew Daschle,1
5204,Edward Moore Kennedy,Joseph Robinette Biden,1
5207,Edward Moore Kennedy,Richard J. Durbin,1
5210,Edward Moore Kennedy,Patrick Joseph Leahy,1
5214,Edward Moore Kennedy,Thomas Richard Harkin,1
5215,Edward Moore Kennedy,John Forbes Kerry,1
5216,Edward Moore Kennedy,Jesse Francis Bingaman,1
5217,Edward Moore Kennedy,Jon S. Corzine,1
5223,Edward Moore Kennedy,Herbert H. Kohl,1
5224,Edward Moore Kennedy,Maria Cantwell,1
5231,Edward Moore Kennedy,Paul Spyros Sarbanes,1
5238,Edward Moore Kennedy,Charles E. Schumer,1
5241,Edward Moore Kennedy,Daniel Kohikina Akaka,1
5244,Edward Moore Kennedy,Deborah Ann Stabenow,1
5247,Edward Moore Kennedy,Joseph I. Lieberman,1
5251,Edward Moore Kennedy,Christopher John Dodd,1
5256,Edward Moore Kennedy,Mary Landrieu,1
5259,Edward Moore Kennedy,Barbara Ann Mikulski,1
5260,Edward Moore Kennedy,Barbara Boxer,1
5263,Edward Moore Kennedy,Harry M. Reid,1
5265,Edward Moore Kennedy,Hillary R Clinton,1
5268,Edward Moore Kennedy,Patty Murray,1
5269,Edward Moore Kennedy,Carl Milton Levin,1
5271,Edward Moore Kennedy,James Merrill Jeffords,1
5273,Edward Moore Kennedy,Tim Johnson,1
5277,Edward Moore Kennedy,Frank R. Lautenberg,1
5281,Edward Moore Kennedy,John Edwards,1
5287,Edward Moore Kennedy,Lincoln D. Chafee,1
5288,Edward Moore Kennedy,Mark Dayton,1
5289,Edward Moore Kennedy,Thomas R. Carper,1
5296,Edward Moore Kennedy,John F. Reed,1
5299,Edward Moore Kennedy,Mark Lunsford Pryor,1
5302,Arlen Specter,Susan Margaret Collins,1
5323,Arlen Specter,Herbert H. Kohl,1
5338,Arlen Specter,Charles E. Schumer,1
5359,Arlen Specter,Barbara Ann Mikulski,1
5382,Arlen Specter,Rick Santorum,1
5397,Arlen Specter,Elizabeth H. Dole,1
5402,Lisa Murkowski,Susan Margaret Collins,1
5403,Lisa Murkowski,Lindsey O. Graham,1
5408,Lisa Murkowski,Pete Vichi Domenici,1
5411,Lisa Murkowski,Ben Nighthorse Campbell,1
5427,Lisa Murkowski,E. Benjamin Nelson,1
5428,Lisa Murkowski,Michael D. Crapo,1
5430,Lisa Murkowski,Donald Lee Nickles,1
5435,Lisa Murkowski,Craig Thomas,1
5436,Lisa Murkowski,Jim Inhofe,1
5442,Lisa Murkowski,Theodore F. Stevens,1
5456,Lisa Murkowski,Mary Landrieu,1
5468,Lisa Murkowski,Patty Murray,1
5473,Lisa Murkowski,Tim Johnson,1
5490,Lisa Murkowski,Jim Bunning,1
5493,Lisa Murkowski,George F. Allen,1
5497,Lisa Murkowski,Elizabeth H. Dole,1
5512,Chuck Hagel,Richard Green Lugar,1
5525,Chuck Hagel,Pat Roberts,1
5527,Chuck Hagel,E. Benjamin Nelson,1
5539,Chuck Hagel,Norm Coleman,1
5557,Chuck Hagel,Sam Brownback,1
5562,Chuck Hagel,John E. Sununu,1
5564,Chuck Hagel,Christopher S. Bond,1
5566,Chuck Hagel,Jim Talent,1
5586,Chuck Hagel,Robert F. Bennett,1
5590,Chuck Hagel,Jim Bunning,1
5597,Chuck Hagel,Elizabeth H. Dole,1
5598,Chuck Hagel,Peter Fitzgerald,1
5602,Mary Landrieu,Susan Margaret Collins,1
5607,Mary Landrieu,Richard J. Durbin,1
5615,Mary Landrieu,John Forbes Kerry,1
5616,Mary Landrieu,Jesse Francis Bingaman,1
5617,Mary Landrieu,Jon S. Corzine,1
5620,Mary Landrieu,Evan Bayh,1
5622,Mary Landrieu,Blanche Lambert Lincoln,1
5623,Mary Landrieu,Herbert H. Kohl,1
5624,Mary Landrieu,Maria Cantwell,1
5631,Mary Landrieu,Paul Spyros Sarbanes,1
5644,Mary Landrieu,Deborah Ann Stabenow,1
5645,Mary Landrieu,Clarence William Nelson,1
5647,Mary Landrieu,Joseph I. Lieberman,1
5649,Mary Landrieu,John Berlinger Breaux,1
5651,Mary Landrieu,Christopher John Dodd,1
5652,Mary Landrieu,Edward Moore Kennedy,1
5654,Mary Landrieu,Lisa Murkowski,1
5659,Mary Landrieu,Barbara Ann Mikulski,1
5665,Mary Landrieu,Hillary R Clinton,1
5668,Mary Landrieu,Patty Murray,1
5669,Mary Landrieu,Carl Milton Levin,1
5673,Mary Landrieu,Tim Johnson,1
5676,Mary Landrieu,Thad Cochran,1
5677,Mary Landrieu,Frank R. Lautenberg,1
5681,Mary Landrieu,John Edwards,1
5691,Mary Landrieu,Byron Leslie Dorgan,1
5699,Mary Landrieu,Mark Lunsford Pryor,1
5725,Sam Brownback,Pat Roberts,1
5726,Sam Brownback,Richard Craig Shelby,1
5730,Sam Brownback,Donald Lee Nickles,1
5736,Sam Brownback,Jim Inhofe,1
5755,Sam Brownback,Chuck Hagel,1
5766,Sam Brownback,Jim Talent,1
5774,Sam Brownback,Jon Llewellyn Kyl,1
5782,Sam Brownback,Rick Santorum,1
5790,Sam Brownback,Jim Bunning,1
5793,Sam Brownback,George F. Allen,1
5794,Sam Brownback,Jeff Sessions,1
5797,Sam Brownback,Elizabeth H. Dole,1
5798,Sam Brownback,Peter Fitzgerald,1
5811,Daniel Ken Inouye,Ben Nighthorse Campbell,1
5841,Daniel Ken Inouye,Daniel Kohikina Akaka,1
5901,Barbara Ann Mikulski,Thomas Andrew Daschle,1
5902,Barbara Ann Mikulski,Susan Margaret Collins,1
5904,Barbara Ann Mikulski,Joseph Robinette Biden,1
5907,Barbara Ann Mikulski,Richard J. Durbin,1
5910,Barbara Ann Mikulski,Patrick Joseph Leahy,1
5914,Barbara Ann Mikulski,Thomas Richard Harkin,1
5915,Barbara Ann Mikulski,John Forbes Kerry,1
5916,Barbara Ann Mikulski,Jesse Francis Bingaman,1
5917,Barbara Ann Mikulski,Jon S. Corzine,1
5920,Barbara Ann Mikulski,Evan Bayh,1
5922,Barbara Ann Mikulski,Blanche Lambert Lincoln,1
5923,Barbara Ann Mikulski,Herbert H. Kohl,1
5924,Barbara Ann Mikulski,Maria Cantwell,1
5927,Barbara Ann Mikulski,E. Benjamin Nelson,1
5931,Barbara Ann Mikulski,Paul Spyros Sarbanes,1
5932,Barbara Ann Mikulski,Dianne Feinstein,1
5938,Barbara Ann Mikulski,Charles E. Schumer,1
5941,Barbara Ann Mikulski,Daniel Kohikina Akaka,1
5944,Barbara Ann Mikulski,Deborah Ann Stabenow,1
5945,Barbara Ann Mikulski,Clarence William Nelson,1
5947,Barbara Ann Mikulski,Joseph I. Lieberman,1
5951,Barbara Ann Mikulski,Christopher John Dodd,1
5952,Barbara Ann Mikulski,Edward Moore Kennedy,1
5953,Barbara Ann Mikulski,Arlen Specter,1
5956,Barbara Ann Mikulski,Mary Landrieu,1
5960,Barbara Ann Mikulski,Barbara Boxer,1
5963,Barbara Ann Mikulski,Harry M. Reid,1
5965,Barbara Ann Mikulski,Hillary R Clinton,1
5968,Barbara Ann Mikulski,Patty Murray,1
5969,Barbara Ann Mikulski,Carl Milton Levin,1
5970,Barbara Ann Mikulski,Russell D. Feingold,1
5971,Barbara Ann Mikulski,James Merrill Jeffords,1
5973,Barbara Ann Mikulski,Tim Johnson,1
5977,Barbara Ann Mikulski,Frank R. Lautenberg,1
5980,Barbara Ann Mikulski,Jay Rockefeller,1
5981,Barbara Ann Mikulski,John Edwards,1
5988,Barbara Ann Mikulski,Mark Dayton,1
5989,Barbara Ann Mikulski,Thomas R. Carper,1
5996,Barbara Ann Mikulski,John F. Reed,1
5999,Barbara Ann Mikulski,Mark Lunsford Pryor,1
6004,Barbara Boxer,Joseph Robinette Biden,1
6007,Barbara Boxer,Richard J. Durbin,1
6010,Barbara Boxer,Patrick Joseph Leahy,1
6015,Barbara Boxer,John Forbes Kerry,1
6017,Barbara Boxer,Jon S. Corzine,1
6024,Barbara Boxer,Maria Cantwell,1
6031,Barbara Boxer,Paul Spyros Sarbanes,1
6032,Barbara Boxer,Dianne Feinstein,1
6038,Barbara Boxer,Charles E. Schumer,1
6044,Barbara Boxer,Deborah Ann Stabenow,1
6047,Barbara Boxer,Joseph I. Lieberman,1
6051,Barbara Boxer,Christopher John Dodd,1
6052,Barbara Boxer,Edward Moore Kennedy,1
6059,Barbara Boxer,Barbara Ann Mikulski,1
6063,Barbara Boxer,Harry M. Reid,1
6065,Barbara Boxer,Hillary R Clinton,1
6068,Barbara Boxer,Patty Murray,1
6071,Barbara Boxer,James Merrill Jeffords,1
6077,Barbara Boxer,Frank R. Lautenberg,1
6078,Barbara Boxer,Ron Wyden,1
6081,Barbara Boxer,John Edwards,1
6087,Barbara Boxer,Lincoln D. Chafee,1
6088,Barbara Boxer,Mark Dayton,1
6089,Barbara Boxer,Thomas R. Carper,1
6096,Barbara Boxer,John F. Reed,1
6102,George V. Voinovich,Susan Margaret Collins,1
6121,George V. Voinovich,Michael Dewine,1
6193,George V. Voinovich,George F. Allen,1
6218,John E. Sununu,Judd Gregg,1
6242,John E. Sununu,Theodore F. Stevens,1
6255,John E. Sununu,Chuck Hagel,1
6289,John E. Sununu,Thomas R. Carper,1
6293,John E. Sununu,George F. Allen,1
6295,John E. Sununu,Zell Miller,1
6297,John E. Sununu,Elizabeth H. Dole,1
6301,Harry M. Reid,Thomas Andrew Daschle,1
6304,Harry M. Reid,Joseph Robinette Biden,1
6307,Harry M. Reid,Richard J. Durbin,1
6310,Harry M. Reid,Patrick Joseph Leahy,1
6314,Harry M. Reid,Thomas Richard Harkin,1
6315,Harry M. Reid,John Forbes Kerry,1
6317,Harry M. Reid,Jon S. Corzine,1
6323,Harry M. Reid,Herbert H. Kohl,1
6327,Harry M. Reid,E. Benjamin Nelson,1
6329,Harry M. Reid,John Ensign,1
6331,Harry M. Reid,Paul Spyros Sarbanes,1
6338,Harry M. Reid,Charles E. Schumer,1
6341,Harry M. Reid,Daniel Kohikina Akaka,1
6344,Harry M. Reid,Deborah Ann Stabenow,1
6345,Harry M. Reid,Clarence William Nelson,1
6347,Harry M. Reid,Joseph I. Lieberman,1
6351,Harry M. Reid,Christopher John Dodd,1
6352,Harry M. Reid,Edward Moore Kennedy,1
6359,Harry M. Reid,Barbara Ann Mikulski,1
6360,Harry M. Reid,Barbara Boxer,1
6365,Harry M. Reid,Hillary R Clinton,1
6368,Harry M. Reid,Patty Murray,1
6369,Harry M. Reid,Carl Milton Levin,1
6373,Harry M. Reid,Tim Johnson,1
6377,Harry M. Reid,Frank R. Lautenberg,1
6378,Harry M. Reid,Ron Wyden,1
6381,Harry M. Reid,John Edwards,1
6388,Harry M. Reid,Mark Dayton,1
6389,Harry M. Reid,Thomas R. Carper,1
6391,Harry M. Reid,Byron Leslie Dorgan,1
6399,Harry M. Reid,Mark Lunsford Pryor,1
6427,Christopher S. Bond,E. Benjamin Nelson,1
6428,Christopher S. Bond,Michael D. Crapo,1
6455,Christopher S. Bond,Chuck Hagel,1
6466,Christopher S. Bond,Jim Talent,1
6486,Christopher S. Bond,Robert F. Bennett,1
6502,Hillary R Clinton,Susan Margaret Collins,1
6507,Hillary R Clinton,Richard J. Durbin,1
6514,Hillary R Clinton,Thomas Richard Harkin,1
6515,Hillary R Clinton,John Forbes Kerry,1
6517,Hillary R Clinton,Jon S. Corzine,1
6524,Hillary R Clinton,Maria Cantwell,1
6531,Hillary R Clinton,Paul Spyros Sarbanes,1
6532,Hillary R Clinton,Dianne Feinstein,1
6538,Hillary R Clinton,Charles E. Schumer,1
6544,Hillary R Clinton,Deborah Ann Stabenow,1
6547,Hillary R Clinton,Joseph I. Lieberman,1
6551,Hillary R Clinton,Christopher John Dodd,1
6552,Hillary R Clinton,Edward Moore Kennedy,1
6556,Hillary R Clinton,Mary Landrieu,1
6559,Hillary R Clinton,Barbara Ann Mikulski,1
6560,Hillary R Clinton,Barbara Boxer,1
6563,Hillary R Clinton,Harry M. Reid,1
6568,Hillary R Clinton,Patty Murray,1
6571,Hillary R Clinton,James Merrill Jeffords,1
6577,Hillary R Clinton,Frank R. Lautenberg,1
6581,Hillary R Clinton,John Edwards,1
6588,Hillary R Clinton,Mark Dayton,1
6589,Hillary R Clinton,Thomas R. Carper,1
6596,Hillary R Clinton,John F. Reed,1
6603,Jim Talent,Lindsey O. Graham,1
6606,Jim Talent,Larry Edwin Craig,1
6626,Jim Talent,Richard Craig Shelby,1
6627,Jim Talent,E. Benjamin Nelson,1
6628,Jim Talent,Michael D. Crapo,1
6629,Jim Talent,John Ensign,1
6630,Jim Talent,Donald Lee Nickles,1
6633,Jim Talent,A. Wayne Allard,1
6636,Jim Talent,Jim Inhofe,1
6639,Jim Talent,Norm Coleman,1
6640,Jim Talent,Michael B. Enzi,1
6655,Jim Talent,Chuck Hagel,1
6657,Jim Talent,Sam Brownback,1
6664,Jim Talent,Christopher S. Bond,1
6676,Jim Talent,Thad Cochran,1
6682,Jim Talent,Rick Santorum,1
6685,Jim Talent,Saxby Chambliss,1
6686,Jim Talent,Robert F. Bennett,1
6690,Jim Talent,Jim Bunning,1
6693,Jim Talent,George F. Allen,1
6694,Jim Talent,Jeff Sessions,1
6698,Jim Talent,Peter Fitzgerald,1
6715,Daniel Robert Graham,John Forbes Kerry,1
6745,Daniel Robert Graham,Clarence William Nelson,1
6781,Daniel Robert Graham,John Edwards,1
6801,Patty Murray,Thomas Andrew Daschle,1
6802,Patty Murray,Susan Margaret Collins,1
6807,Patty Murray,Richard J. Durbin,1
6814,Patty Murray,Thomas Richard Harkin,1
6815,Patty Murray,John Forbes Kerry,1
6816,Patty Murray,Jesse Francis Bingaman,1
6817,Patty Murray,Jon S. Corzine,1
6822,Patty Murray,Blanche Lambert Lincoln,1
6823,Patty Murray,Herbert H. Kohl,1
6824,Patty Murray,Maria Cantwell,1
6831,Patty Murray,Paul Spyros Sarbanes,1
6832,Patty Murray,Dianne Feinstein,1
6838,Patty Murray,Charles E. Schumer,1
6841,Patty Murray,Daniel Kohikina Akaka,1
6844,Patty Murray,Deborah Ann Stabenow,1
6851,Patty Murray,Christopher John Dodd,1
6852,Patty Murray,Edward Moore Kennedy,1
6854,Patty Murray,Lisa Murkowski,1
6856,Patty Murray,Mary Landrieu,1
6859,Patty Murray,Barbara Ann Mikulski,1
6860,Patty Murray,Barbara Boxer,1
6863,Patty Murray,Harry M. Reid,1
6865,Patty Murray,Hillary R Clinton,1
6869,Patty Murray,Carl Milton Levin,1
6871,Patty Murray,James Merrill Jeffords,1
6873,Patty Murray,Tim Johnson,1
6877,Patty Murray,Frank R. Lautenberg,1
6878,Patty Murray,Ron Wyden,1
6881,Patty Murray,John Edwards,1
6888,Patty Murray,Mark Dayton,1
6896,Patty Murray,John F. Reed,1
6904,Carl Milton Levin,Joseph Robinette Biden,1
6907,Carl Milton Levin,Richard J. Durbin,1
6915,Carl Milton Levin,John Forbes Kerry,1
6917,Carl Milton Levin,Jon S. Corzine,1
6920,Carl Milton Levin,Evan Bayh,1
6923,Carl Milton Levin,Herbert H. Kohl,1
6931,Carl Milton Levin,Paul Spyros Sarbanes,1
6938,Carl Milton Levin,Charles E. Schumer,1
6941,Carl Milton Levin,Daniel Kohikina Akaka,1
6944,Carl Milton Levin,Deborah Ann Stabenow,1
6947,Carl Milton Levin,Joseph I. Lieberman,1
6951,Carl Milton Levin,Christopher John Dodd,1
6952,Carl Milton Levin,Edward Moore Kennedy,1
6956,Carl Milton Levin,Mary Landrieu,1
6959,Carl Milton Levin,Barbara Ann Mikulski,1
6963,Carl Milton Levin,Harry M. Reid,1
6968,Carl Milton Levin,Patty Murray,1
6977,Carl Milton Levin,Frank R. Lautenberg,1
6981,Carl Milton Levin,John Edwards,1
6988,Carl Milton Levin,Mark Dayton,1
6996,Carl Milton Levin,John F. Reed,1
6999,Carl Milton Levin,Mark Lunsford Pryor,1
7007,Russell D. Feingold,Richard J. Durbin,1
7010,Russell D. Feingold,Patrick Joseph Leahy,1
7017,Russell D. Feingold,Jon S. Corzine,1
7023,Russell D. Feingold,Herbert H. Kohl,1
7047,Russell D. Feingold,Joseph I. Lieberman,1
7059,Russell D. Feingold,Barbara Ann Mikulski,1
7078,Russell D. Feingold,Ron Wyden,1
7102,James Merrill Jeffords,Susan Margaret Collins,1
7110,James Merrill Jeffords,Patrick Joseph Leahy,1
7114,James Merrill Jeffords,Thomas Richard Harkin,1
7115,James Merrill Jeffords,John Forbes Kerry,1
7116,James Merrill Jeffords,Jesse Francis Bingaman,1
7124,James Merrill Jeffords,Maria Cantwell,1
7131,James Merrill Jeffords,Paul Spyros Sarbanes,1
7134,James Merrill Jeffords,Olympia J. Snowe,1
7147,James Merrill Jeffords,Joseph I. Lieberman,1
7151,James Merrill Jeffords,Christopher John Dodd,1
7152,James Merrill Jeffords,Edward Moore Kennedy,1
7159,James Merrill Jeffords,Barbara Ann Mikulski,1
7160,James Merrill Jeffords,Barbara Boxer,1
7165,James Merrill Jeffords,Hillary R Clinton,1
7168,James Merrill Jeffords,Patty Murray,1
7177,James Merrill Jeffords,Frank R. Lautenberg,1
7181,James Merrill Jeffords,John Edwards,1
7187,James Merrill Jeffords,Lincoln D. Chafee,1
7188,James Merrill Jeffords,Mark Dayton,1
7196,James Merrill Jeffords,John F. Reed,1
7199,James Merrill Jeffords,Mark Lunsford Pryor,1
7201,Max Sieben Baucus,Thomas Andrew Daschle,1
7209,Max Sieben Baucus,Conrad R. Burns,1
7219,Max Sieben Baucus,Kent Conrad,1
7246,Max Sieben Baucus,Charles Ernest Grassley,1
7280,Max Sieben Baucus,Jay Rockefeller,1
7301,Tim Johnson,Thomas Andrew Daschle,1
7307,Tim Johnson,Richard J. Durbin,1
7314,Tim Johnson,Thomas Richard Harkin,1
7315,Tim Johnson,John Forbes Kerry,1
7316,Tim Johnson,Jesse Francis Bingaman,1
7319,Tim Johnson,Kent Conrad,1
7322,Tim Johnson,Blanche Lambert Lincoln,1
7324,Tim Johnson,Maria Cantwell,1
7327,Tim Johnson,E. Benjamin Nelson,1
7331,Tim Johnson,Paul Spyros Sarbanes,1
7344,Tim Johnson,Deborah Ann Stabenow,1
7352,Tim Johnson,Edward Moore Kennedy,1
