,From,To,edge
34202,Kweisi Mfume,Marc A. Veasey,1
34204,Kweisi Mfume,Mike Doyle,1
34207,Kweisi Mfume,Jerry Mcnerney,1
34209,Kweisi Mfume,Haley M. Stevens,1
34212,Kweisi Mfume,Mike Thompson,1
34213,Kweisi Mfume,Cheri Bustos,1
34220,Kweisi Mfume,Gregorio Kilili Camacho Sablan,1
34225,Kweisi Mfume,Rosa Delauro,1
34226,Kweisi Mfume,Suzan K. Delbene,1
34227,Kweisi Mfume,Lizzie Fletcher,1
34233,Kweisi Mfume,Kathleen M. Rice,1
34237,Kweisi Mfume,Jamaal Bowman,1
34238,Kweisi Mfume,Katherine M. Clark,1
34241,Kweisi Mfume,Kaiali'I Kahele,1
34249,Kweisi Mfume,Ed Perlmutter,1
34250,Kweisi Mfume,Steny H. Hoyer,1
34251,Kweisi Mfume,Ann Kirkpatrick,1
34252,Kweisi Mfume,Sylvia R. Garcia,1
34253,Kweisi Mfume,Al Lawson,1
34256,Kweisi Mfume,Sanford D. Bishop,1
34261,Kweisi Mfume,Jamie Raskin,1
34269,Kweisi Mfume,Teresa Leger Fernandez,1
34270,Kweisi Mfume,Marilyn Strickland,1
34271,Kweisi Mfume,Richard E. Neal,1
34272,Kweisi Mfume,Elaine G. Luria,1
34275,Kweisi Mfume,Elissa Slotkin,1
34276,Kweisi Mfume,Lauren Underwood,1
34277,Kweisi Mfume,Marie Newman,1
34278,Kweisi Mfume,Jake Auchincloss,1
34279,Kweisi Mfume,Val Butler Demings,1
34281,Kweisi Mfume,Debbie Wasserman Schultz,1
34286,Kweisi Mfume,Jim Costa,1
34292,Kweisi Mfume,Filemon Vela,1
34297,Kweisi Mfume,J. Luis Correa,1
34299,Kweisi Mfume,Frederica S. Wilson,1
34302,Kweisi Mfume,Frank J. Mrvan,1
34308,Kweisi Mfume,Bennie Thompson,1
34318,Kweisi Mfume,Debra A. Haaland,1
34326,Alexander X. Mooney,Guy Reschenthaler,1
34331,Alexander X. Mooney,Bryan Steil,1
34332,Alexander X. Mooney,Thomas P. Tiffany,1
34333,Alexander X. Mooney,Lauren Boebert,1
34344,Alexander X. Mooney,Steve Scalise,1
34345,Alexander X. Mooney,Glenn Thompson,1
34346,Alexander X. Mooney,Andy Barr,1
34347,Alexander X. Mooney,Ted Budd,1
34351,Alexander X. Mooney,Carol D. Miller,1
34356,Alexander X. Mooney,Ralph Norman,1
34357,Alexander X. Mooney,Scott Perry,1
34361,Alexander X. Mooney,Kevin Hern,1
34367,Alexander X. Mooney,Warren Davidson,1
34368,Alexander X. Mooney,Michael Cloud,1
34369,Alexander X. Mooney,Barry Loudermilk,1
34373,Alexander X. Mooney,Steve Chabot,1
34383,Alexander X. Mooney,Andy Biggs,1
34385,Alexander X. Mooney,Tom Mcclintock,1
34388,Alexander X. Mooney,Paul A. Gosar,1
34392,Alexander X. Mooney,Jodey C. Arrington,1
34393,Alexander X. Mooney,Steve Womack,1
34394,Alexander X. Mooney,Trey Hollingsworth,1
34397,Alexander X. Mooney,Robert E. Latta,1
34402,Alexander X. Mooney,Gregory Murphy,1
34404,Alexander X. Mooney,Chip Roy,1
34405,Alexander X. Mooney,John H. Rutherford,1
34410,Alexander X. Mooney,W. Gregory Steube,1
34411,Alexander X. Mooney,"Charles J. ""Chuck"" Fleischmann",1
34416,Alexander X. Mooney,Joe Wilson,1
34417,Alexander X. Mooney,Rick W. Allen,1
34418,Alexander X. Mooney,Kelly Armstrong,1
34423,Alexander X. Mooney,Larry Bucshon,1
34424,Alexander X. Mooney,"Earl L. ""Buddy"" Carter",1
34428,Alexander X. Mooney,Jeff Duncan,1
34430,Alexander X. Mooney,Neal P. Dunn,1
34433,Alexander X. Mooney,Brett Guthrie,1
34435,Alexander X. Mooney,Richard Hudson,1
34436,Alexander X. Mooney,Bill Johnson,1
34439,Alexander X. Mooney,Debbie Lesko,1
34440,Alexander X. Mooney,David B. Mckinley,1
34441,Alexander X. Mooney,Markwayne Mullin,1
34443,Alexander X. Mooney,Gary J. Palmer,1
34450,Alexander X. Mooney,Ann Wagner,1
34455,Alexander X. Mooney,Jim Banks,1
34458,Alexander X. Mooney,Dan Bishop,1
34470,Alexander X. Mooney,Marjorie Taylor Greene,1
34472,Alexander X. Mooney,Ronny Jackson,1
34475,Alexander X. Mooney,John Joyce,1
34481,Alexander X. Mooney,Billy Long,1
34482,Alexander X. Mooney,Blaine Luetkemeyer,1
34488,Alexander X. Mooney,Matthew M. Rosendale,1
34504,Alexander X. Mooney,Lisa C. Mcclain,1
34516,Alexander X. Mooney,Glenn Grothman,1
34518,Alexander X. Mooney,Clay Higgins,1
34538,Alexander X. Mooney,Tom Emmer,1
34539,Alexander X. Mooney,Louie Gohmert,1
34540,Alexander X. Mooney,Trent Kelly,1
34541,Alexander X. Mooney,David Kustoff,1
34544,Alexander X. Mooney,August Pfluger,1
34546,Alexander X. Mooney,Kevin Brady,1
34558,Alexander X. Mooney,Thomas Massie,1
34565,Alexander X. Mooney,Jason Smith,1
34571,Alexander X. Mooney,Brian Babin,1
34574,Alexander X. Mooney,Liz Cheney,1
34576,Alexander X. Mooney,Jim Hagedorn,1
34577,Alexander X. Mooney,Mary E. Miller,1
34586,Alexander X. Mooney,Jerry L. Carl,1
34593,Alexander X. Mooney,Patrick Mchenry,1
34601,Alexander X. Mooney,Randy Feenstra,1
34602,Alexander X. Mooney,Bob Good,1
34610,Alexander X. Mooney,Bruce Westerman,1
34620,Alexander X. Mooney,Vicky Hartzler,1
34628,Alexander X. Mooney,Bob Gibbs,1
34632,Alexander X. Mooney,Mo Brooks,1
34634,Alexander X. Mooney,Yvette Herrell,1
34643,Alexander X. Mooney,Scott Desjarlais,1
34645,Alexander X. Mooney,Fred Keller,1
34646,Alexander X. Mooney,Mike Kelly,1
34647,Alexander X. Mooney,Tracey Mann,1
34650,Alexander X. Mooney,Kat Cammack,1
34651,Alexander X. Mooney,Andrew S. Clyde,1
34653,Alexander X. Mooney,Madison Cawthorn,1
34657,Alexander X. Mooney,Diana Harshbarger,1
34658,Alexander X. Mooney,Ashley Hinson,1
34659,Alexander X. Mooney,Bill Huizenga,1
34669,Alexander X. Mooney,Jody B. Hice,1
34671,Alexander X. Mooney,Doug Lamalfa,1
34675,Alexander X. Mooney,Michelle Fischbach,1
34677,Alexander X. Mooney,Lance Gooden,1
34683,Alexander X. Mooney,Barry Moore,1
34684,Alexander X. Mooney,Austin Scott,1
34687,Alexander X. Mooney,David Rouzer,1
34689,Alexander X. Mooney,Brian J. Mast,1
34691,Alexander X. Mooney,David Schweikert,1
34692,Alexander X. Mooney,Randy K. Weber,1
34693,Alexander X. Mooney,Roger Williams,1
34694,Alexander X. Mooney,Scott Fitzgerald,1
34696,Alexander X. Mooney,Michael Guest,1
34697,Alexander X. Mooney,Mike Johnson,1
34709,Alexander X. Mooney,John W. Rose,1
34711,Alexander X. Mooney,Brad R. Wenstrup,1
34713,Alexander X. Mooney,Ron Estes,1
34717,Alexander X. Mooney,Ken Buck,1
34718,Alexander X. Mooney,Dan Newhouse,1
34719,Alexander X. Mooney,Russ Fulcher,1
34722,Alexander X. Mooney,Matt Gaetz,1
34729,Alexander X. Mooney,C. Scott Franklin,1
34732,Alexander X. Mooney,Adrian Smith,1
34734,Alexander X. Mooney,Steven M. Palazzo,1
34736,Alexander X. Mooney,Sam Graves,1
34739,Alexander X. Mooney,Pete Sessions,1
34741,Alexander X. Mooney,Doug Lamborn,1
34743,Alexander X. Mooney,Jim Jordan,1
34746,Alexander X. Mooney,Ron Wright,1
34749,Gwen Moore,James P. Mcgovern,1
34750,Gwen Moore,Zoe Lofgren,1
34751,Gwen Moore,John A. Yarmuth,1
34752,Gwen Moore,Joyce Beatty,1
34753,Gwen Moore,Bobby L. Rush,1
34757,Gwen Moore,Nydia M. Velazquez,1
34758,Gwen Moore,Barbara Lee,1
34759,Gwen Moore,Sheila Jackson Lee,1
34763,Gwen Moore,Sean Patrick Maloney,1
34764,Gwen Moore,Lois Frankel,1
34765,Gwen Moore,Joe Neguse,1
34766,Gwen Moore,Jennifer Wexton,1
34767,Gwen Moore,Dwight Evans,1
34768,Gwen Moore,Mark Takano,1
34769,Gwen Moore,Eleanor Holmes Norton,1
34770,Gwen Moore,Janice D. Schakowsky,1
34772,Gwen Moore,Kathy Castor,1
34777,Gwen Moore,Jimmy Panetta,1
34779,Gwen Moore,Nikema Williams,1
34782,Gwen Moore,Donald S. Beyer,1
34783,Gwen Moore,Theodore E. Deutch,1
34787,Gwen Moore,Steve Cohen,1
34788,Gwen Moore,Gregory W. Meeks,1
34789,Gwen Moore,Jackie Speier,1
34792,Gwen Moore,Alma S. Adams,1
34794,Gwen Moore,Linda T. Sanchez,1
34795,Gwen Moore,Grace Meng,1
34799,Gwen Moore,Doris O. Matsui,1
34800,Gwen Moore,Carolyn B. Maloney,1
34801,Gwen Moore,Peter A. Defazio,1
34805,Gwen Moore,"Robert C. ""Bobby"" Scott",1
34806,Gwen Moore,Diana Degette,1
34807,Gwen Moore,Jesus G. Garcia,1
34809,Gwen Moore,Raja Krishnamoorthi,1
34810,Gwen Moore,John B. Larson,1
34815,Gwen Moore,Betty Mccollum,1
34816,Gwen Moore,Al Green,1
34818,Gwen Moore,Pramila Jayapal,1
34819,Gwen Moore,Alexandria Ocasio-Cortez,1
34820,Gwen Moore,James H. Cooper,1
34824,Gwen Moore,John P. Sarbanes,1
34825,Gwen Moore,Ron Kind,1
34827,Gwen Moore,Andy Levin,1
34828,Gwen Moore,Kweisi Mfume,1
34832,Gwen Moore,Grace F. Napolitano,1
34835,Gwen Moore,Mary Gay Scanlon,1
34836,Gwen Moore,Bradley Scott Schneider,1
34837,Gwen Moore,Kim Schrier,1
34838,Gwen Moore,Greg Stanton,1
34841,Gwen Moore,Rashida Tlaib,1
34842,Gwen Moore,Norma J. Torres,1
34844,Gwen Moore,Peter Welch,1
34849,Gwen Moore,John Garamendi,1
34851,Gwen Moore,Brendan F. Boyle,1
34861,Gwen Moore,Raul M. Grijalva,1
34863,Gwen Moore,Alcee L. Hastings,1
34866,Gwen Moore,Marcy Kaptur,1
34867,Gwen Moore,Rick Larsen,1
34871,Gwen Moore,Jerrold Nadler,1
34873,Gwen Moore,William J. Pascrell,1
34875,Gwen Moore,Brian Higgins,1
34877,Gwen Moore,Ayanna Pressley,1
34878,Gwen Moore,Adam B. Schiff,1
34881,Gwen Moore,Bill Foster,1
34882,Gwen Moore,Pete Aguilar,1
34885,Gwen Moore,Nanette Diaz Barragan,1
34886,Gwen Moore,Karen Bass,1
34888,Gwen Moore,Anthony G. Brown,1
34890,Gwen Moore,Matt Cartwright,1
34892,Gwen Moore,Joaquin Castro,1
34893,Gwen Moore,Gerald E. Connolly,1
34895,Gwen Moore,Jason Crow,1
34896,Gwen Moore,Mark Desaulnier,1
34897,Gwen Moore,Debbie Dingell,1
34903,Gwen Moore,Mondaire Jones,1
34905,Gwen Moore,William R. Keating,1
34906,Gwen Moore,Daniel T. Kildee,1
34907,Gwen Moore,Derek Kilmer,1
34912,Gwen Moore,Stephen F. Lynch,1
34913,Gwen Moore,A. Donald Mceachin,1
34915,Gwen Moore,Katie Porter,1
34916,Gwen Moore,David E. Price,1
34918,Gwen Moore,Lucille Roybal-Allard,1
34919,Gwen Moore,Thomas R. Suozzi,1
34920,Gwen Moore,Paul Tonko,1
34921,Gwen Moore,David J. Trone,1
34923,Gwen Moore,Juan Vargas,1
34925,Gwen Moore,Salud O. Carbajal,1
34926,Gwen Moore,Tony Cardenas,1
34927,Gwen Moore,Joe Courtney,1
34928,Gwen Moore,Ruben Gallego,1
34930,Gwen Moore,Chrissy Houlahan,1
34931,Gwen Moore,Ro Khanna,1
34932,Gwen Moore,Alan S. Lowenthal,1
34935,Gwen Moore,Bonnie Watson Coleman,1
34936,Gwen Moore,Cori Bush,1
34939,Gwen Moore,Lisa Blunt Rochester,1
34941,Gwen Moore,G. K. Butterfield,1
34942,Gwen Moore,Yvette D. Clarke,1
34948,Gwen Moore,"Henry C. ""Hank"" Johnson",1
34950,Gwen Moore,James R. Langevin,1
34951,Gwen Moore,Ted Lieu,1
34953,Gwen Moore,Frank Pallone,1
34954,Gwen Moore,Chellie Pingree,1
34955,Gwen Moore,C. A. Dutch Ruppersberger,1
34956,Gwen Moore,Tim Ryan,1
34959,Gwen Moore,Eric Swalwell,1
34961,Gwen Moore,Lucy Mcbath,1
34962,Gwen Moore,Colin Z. Allred,1
34964,Gwen Moore,Julia Brownley,1
34971,Gwen Moore,Tom Malinowski,1
34972,Gwen Moore,Seth Moulton,1
34974,Gwen Moore,Terri A. Sewell,1
34976,Gwen Moore,Judy Chu,1
34977,Gwen Moore,David N. Cicilline,1
34978,Gwen Moore,Sharice Davids,1
34979,Gwen Moore,Jahana Hayes,1
34981,Gwen Moore,Steven Horsford,1
34982,Gwen Moore,Hakeem S. Jeffries,1
34983,Gwen Moore,Robin L. Kelly,1
34984,Gwen Moore,Brenda L. Lawrence,1
34989,Gwen Moore,Donald Norcross,1
34992,Gwen Moore,Deborah K. Ross,1
34993,Gwen Moore,David Scott,1
34997,Gwen Moore,Lloyd Doggett,1
34998,Gwen Moore,Earl Blumenauer,1
35001,Gwen Moore,Andre Carson,1
35007,Gwen Moore,Joseph D. Morelle,1
35008,Gwen Moore,Ilhan Omar,1
35009,Gwen Moore,Stacey E. Plaskett,1
35010,Gwen Moore,Mark Pocan,1
35011,Gwen Moore,Mikie Sherrill,1
35012,Gwen Moore,Eddie Bernice Johnson,1
35013,Gwen Moore,Dina Titus,1
35014,Gwen Moore,Ritchie Torres,1
35016,Gwen Moore,Suzanne Bonamici,1
35019,Gwen Moore,Adriano Espaillat,1
35020,Gwen Moore,James A. Himes,1
35021,Gwen Moore,Ann M. Kuster,1
35025,Gwen Moore,Maxine Waters,1
35026,Gwen Moore,Madeleine Dean,1
35035,Gwen Moore,Mike Quigley,1
35037,Gwen Moore,Darren Soto,1
35042,Gwen Moore,Veronica Escobar,1
35044,Gwen Moore,Sean Casten,1
35045,Gwen Moore,Danny K. Davis,1
35047,Gwen Moore,Jimmy Gomez,1
35050,Gwen Moore,Albio Sires,1
35051,Gwen Moore,Adam Smith,1
35054,Gwen Moore,Emanuel Cleaver,1
35055,Gwen Moore,Anna G. Eshoo,1
35058,Gwen Moore,Donald M. Payne,1
35059,Gwen Moore,Lori Trahan,1
35060,Gwen Moore,Marc A. Veasey,1
35062,Gwen Moore,Mike Doyle,1
35065,Gwen Moore,Jerry Mcnerney,1
35067,Gwen Moore,Haley M. Stevens,1
35070,Gwen Moore,Mike Thompson,1
35078,Gwen Moore,Gregorio Kilili Camacho Sablan,1
35083,Gwen Moore,Rosa Delauro,1
35084,Gwen Moore,Suzan K. Delbene,1
35085,Gwen Moore,Lizzie Fletcher,1
35091,Gwen Moore,Kathleen M. Rice,1
35095,Gwen Moore,Jamaal Bowman,1
35096,Gwen Moore,Katherine M. Clark,1
35099,Gwen Moore,Kaiali'I Kahele,1
35107,Gwen Moore,Ed Perlmutter,1
35109,Gwen Moore,Ann Kirkpatrick,1
35110,Gwen Moore,Sylvia R. Garcia,1
35111,Gwen Moore,Al Lawson,1
35114,Gwen Moore,Sanford D. Bishop,1
35119,Gwen Moore,Jamie Raskin,1
35127,Gwen Moore,Teresa Leger Fernandez,1
35128,Gwen Moore,Marilyn Strickland,1
35129,Gwen Moore,Richard E. Neal,1
35134,Gwen Moore,Lauren Underwood,1
35135,Gwen Moore,Marie Newman,1
35136,Gwen Moore,Jake Auchincloss,1
35137,Gwen Moore,Val Butler Demings,1
35139,Gwen Moore,Debbie Wasserman Schultz,1
35157,Gwen Moore,Frederica S. Wilson,1
35160,Gwen Moore,Frank J. Mrvan,1
35166,Gwen Moore,Bennie Thompson,1
35183,Gregory Murphy,Cathy Mcmorris Rodgers,1
35184,Gregory Murphy,Guy Reschenthaler,1
35185,Gregory Murphy,Mark E. Green,1
35190,Gregory Murphy,Thomas P. Tiffany,1
35191,Gregory Murphy,Lauren Boebert,1
35200,Gregory Murphy,Michael Waltz,1
35202,Gregory Murphy,Steve Scalise,1
35204,Gregory Murphy,Andy Barr,1
35205,Gregory Murphy,Ted Budd,1
35213,Gregory Murphy,Dusty Johnson,1
35214,Gregory Murphy,Ralph Norman,1
35215,Gregory Murphy,Scott Perry,1
35219,Gregory Murphy,Kevin Hern,1
35225,Gregory Murphy,Warren Davidson,1
35226,Gregory Murphy,Michael Cloud,1
35227,Gregory Murphy,Barry Loudermilk,1
35231,Gregory Murphy,Steve Chabot,1
35241,Gregory Murphy,Andy Biggs,1
35250,Gregory Murphy,Jodey C. Arrington,1
35251,Gregory Murphy,Steve Womack,1
35255,Gregory Murphy,Robert E. Latta,1
35258,Gregory Murphy,Alexander X. Mooney,1
35262,Gregory Murphy,Chip Roy,1
35263,Gregory Murphy,John H. Rutherford,1
35268,Gregory Murphy,W. Gregory Steube,1
35269,Gregory Murphy,"Charles J. ""Chuck"" Fleischmann",1
35272,Gregory Murphy,Tim Walberg,1
35274,Gregory Murphy,Joe Wilson,1
35275,Gregory Murphy,Rick W. Allen,1
35276,Gregory Murphy,Kelly Armstrong,1
35279,Gregory Murphy,Michael C. Burgess,1
35281,Gregory Murphy,Larry Bucshon,1
35282,Gregory Murphy,"Earl L. ""Buddy"" Carter",1
35286,Gregory Murphy,Jeff Duncan,1
35288,Gregory Murphy,Neal P. Dunn,1
35291,Gregory Murphy,Brett Guthrie,1
35293,Gregory Murphy,Richard Hudson,1
35294,Gregory Murphy,Bill Johnson,1
35297,Gregory Murphy,Debbie Lesko,1
35298,Gregory Murphy,David B. Mckinley,1
35299,Gregory Murphy,Markwayne Mullin,1
35301,Gregory Murphy,Gary J. Palmer,1
35308,Gregory Murphy,Ann Wagner,1
35312,Gregory Murphy,Troy Balderson,1
35313,Gregory Murphy,Jim Banks,1
35316,Gregory Murphy,Dan Bishop,1
35330,Gregory Murphy,Ronny Jackson,1
35333,Gregory Murphy,John Joyce,1
35339,Gregory Murphy,Billy Long,1
35340,Gregory Murphy,Blaine Luetkemeyer,1
35346,Gregory Murphy,Matthew M. Rosendale,1
35362,Gregory Murphy,Lisa C. Mcclain,1
35369,Gregory Murphy,Mike Bost,1
35374,Gregory Murphy,Glenn Grothman,1
35376,Gregory Murphy,Clay Higgins,1
35381,Gregory Murphy,Daniel Meuser,1
35386,Gregory Murphy,Pete Stauber,1
35387,Gregory Murphy,Elise M. Stefanik,1
35392,Gregory Murphy,Jack Bergman,1
35396,Gregory Murphy,Tom Emmer,1
35398,Gregory Murphy,Trent Kelly,1
35399,Gregory Murphy,David Kustoff,1
35402,Gregory Murphy,August Pfluger,1
35404,Gregory Murphy,Kevin Brady,1
35409,Gregory Murphy,J. French Hill,1
35417,Gregory Murphy,John R. Moolenaar,1
35423,Gregory Murphy,Jason Smith,1
35429,Gregory Murphy,Brian Babin,1
35432,Gregory Murphy,Liz Cheney,1
35434,Gregory Murphy,Jim Hagedorn,1
35435,Gregory Murphy,Mary E. Miller,1
35444,Gregory Murphy,Jerry L. Carl,1
35451,Gregory Murphy,Patrick Mchenry,1
35456,Gregory Murphy,Van Taylor,1
35459,Gregory Murphy,Randy Feenstra,1
35460,Gregory Murphy,Bob Good,1
35465,Gregory Murphy,Tom Rice,1
35469,Gregory Murphy,Robert J. Wittman,1
35475,Gregory Murphy,Mike Garcia,1
35478,Gregory Murphy,Vicky Hartzler,1
35481,Gregory Murphy,Jackie Walorski,1
35486,Gregory Murphy,Bob Gibbs,1
35490,Gregory Murphy,Mo Brooks,1
35492,Gregory Murphy,Yvette Herrell,1
35497,Gregory Murphy,Lloyd Smucker,1
35498,Gregory Murphy,Beth Van Duyne,1
35503,Gregory Murphy,Fred Keller,1
35504,Gregory Murphy,Mike Kelly,1
35505,Gregory Murphy,Tracey Mann,1
35508,Gregory Murphy,Kat Cammack,1
35511,Gregory Murphy,Madison Cawthorn,1
35515,Gregory Murphy,Diana Harshbarger,1
35516,Gregory Murphy,Ashley Hinson,1
35517,Gregory Murphy,Bill Huizenga,1
35519,Gregory Murphy,Frank D. Lucas,1
35527,Gregory Murphy,Jody B. Hice,1
35531,Gregory Murphy,Claudia Tenney,1
35533,Gregory Murphy,Michelle Fischbach,1
35535,Gregory Murphy,Lance Gooden,1
35541,Gregory Murphy,Barry Moore,1
35542,Gregory Murphy,Austin Scott,1
35544,Gregory Murphy,Troy E. Nehls,1
35545,Gregory Murphy,David Rouzer,1
35550,Gregory Murphy,Randy K. Weber,1
35551,Gregory Murphy,Roger Williams,1
35553,Gregory Murphy,Virginia Foxx,1
35554,Gregory Murphy,Michael Guest,1
35555,Gregory Murphy,Mike Johnson,1
35560,Gregory Murphy,Stephanie I. Bice,1
35561,Gregory Murphy,Jeff Fortenberry,1
35567,Gregory Murphy,John W. Rose,1
35569,Gregory Murphy,Brad R. Wenstrup,1
35571,Gregory Murphy,Ron Estes,1
35575,Gregory Murphy,Ken Buck,1
35577,Gregory Murphy,Russ Fulcher,1
35580,Gregory Murphy,Matt Gaetz,1
35583,Gregory Murphy,A. Drew Ferguson,1
35585,Gregory Murphy,James R. Baird,1
35587,Gregory Murphy,C. Scott Franklin,1
35590,Gregory Murphy,Adrian Smith,1
35592,Gregory Murphy,Steven M. Palazzo,1
35594,Gregory Murphy,Sam Graves,1
35597,Gregory Murphy,Pete Sessions,1
35599,Gregory Murphy,Doug Lamborn,1
35601,Gregory Murphy,Jim Jordan,1
35602,Gregory Murphy,Michael R. Turner,1
35604,Gregory Murphy,Ron Wright,1
35607,Grace F. Napolitano,James P. Mcgovern,1
35608,Grace F. Napolitano,Zoe Lofgren,1
35609,Grace F. Napolitano,John A. Yarmuth,1
35610,Grace F. Napolitano,Joyce Beatty,1
35611,Grace F. Napolitano,Bobby L. Rush,1
35615,Grace F. Napolitano,Nydia M. Velazquez,1
35616,Grace F. Napolitano,Barbara Lee,1
35617,Grace F. Napolitano,Sheila Jackson Lee,1
35621,Grace F. Napolitano,Sean Patrick Maloney,1
35622,Grace F. Napolitano,Lois Frankel,1
35623,Grace F. Napolitano,Joe Neguse,1
35624,Grace F. Napolitano,Jennifer Wexton,1
35625,Grace F. Napolitano,Dwight Evans,1
35626,Grace F. Napolitano,Mark Takano,1
35627,Grace F. Napolitano,Eleanor Holmes Norton,1
35628,Grace F. Napolitano,Janice D. Schakowsky,1
35630,Grace F. Napolitano,Kathy Castor,1
35635,Grace F. Napolitano,Jimmy Panetta,1
35637,Grace F. Napolitano,Nikema Williams,1
35640,Grace F. Napolitano,Donald S. Beyer,1
35641,Grace F. Napolitano,Theodore E. Deutch,1
35645,Grace F. Napolitano,Steve Cohen,1
35646,Grace F. Napolitano,Gregory W. Meeks,1
35647,Grace F. Napolitano,Jackie Speier,1
35650,Grace F. Napolitano,Alma S. Adams,1
35652,Grace F. Napolitano,Linda T. Sanchez,1
35653,Grace F. Napolitano,Grace Meng,1
35657,Grace F. Napolitano,Doris O. Matsui,1
35658,Grace F. Napolitano,Carolyn B. Maloney,1
35659,Grace F. Napolitano,Peter A. Defazio,1
35663,Grace F. Napolitano,"Robert C. ""Bobby"" Scott",1
35664,Grace F. Napolitano,Diana Degette,1
35665,Grace F. Napolitano,Jesus G. Garcia,1
35667,Grace F. Napolitano,Raja Krishnamoorthi,1
35668,Grace F. Napolitano,John B. Larson,1
35673,Grace F. Napolitano,Betty Mccollum,1
35674,Grace F. Napolitano,Al Green,1
35676,Grace F. Napolitano,Pramila Jayapal,1
35677,Grace F. Napolitano,Alexandria Ocasio-Cortez,1
35678,Grace F. Napolitano,James H. Cooper,1
35682,Grace F. Napolitano,John P. Sarbanes,1
35683,Grace F. Napolitano,Ron Kind,1
35685,Grace F. Napolitano,Andy Levin,1
35688,Grace F. Napolitano,Gwen Moore,1
35693,Grace F. Napolitano,Mary Gay Scanlon,1
35694,Grace F. Napolitano,Bradley Scott Schneider,1
35695,Grace F. Napolitano,Kim Schrier,1
35696,Grace F. Napolitano,Greg Stanton,1
35699,Grace F. Napolitano,Rashida Tlaib,1
35700,Grace F. Napolitano,Norma J. Torres,1
35702,Grace F. Napolitano,Peter Welch,1
35707,Grace F. Napolitano,John Garamendi,1
35709,Grace F. Napolitano,Brendan F. Boyle,1
35719,Grace F. Napolitano,Raul M. Grijalva,1
35721,Grace F. Napolitano,Alcee L. Hastings,1
35724,Grace F. Napolitano,Marcy Kaptur,1
35725,Grace F. Napolitano,Rick Larsen,1
35729,Grace F. Napolitano,Jerrold Nadler,1
35731,Grace F. Napolitano,William J. Pascrell,1
35733,Grace F. Napolitano,Brian Higgins,1
35735,Grace F. Napolitano,Ayanna Pressley,1
35736,Grace F. Napolitano,Adam B. Schiff,1
35739,Grace F. Napolitano,Bill Foster,1
35740,Grace F. Napolitano,Pete Aguilar,1
35743,Grace F. Napolitano,Nanette Diaz Barragan,1
35744,Grace F. Napolitano,Karen Bass,1
35746,Grace F. Napolitano,Anthony G. Brown,1
35748,Grace F. Napolitano,Matt Cartwright,1
35750,Grace F. Napolitano,Joaquin Castro,1
35751,Grace F. Napolitano,Gerald E. Connolly,1
35752,Grace F. Napolitano,Charlie Crist,1
35753,Grace F. Napolitano,Jason Crow,1
35754,Grace F. Napolitano,Mark Desaulnier,1
35755,Grace F. Napolitano,Debbie Dingell,1
35758,Grace F. Napolitano,Josh Harder,1
35761,Grace F. Napolitano,Mondaire Jones,1
35763,Grace F. Napolitano,William R. Keating,1
35764,Grace F. Napolitano,Daniel T. Kildee,1
35765,Grace F. Napolitano,Derek Kilmer,1
35770,Grace F. Napolitano,Stephen F. Lynch,1
35771,Grace F. Napolitano,A. Donald Mceachin,1
35773,Grace F. Napolitano,Katie Porter,1
35774,Grace F. Napolitano,David E. Price,1
35776,Grace F. Napolitano,Lucille Roybal-Allard,1
35777,Grace F. Napolitano,Thomas R. Suozzi,1
35778,Grace F. Napolitano,Paul Tonko,1
35779,Grace F. Napolitano,David J. Trone,1
35781,Grace F. Napolitano,Juan Vargas,1
35783,Grace F. Napolitano,Salud O. Carbajal,1
35784,Grace F. Napolitano,Tony Cardenas,1
35785,Grace F. Napolitano,Joe Courtney,1
35786,Grace F. Napolitano,Ruben Gallego,1
35788,Grace F. Napolitano,Chrissy Houlahan,1
35789,Grace F. Napolitano,Ro Khanna,1
35790,Grace F. Napolitano,Alan S. Lowenthal,1
35792,Grace F. Napolitano,Raul Ruiz,1
35793,Grace F. Napolitano,Bonnie Watson Coleman,1
35794,Grace F. Napolitano,Cori Bush,1
35797,Grace F. Napolitano,Lisa Blunt Rochester,1
35799,Grace F. Napolitano,G. K. Butterfield,1
35800,Grace F. Napolitano,Yvette D. Clarke,1
35806,Grace F. Napolitano,"Henry C. ""Hank"" Johnson",1
35807,Grace F. Napolitano,Andy Kim,1
35808,Grace F. Napolitano,James R. Langevin,1
35809,Grace F. Napolitano,Ted Lieu,1
35811,Grace F. Napolitano,Frank Pallone,1
35812,Grace F. Napolitano,Chellie Pingree,1
35813,Grace F. Napolitano,C. A. Dutch Ruppersberger,1
35814,Grace F. Napolitano,Tim Ryan,1
35817,Grace F. Napolitano,Eric Swalwell,1
35819,Grace F. Napolitano,Lucy Mcbath,1
35820,Grace F. Napolitano,Colin Z. Allred,1
35822,Grace F. Napolitano,Julia Brownley,1
35829,Grace F. Napolitano,Tom Malinowski,1
35830,Grace F. Napolitano,Seth Moulton,1
35832,Grace F. Napolitano,Terri A. Sewell,1
35834,Grace F. Napolitano,Judy Chu,1
35835,Grace F. Napolitano,David N. Cicilline,1
35836,Grace F. Napolitano,Sharice Davids,1
35837,Grace F. Napolitano,Jahana Hayes,1
35839,Grace F. Napolitano,Steven Horsford,1
35840,Grace F. Napolitano,Hakeem S. Jeffries,1
