,From,To,edge
452,Zoe Lofgren,Kathy Castor,1
457,Zoe Lofgren,Jimmy Panetta,1
459,Zoe Lofgren,Nikema Williams,1
461,Zoe Lofgren,Dean Phillips,1
462,Zoe Lofgren,Donald S. Beyer,1
463,Zoe Lofgren,Theodore E. Deutch,1
468,Zoe Lofgren,Gregory W. Meeks,1
469,Zoe Lofgren,Jackie Speier,1
472,Zoe Lofgren,Alma S. Adams,1
473,Zoe Lofgren,Kurt Schrader,1
474,Zoe Lofgren,Linda T. Sanchez,1
475,Zoe Lofgren,Grace Meng,1
479,Zoe Lofgren,Doris O. Matsui,1
480,Zoe Lofgren,Carolyn B. Maloney,1
481,Zoe Lofgren,Peter A. Defazio,1
485,Zoe Lofgren,"Robert C. ""Bobby"" Scott",1
486,Zoe Lofgren,Diana Degette,1
487,Zoe Lofgren,Jesus G. Garcia,1
489,Zoe Lofgren,Raja Krishnamoorthi,1
490,Zoe Lofgren,John B. Larson,1
495,Zoe Lofgren,Betty Mccollum,1
496,Zoe Lofgren,Al Green,1
498,Zoe Lofgren,Pramila Jayapal,1
500,Zoe Lofgren,James H. Cooper,1
504,Zoe Lofgren,John P. Sarbanes,1
507,Zoe Lofgren,Andy Levin,1
508,Zoe Lofgren,Kweisi Mfume,1
510,Zoe Lofgren,Gwen Moore,1
512,Zoe Lofgren,Grace F. Napolitano,1
515,Zoe Lofgren,Mary Gay Scanlon,1
516,Zoe Lofgren,Bradley Scott Schneider,1
517,Zoe Lofgren,Kim Schrier,1
518,Zoe Lofgren,Greg Stanton,1
521,Zoe Lofgren,Rashida Tlaib,1
522,Zoe Lofgren,Norma J. Torres,1
524,Zoe Lofgren,Peter Welch,1
529,Zoe Lofgren,John Garamendi,1
531,Zoe Lofgren,Brendan F. Boyle,1
541,Zoe Lofgren,Raul M. Grijalva,1
543,Zoe Lofgren,Alcee L. Hastings,1
546,Zoe Lofgren,Marcy Kaptur,1
547,Zoe Lofgren,Rick Larsen,1
551,Zoe Lofgren,Jerrold Nadler,1
553,Zoe Lofgren,William J. Pascrell,1
555,Zoe Lofgren,Brian Higgins,1
557,Zoe Lofgren,Ayanna Pressley,1
558,Zoe Lofgren,Adam B. Schiff,1
560,Zoe Lofgren,Nancy Pelosi,1
561,Zoe Lofgren,Bill Foster,1
562,Zoe Lofgren,Pete Aguilar,1
565,Zoe Lofgren,Nanette Diaz Barragan,1
566,Zoe Lofgren,Karen Bass,1
568,Zoe Lofgren,Anthony G. Brown,1
570,Zoe Lofgren,Matt Cartwright,1
572,Zoe Lofgren,Joaquin Castro,1
573,Zoe Lofgren,Gerald E. Connolly,1
574,Zoe Lofgren,Charlie Crist,1
575,Zoe Lofgren,Jason Crow,1
576,Zoe Lofgren,Mark Desaulnier,1
577,Zoe Lofgren,Debbie Dingell,1
580,Zoe Lofgren,Josh Harder,1
583,Zoe Lofgren,Mondaire Jones,1
585,Zoe Lofgren,William R. Keating,1
586,Zoe Lofgren,Daniel T. Kildee,1
587,Zoe Lofgren,Derek Kilmer,1
592,Zoe Lofgren,Stephen F. Lynch,1
593,Zoe Lofgren,A. Donald Mceachin,1
595,Zoe Lofgren,Katie Porter,1
596,Zoe Lofgren,David E. Price,1
598,Zoe Lofgren,Lucille Roybal-Allard,1
599,Zoe Lofgren,Thomas R. Suozzi,1
600,Zoe Lofgren,Paul Tonko,1
601,Zoe Lofgren,David J. Trone,1
603,Zoe Lofgren,Juan Vargas,1
605,Zoe Lofgren,Salud O. Carbajal,1
606,Zoe Lofgren,Tony Cardenas,1
607,Zoe Lofgren,Joe Courtney,1
608,Zoe Lofgren,Ruben Gallego,1
610,Zoe Lofgren,Chrissy Houlahan,1
611,Zoe Lofgren,Ro Khanna,1
612,Zoe Lofgren,Alan S. Lowenthal,1
614,Zoe Lofgren,Raul Ruiz,1
615,Zoe Lofgren,Bonnie Watson Coleman,1
619,Zoe Lofgren,Lisa Blunt Rochester,1
621,Zoe Lofgren,G. K. Butterfield,1
622,Zoe Lofgren,Yvette D. Clarke,1
628,Zoe Lofgren,"Henry C. ""Hank"" Johnson",1
629,Zoe Lofgren,Andy Kim,1
630,Zoe Lofgren,James R. Langevin,1
631,Zoe Lofgren,Ted Lieu,1
633,Zoe Lofgren,Frank Pallone,1
634,Zoe Lofgren,Chellie Pingree,1
635,Zoe Lofgren,C. A. Dutch Ruppersberger,1
639,Zoe Lofgren,Eric Swalwell,1
641,Zoe Lofgren,Lucy Mcbath,1
642,Zoe Lofgren,Colin Z. Allred,1
644,Zoe Lofgren,Julia Brownley,1
645,Zoe Lofgren,James E. Clyburn,1
651,Zoe Lofgren,Tom Malinowski,1
652,Zoe Lofgren,Seth Moulton,1
656,Zoe Lofgren,Judy Chu,1
657,Zoe Lofgren,David N. Cicilline,1
658,Zoe Lofgren,Sharice Davids,1
659,Zoe Lofgren,Jahana Hayes,1
661,Zoe Lofgren,Steven Horsford,1
662,Zoe Lofgren,Hakeem S. Jeffries,1
663,Zoe Lofgren,Robin L. Kelly,1
664,Zoe Lofgren,Brenda L. Lawrence,1
669,Zoe Lofgren,Donald Norcross,1
670,Zoe Lofgren,Scott H. Peters,1
672,Zoe Lofgren,Deborah K. Ross,1
673,Zoe Lofgren,David Scott,1
676,Zoe Lofgren,Susan Wild,1
677,Zoe Lofgren,Lloyd Doggett,1
678,Zoe Lofgren,Earl Blumenauer,1
679,Zoe Lofgren,Carolyn Bourdeaux,1
681,Zoe Lofgren,Andre Carson,1
687,Zoe Lofgren,Joseph D. Morelle,1
688,Zoe Lofgren,Ilhan Omar,1
690,Zoe Lofgren,Mark Pocan,1
691,Zoe Lofgren,Mikie Sherrill,1
692,Zoe Lofgren,Eddie Bernice Johnson,1
693,Zoe Lofgren,Dina Titus,1
694,Zoe Lofgren,Ritchie Torres,1
696,Zoe Lofgren,Suzanne Bonamici,1
699,Zoe Lofgren,Adriano Espaillat,1
700,Zoe Lofgren,James A. Himes,1
701,Zoe Lofgren,Ann M. Kuster,1
703,Zoe Lofgren,Brad Sherman,1
705,Zoe Lofgren,Maxine Waters,1
706,Zoe Lofgren,Madeleine Dean,1
708,Zoe Lofgren,Ami Bera,1
712,Zoe Lofgren,Jared Huffman,1
713,Zoe Lofgren,Mike Levin,1
715,Zoe Lofgren,Mike Quigley,1
717,Zoe Lofgren,Darren Soto,1
722,Zoe Lofgren,Veronica Escobar,1
724,Zoe Lofgren,Sean Casten,1
725,Zoe Lofgren,Danny K. Davis,1
727,Zoe Lofgren,Jimmy Gomez,1
728,Zoe Lofgren,Josh Gottheimer,1
730,Zoe Lofgren,Albio Sires,1
731,Zoe Lofgren,Adam Smith,1
734,Zoe Lofgren,Emanuel Cleaver,1
735,Zoe Lofgren,Anna G. Eshoo,1
739,Zoe Lofgren,Lori Trahan,1
740,Zoe Lofgren,Marc A. Veasey,1
742,Zoe Lofgren,Mike Doyle,1
745,Zoe Lofgren,Jerry Mcnerney,1
747,Zoe Lofgren,Haley M. Stevens,1
750,Zoe Lofgren,Mike Thompson,1
751,Zoe Lofgren,Cheri Bustos,1
763,Zoe Lofgren,Rosa Delauro,1
764,Zoe Lofgren,Suzan K. Delbene,1
765,Zoe Lofgren,Lizzie Fletcher,1
771,Zoe Lofgren,Kathleen M. Rice,1
775,Zoe Lofgren,Jamaal Bowman,1
776,Zoe Lofgren,Katherine M. Clark,1
779,Zoe Lofgren,Kaiali'I Kahele,1
787,Zoe Lofgren,Ed Perlmutter,1
788,Zoe Lofgren,Steny H. Hoyer,1
789,Zoe Lofgren,Ann Kirkpatrick,1
790,Zoe Lofgren,Sylvia R. Garcia,1
791,Zoe Lofgren,Al Lawson,1
799,Zoe Lofgren,Jamie Raskin,1
807,Zoe Lofgren,Teresa Leger Fernandez,1
808,Zoe Lofgren,Marilyn Strickland,1
809,Zoe Lofgren,Richard E. Neal,1
810,Zoe Lofgren,Elaine G. Luria,1
813,Zoe Lofgren,Elissa Slotkin,1
814,Zoe Lofgren,Lauren Underwood,1
815,Zoe Lofgren,Marie Newman,1
816,Zoe Lofgren,Jake Auchincloss,1
817,Zoe Lofgren,Val Butler Demings,1
819,Zoe Lofgren,Debbie Wasserman Schultz,1
823,Zoe Lofgren,Conor Lamb,1
824,Zoe Lofgren,Jim Costa,1
830,Zoe Lofgren,Filemon Vela,1
835,Zoe Lofgren,J. Luis Correa,1
837,Zoe Lofgren,Frederica S. Wilson,1
840,Zoe Lofgren,Frank J. Mrvan,1
856,Zoe Lofgren,Debra A. Haaland,1
858,John A. Yarmuth,James P. Mcgovern,1
859,John A. Yarmuth,Zoe Lofgren,1
861,John A. Yarmuth,Joyce Beatty,1
862,John A. Yarmuth,Bobby L. Rush,1
866,John A. Yarmuth,Nydia M. Velazquez,1
867,John A. Yarmuth,Barbara Lee,1
868,John A. Yarmuth,Sheila Jackson Lee,1
872,John A. Yarmuth,Sean Patrick Maloney,1
873,John A. Yarmuth,Lois Frankel,1
874,John A. Yarmuth,Joe Neguse,1
875,John A. Yarmuth,Jennifer Wexton,1
876,John A. Yarmuth,Dwight Evans,1
877,John A. Yarmuth,Mark Takano,1
878,John A. Yarmuth,Eleanor Holmes Norton,1
879,John A. Yarmuth,Janice D. Schakowsky,1
881,John A. Yarmuth,Kathy Castor,1
886,John A. Yarmuth,Jimmy Panetta,1
888,John A. Yarmuth,Nikema Williams,1
890,John A. Yarmuth,Dean Phillips,1
891,John A. Yarmuth,Donald S. Beyer,1
892,John A. Yarmuth,Theodore E. Deutch,1
896,John A. Yarmuth,Steve Cohen,1
897,John A. Yarmuth,Gregory W. Meeks,1
898,John A. Yarmuth,Jackie Speier,1
901,John A. Yarmuth,Alma S. Adams,1
902,John A. Yarmuth,Kurt Schrader,1
903,John A. Yarmuth,Linda T. Sanchez,1
904,John A. Yarmuth,Grace Meng,1
908,John A. Yarmuth,Doris O. Matsui,1
909,John A. Yarmuth,Carolyn B. Maloney,1
910,John A. Yarmuth,Peter A. Defazio,1
914,John A. Yarmuth,"Robert C. ""Bobby"" Scott",1
915,John A. Yarmuth,Diana Degette,1
916,John A. Yarmuth,Jesus G. Garcia,1
918,John A. Yarmuth,Raja Krishnamoorthi,1
919,John A. Yarmuth,John B. Larson,1
924,John A. Yarmuth,Betty Mccollum,1
925,John A. Yarmuth,Al Green,1
927,John A. Yarmuth,Pramila Jayapal,1
928,John A. Yarmuth,Alexandria Ocasio-Cortez,1
929,John A. Yarmuth,James H. Cooper,1
933,John A. Yarmuth,John P. Sarbanes,1
934,John A. Yarmuth,Ron Kind,1
936,John A. Yarmuth,Andy Levin,1
937,John A. Yarmuth,Kweisi Mfume,1
939,John A. Yarmuth,Gwen Moore,1
941,John A. Yarmuth,Grace F. Napolitano,1
944,John A. Yarmuth,Mary Gay Scanlon,1
945,John A. Yarmuth,Bradley Scott Schneider,1
946,John A. Yarmuth,Kim Schrier,1
947,John A. Yarmuth,Greg Stanton,1
950,John A. Yarmuth,Rashida Tlaib,1
951,John A. Yarmuth,Norma J. Torres,1
953,John A. Yarmuth,Peter Welch,1
958,John A. Yarmuth,John Garamendi,1
960,John A. Yarmuth,Brendan F. Boyle,1
963,John A. Yarmuth,Angie Craig,1
970,John A. Yarmuth,Raul M. Grijalva,1
972,John A. Yarmuth,Alcee L. Hastings,1
975,John A. Yarmuth,Marcy Kaptur,1
976,John A. Yarmuth,Rick Larsen,1
980,John A. Yarmuth,Jerrold Nadler,1
982,John A. Yarmuth,William J. Pascrell,1
984,John A. Yarmuth,Brian Higgins,1
986,John A. Yarmuth,Ayanna Pressley,1
987,John A. Yarmuth,Adam B. Schiff,1
990,John A. Yarmuth,Bill Foster,1
991,John A. Yarmuth,Pete Aguilar,1
994,John A. Yarmuth,Nanette Diaz Barragan,1
995,John A. Yarmuth,Karen Bass,1
997,John A. Yarmuth,Anthony G. Brown,1
999,John A. Yarmuth,Matt Cartwright,1
1000,John A. Yarmuth,Ed Case,1
1001,John A. Yarmuth,Joaquin Castro,1
1002,John A. Yarmuth,Gerald E. Connolly,1
1003,John A. Yarmuth,Charlie Crist,1
1004,John A. Yarmuth,Jason Crow,1
1005,John A. Yarmuth,Mark Desaulnier,1
1006,John A. Yarmuth,Debbie Dingell,1
1009,John A. Yarmuth,Josh Harder,1
1012,John A. Yarmuth,Mondaire Jones,1
1014,John A. Yarmuth,William R. Keating,1
1015,John A. Yarmuth,Daniel T. Kildee,1
1016,John A. Yarmuth,Derek Kilmer,1
1021,John A. Yarmuth,Stephen F. Lynch,1
1022,John A. Yarmuth,A. Donald Mceachin,1
1023,John A. Yarmuth,Chris Pappas,1
1024,John A. Yarmuth,Katie Porter,1
1025,John A. Yarmuth,David E. Price,1
1027,John A. Yarmuth,Lucille Roybal-Allard,1
1028,John A. Yarmuth,Thomas R. Suozzi,1
1029,John A. Yarmuth,Paul Tonko,1
1030,John A. Yarmuth,David J. Trone,1
1032,John A. Yarmuth,Juan Vargas,1
1034,John A. Yarmuth,Salud O. Carbajal,1
1035,John A. Yarmuth,Tony Cardenas,1
1036,John A. Yarmuth,Joe Courtney,1
1037,John A. Yarmuth,Ruben Gallego,1
1039,John A. Yarmuth,Chrissy Houlahan,1
1040,John A. Yarmuth,Ro Khanna,1
1041,John A. Yarmuth,Alan S. Lowenthal,1
1043,John A. Yarmuth,Raul Ruiz,1
1044,John A. Yarmuth,Bonnie Watson Coleman,1
1045,John A. Yarmuth,Cori Bush,1
1048,John A. Yarmuth,Lisa Blunt Rochester,1
1050,John A. Yarmuth,G. K. Butterfield,1
1051,John A. Yarmuth,Yvette D. Clarke,1
1052,John A. Yarmuth,Antonio Delgado,1
1057,John A. Yarmuth,"Henry C. ""Hank"" Johnson",1
1058,John A. Yarmuth,Andy Kim,1
1059,John A. Yarmuth,James R. Langevin,1
1060,John A. Yarmuth,Ted Lieu,1
1062,John A. Yarmuth,Frank Pallone,1
1063,John A. Yarmuth,Chellie Pingree,1
1064,John A. Yarmuth,C. A. Dutch Ruppersberger,1
1065,John A. Yarmuth,Tim Ryan,1
1068,John A. Yarmuth,Eric Swalwell,1
1070,John A. Yarmuth,Lucy Mcbath,1
1071,John A. Yarmuth,Colin Z. Allred,1
1073,John A. Yarmuth,Julia Brownley,1
1074,John A. Yarmuth,James E. Clyburn,1
1080,John A. Yarmuth,Tom Malinowski,1
1081,John A. Yarmuth,Seth Moulton,1
1083,John A. Yarmuth,Terri A. Sewell,1
1085,John A. Yarmuth,Judy Chu,1
1086,John A. Yarmuth,David N. Cicilline,1
1087,John A. Yarmuth,Sharice Davids,1
1088,John A. Yarmuth,Jahana Hayes,1
1090,John A. Yarmuth,Steven Horsford,1
1091,John A. Yarmuth,Hakeem S. Jeffries,1
1092,John A. Yarmuth,Robin L. Kelly,1
1093,John A. Yarmuth,Brenda L. Lawrence,1
1094,John A. Yarmuth,Susie Lee,1
1098,John A. Yarmuth,Donald Norcross,1
1099,John A. Yarmuth,Scott H. Peters,1
1101,John A. Yarmuth,Deborah K. Ross,1
1102,John A. Yarmuth,David Scott,1
1105,John A. Yarmuth,Susan Wild,1
1106,John A. Yarmuth,Lloyd Doggett,1
1107,John A. Yarmuth,Earl Blumenauer,1
1108,John A. Yarmuth,Carolyn Bourdeaux,1
1110,John A. Yarmuth,Andre Carson,1
1116,John A. Yarmuth,Joseph D. Morelle,1
1117,John A. Yarmuth,Ilhan Omar,1
1118,John A. Yarmuth,Stacey E. Plaskett,1
1119,John A. Yarmuth,Mark Pocan,1
1120,John A. Yarmuth,Mikie Sherrill,1
1121,John A. Yarmuth,Eddie Bernice Johnson,1
1122,John A. Yarmuth,Dina Titus,1
1123,John A. Yarmuth,Ritchie Torres,1
1125,John A. Yarmuth,Suzanne Bonamici,1
1128,John A. Yarmuth,Adriano Espaillat,1
1129,John A. Yarmuth,James A. Himes,1
1130,John A. Yarmuth,Ann M. Kuster,1
1132,John A. Yarmuth,Brad Sherman,1
1134,John A. Yarmuth,Maxine Waters,1
1135,John A. Yarmuth,Madeleine Dean,1
1137,John A. Yarmuth,Ami Bera,1
1141,John A. Yarmuth,Jared Huffman,1
1142,John A. Yarmuth,Mike Levin,1
1144,John A. Yarmuth,Mike Quigley,1
1146,John A. Yarmuth,Darren Soto,1
1151,John A. Yarmuth,Veronica Escobar,1
1152,John A. Yarmuth,Cynthia Axne,1
1153,John A. Yarmuth,Sean Casten,1
1154,John A. Yarmuth,Danny K. Davis,1
1156,John A. Yarmuth,Jimmy Gomez,1
1157,John A. Yarmuth,Josh Gottheimer,1
1159,John A. Yarmuth,Albio Sires,1
1160,John A. Yarmuth,Adam Smith,1
1163,John A. Yarmuth,Emanuel Cleaver,1
1164,John A. Yarmuth,Anna G. Eshoo,1
1167,John A. Yarmuth,Donald M. Payne,1
1168,John A. Yarmuth,Lori Trahan,1
1169,John A. Yarmuth,Marc A. Veasey,1
1171,John A. Yarmuth,Mike Doyle,1
1173,John A. Yarmuth,Abigail Davis Spanberger,1
1174,John A. Yarmuth,Jerry Mcnerney,1
1175,John A. Yarmuth,Stephanie N. Murphy,1
1176,John A. Yarmuth,Haley M. Stevens,1
1179,John A. Yarmuth,Mike Thompson,1
1180,John A. Yarmuth,Cheri Bustos,1
1186,John A. Yarmuth,Tom O'Halleran,1
1187,John A. Yarmuth,Gregorio Kilili Camacho Sablan,1
1192,John A. Yarmuth,Rosa Delauro,1
1193,John A. Yarmuth,Suzan K. Delbene,1
1194,John A. Yarmuth,Lizzie Fletcher,1
1200,John A. Yarmuth,Kathleen M. Rice,1
1201,John A. Yarmuth,Vicente Gonzalez,1
1204,John A. Yarmuth,Jamaal Bowman,1
1205,John A. Yarmuth,Katherine M. Clark,1
1208,John A. Yarmuth,Kaiali'I Kahele,1
1216,John A. Yarmuth,Ed Perlmutter,1
1217,John A. Yarmuth,Steny H. Hoyer,1
1218,John A. Yarmuth,Ann Kirkpatrick,1
1219,John A. Yarmuth,Sylvia R. Garcia,1
