,From,To,edge
65495,Tim Huelskamp,John L. Mica,1
65499,Tim Huelskamp,Robert B. Aderholt,1
65513,Tim Huelskamp,John M. Shimkus,1
65519,Tim Huelskamp,Andy Harris,1
65523,Tim Huelskamp,Tom Graves,1
65524,Tim Huelskamp,Ken Buck,1
65529,Tim Huelskamp,Glenn Grothman,1
65533,Tim Huelskamp,J. French Hill,1
65534,Tim Huelskamp,David Young,1
65536,Tim Huelskamp,Billy Long,1
65537,Tim Huelskamp,"Charles J. ""Chuck"" Fleischmann",1
65538,Tim Huelskamp,Rick W. Allen,1
65539,Tim Huelskamp,Bill Johnson,1
65540,Tim Huelskamp,Steve Russell,1
65542,Tim Huelskamp,Gary J. Palmer,1
65549,Tim Huelskamp,John R. Moolenaar,1
65550,Tim Huelskamp,David A. Trott,1
65552,Tim Huelskamp,Bob Gibbs,1
65555,Tim Huelskamp,Mia B. Love,1
65556,Tim Huelskamp,Jeff Duncan,1
65558,Tim Huelskamp,Daniel Webster,1
65559,Tim Huelskamp,Trent Kelly,1
65561,Tim Huelskamp,Jeb Hensarling,1
65562,Tim Huelskamp,Warren Davidson,1
65566,Adam Kinzinger,Peter J. Roskam,1
65569,Adam Kinzinger,Renee L. Ellmers,1
65571,Adam Kinzinger,David B. Mckinley,1
65574,Adam Kinzinger,J. Randy Forbes,1
65578,Adam Kinzinger,Patrick Meehan,1
65579,Adam Kinzinger,Charles W. Boustany,1
65581,Adam Kinzinger,Chris Stewart,1
65583,Adam Kinzinger,Brad Ashford,1
65584,Adam Kinzinger,Lou Barletta,1
65585,Adam Kinzinger,Tim Murphy,1
65587,Adam Kinzinger,Patrick J. Tiberi,1
65589,Adam Kinzinger,Christopher H. Smith,1
65594,Adam Kinzinger,Doug Lamborn,1
65595,Adam Kinzinger,Ileana Ros-Lehtinen,1
65603,Adam Kinzinger,Harold Rogers,1
65604,Adam Kinzinger,James B. Renacci,1
65607,Adam Kinzinger,Glenn Thompson,1
65610,Adam Kinzinger,H. Morgan Griffith,1
65611,Adam Kinzinger,Leonard Lance,1
65612,Adam Kinzinger,Ted Poe,1
65613,Adam Kinzinger,Daniel M. Donovan,1
65614,Adam Kinzinger,Jeff Fortenberry,1
65617,Adam Kinzinger,Tom Reed,1
65618,Adam Kinzinger,Dennis A. Ross,1
65621,Adam Kinzinger,Michael T. Mccaul,1
65622,Adam Kinzinger,Elise M. Stefanik,1
65624,Adam Kinzinger,Bill Flores,1
65627,Adam Kinzinger,Luke Messer,1
65629,Adam Kinzinger,Darin Lahood,1
65632,Adam Kinzinger,Robert J. Wittman,1
65633,Adam Kinzinger,Daniel William Lipinski,1
65639,Adam Kinzinger,Evan H. Jenkins,1
65640,Adam Kinzinger,Bill Shuster,1
65641,Adam Kinzinger,Erik Paulsen,1
65643,Adam Kinzinger,Mike Kelly,1
65646,Adam Kinzinger,Rodney Davis,1
65647,Adam Kinzinger,Reid J. Ribble,1
65656,Adam Kinzinger,Dan Benishek,1
65659,Adam Kinzinger,Ken Calvert,1
65661,Adam Kinzinger,Lee M. Zeldin,1
65662,Adam Kinzinger,Candice S. Miller,1
65664,Adam Kinzinger,Mike Bishop,1
65667,Adam Kinzinger,Marsha Blackburn,1
65668,Adam Kinzinger,Lynn Jenkins,1
65669,Adam Kinzinger,Kay Granger,1
65672,Adam Kinzinger,Duncan D. Hunter,1
65673,Adam Kinzinger,Roger Williams,1
65674,Adam Kinzinger,Barbara Comstock,1
65675,Adam Kinzinger,E. Scott Rigell,1
65676,Adam Kinzinger,Jeff Denham,1
65679,Adam Kinzinger,Joe Wilson,1
65680,Adam Kinzinger,Martha Roby,1
65682,Adam Kinzinger,Joe L. Barton,1
65691,Adam Kinzinger,John Katko,1
65695,Adam Kinzinger,David P. Roe,1
65696,Adam Kinzinger,Andy Barr,1
65697,Adam Kinzinger,Bradley Byrne,1
65700,Adam Kinzinger,Vern Buchanan,1
65703,Adam Kinzinger,Sean P. Duffy,1
65708,Adam Kinzinger,Scott Perry,1
65709,Adam Kinzinger,John Kline,1
65715,Adam Kinzinger,Tom Marino,1
65717,Adam Kinzinger,Diane Black,1
65718,Adam Kinzinger,Vicky Hartzler,1
65727,Adam Kinzinger,Adrian Smith,1
65728,Adam Kinzinger,Michael G. Fitzpatrick,1
65730,Adam Kinzinger,Jackie Walorski,1
65731,Adam Kinzinger,Edward Whitfield,1
65732,Adam Kinzinger,Tom Emmer,1
65733,Adam Kinzinger,Cresent Hardy,1
65735,Adam Kinzinger,Steve Stivers,1
65738,Adam Kinzinger,Steve Womack,1
65740,Adam Kinzinger,Chris Collins,1
65743,Adam Kinzinger,Mike Pompeo,1
65744,Adam Kinzinger,Todd Rokita,1
65747,Adam Kinzinger,Brad R. Wenstrup,1
65755,Adam Kinzinger,Frank D. Lucas,1
65760,Adam Kinzinger,Ryan A. Costello,1
65769,Adam Kinzinger,F. James Sensenbrenner,1
65772,Adam Kinzinger,Sam Graves,1
65782,Adam Kinzinger,Ann Wagner,1
65787,Adam Kinzinger,"Eric A. ""Rick"" Crawford",1
65789,Adam Kinzinger,Brett Guthrie,1
65794,Adam Kinzinger,Gus M. Bilirakis,1
65796,Adam Kinzinger,Richard L. Hanna,1
65797,Adam Kinzinger,Tom Rice,1
65798,Adam Kinzinger,Michael K. Simpson,1
65800,Adam Kinzinger,Michael R. Turner,1
65804,Adam Kinzinger,Kenny Marchant,1
65807,Adam Kinzinger,Jason Smith,1
65808,Adam Kinzinger,Randy Hultgren,1
65809,Adam Kinzinger,Kevin Cramer,1
65812,Adam Kinzinger,Thomas J. Rooney,1
65814,Adam Kinzinger,Austin Scott,1
65818,Adam Kinzinger,Blake Farenthold,1
65820,Adam Kinzinger,David Rouzer,1
65823,Adam Kinzinger,Mark E. Amodei,1
65825,Adam Kinzinger,Charles W. Dent,1
65828,Adam Kinzinger,Blaine Luetkemeyer,1
65829,Adam Kinzinger,Patrick Mchenry,1
65830,Adam Kinzinger,Gregg Harper,1
65836,Adam Kinzinger,David G. Reichert,1
65840,Adam Kinzinger,George Holding,1
65842,Adam Kinzinger,Robert E. Latta,1
65845,Adam Kinzinger,Cathy Mcmorris Rodgers,1
65847,Adam Kinzinger,Kristi L. Noem,1
65851,Adam Kinzinger,Lynn A. Westmoreland,1
65852,Adam Kinzinger,Don E. Young,1
65853,Adam Kinzinger,Todd C. Young,1
65856,Adam Kinzinger,Greg Walden,1
65860,Adam Kinzinger,Mike Coffman,1
65865,Adam Kinzinger,Carlos Curbelo,1
65866,Adam Kinzinger,David W. Jolly,1
65870,Adam Kinzinger,Joseph J. Heck,1
65875,Adam Kinzinger,Mike Bost,1
65878,Adam Kinzinger,Scott Desjarlais,1
65879,Adam Kinzinger,Christopher P. Gibson,1
65882,Adam Kinzinger,Devin Nunes,1
65887,Adam Kinzinger,Robert J. Dold,1
65891,Adam Kinzinger,Richard B. Nugent,1
65892,Adam Kinzinger,Tim Walberg,1
65893,Adam Kinzinger,Ryan K. Zinke,1
65903,Adam Kinzinger,Thomas Macarthur,1
65905,Adam Kinzinger,Bill Huizenga,1
65908,Adam Kinzinger,Will Hurd,1
65909,Adam Kinzinger,Alexander X. Mooney,1
65911,Adam Kinzinger,Dan Newhouse,1
65914,Adam Kinzinger,Stephen Lee Fincher,1
65915,Adam Kinzinger,Keith J. Rothfus,1
65921,Adam Kinzinger,Frank C. Guinta,1
65922,Adam Kinzinger,Rod Blum,1
65923,Adam Kinzinger,Larry Bucshon,1
65926,Adam Kinzinger,Mario Diaz-Balart,1
65928,Adam Kinzinger,Markwayne Mullin,1
65930,Adam Kinzinger,Kevin Yoder,1
65936,Adam Kinzinger,Richard Hudson,1
65938,Adam Kinzinger,John L. Mica,1
65939,Adam Kinzinger,David G. Valadao,1
65942,Adam Kinzinger,Robert B. Aderholt,1
65947,Adam Kinzinger,Paul Cook,1
65956,Adam Kinzinger,John M. Shimkus,1
65960,Adam Kinzinger,Jaime Herrera Beutler,1
65964,Adam Kinzinger,David P. Joyce,1
65966,Adam Kinzinger,Tom Graves,1
65969,Adam Kinzinger,Frank A. Lobiondo,1
65973,Adam Kinzinger,Susan W. Brooks,1
65976,Adam Kinzinger,J. French Hill,1
65977,Adam Kinzinger,David Young,1
65979,Adam Kinzinger,Billy Long,1
65980,Adam Kinzinger,"Charles J. ""Chuck"" Fleischmann",1
65981,Adam Kinzinger,Rick W. Allen,1
65982,Adam Kinzinger,Bill Johnson,1
65986,Adam Kinzinger,Ander Crenshaw,1
65989,Adam Kinzinger,Rodney Frelinghuysen,1
65992,Adam Kinzinger,John R. Moolenaar,1
65993,Adam Kinzinger,David A. Trott,1
65995,Adam Kinzinger,Bob Gibbs,1
66001,Adam Kinzinger,Daniel Webster,1
66003,Adam Kinzinger,Fred Upton,1
66007,John Abney Culberson,Pete Sessions,1
66009,John Abney Culberson,Peter J. Roskam,1
66010,John Abney Culberson,Ted S. Yoho,1
66012,John Abney Culberson,Renee L. Ellmers,1
66013,John Abney Culberson,Tom Price,1
66014,John Abney Culberson,David B. Mckinley,1
66015,John Abney Culberson,Tom Cole,1
66016,John Abney Culberson,Louie Gohmert,1
66017,John Abney Culberson,J. Randy Forbes,1
66022,John Abney Culberson,Charles W. Boustany,1
66023,John Abney Culberson,Bill Posey,1
66024,John Abney Culberson,Chris Stewart,1
66027,John Abney Culberson,Lou Barletta,1
66028,John Abney Culberson,Tim Murphy,1
66033,John Abney Culberson,Stevan Pearce,1
66034,John Abney Culberson,Robert W. Goodlatte,1
66035,John Abney Culberson,Mark Walker,1
66037,John Abney Culberson,Doug Lamborn,1
66041,John Abney Culberson,Jeff Miller,1
66043,John Abney Culberson,Rob Bishop,1
66044,John Abney Culberson,Paul A. Gosar,1
66046,John Abney Culberson,Harold Rogers,1
66050,John Abney Culberson,Glenn Thompson,1
66052,John Abney Culberson,Kevin Brady,1
66053,John Abney Culberson,H. Morgan Griffith,1
66055,John Abney Culberson,Ted Poe,1
66064,John Abney Culberson,Michael T. Mccaul,1
66067,John Abney Culberson,Bill Flores,1
66070,John Abney Culberson,Luke Messer,1
66073,John Abney Culberson,K. Michael Conaway,1
66075,John Abney Culberson,Robert J. Wittman,1
66077,John Abney Culberson,Matt Salmon,1
66079,John Abney Culberson,William M. Thornberry,1
66082,John Abney Culberson,Evan H. Jenkins,1
66083,John Abney Culberson,Bill Shuster,1
66085,John Abney Culberson,Pete Olson,1
66086,John Abney Culberson,Mike Kelly,1
66087,John Abney Culberson,Mick Mulvaney,1
66091,John Abney Culberson,Sam Johnson,1
66099,John Abney Culberson,Dan Benishek,1
66101,John Abney Culberson,Doug Collins,1
66102,John Abney Culberson,Ken Calvert,1
66107,John Abney Culberson,Mike Bishop,1
66110,John Abney Culberson,Marsha Blackburn,1
66112,John Abney Culberson,Kay Granger,1
66116,John Abney Culberson,Roger Williams,1
66121,John Abney Culberson,Scott Garrett,1
66122,John Abney Culberson,Joe Wilson,1
66123,John Abney Culberson,Martha Roby,1
66125,John Abney Culberson,Joe L. Barton,1
66128,John Abney Culberson,Mark Meadows,1
66129,John Abney Culberson,Steve Chabot,1
66130,John Abney Culberson,Steve Scalise,1
66133,John Abney Culberson,Garret Graves,1
66138,John Abney Culberson,David P. Roe,1
66139,John Abney Culberson,Andy Barr,1
66140,John Abney Culberson,Bradley Byrne,1
66141,John Abney Culberson,Jim Bridenstine,1
66142,John Abney Culberson,Steve King,1
66144,John Abney Culberson,Tom Mcclintock,1
66145,John Abney Culberson,Steven M. Palazzo,1
66151,John Abney Culberson,Scott Perry,1
66154,John Abney Culberson,Tim Huelskamp,1
66158,John Abney Culberson,Tom Marino,1
66159,John Abney Culberson,John Ratcliffe,1
66160,John Abney Culberson,Diane Black,1
66161,John Abney Culberson,Vicky Hartzler,1
66162,John Abney Culberson,Trent Franks,1
66166,John Abney Culberson,Ron Desantis,1
66169,John Abney Culberson,Dave Brat,1
66170,John Abney Culberson,Adrian Smith,1
66173,John Abney Culberson,Jackie Walorski,1
66175,John Abney Culberson,Tom Emmer,1
66176,John Abney Culberson,Cresent Hardy,1
66177,John Abney Culberson,David Schweikert,1
66178,John Abney Culberson,Steve Stivers,1
66180,John Abney Culberson,Barry Loudermilk,1
66181,John Abney Culberson,Steve Womack,1
66183,John Abney Culberson,Chris Collins,1
66186,John Abney Culberson,Mike Pompeo,1
66187,John Abney Culberson,Todd Rokita,1
66190,John Abney Culberson,Brad R. Wenstrup,1
66194,John Abney Culberson,Lamar Smith,1
66198,John Abney Culberson,Frank D. Lucas,1
66200,John Abney Culberson,Mo Brooks,1
66204,John Abney Culberson,Michael C. Burgess,1
66212,John Abney Culberson,F. James Sensenbrenner,1
66214,John Abney Culberson,Doug Lamalfa,1
66215,John Abney Culberson,Sam Graves,1
66218,John Abney Culberson,John J. Duncan,1
66219,John Abney Culberson,John Fleming,1
66224,John Abney Culberson,Scott R. Tipton,1
66225,John Abney Culberson,Ann Wagner,1
66230,John Abney Culberson,"Eric A. ""Rick"" Crawford",1
66232,John Abney Culberson,Brett Guthrie,1
66236,John Abney Culberson,Ralph Lee Abraham,1
66237,John Abney Culberson,Gus M. Bilirakis,1
66240,John Abney Culberson,Tom Rice,1
66241,John Abney Culberson,Michael K. Simpson,1
66243,John Abney Culberson,Michael R. Turner,1
66245,John Abney Culberson,Trey Gowdy,1
66246,John Abney Culberson,John R. Carter,1
66247,John Abney Culberson,Kenny Marchant,1
66248,John Abney Culberson,Jason Chaffetz,1
66249,John Abney Culberson,Marlin A. Stutzman,1
66250,John Abney Culberson,Jason Smith,1
66251,John Abney Culberson,Randy Hultgren,1
66252,John Abney Culberson,Kevin Cramer,1
66255,John Abney Culberson,Thomas J. Rooney,1
66257,John Abney Culberson,Austin Scott,1
66259,John Abney Culberson,Robert Pittenger,1
66261,John Abney Culberson,Blake Farenthold,1
66262,John Abney Culberson,Mike Rogers,1
66263,John Abney Culberson,David Rouzer,1
66267,John Abney Culberson,Raul R. Labrador,1
66270,John Abney Culberson,Bruce Westerman,1
66271,John Abney Culberson,Blaine Luetkemeyer,1
66272,John Abney Culberson,Patrick Mchenry,1
66273,John Abney Culberson,Gregg Harper,1
66277,John Abney Culberson,Randy Neugebauer,1
66283,John Abney Culberson,George Holding,1
66285,John Abney Culberson,Robert E. Latta,1
66288,John Abney Culberson,Cathy Mcmorris Rodgers,1
66290,John Abney Culberson,Kristi L. Noem,1
66293,John Abney Culberson,Randy K. Weber,1
66294,John Abney Culberson,Lynn A. Westmoreland,1
66296,John Abney Culberson,Todd C. Young,1
66299,John Abney Culberson,Greg Walden,1
66304,John Abney Culberson,Cynthia M. Lummis,1
66318,John Abney Culberson,Mike Bost,1
66319,John Abney Culberson,"Earl L. ""Buddy"" Carter",1
66321,John Abney Culberson,Scott Desjarlais,1
66323,John Abney Culberson,Robert Hurt,1
66328,John Abney Culberson,Brian Babin,1
66335,John Abney Culberson,Tim Walberg,1
66336,John Abney Culberson,Ryan K. Zinke,1
66339,John Abney Culberson,Mark Sanford,1
66348,John Abney Culberson,Bill Huizenga,1
66351,John Abney Culberson,Will Hurd,1
66352,John Abney Culberson,Alexander X. Mooney,1
66354,John Abney Culberson,Dan Newhouse,1
66356,John Abney Culberson,Jody B. Hice,1
66357,John Abney Culberson,Stephen Lee Fincher,1
66358,John Abney Culberson,Keith J. Rothfus,1
66359,John Abney Culberson,Jim Jordan,1
66364,John Abney Culberson,Frank C. Guinta,1
66365,John Abney Culberson,Rod Blum,1
66366,John Abney Culberson,Larry Bucshon,1
66371,John Abney Culberson,Markwayne Mullin,1
66373,John Abney Culberson,Kevin Yoder,1
66379,John Abney Culberson,Richard Hudson,1
66381,John Abney Culberson,John L. Mica,1
66385,John Abney Culberson,Robert B. Aderholt,1
66399,John Abney Culberson,John M. Shimkus,1
66405,John Abney Culberson,Andy Harris,1
66409,John Abney Culberson,Tom Graves,1
66410,John Abney Culberson,Ken Buck,1
66415,John Abney Culberson,Glenn Grothman,1
66419,John Abney Culberson,J. French Hill,1
66420,John Abney Culberson,David Young,1
66422,John Abney Culberson,Billy Long,1
66423,John Abney Culberson,"Charles J. ""Chuck"" Fleischmann",1
66424,John Abney Culberson,Rick W. Allen,1
66425,John Abney Culberson,Bill Johnson,1
66426,John Abney Culberson,Steve Russell,1
66428,John Abney Culberson,Gary J. Palmer,1
66429,John Abney Culberson,Ander Crenshaw,1
66435,John Abney Culberson,John R. Moolenaar,1
66436,John Abney Culberson,David A. Trott,1
66438,John Abney Culberson,Bob Gibbs,1
66441,John Abney Culberson,Mia B. Love,1
66442,John Abney Culberson,Jeff Duncan,1
66444,John Abney Culberson,Daniel Webster,1
66445,John Abney Culberson,Trent Kelly,1
66447,John Abney Culberson,Jeb Hensarling,1
66451,Donna F. Edwards,Chaka Fattah,1
66461,Donna F. Edwards,Terri A. Sewell,1
66462,Donna F. Edwards,Mike Quigley,1
66463,Donna F. Edwards,Al Green,1
66468,Donna F. Edwards,Mark Takai,1
66472,Donna F. Edwards,Steny H. Hoyer,1
66479,Donna F. Edwards,Joyce Beatty,1
66482,Donna F. Edwards,Eleanor Holmes Norton,1
66483,Donna F. Edwards,Elizabeth H. Esty,1
66485,Donna F. Edwards,Barbara Lee,1
66488,Donna F. Edwards,Donald M. Payne,1
66491,Donna F. Edwards,Xavier Becerra,1
66492,Donna F. Edwards,Ted Lieu,1
66494,Donna F. Edwards,Michael M. Honda,1
66501,Donna F. Edwards,Marcia L. Fudge,1
66502,Donna F. Edwards,Marcy Kaptur,1
66505,Donna F. Edwards,Alcee L. Hastings,1
66506,Donna F. Edwards,John Lewis,1
66509,Donna F. Edwards,Carolyn B. Maloney,1
66511,Donna F. Edwards,Marc A. Veasey,1
66514,Donna F. Edwards,Eddie Bernice Johnson,1
66521,Donna F. Edwards,Peter Welch,1
66523,Donna F. Edwards,David Scott,1
66524,Donna F. Edwards,Bobby L. Rush,1
66531,Donna F. Edwards,Sheila Jackson Lee,1
66535,Donna F. Edwards,Lois Frankel,1
66536,Donna F. Edwards,Jackie Speier,1
66537,Donna F. Edwards,Eliot L. Engel,1
66538,Donna F. Edwards,Norma J. Torres,1
66539,Donna F. Edwards,Charles B. Rangel,1
66540,Donna F. Edwards,Janice Hahn,1
66541,Donna F. Edwards,Susan A. Davis,1
66546,Donna F. Edwards,William R. Keating,1
66549,Donna F. Edwards,James P. Mcgovern,1
66551,Donna F. Edwards,David N. Cicilline,1
66552,Donna F. Edwards,Kathy Castor,1
66556,Donna F. Edwards,Rosa Delauro,1
66557,Donna F. Edwards,James R. Langevin,1
66563,Donna F. Edwards,Danny K. Davis,1
66567,Donna F. Edwards,Alma S. Adams,1
66569,Donna F. Edwards,G. K. Butterfield,1
66570,Donna F. Edwards,Peter A. Defazio,1
66578,Donna F. Edwards,Gene Green,1
66579,Donna F. Edwards,Steve Cohen,1
66580,Donna F. Edwards,Alan Grayson,1
66590,Donna F. Edwards,Theodore E. Deutch,1
66592,Donna F. Edwards,Mark Pocan,1
66593,Donna F. Edwards,Adam B. Schiff,1
66596,Donna F. Edwards,Jerry Mcnerney,1
66607,Donna F. Edwards,John B. Larson,1
66608,Donna F. Edwards,Richard Nolan,1
66610,Donna F. Edwards,John A. Yarmuth,1
66615,Donna F. Edwards,Ed Perlmutter,1
66625,Donna F. Edwards,Sam Farr,1
66628,Donna F. Edwards,John Conyers,1
66631,Donna F. Edwards,Lucille Roybal-Allard,1
66632,Donna F. Edwards,Raul Ruiz,1
66634,Donna F. Edwards,Adam Smith,1
66635,Donna F. Edwards,Jared Polis,1
66636,Donna F. Edwards,Earl Blumenauer,1
66638,Donna F. Edwards,Donald S. Beyer,1
66639,Donna F. Edwards,Jim Mcdermott,1
66640,Donna F. Edwards,Chris Van Hollen,1
66642,Donna F. Edwards,Maxine Waters,1
66644,Donna F. Edwards,Lois Capps,1
66645,Donna F. Edwards,Michael E. Capuano,1
66649,Donna F. Edwards,Daniel T. Kildee,1
66651,Donna F. Edwards,Scott H. Peters,1
66652,Donna F. Edwards,Loretta Sanchez,1
66653,Donna F. Edwards,Albio Sires,1
66654,Donna F. Edwards,Elijah E. Cummings,1
66659,Donna F. Edwards,Cheri Bustos,1
66660,Donna F. Edwards,Wm. Lacy Clay,1
66663,Donna F. Edwards,Raul M. Grijalva,1
66664,Donna F. Edwards,Ann Kirkpatrick,1
66665,Donna F. Edwards,Ben Ray Lujan,1
66666,Donna F. Edwards,Beto O'Rourke,1
66669,Donna F. Edwards,Frederica S. Wilson,1
66670,Donna F. Edwards,"Henry C. ""Hank"" Johnson",1
66671,Donna F. Edwards,Stephen F. Lynch,1
66672,Donna F. Edwards,Keith Ellison,1
66674,Donna F. Edwards,Matt Cartwright,1
66676,Donna F. Edwards,Dina Titus,1
66678,Donna F. Edwards,Debbie Wasserman Schultz,1
66681,Donna F. Edwards,Bill Foster,1
66685,Donna F. Edwards,Mark Takano,1
66687,Donna F. Edwards,Luis V. Gutierrez,1
66696,Donna F. Edwards,Rick Larsen,1
66697,Donna F. Edwards,Doris O. Matsui,1
66699,Donna F. Edwards,Janice D. Schakowsky,1
66701,Donna F. Edwards,Derek Kilmer,1
66703,Donna F. Edwards,Gerald E. Connolly,1
66707,Donna F. Edwards,John Garamendi,1
66708,Donna F. Edwards,Grace F. Napolitano,1
66717,Donna F. Edwards,"Robert C. ""Bobby"" Scott",1
66718,Donna F. Edwards,Katherine M. Clark,1
66719,Donna F. Edwards,Lloyd Doggett,1
66721,Donna F. Edwards,Anna G. Eshoo,1
66723,Donna F. Edwards,Ami Bera,1
66724,Donna F. Edwards,Mark Desaulnier,1
66725,Donna F. Edwards,Ruben Hinojosa,1
66727,Donna F. Edwards,Hakeem S. Jeffries,1
66729,Donna F. Edwards,Zoe Lofgren,1
66730,Donna F. Edwards,Alan S. Lowenthal,1
66732,Donna F. Edwards,Gwen Moore,1
66734,Donna F. Edwards,Frank Pallone,1
66740,Donna F. Edwards,Gwen Graham,1
66741,Donna F. Edwards,Mike Thompson,1
66743,Donna F. Edwards,Karen Bass,1
66745,Donna F. Edwards,Jose E. Serrano,1
66749,Donna F. Edwards,Kathleen M. Rice,1
66750,Donna F. Edwards,Linda T. Sanchez,1
66754,Donna F. Edwards,Robert A. Brady,1
66755,Donna F. Edwards,Suzan K. Delbene,1
66757,Donna F. Edwards,Jared Huffman,1
66758,Donna F. Edwards,Patrick Murphy,1
66759,Donna F. Edwards,Tim Ryan,1
66760,Donna F. Edwards,William J. Pascrell,1
66763,Donna F. Edwards,Joe Courtney,1
66767,Donna F. Edwards,Joseph P. Kennedy,1
66769,Donna F. Edwards,Joseph Crowley,1
66772,Donna F. Edwards,Mike Doyle,1
66774,Donna F. Edwards,Diana Degette,1
66775,Donna F. Edwards,John K. Delaney,1
66776,Donna F. Edwards,Brian Higgins,1
66781,Donna F. Edwards,Julia Brownley,1
66783,Donna F. Edwards,Louise M. Slaughter,1
66784,Donna F. Edwards,Juan Vargas,1
66785,Donna F. Edwards,Andre Carson,1
66786,Donna F. Edwards,Corrine Brown,1
66787,Donna F. Edwards,Ruben Gallego,1
66790,Donna F. Edwards,Chellie Pingree,1
66793,Donna F. Edwards,James A. Himes,1
66796,Donna F. Edwards,Bonnie Watson Coleman,1
66798,Donna F. Edwards,Debbie Dingell,1
66803,Donna F. Edwards,David Loebsack,1
66804,Donna F. Edwards,Bennie Thompson,1
66806,Donna F. Edwards,Jerrold Nadler,1
66810,Donna F. Edwards,Yvette D. Clarke,1
66813,Donna F. Edwards,Paul Tonko,1
66815,Donna F. Edwards,Suzanne Bonamici,1
66817,Donna F. Edwards,Betty Mccollum,1
66818,Donna F. Edwards,Robin L. Kelly,1
66819,Donna F. Edwards,Joaquin Castro,1
66820,Donna F. Edwards,Richard E. Neal,1
66826,Donna F. Edwards,Brenda L. Lawrence,1
66827,Donna F. Edwards,Michelle Lujan Grisham,1
66829,Donna F. Edwards,Sander M. Levin,1
66830,Donna F. Edwards,Grace Meng,1
66831,Donna F. Edwards,Nita M. Lowey,1
66832,Donna F. Edwards,Gregory W. Meeks,1
66834,Donna F. Edwards,John P. Sarbanes,1
66835,Donna F. Edwards,Tony Cardenas,1
66836,Donna F. Edwards,Steve Israel,1
66837,Donna F. Edwards,Nydia M. Velazquez,1
66838,Donna F. Edwards,Donald Norcross,1
66839,Donna F. Edwards,Eric Swalwell,1
66841,Donna F. Edwards,Stacey E. Plaskett,1
66843,Donna F. Edwards,David E. Price,1
66844,Donna F. Edwards,James E. Clyburn,1
66845,Donna F. Edwards,Judy Chu,1
66847,Donna F. Edwards,Ann M. Kuster,1
66849,Donna F. Edwards,Tammy Duckworth,1
66851,Donna F. Edwards,Cedric L. Richmond,1
66854,Donna F. Edwards,Denny Heck,1
66856,Donna F. Edwards,Sean Patrick Maloney,1
66857,Donna F. Edwards,Emanuel Cleaver,1
66861,Donna F. Edwards,C. A. Dutch Ruppersberger,1
66864,Donna F. Edwards,Pete Aguilar,1
66870,Donna F. Edwards,Brendan F. Boyle,1
66873,Donna F. Edwards,Seth Moulton,1
66874,Donna F. Edwards,Peter J. Visclosky,1
66876,Donna F. Edwards,Filemon Vela,1
66877,Donna F. Edwards,Niki Tsongas,1
66883,Donna F. Edwards,Sanford D. Bishop,1
66886,Donna F. Edwards,Nancy Pelosi,1
66893,Tom Marino,Pete Sessions,1
66895,Tom Marino,Peter J. Roskam,1
66896,Tom Marino,Ted S. Yoho,1
66898,Tom Marino,Renee L. Ellmers,1
66900,Tom Marino,David B. Mckinley,1
66903,Tom Marino,J. Randy Forbes,1
66907,Tom Marino,Patrick Meehan,1
66908,Tom Marino,Charles W. Boustany,1
66910,Tom Marino,Chris Stewart,1
66913,Tom Marino,Lou Barletta,1
66914,Tom Marino,Tim Murphy,1
66917,Tom Marino,Peter T. King,1
66918,Tom Marino,Christopher H. Smith,1
66920,Tom Marino,Robert W. Goodlatte,1
66923,Tom Marino,Doug Lamborn,1
66924,Tom Marino,Ileana Ros-Lehtinen,1
66932,Tom Marino,Harold Rogers,1
66936,Tom Marino,Glenn Thompson,1
66940,Tom Marino,Leonard Lance,1
66941,Tom Marino,Ted Poe,1
66942,Tom Marino,Daniel M. Donovan,1
66943,Tom Marino,Jeff Fortenberry,1
66946,Tom Marino,Tom Reed,1
66947,Tom Marino,Dennis A. Ross,1
66950,Tom Marino,Michael T. Mccaul,1
66951,Tom Marino,Elise M. Stefanik,1
66953,Tom Marino,Bill Flores,1
66956,Tom Marino,Luke Messer,1
66958,Tom Marino,Darin Lahood,1
66959,Tom Marino,K. Michael Conaway,1
66961,Tom Marino,Robert J. Wittman,1
66968,Tom Marino,Evan H. Jenkins,1
66969,Tom Marino,Bill Shuster,1
66970,Tom Marino,Erik Paulsen,1
66972,Tom Marino,Mike Kelly,1
66975,Tom Marino,Rodney Davis,1
66976,Tom Marino,Reid J. Ribble,1
66985,Tom Marino,Dan Benishek,1
66987,Tom Marino,Doug Collins,1
66988,Tom Marino,Ken Calvert,1
66990,Tom Marino,Lee M. Zeldin,1
66991,Tom Marino,Candice S. Miller,1
66993,Tom Marino,Mike Bishop,1
66996,Tom Marino,Marsha Blackburn,1
66997,Tom Marino,Lynn Jenkins,1
66998,Tom Marino,Kay Granger,1
67001,Tom Marino,Duncan D. Hunter,1
67002,Tom Marino,Roger Williams,1
67003,Tom Marino,Barbara Comstock,1
67004,Tom Marino,E. Scott Rigell,1
67005,Tom Marino,Jeff Denham,1
67008,Tom Marino,Joe Wilson,1
67009,Tom Marino,Martha Roby,1
67011,Tom Marino,Joe L. Barton,1
67014,Tom Marino,Mark Meadows,1
67015,Tom Marino,Steve Chabot,1
67019,Tom Marino,Garret Graves,1
67020,Tom Marino,John Katko,1
67025,Tom Marino,Andy Barr,1
67028,Tom Marino,Steve King,1
67029,Tom Marino,Vern Buchanan,1
