,From,To,edge
44068,John Conyers,Henry A. Waxman,1
44074,John Conyers,Lynn Woolsey,1
44076,John Conyers,Bennie Thompson,1
44082,John Conyers,Mike Doyle,1
44088,John Conyers,Joe Baca,1
44091,John Conyers,Doris O. Matsui,1
44095,John Conyers,Betty Mccollum,1
44109,John Conyers,Donna F. Edwards,1
44112,John Conyers,Sheila Jackson Lee,1
44120,John Conyers,"Henry C. ""Hank"" Johnson",1
44123,John Conyers,Lucille Roybal-Allard,1
44125,John Conyers,Raul M. Grijalva,1
44132,John Conyers,Albio Sires,1
44136,John Conyers,Diana Degette,1
44138,John Conyers,Chaka Fattah,1
44139,John Conyers,Charles A. Gonzalez,1
44140,John Conyers,"Robert C. ""Bobby"" Scott",1
44152,John Conyers,Michael M. Honda,1
44156,John Conyers,Maxine Waters,1
44158,John Conyers,Stephen F. Lynch,1
44165,John Conyers,Rosa Delauro,1
44168,John Conyers,Kendrick B. Meek,1
44179,John Conyers,Kathy Castor,1
44182,John Conyers,James P. Moran,1
44185,John Conyers,Luis V. Gutierrez,1
44190,John Conyers,Keith Ellison,1
44192,John Conyers,Barney Frank,1
44200,John Conyers,Yvette D. Clarke,1
44207,John Conyers,James E. Clyburn,1
44208,John Conyers,Robert A. Brady,1
44209,John Conyers,Phil Hare,1
44210,John Conyers,Grace F. Napolitano,1
44213,John Conyers,John F. Tierney,1
44219,John Conyers,Betty Sutton,1
44223,John Conyers,John P. Sarbanes,1
44228,John Conyers,Pete Stark,1
44246,John Conyers,Nydia M. Velazquez,1
44254,John Conyers,Dale E. Kildee,1
44263,John Conyers,Alan Grayson,1
44268,John Conyers,Bill Delahunt,1
44274,John Conyers,Corrine Brown,1
44289,John Conyers,Sander M. Levin,1
44299,John Conyers,Marcia L. Fudge,1
44300,John Conyers,John A. Yarmuth,1
44314,John Conyers,David Wu,1
44316,John Conyers,Andre Carson,1
44334,John Conyers,Ed Pastor,1
44338,John Conyers,John W. Olver,1
44341,John Conyers,Melvin Watt,1
44343,John Conyers,Judy Chu,1
44359,Solomon P. Ortiz,Bobby Bright,1
44365,Solomon P. Ortiz,Tim Ryan,1
44368,Solomon P. Ortiz,K. Michael Conaway,1
44371,Solomon P. Ortiz,Wm. Lacy Clay,1
44378,Solomon P. Ortiz,Diane E. Watson,1
44380,Solomon P. Ortiz,Norman Dicks,1
44398,Solomon P. Ortiz,Laura Richardson,1
44400,Solomon P. Ortiz,Emanuel Cleaver,1
44403,Solomon P. Ortiz,Bob Etheridge,1
44405,Solomon P. Ortiz,Glenn C. Nye,1
44412,Solomon P. Ortiz,Ron Klein,1
44421,Solomon P. Ortiz,Chet Edwards,1
44422,Solomon P. Ortiz,Gregory W. Meeks,1
44431,Solomon P. Ortiz,Ike Skelton,1
44432,Solomon P. Ortiz,G. K. Butterfield,1
44435,Solomon P. Ortiz,Eddie Bernice Johnson,1
44436,Solomon P. Ortiz,Robert E. Andrews,1
44441,Solomon P. Ortiz,Nick J. Rahall,1
44443,Solomon P. Ortiz,Marion Berry,1
44456,Solomon P. Ortiz,Dennis A. Cardoza,1
44458,Solomon P. Ortiz,Jerry F. Costello,1
44460,Solomon P. Ortiz,Rick Larsen,1
44461,Solomon P. Ortiz,Susan A. Davis,1
44462,Solomon P. Ortiz,Larry Kissell,1
44464,Solomon P. Ortiz,Al Green,1
44474,Solomon P. Ortiz,Joe Courtney,1
44476,Solomon P. Ortiz,John A. Boccieri,1
44497,Solomon P. Ortiz,Ben Ray Lujan,1
44500,Solomon P. Ortiz,Gene Green,1
44502,Solomon P. Ortiz,John R. Carter,1
44507,Solomon P. Ortiz,Sanford D. Bishop,1
44517,Solomon P. Ortiz,James R. Langevin,1
44523,Solomon P. Ortiz,Neil Abercrombie,1
44526,Solomon P. Ortiz,John M. Spratt,1
44536,Solomon P. Ortiz,Joe Baca,1
44545,Solomon P. Ortiz,Dan Boren,1
44555,Solomon P. Ortiz,Leonard L. Boswell,1
44563,Solomon P. Ortiz,John T. Salazar,1
44568,Solomon P. Ortiz,"Henry C. ""Hank"" Johnson",1
44571,Solomon P. Ortiz,Lucille Roybal-Allard,1
44580,Solomon P. Ortiz,Albio Sires,1
44587,Solomon P. Ortiz,Charles A. Gonzalez,1
44597,Solomon P. Ortiz,Mike Ross,1
44598,Solomon P. Ortiz,Madeleine Z. Bordallo,1
44605,Solomon P. Ortiz,Lincoln Davis,1
44627,Solomon P. Ortiz,Kathy Castor,1
44633,Solomon P. Ortiz,Luis V. Gutierrez,1
44644,Solomon P. Ortiz,Gene Taylor,1
44652,Solomon P. Ortiz,Silvestre Reyes,1
44656,Solomon P. Ortiz,Robert A. Brady,1
44658,Solomon P. Ortiz,Grace F. Napolitano,1
44669,Solomon P. Ortiz,Ruben Hinojosa,1
44672,Solomon P. Ortiz,Zachary T. Space,1
44678,Solomon P. Ortiz,Henry Cuellar,1
44682,Solomon P. Ortiz,Ciro D. Rodriguez,1
44690,Solomon P. Ortiz,Alan B. Mollohan,1
44692,Solomon P. Ortiz,Pedro R. Pierluisi,1
44694,Solomon P. Ortiz,Nydia M. Velazquez,1
44708,Solomon P. Ortiz,Gabrielle Giffords,1
44710,Solomon P. Ortiz,John Barrow,1
44718,Solomon P. Ortiz,Loretta Sanchez,1
44733,Solomon P. Ortiz,Carol Shea-Porter,1
44745,Solomon P. Ortiz,William M. Thornberry,1
44746,Solomon P. Ortiz,C. A. Dutch Ruppersberger,1
44747,Solomon P. Ortiz,Marcia L. Fudge,1
44752,Solomon P. Ortiz,Harry Teague,1
44758,Solomon P. Ortiz,Niki Tsongas,1
44759,Solomon P. Ortiz,Martin Heinrich,1
44761,Solomon P. Ortiz,David Scott,1
44763,Solomon P. Ortiz,Adam Smith,1
44769,Solomon P. Ortiz,Timothy J. Walz,1
44773,Solomon P. Ortiz,Kathleen A. Dahlkemper,1
44782,Solomon P. Ortiz,Ed Pastor,1
44785,Solomon P. Ortiz,Victor F. Snyder,1
44803,Bill Posey,Jerry Lewis,1
44811,Bill Posey,Scott Garrett,1
44814,Bill Posey,Vern Buchanan,1
44816,Bill Posey,K. Michael Conaway,1
44817,Bill Posey,John Abney Culberson,1
44818,Bill Posey,John Linder,1
44822,Bill Posey,Paul C. Broun,1
44823,Bill Posey,Glenn Thompson,1
44824,Bill Posey,Connie Mack,1
44825,Bill Posey,Zach Wamp,1
44830,Bill Posey,Leonard Lance,1
44831,Bill Posey,Daniel Edward Lungren,1
44832,Bill Posey,Todd Tiahrt,1
44837,Bill Posey,Doug Lamborn,1
44842,Bill Posey,Geoff Davis,1
44843,Bill Posey,J. Randy Forbes,1
44849,Bill Posey,Ileana Ros-Lehtinen,1
44850,Bill Posey,Robert E. Latta,1
44854,Bill Posey,Jerry Moran,1
44858,Bill Posey,Rodney Alexander,1
44859,Bill Posey,Edward Whitfield,1
44861,Bill Posey,Darrell E. Issa,1
44867,Bill Posey,Peter Hoekstra,1
44868,Bill Posey,Sue Wilkins Myrick,1
44871,Bill Posey,Marsha Blackburn,1
44872,Bill Posey,Henry E. Brown,1
44875,Bill Posey,Ted Poe,1
44878,Bill Posey,Michael C. Burgess,1
44885,Bill Posey,Charles W. Boustany,1
44886,Bill Posey,Phil Gingrey,1
44888,Bill Posey,Joe Wilson,1
44890,Bill Posey,Jeff Fortenberry,1
44893,Bill Posey,John L. Mica,1
44896,Bill Posey,Lee Terry,1
44905,Bill Posey,Mike Coffman,1
44907,Bill Posey,Christopher J. Lee,1
44911,Bill Posey,Roy Blunt,1
44916,Bill Posey,Brian P. Bilbray,1
44926,Bill Posey,John M. Shimkus,1
44932,Bill Posey,Cathy Mcmorris Rodgers,1
44935,Bill Posey,Jim Jordan,1
44937,Bill Posey,Pete Sessions,1
44938,Bill Posey,John A. Boehner,1
44946,Bill Posey,Trent Franks,1
44947,Bill Posey,Howard P. Mckeon,1
44950,Bill Posey,John R. Carter,1
44952,Bill Posey,Joe L. Barton,1
44954,Bill Posey,Kevin Brady,1
44957,Bill Posey,Gary Miller,1
44963,Bill Posey,Patrick J. Tiberi,1
44966,Bill Posey,Kay Granger,1
44968,Bill Posey,Rodney Frelinghuysen,1
44969,Bill Posey,Denny Rehberg,1
44973,Bill Posey,John Shadegg,1
44979,Bill Posey,Robert W. Goodlatte,1
44980,Bill Posey,Rob Bishop,1
44981,Bill Posey,Candice S. Miller,1
44983,Bill Posey,Steve King,1
44986,Bill Posey,Aaron Schock,1
44989,Bill Posey,Don E. Young,1
44990,Bill Posey,Virginia Foxx,1
44992,Bill Posey,Michele Bachmann,1
44994,Bill Posey,Ron Paul,1
44996,Bill Posey,Louie Gohmert,1
44997,Bill Posey,Dana Rohrabacher,1
45000,Bill Posey,Michael R. Turner,1
45001,Bill Posey,Tom Price,1
45002,Bill Posey,Ralph M. Hall,1
45004,Bill Posey,Jason Chaffetz,1
45006,Bill Posey,Jeb Hensarling,1
45007,Bill Posey,Randy Neugebauer,1
45015,Bill Posey,Tom Cole,1
45017,Bill Posey,John Sullivan,1
45018,Bill Posey,Duncan D. Hunter,1
45023,Bill Posey,Sam Johnson,1
45025,Bill Posey,Jeff Miller,1
45026,Bill Posey,Adam H. Putnam,1
45031,Bill Posey,Robert J. Wittman,1
45033,Bill Posey,Wally Herger,1
45039,Bill Posey,Ken Calvert,1
45040,Bill Posey,Jeff Flake,1
45041,Bill Posey,Walter B. Jones,1
45042,Bill Posey,Thomas J. Rooney,1
45043,Bill Posey,Steve Scalise,1
45044,Bill Posey,Lamar Smith,1
45056,Bill Posey,F. James Sensenbrenner,1
45057,Bill Posey,Bill Shuster,1
45059,Bill Posey,Gus M. Bilirakis,1
45060,Bill Posey,Ginny Brown-Waite,1
45062,Bill Posey,Dean Heller,1
45066,Bill Posey,John Boozman,1
45070,Bill Posey,John Kline,1
45072,Bill Posey,Charles W. Dent,1
45074,Bill Posey,Bill Cassidy,1
45080,Bill Posey,Ander Crenshaw,1
45082,Bill Posey,W. Todd Akin,1
45084,Bill Posey,Elton Gallegly,1
45085,Bill Posey,Joseph R. Pitts,1
45089,Bill Posey,Cliff Stearns,1
45090,Bill Posey,Fred Upton,1
45091,Bill Posey,Stephen E. Buyer,1
45095,Bill Posey,Dan Burton,1
45101,Bill Posey,Paul Ryan,1
45102,Bill Posey,Judy Biggert,1
45113,Bill Posey,Shelley Moore Capito,1
45121,Bill Posey,Frank R. Wolf,1
45125,Bill Posey,Frank D. Lucas,1
45128,Bill Posey,Kenny Marchant,1
45129,Bill Posey,Patrick Mchenry,1
45131,Bill Posey,David P. Roe,1
45132,Bill Posey,Mike Rogers,1
45133,Bill Posey,Dave Camp,1
45134,Bill Posey,Tom Latham,1
45136,Bill Posey,Parker Griffith,1
45137,Bill Posey,Lynn Jenkins,1
45141,Bill Posey,Jean Schmidt,1
45146,Bill Posey,Mario Diaz-Balart,1
45147,Bill Posey,Timothy V. Johnson,1
45149,Bill Posey,Erik Paulsen,1
45152,Bill Posey,Donald Manzullo,1
45154,Bill Posey,Thaddeus G. Mccotter,1
45155,Bill Posey,John Campbell,1
45160,Bill Posey,Doc Hastings,1
45162,Bill Posey,Roscoe G. Bartlett,1
45165,Bill Posey,Mark Edward Souder,1
45167,Bill Posey,Kevin Mccarthy,1
45171,Bill Posey,J. Gresham Barrett,1
45173,Bill Posey,Mary Fallin,1
45174,Bill Posey,Blaine Luetkemeyer,1
45177,Bill Posey,Nathan Deal,1
45178,Bill Posey,Steve Austria,1
45179,Bill Posey,Spencer Bachus,1
45182,Bill Posey,Eric Cantor,1
45183,Bill Posey,Michael K. Simpson,1
45184,Bill Posey,Jim Gerlach,1
45187,Bill Posey,Devin Nunes,1
45188,Bill Posey,Pete Olson,1
45190,Bill Posey,Tom Mcclintock,1
45192,Bill Posey,Michael T. Mccaul,1
45193,Bill Posey,William M. Thornberry,1
45199,Bill Posey,John J. Duncan,1
45202,Bill Posey,Suzanne M. Kosmas,1
45203,Bill Posey,Mike Pence,1
45204,Bill Posey,Bob Inglis,1
45205,Bill Posey,John Fleming,1
45213,Bill Posey,Robert B. Aderholt,1
45214,Bill Posey,Greg Walden,1
45216,Bill Posey,Sam Graves,1
45218,Bill Posey,Howard Coble,1
45219,Bill Posey,Peter J. Roskam,1
45220,Bill Posey,Harold Rogers,1
45222,Bill Posey,Mike Rogers.1,1
45228,Bill Posey,Adrian Smith,1
45229,Bill Posey,Lincoln Diaz-Balart,1
45231,Bill Posey,Jack Kingston,1
45232,Bill Posey,Cynthia M. Lummis,1
45235,Bill Posey,Brett Guthrie,1
45238,Bill Posey,Gregg Harper,1
45240,Bill Posey,George P. Radanovich,1
45241,Bill Posey,Parker Griffith.1,1
45242,Bill Posey,Jo Bonner,1
45245,Bill Posey,C. W. Bill Young,1
45247,Bill Posey,Tom Graves,1
45248,Adam B. Schiff,Louise M. Slaughter,1
45250,Adam B. Schiff,Tammy Baldwin,1
45252,Adam B. Schiff,Barbara Lee,1
45253,Adam B. Schiff,Donald M. Payne,1
45254,Adam B. Schiff,Sam Farr,1
45256,Adam B. Schiff,Carolyn B. Maloney,1
45257,Adam B. Schiff,Gerald E. Connolly,1
45258,Adam B. Schiff,Nita M. Lowey,1
45260,Adam B. Schiff,Gwen Moore,1
45261,Adam B. Schiff,Tim Ryan,1
45263,Adam B. Schiff,Mary Bono Mack,1
45267,Adam B. Schiff,Wm. Lacy Clay,1
45268,Adam B. Schiff,Steve Cohen,1
45269,Adam B. Schiff,Maurice D. Hinchey,1
45274,Adam B. Schiff,Diane E. Watson,1
45275,Adam B. Schiff,Bobby L. Rush,1
45281,Adam B. Schiff,Michael A. Arcuri,1
45283,Adam B. Schiff,John Lewis,1
45284,Adam B. Schiff,Jerrold Nadler,1
45286,Adam B. Schiff,Elijah E. Cummings,1
45287,Adam B. Schiff,Rush D. Holt,1
45288,Adam B. Schiff,Michael E. Capuano,1
45289,Adam B. Schiff,Carolyn Mccarthy,1
45292,Adam B. Schiff,Carolyn Cheeks Kilpatrick,1
45293,Adam B. Schiff,Walter Minnick,1
45294,Adam B. Schiff,Laura Richardson,1
45295,Adam B. Schiff,Alcee L. Hastings,1
45296,Adam B. Schiff,Emanuel Cleaver,1
45300,Adam B. Schiff,David E. Price,1
45303,Adam B. Schiff,James P. Mcgovern,1
45305,Adam B. Schiff,John J. Hall,1
45308,Adam B. Schiff,Ron Klein,1
45311,Adam B. Schiff,Zoe Lofgren,1
45313,Adam B. Schiff,Chris Van Hollen,1
45314,Adam B. Schiff,Patrick J. Kennedy,1
45322,Adam B. Schiff,Allyson Y. Schwartz,1
45324,Adam B. Schiff,Shelley Berkley,1
45332,Adam B. Schiff,Robert E. Andrews,1
45335,Adam B. Schiff,Linda T. Sanchez,1
45337,Adam B. Schiff,Nick J. Rahall,1
45340,Adam B. Schiff,George Miller,1
45342,Adam B. Schiff,Chellie Pingree,1
45343,Adam B. Schiff,Howard L. Berman,1
45346,Adam B. Schiff,John Conyers,1
45350,Adam B. Schiff,Bob Filner,1
45352,Adam B. Schiff,Dennis A. Cardoza,1
45356,Adam B. Schiff,Rick Larsen,1
45357,Adam B. Schiff,Susan A. Davis,1
45361,Adam B. Schiff,Mazie K. Hirono,1
45365,Adam B. Schiff,Brian Baird,1
45366,Adam B. Schiff,Paul W. Hodes,1
45368,Adam B. Schiff,James A. Himes,1
45370,Adam B. Schiff,Joe Courtney,1
45371,Adam B. Schiff,William J. Pascrell,1
45372,Adam B. Schiff,John A. Boccieri,1
45376,Adam B. Schiff,Jesse L. Jackson,1
45377,Adam B. Schiff,Jackie Speier,1
45378,Adam B. Schiff,Charles B. Rangel,1
45381,Adam B. Schiff,Jane Harman,1
45382,Adam B. Schiff,Mary Jo Kilroy,1
45387,Adam B. Schiff,Steven R. Rothman,1
45388,Adam B. Schiff,Jim Mcdermott,1
45392,Adam B. Schiff,Jose E. Serrano,1
45396,Adam B. Schiff,Gene Green,1
45397,Adam B. Schiff,Anna G. Eshoo,1
45399,Adam B. Schiff,Lois Capps,1
45401,Adam B. Schiff,Debbie Wasserman Schultz,1
45403,Adam B. Schiff,Sanford D. Bishop,1
45404,Adam B. Schiff,Anthony D. Weiner,1
45407,Adam B. Schiff,Robert Wexler,1
45409,Adam B. Schiff,Bart Gordon,1
45410,Adam B. Schiff,Janice D. Schakowsky,1
45412,Adam B. Schiff,Henry A. Waxman,1
45413,Adam B. Schiff,James R. Langevin,1
45418,Adam B. Schiff,Lynn Woolsey,1
45419,Adam B. Schiff,Neil Abercrombie,1
45424,Adam B. Schiff,Eliot L. Engel,1
45426,Adam B. Schiff,Mike Doyle,1
45432,Adam B. Schiff,Joe Baca,1
45435,Adam B. Schiff,Doris O. Matsui,1
45436,Adam B. Schiff,Xavier Becerra,1
45439,Adam B. Schiff,Betty Mccollum,1
45443,Adam B. Schiff,John B. Larson,1
45446,Adam B. Schiff,Edward J. Markey,1
45447,Adam B. Schiff,Joseph Crowley,1
45451,Adam B. Schiff,Leonard L. Boswell,1
45453,Adam B. Schiff,Donna F. Edwards,1
45457,Adam B. Schiff,Michael H. Michaud,1
45460,Adam B. Schiff,Heath Shuler,1
45464,Adam B. Schiff,"Henry C. ""Hank"" Johnson",1
45467,Adam B. Schiff,Lucille Roybal-Allard,1
45468,Adam B. Schiff,Baron P. Hill,1
45469,Adam B. Schiff,Raul M. Grijalva,1
45475,Adam B. Schiff,Joe Sestak,1
45476,Adam B. Schiff,Albio Sires,1
45478,Adam B. Schiff,Ellen O. Tauscher,1
45480,Adam B. Schiff,Diana Degette,1
45482,Adam B. Schiff,Chaka Fattah,1
45483,Adam B. Schiff,Charles A. Gonzalez,1
45484,Adam B. Schiff,"Robert C. ""Bobby"" Scott",1
45486,Adam B. Schiff,Peter A. Defazio,1
45493,Adam B. Schiff,Mike Ross,1
45496,Adam B. Schiff,Michael M. Honda,1
45500,Adam B. Schiff,Maxine Waters,1
45502,Adam B. Schiff,Stephen F. Lynch,1
45509,Adam B. Schiff,Rosa Delauro,1
45511,Adam B. Schiff,Brian Higgins,1
45512,Adam B. Schiff,Kendrick B. Meek,1
45513,Adam B. Schiff,Russ Carnahan,1
45519,Adam B. Schiff,Dennis Moore,1
45521,Adam B. Schiff,Gary L. Ackerman,1
45523,Adam B. Schiff,Kathy Castor,1
45524,Adam B. Schiff,Jay Inslee,1
45525,Adam B. Schiff,Harry E. Mitchell,1
45526,Adam B. Schiff,James P. Moran,1
45527,Adam B. Schiff,Brad Sherman,1
45529,Adam B. Schiff,Luis V. Gutierrez,1
45531,Adam B. Schiff,Bruce L. Braley,1
45534,Adam B. Schiff,Keith Ellison,1
45535,Adam B. Schiff,Patrick J. Murphy,1
45536,Adam B. Schiff,Barney Frank,1
45541,Adam B. Schiff,Lloyd Doggett,1
45545,Adam B. Schiff,Jim Matheson,1
45546,Adam B. Schiff,Peter J. Visclosky,1
45548,Adam B. Schiff,Silvestre Reyes,1
45551,Adam B. Schiff,James E. Clyburn,1
45552,Adam B. Schiff,Robert A. Brady,1
45553,Adam B. Schiff,Phil Hare,1
45554,Adam B. Schiff,Grace F. Napolitano,1
45555,Adam B. Schiff,Frank Pallone,1
45557,Adam B. Schiff,John F. Tierney,1
45558,Adam B. Schiff,Steve Driehaus,1
45559,Adam B. Schiff,Timothy H. Bishop,1
45560,Adam B. Schiff,Earl Blumenauer,1
45562,Adam B. Schiff,Jim Costa,1
45563,Adam B. Schiff,Betty Sutton,1
45564,Adam B. Schiff,Ben Chandler,1
45567,Adam B. Schiff,John P. Sarbanes,1
45568,Adam B. Schiff,Zachary T. Space,1
45572,Adam B. Schiff,Pete Stark,1
45575,Adam B. Schiff,Steve Israel,1
45588,Adam B. Schiff,Pedro R. Pierluisi,1
45591,Adam B. Schiff,Jerry Mcnerney,1
45596,Adam B. Schiff,Mike Thompson,1
45598,Adam B. Schiff,Dale E. Kildee,1
45599,Adam B. Schiff,John H. Adler,1
45604,Adam B. Schiff,Gabrielle Giffords,1
45605,Adam B. Schiff,Christopher Murphy,1
45606,Adam B. Schiff,John Barrow,1
45607,Adam B. Schiff,Alan Grayson,1
45609,Adam B. Schiff,Jason Altmire,1
45611,Adam B. Schiff,Brad Miller,1
45612,Adam B. Schiff,Bill Delahunt,1
45614,Adam B. Schiff,Loretta Sanchez,1
45617,Adam B. Schiff,Peter Welch,1
45618,Adam B. Schiff,Corrine Brown,1
45629,Adam B. Schiff,Carol Shea-Porter,1
45633,Adam B. Schiff,Sander M. Levin,1
45634,Adam B. Schiff,Richard E. Neal,1
45642,Adam B. Schiff,C. A. Dutch Ruppersberger,1
45644,Adam B. Schiff,John A. Yarmuth,1
45645,Adam B. Schiff,Joe Donnelly,1
45646,Adam B. Schiff,Paul Tonko,1
45649,Adam B. Schiff,Dina Titus,1
45650,Adam B. Schiff,Suzanne M. Kosmas,1
45654,Adam B. Schiff,Niki Tsongas,1
45655,Adam B. Schiff,Martin Heinrich,1
45657,Adam B. Schiff,David Scott,1
45658,Adam B. Schiff,David Wu,1
45659,Adam B. Schiff,Adam Smith,1
45660,Adam B. Schiff,Andre Carson,1
45663,Adam B. Schiff,Daniel B. Maffei,1
45665,Adam B. Schiff,Timothy J. Walz,1
45669,Adam B. Schiff,Kathleen A. Dahlkemper,1
45671,Adam B. Schiff,Mike Quigley,1
45674,Adam B. Schiff,Nancy Pelosi,1
45678,Adam B. Schiff,Ed Pastor,1
45681,Adam B. Schiff,Victor F. Snyder,1
45682,Adam B. Schiff,John W. Olver,1
45687,Adam B. Schiff,Judy Chu,1
45691,Adam B. Schiff,John Garamendi,1
45696,Bob Filner,Louise M. Slaughter,1
45698,Bob Filner,Tammy Baldwin,1
45700,Bob Filner,Barbara Lee,1
45701,Bob Filner,Donald M. Payne,1
45702,Bob Filner,Sam Farr,1
45704,Bob Filner,Carolyn B. Maloney,1
45705,Bob Filner,Gerald E. Connolly,1
45706,Bob Filner,Nita M. Lowey,1
45708,Bob Filner,Gwen Moore,1
45709,Bob Filner,Tim Ryan,1
45715,Bob Filner,Wm. Lacy Clay,1
45716,Bob Filner,Steve Cohen,1
45717,Bob Filner,Maurice D. Hinchey,1
45722,Bob Filner,Diane E. Watson,1
45723,Bob Filner,Bobby L. Rush,1
45725,Bob Filner,Marcy Kaptur,1
45730,Bob Filner,Danny K. Davis,1
45731,Bob Filner,John Lewis,1
45732,Bob Filner,Jerrold Nadler,1
45734,Bob Filner,Elijah E. Cummings,1
45735,Bob Filner,Rush D. Holt,1
45736,Bob Filner,Michael E. Capuano,1
45737,Bob Filner,Carolyn Mccarthy,1
45740,Bob Filner,Carolyn Cheeks Kilpatrick,1
45742,Bob Filner,Laura Richardson,1
45743,Bob Filner,Alcee L. Hastings,1
45744,Bob Filner,Emanuel Cleaver,1
45748,Bob Filner,David E. Price,1
45751,Bob Filner,James P. Mcgovern,1
45753,Bob Filner,John J. Hall,1
45759,Bob Filner,Zoe Lofgren,1
45761,Bob Filner,Chris Van Hollen,1
45762,Bob Filner,Patrick J. Kennedy,1
45770,Bob Filner,Allyson Y. Schwartz,1
45772,Bob Filner,Shelley Berkley,1
45779,Bob Filner,Eddie Bernice Johnson,1
45780,Bob Filner,Robert E. Andrews,1
45783,Bob Filner,Linda T. Sanchez,1
45785,Bob Filner,Nick J. Rahall,1
45788,Bob Filner,George Miller,1
45790,Bob Filner,Chellie Pingree,1
45791,Bob Filner,Howard L. Berman,1
45794,Bob Filner,John Conyers,1
45797,Bob Filner,Adam B. Schiff,1
45799,Bob Filner,Edolphus Towns,1
45802,Bob Filner,Jerry F. Costello,1
45805,Bob Filner,Susan A. Davis,1
45808,Bob Filner,Al Green,1
45809,Bob Filner,Mazie K. Hirono,1
45811,Bob Filner,Dennis J. Kucinich,1
45814,Bob Filner,Paul W. Hodes,1
45818,Bob Filner,Joe Courtney,1
45819,Bob Filner,William J. Pascrell,1
45821,Bob Filner,Eleanor Holmes Norton,1
45824,Bob Filner,Jesse L. Jackson,1
45825,Bob Filner,Jackie Speier,1
45826,Bob Filner,Charles B. Rangel,1
45829,Bob Filner,Jane Harman,1
45830,Bob Filner,Mary Jo Kilroy,1
45835,Bob Filner,Steven R. Rothman,1
45836,Bob Filner,Jim Mcdermott,1
45840,Bob Filner,Jose E. Serrano,1
45845,Bob Filner,Anna G. Eshoo,1
45847,Bob Filner,Lois Capps,1
45849,Bob Filner,Debbie Wasserman Schultz,1
45852,Bob Filner,Anthony D. Weiner,1
45855,Bob Filner,Robert Wexler,1
45858,Bob Filner,Janice D. Schakowsky,1
45860,Bob Filner,Henry A. Waxman,1
45861,Bob Filner,James R. Langevin,1
45866,Bob Filner,Lynn Woolsey,1
45867,Bob Filner,Neil Abercrombie,1
45874,Bob Filner,Mike Doyle,1
45880,Bob Filner,Joe Baca,1
45883,Bob Filner,Doris O. Matsui,1
45884,Bob Filner,Xavier Becerra,1
45887,Bob Filner,Betty Mccollum,1
45891,Bob Filner,John B. Larson,1
45894,Bob Filner,Edward J. Markey,1
45901,Bob Filner,Donna F. Edwards,1
45905,Bob Filner,Michael H. Michaud,1
45912,Bob Filner,"Henry C. ""Hank"" Johnson",1
45915,Bob Filner,Lucille Roybal-Allard,1
45917,Bob Filner,Raul M. Grijalva,1
45924,Bob Filner,Albio Sires,1
45926,Bob Filner,Ellen O. Tauscher,1
45928,Bob Filner,Diana Degette,1
45930,Bob Filner,Chaka Fattah,1
45931,Bob Filner,Charles A. Gonzalez,1
45932,Bob Filner,"Robert C. ""Bobby"" Scott",1
45934,Bob Filner,Peter A. Defazio,1
45944,Bob Filner,Michael M. Honda,1
45948,Bob Filner,Maxine Waters,1
45950,Bob Filner,Stephen F. Lynch,1
45957,Bob Filner,Rosa Delauro,1
45959,Bob Filner,Brian Higgins,1
45960,Bob Filner,Kendrick B. Meek,1
45961,Bob Filner,Russ Carnahan,1
45964,Bob Filner,James L. Oberstar,1
45969,Bob Filner,Gary L. Ackerman,1
45971,Bob Filner,Kathy Castor,1
45973,Bob Filner,Harry E. Mitchell,1
45974,Bob Filner,James P. Moran,1
45975,Bob Filner,Brad Sherman,1
45977,Bob Filner,Luis V. Gutierrez,1
45979,Bob Filner,Bruce L. Braley,1
45982,Bob Filner,Keith Ellison,1
45984,Bob Filner,Barney Frank,1
45989,Bob Filner,Lloyd Doggett,1
45992,Bob Filner,Yvette D. Clarke,1
45996,Bob Filner,Silvestre Reyes,1
46000,Bob Filner,Robert A. Brady,1
46001,Bob Filner,Phil Hare,1
46002,Bob Filner,Grace F. Napolitano,1
46003,Bob Filner,Frank Pallone,1
46005,Bob Filner,John F. Tierney,1
46007,Bob Filner,Timothy H. Bishop,1
46008,Bob Filner,Earl Blumenauer,1
46011,Bob Filner,Betty Sutton,1
46015,Bob Filner,John P. Sarbanes,1
46020,Bob Filner,Pete Stark,1
46023,Bob Filner,Steve Israel,1
46026,Bob Filner,Ciro D. Rodriguez,1
46038,Bob Filner,Nydia M. Velazquez,1
46039,Bob Filner,Jerry Mcnerney,1
46044,Bob Filner,Mike Thompson,1
46046,Bob Filner,Dale E. Kildee,1
46053,Bob Filner,Christopher Murphy,1
46055,Bob Filner,Alan Grayson,1
46059,Bob Filner,Brad Miller,1
46060,Bob Filner,Bill Delahunt,1
46062,Bob Filner,Loretta Sanchez,1
46065,Bob Filner,Peter Welch,1
46066,Bob Filner,Corrine Brown,1
46077,Bob Filner,Carol Shea-Porter,1
46082,Bob Filner,Richard E. Neal,1
46091,Bob Filner,Marcia L. Fudge,1
46092,Bob Filner,John A. Yarmuth,1
46094,Bob Filner,Paul Tonko,1
46097,Bob Filner,Dina Titus,1
46102,Bob Filner,Niki Tsongas,1
46103,Bob Filner,Martin Heinrich,1
46106,Bob Filner,David Wu,1
46108,Bob Filner,Andre Carson,1
46111,Bob Filner,Daniel B. Maffei,1
46113,Bob Filner,Timothy J. Walz,1
